gene_id	TCGA-BH-A0AU-01A-11R-A12P-07	gene_id	TCGA-BH-A0AU-11A-11R-A12P-07
KL|9365	80.3249	KL|9365	158.8039
KMO|8564	24.8872	KMO|8564	37.9998
KNDC1|85442	52.7978	KNDC1|85442	9.6979
KNTC1|9735	703.9711	KNTC1|9735	365.6935
KPNA1|3836	2771.2094	KPNA1|3836	1393.6761
KPNA2|3838	3313.6282	KPNA2|3838	469.5424
KPNA3|3839	1164.7112	KPNA3|3839	817.0522
KPNA4|3840	2869.5848	KPNA4|3840	1423.1741
KPNA5|3841	44.2238	KPNA5|3841	181.0284
KPNA6|23633	3645.7581	KPNA6|23633	2028.8918
KPNB1|3837	10736.4621	KPNB1|3837	4461.4608
KPTN|11133	237.8159	KPTN|11133	137.7917
KRAS|3845	1831.2274	KRAS|3845	778.2604
KRBA1|84626	326.7148	KRBA1|84626	307.1017
KRBA2|124751	56.4079	KRBA2|124751	178.1998
KRCC1|51315	1172.3827	KRCC1|51315	999.2929
KREMEN1|83999	636.7329	KREMEN1|83999	860.2889
KREMEN2|79412	5.8664	lowly_expressed	lowly_expressed
KRI1|65095	1724.9729	KRI1|65095	765.346
KRIT1|889	1065.4332	KRIT1|889	990.8072
KRR1|11103	1375.2437	KRR1|11103	962.671
KRT10|3858	305.5054	KRT10|3858	219.4161
KRT13|3860	9.9278	lowly_expressed	lowly_expressed
KRT14|3861	152.9783	KRT14|3861	4591.979
KRT15|3866	6731.0469	KRT15|3866	18791.3931
lowly_expressed	lowly_expressed	KRT16|3868	92.5346
KRT17|3872	116.426	KRT17|3872	5352.8639
KRT18|3875	17481.8998	KRT18|3875	8154.8722
KRT19|3880	59130.4152	KRT19|3880	13261.5416
KRT1|3848	12.6354	KRT1|3848	8.8898
KRT222|125113	65.4332	KRT222|125113	81.2203
KRT23|25984	344.3141	KRT23|25984	1311.2436
KRT31|3881	9.0253	lowly_expressed	lowly_expressed
KRT32|3882	15.7942	KRT32|3882	9.2939
KRT37|8688	16.6968	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	KRT40|125115	6.4653
KRT5|3852	323.1047	KRT5|3852	13569.8555
KRT6A|3853	52.7978	lowly_expressed	lowly_expressed
KRT6B|3854	21.2094	KRT6B|3854	298.2119
lowly_expressed	lowly_expressed	KRT6C|286887	5.2531
KRT7|3855	662.0036	KRT7|3855	7976.1592
KRT80|144501	931.4079	KRT80|144501	547.5301
KRT81|3887	7.2202	KRT81|3887	379.4323
lowly_expressed	lowly_expressed	KRT83|3889	31.9224
KRT86|3892	9.4765	KRT86|3892	19.8
KRT8|3856	32212.1435	KRT8|3856	5720.4687
KRTAP5-1|387264	5.8664	KRTAP5-1|387264	8.4857
KRTCAP2|200185	1100.1805	KRTCAP2|200185	1176.6845
KRTCAP3|200634	513.5379	KRTCAP3|200634	378.22
KSR1|8844	221.1191	KSR1|8844	522.0729
KSR2|283455	34.296	KSR2|283455	125.6693
KTELC1|56983	650.722	KTELC1|56983	509.1423
KTI12|112970	104.2419	KTI12|112970	161.2284
KTN1|3895	5123.6462	KTN1|3895	5378.7251
KYNU|8942	63.1769	KYNU|8942	84.45299999999999
KY|339855	11.7329	KY|339855	229.5181
L1CAM|3897	19.8556	L1CAM|3897	39.1959
lowly_expressed	lowly_expressed	L1TD1|54596	6.0612
L2HGDH|79944	216.1552	L2HGDH|79944	209.3141
L3MBTL2|83746	1448.7365	L3MBTL2|83746	876.1734
L3MBTL3|84456	147.5632	L3MBTL3|84456	245.2773
L3MBTL4|91133	67.6895	L3MBTL4|91133	233.963
L3MBTL|26013	133.57399999999998	L3MBTL|26013	347.0856
LACE1|246269	53.2491	LACE1|246269	52.9346
lowly_expressed	lowly_expressed	LACRT|90070	34.3469
LACTB2|51110	246.3899	LACTB2|51110	155.5713
LACTB|114294	289.2599	LACTB|114294	172.5427
LAD1|3898	175.5415	LAD1|3898	717.6482
LAG3|3902	53.7004	LAG3|3902	33.1347
LAGE3|8270	655.2347	LAGE3|8270	187.4937
LAIR1|3903	401.1733	LAIR1|3903	303.0609
lowly_expressed	lowly_expressed	LALBA|3906	84.0489
LAMA1|284217	146.6606	LAMA1|284217	764.5217
LAMA2|3908	1176.8953	LAMA2|3908	1033.2357
LAMA3|3909	2580.7762	LAMA3|3909	4684.5136
LAMA4|3910	1883.1227	LAMA4|3910	1537.529
LAMA5|3911	1832.13	LAMA5|3911	2692.3932
LAMB1|3912	5008.1227	LAMB1|3912	2740.4788
LAMB2L|22973	14.4404	LAMB2L|22973	42.8326
LAMB2|3913	5856.4982	LAMB2|3913	8039.1959
LAMB3|3914	445.8484	LAMB3|3914	6019.1939
LAMC1|3915	5634.0253	LAMC1|3915	4529.3464
LAMC2|3918	326.7148	LAMC2|3918	2957.0664
LAMC3|10319	37.4549	LAMC3|10319	407.3139
LAMP1|3916	8717.0578	LAMP1|3916	6627.7402
LAMP2|3920	5578.5199	LAMP2|3920	5335.0844
LAMP3|27074	172.8339	LAMP3|27074	37.1755
LANCL1|10314	2759.4765	LANCL1|10314	2307.3038
LANCL2|55915	736.9134	LANCL2|55915	665.9259
LAP3|51056	3711.6426	LAP3|51056	1520.5576
LAPTM4A|9741	7416.9675	LAPTM4A|9741	7004.3439
LAPTM4B|55353	6748.1949	LAPTM4B|55353	1906.4552
LAPTM5|7805	3282.9422	LAPTM5|7805	1443.7822
LARGE|9215	2241.426	LARGE|9215	575.4117
LARP1B|55132	664.7112	LARP1B|55132	347.9139
LARP1|23367	5336.1913	LARP1|23367	4077.5836
LARP4B|23185	1377.7076	LARP4B|23185	1525.0025
LARP4|113251	2936.8231	LARP4|113251	981.1092
LARP6|55323	184.1155	LARP6|55323	290.9385
LARP7|51574	1126.3538	LARP7|51574	1009.3949
LARS2|23395	674.6389999999999	LARS2|23395	493.3832
LARS|51520	2537.0036	LARS|51520	4113.5468
LAS1L|81887	1171.0289	LAS1L|81887	1070.8152
LASP1|3927	6557.3105	LASP1|3927	4986.3623
lowly_expressed	lowly_expressed	LASS1|10715	28.6696
LASS2|29956	17252.7076	LASS2|29956	3600.3637
lowly_expressed	lowly_expressed	LASS3|204219	15.7592
LASS4|79603	1014.4404	LASS4|79603	1265.1783
LASS5|91012	1000.4513	LASS5|91012	774.6237
LASS6|253782	5731.2274	LASS6|253782	1585.9501
LAT2|7462	162.4549	LAT2|7462	110.3142
LATS1|9113	458.935	LATS1|9113	921.7093
LATS2|26524	446.7509	LATS2|26524	553.1872
LAT|27040	108.4296	LAT|27040	150.2334
LAX1|54900	59.5668	LAX1|54900	40.4081
LAYN|143903	66.3357	LAYN|143903	245.2773
LBH|81606	684.1155	LBH|81606	2706.9401
LBP|3929	22.5632	LBP|3929	6.0612
LBR|3930	676.8953	LBR|3930	697.8483
lowly_expressed	lowly_expressed	LBX2|85474	8.8898
LCA5L|150082	89.3502	LCA5L|150082	83.6448
LCA5|167691	212.0939	LCA5|167691	506.3138
LCAT|3931	18.9531	LCAT|3931	128.8292
LCK|3932	197.6534	LCK|3932	170.5223
LCLAT1|253558	675.5415	LCLAT1|253558	273.1589
LCMT1|51451	758.574	LCMT1|51451	605.7177
LCMT2|9836	262.6354	LCMT2|9836	297.4038
lowly_expressed	lowly_expressed	LCN10|414332	28.2857
LCN12|286256	18.0505	LCN12|286256	28.6898
LCN2|3934	9.4765	LCN2|3934	168.0978
lowly_expressed	lowly_expressed	LCN6|158062	11.3143
LCORL|254251	109.3457	LCORL|254251	83.7014
LCOR|84458	234.8466	LCOR|84458	246.5057
LCP1|3936	3136.7329	LCP1|3936	1318.517
LCP2|3937	361.0108	LCP2|3937	190.7263
lowly_expressed	lowly_expressed	LCT|3938	33.5387
LDB1|8861	1634.4765	LDB1|8861	2195.3733
LDB2|9079	197.6534	LDB2|9079	741.8931
LDB3|11155	66.78699999999999	LDB3|11155	28.2857
LDHA|3939	10504.0614	LDHA|3939	4675.6238
LDHB|3945	4287.4549	LDHB|3945	5204.9702
LDHC|3948	6.769	LDHC|3948	6.4653
LDHD|197257	50.0903	LDHD|197257	164.8651
LDLRAD2|401944	58.8132	LDLRAD2|401944	146.1764
LDLRAD3|143458	1318.1408	LDLRAD3|143458	1159.309
LDLRAP1|26119	678.2491	LDLRAP1|26119	869.1787
LDLR|3949	2498.6462	LDLR|3949	1040.5091
LDOC1L|84247	1486.9134	LDOC1L|84247	1600.5657
LDOC1|23641	519.8556	LDOC1|23641	861.5012
lowly_expressed	lowly_expressed	LEAP2|116842	10.5061
LEF1|51176	303.7004	LEF1|51176	212.1426
lowly_expressed	lowly_expressed	LEFTY2|7044	14.5469
LEKR1|389170	22.1119	LEKR1|389170	38.7918
LEMD2|221496	801.444	LEMD2|221496	833.2155
LEMD3|23592	778.4296	LEMD3|23592	875.2399
LENG1|79165	107.852	LENG1|79165	150.7223
LENG8|114823	1368.5153	LENG8|114823	7549.1989
LENG9|94059	68.759	LENG9|94059	106.1198
LEO1|123169	562.2744	LEO1|123169	619.0524
LEPRE1|64175	1152.9783	LEPRE1|64175	439.2363
LEPREL1|55214	48.7365	LEPREL1|55214	385.0894
LEPREL2|10536	636.7329	LEPREL2|10536	395.1874
LEPROTL1|23484	1123.1949	LEPROTL1|23484	770.987
LEPROT|54741	555.4693	LEPROT|54741	1039.6404
LEPR|3953	176.0289	LEPR|3953	733.4680000000001
LEP|3952	60.0181	LEP|3952	975.8561
LETM1|3954	3129.0614	LETM1|3954	960.9051
LETM2|137994	53.7004	LETM2|137994	25.8612
LETMD1|25875	609.6569999999999	LETMD1|25875	1975.149
LFNG|3955	642.148	LFNG|3955	768.9666
LGALS12|85329	13.5379	LGALS12|85329	77.9877
LGALS1|3956	3889.4404	LGALS1|3956	2215.1732
LGALS2|3957	22.1119	LGALS2|3957	13.3347
LGALS3BP|3959	9865.0722	LGALS3BP|3959	5135.8723
LGALS3|3958	1522.1119	LGALS3|3958	4056.5714
lowly_expressed	lowly_expressed	LGALS4|3960	14.950999999999999
lowly_expressed	lowly_expressed	LGALS7B|653499	47.2775
lowly_expressed	lowly_expressed	LGALS7|3963	8.4857
LGALS8|3964	1578.0505	LGALS8|3964	1146.3703
LGALS9C|654346	7.6715	LGALS9C|654346	12.1224
LGALS9|3965	814.0794	LGALS9|3965	523.6893
LGI2|55203	184.1155	LGI2|55203	46.0653
LGI3|203190	14.4404	lowly_expressed	lowly_expressed
LGI4|163175	20.3069	LGI4|163175	181.4325
LGMN|5641	1525.7220000000002	LGMN|5641	1183.958
LGR4|55366	295.1264	LGR4|55366	1827.2553
lowly_expressed	lowly_expressed	LGR5|8549	9.6979
LGR6|59352	54.6029	LGR6|59352	942.3174
LGTN|1939	990.5235	LGTN|1939	1980.8061
lowly_expressed	lowly_expressed	LHFPL1|340596	21.8204
LHFPL2|10184	1374.0975	LHFPL2|10184	2305.6874
LHFP|10186	460.2888	LHFP|10186	1287.8068
LHPP|64077	516.2455	LHPP|64077	410.9506
LHX4|89884	7.324	LHX4|89884	10.5021
LHX6|26468	72.2022	LHX6|26468	370.9466
LIAS|11019	252.2563	LIAS|11019	393.171
LIFR|3977	619.1336	LIFR|3977	3401.9598
LIF|3976	119.5848	LIF|3976	130.9223
LIG1|3978	828.5199	LIG1|3978	862.3093
LIG3|3980	1587.9964	LIG3|3980	815.4359
LIG4|3981	262.1841	LIG4|3981	337.4078
lowly_expressed	lowly_expressed	LILRA1|11024	11.7184
LILRA2|11027	32.9422	LILRA2|11027	26.6694
LILRA4|23547	10.3791	LILRA4|23547	7.2735
LILRA5|353514	16.2455	lowly_expressed	lowly_expressed
LILRA6|79168	62.5496	LILRA6|79168	11.0233
LILRB1|10859	97.0217	LILRB1|10859	58.9959
LILRB2|10288	115.9747	LILRB2|10288	46.4693
LILRB3|11025	66.96300000000001	LILRB3|11025	16.4542
LILRB4|11006	257.6715	LILRB4|11006	89.706
LILRB5|10990	46.4801	LILRB5|10990	43.6408
LIMA1|51474	3412.0036	LIMA1|51474	2855.6420000000003
LIMCH1|22998	451.7148	LIMCH1|22998	1730.2758
LIMD1|8994	821.2906	LIMD1|8994	1097.1896
LIMD2|80774	254.3276	LIMD2|80774	151.8052
LIME1|54923	17.5767	LIME1|54923	57.23
LIMK1|3984	1417.4188	LIMK1|3984	671.9871
LIMK2|3985	1392.5993	LIMK2|3985	2969.5929
LIMS1|3987	389.8917	LIMS1|3987	298.616
LIMS2|55679	206.6787	LIMS2|55679	1202.9498
LIMS3-LOC440895|100271835	11.4711	LIMS3-LOC440895|100271835	22.4629
lowly_expressed	lowly_expressed	LIMS3|96626	5.4187
LIN37|55957	127.1616	LIN37|55957	121.0951
LIN52|91750	98.8267	LIN52|91750	189.5141
LIN54|132660	702.1661	LIN54|132660	345.4894
lowly_expressed	lowly_expressed	LIN7A|8825	84.8571
LIN7B|64130	32.9422	LIN7B|64130	29.0938
LIN7C|55327	821.2996	LIN7C|55327	683.3013
LIN9|286826	134.4765	LIN9|286826	173.7549
LINGO1|84894	213.8989	LINGO1|84894	63.8448
lowly_expressed	lowly_expressed	LINGO4|339398	21.8204
LINS1|55180	308.21299999999997	LINS1|55180	314.3752
LIPA|3988	2356.4982	LIPA|3988	1672.0881
LIPC|3990	6.3177	LIPC|3990	16.9714
LIPE|3991	334.8375	LIPE|3991	1735.4965
LIPG|9388	9.9278	LIPG|9388	43.2367
LIPH|200879	183.6643	LIPH|200879	240.0242
LIPT1|51601	81.2004	LIPT1|51601	217.6099
LIPT2|387787	10.8303	LIPT2|387787	34.3469
LITAF|9516	3093.4116	LITAF|9516	4862.7134
LIX1L|128077	361.4621	LIX1L|128077	579.0484
LLGL1|3996	1103.3394	LLGL1|3996	806.9502
LLGL2|3993	1152.9783	LLGL2|3993	1021.1132
LLPH|84298	808.4792	LLPH|84298	491.4921
LMAN1|3998	5911.5523	LMAN1|3998	3446.0046
LMAN2L|81562	855.5957	LMAN2L|81562	844.9338
LMAN2|10960	3509.9278	LMAN2|10960	2108.8999
LMBR1L|55716	362.8159	LMBR1L|55716	608.9504
LMBR1|64327	2218.4116	LMBR1|64327	909.5868
LMBRD1|55788	704.4224	LMBRD1|55788	1724.6186
LMBRD2|92255	657.4910000000001	LMBRD2|92255	280.8364
LMCD1|29995	2085.2888	LMCD1|29995	661.4810000000001
LMF1|64788	385.3384	LMF1|64788	318.8201
LMF2|91289	1359.2058	LMF2|91289	1119.7091
LMLN|89782	715.704	LMLN|89782	389.5343
LMNA|4000	5493.231	LMNA|4000	6397.818
LMNB1|4001	574.9097	LMNB1|4001	223.4569
LMNB2|84823	910.1986	LMNB2|84823	599.2524
LMO2|4005	101.083	LMO2|4005	309.1221
LMO3|55885	21.6606	LMO3|55885	132.9427
LMO4|8543	442.2383	LMO4|8543	1340.3374
LMO7|4008	792.4188	LMO7|4008	752.8033
LMOD1|25802	558.2130000000001	LMOD1|25802	2854.0257
LMOD3|56203	5.4152	lowly_expressed	lowly_expressed
LMTK2|22853	814.9819	LMTK2|22853	529.3464
LMTK3|114783	382.6715	LMTK3|114783	111.9305
LMX1B|4010	1476.9856	LMX1B|4010	1238.5089
LNP1|348801	28.916999999999998	LNP1|348801	70.4031
LNPEP|4012	269.3141	LNPEP|4012	476.8158
LNX1|84708	285.1986	LNX1|84708	457.0159
LNX2|222484	910.1986	LNX2|222484	586.7259
LOC100009676|100009676	77.5496	LOC100009676|100009676	44.3156
LOC100101266|100101266	8.1227	LOC100101266|100101266	8.4857
lowly_expressed	lowly_expressed	LOC100124692|100124692	124.45700000000001
LOC100125556|100125556	127.2383	LOC100125556|100125556	78.8362
lowly_expressed	lowly_expressed	LOC100126784|100126784	55.5773
lowly_expressed	lowly_expressed	LOC100127888|100127888	17.9816
LOC100128191|100128191	35.5731	LOC100128191|100128191	32.7467
LOC100128239|100128239	10.3791	LOC100128239|100128239	14.950999999999999
LOC100128288|100128288	18.0505	LOC100128288|100128288	125.2652
LOC100128292|100128292	9.4765	LOC100128292|100128292	21.8204
lowly_expressed	lowly_expressed	LOC100128640|100128640	79.604
LOC100128788|100128788	20.3069	LOC100128788|100128788	16.5673
LOC100128822|100128822	34.296	LOC100128822|100128822	134.559
LOC100128842|100128842	36.1011	LOC100128842|100128842	58.1877
LOC100128977|100128977	86.1913	LOC100128977|100128977	12.5265
LOC100129034|100129034	1450.9206	LOC100129034|100129034	2061.5577
LOC100129387|100129387	41.3267	LOC100129387|100129387	239.8101
LOC100129534|100129534	18.5018	LOC100129534|100129534	103.4448
LOC100129550|100129550	259.0253	LOC100129550|100129550	254.5712
LOC100129637|100129637	111.5839	LOC100129637|100129637	415.9006
LOC100129716|100129716	7.2202	LOC100129716|100129716	10.102
lowly_expressed	lowly_expressed	LOC100129726|100129726	18.1837
LOC100130015|100130015	7.7437	LOC100130015|100130015	56.8259
LOC100130093|100130093	241.4621	LOC100130093|100130093	154.452
LOC100130148|100130148	29.3321	LOC100130148|100130148	9.2939
LOC100130522|100130522	20.3069	LOC100130522|100130522	39.6
LOC100130557|100130557	21.0153	LOC100130557|100130557	70.8031
LOC100130581|100130581	43.7726	LOC100130581|100130581	110.7183
lowly_expressed	lowly_expressed	LOC100130691|100130691	8.6756
LOC100130776|100130776	190.2798	LOC100130776|100130776	280.5374
LOC100130872|100130872	71.2996	LOC100130872|100130872	50.5102
LOC100130932|100130932	32.9422	LOC100130932|100130932	44.4489
LOC100130987|100130987	10.8303	LOC100130987|100130987	17.7796
LOC100131193|100131193	69.4946	LOC100131193|100131193	44.2307
LOC100131434|100131434	30.7987	LOC100131434|100131434	181.9578
lowly_expressed	lowly_expressed	LOC100131551|100131551	5.2531
LOC100131691|100131691	87.4052	LOC100131691|100131691	33.1629
lowly_expressed	lowly_expressed	LOC100132111|100132111	7.2735
lowly_expressed	lowly_expressed	LOC100132215|100132215	23.461
LOC100132247|100132247	153.4296	LOC100132247|100132247	366.9057
LOC100132287|100132287	130.4152	LOC100132287|100132287	395.9996
LOC100132288|100132288	258.1227	LOC100132288|100132288	198.4039
LOC100132707|100132707	76.3132	LOC100132707|100132707	188.7221
lowly_expressed	lowly_expressed	LOC100132832|100132832	12.0739
LOC100133161|100133161	22.7031	LOC100133161|100133161	62.8023
LOC100133331|100133331	72.4413	LOC100133331|100133331	202.2992
lowly_expressed	lowly_expressed	LOC100133545|100133545	38.7918
LOC100133612|100133612	5.8664	LOC100133612|100133612	9.6979
LOC100133669|100133669	33.3935	LOC100133669|100133669	24.649
LOC100133957|100133957	10.7762	LOC100133957|100133957	7.8432
LOC100133991|100133991	44.2238	LOC100133991|100133991	35.5591
LOC100134229|100134229	60.9206	LOC100134229|100134229	117.9917
lowly_expressed	lowly_expressed	LOC100134259|100134259	16.5673
LOC100134368|100134368	7.2202	lowly_expressed	lowly_expressed
LOC100134713|100134713	15.7987	LOC100134713|100134713	12.9306
LOC100144603|100144603	8.574	lowly_expressed	lowly_expressed
LOC100144604|100144604	69.4946	LOC100144604|100144604	20.6081
LOC100170939|100170939	57.3105	LOC100170939|100170939	164.8651
LOC100188947|100188947	11.7329	LOC100188947|100188947	10.5061
LOC100188949|100188949	9.0253	LOC100188949|100188949	8.8898
LOC100190938|100190938	251.8051	LOC100190938|100190938	129.7101
LOC100190939|100190939	88.4477	LOC100190939|100190939	257.3997
LOC100190986|100190986	203.5199	LOC100190986|100190986	358.42
LOC100192378|100192378	11.2816	LOC100192378|100192378	6.8694
LOC100216545|100216545	22.5632	LOC100216545|100216545	119.60799999999999
LOC100233209|100233209	8.574	LOC100233209|100233209	16.5673
LOC100240726|100240726	7.2202	LOC100240726|100240726	10.102
LOC100240735|100240735	6.3177	LOC100240735|100240735	8.8898
LOC100268168|100268168	9.0253	LOC100268168|100268168	12.5265
LOC100270710|100270710	192.2112	LOC100270710|100270710	216.5552
lowly_expressed	lowly_expressed	LOC100270746|100270746	41.2163
LOC100270804|100270804	13.0686	LOC100270804|100270804	86.4451
LOC100271722|100271722	16.2455	LOC100271722|100271722	98.9999
LOC100271831|100271831	16.3312	LOC100271831|100271831	28.6696
LOC100271836|100271836	263.5018	LOC100271836|100271836	526.8815
LOC100272146|100272146	31.5884	LOC100272146|100272146	71.9265
LOC100272216|100272216	10.3791	LOC100272216|100272216	16.9714
LOC100272217|100272217	7.2202	LOC100272217|100272217	30.3061
LOC100272228|100272228	28.4296	LOC100272228|100272228	132.1346
LOC100286793|100286793	133.1227	LOC100286793|100286793	242.8528
LOC100286844|100286844	37.8926	LOC100286844|100286844	37.7452
lowly_expressed	lowly_expressed	LOC100287227|100287227	8.0978
LOC100288778|100288778	496.3267	LOC100288778|100288778	916.6906
LOC100289341|100289341	13.5379	LOC100289341|100289341	54.955
LOC100302401|100302401	9.4765	LOC100302401|100302401	22.3336
LOC100302640|100302640	9.9278	LOC100302640|100302640	5.6571
lowly_expressed	lowly_expressed	LOC100302650|100302650	15.3551
LOC100303728|100303728	18.9531	LOC100303728|100303728	29.901999999999997
LOC113230|113230	128.1588	LOC113230|113230	170.1182
LOC115110|115110	51.4486	LOC115110|115110	90.0172
lowly_expressed	lowly_expressed	LOC121838|121838	42.8326
LOC134466|134466	25.2708	LOC134466|134466	149.9141
LOC143188|143188	19.4043	LOC143188|143188	22.6285
LOC143666|143666	9.0253	LOC143666|143666	37.1755
LOC144438|144438	688.6282	LOC144438|144438	935.0439
lowly_expressed	lowly_expressed	LOC144486|144486	20.6081
LOC144571|144571	12.6354	LOC144571|144571	48.9989
LOC145783|145783	18.0641	LOC145783|145783	40.6667
lowly_expressed	lowly_expressed	LOC145820|145820	20.6081
LOC145837|145837	23.4657	LOC145837|145837	56.5714
LOC146880|146880	152.2383	LOC146880|146880	436.04400000000004
LOC147727|147727	270.3069	LOC147727|147727	805.738
LOC147804|147804	116.8773	LOC147804|147804	125.6693
LOC148189|148189	52.3466	LOC148189|148189	74.3509
LOC148413|148413	567.1841	LOC148413|148413	388.1079
LOC148696|148696	34.9368	LOC148696|148696	17.8038
LOC148709|148709	26.6245	lowly_expressed	lowly_expressed
LOC149134|149134	14.4404	LOC149134|149134	10.102
LOC149837|149837	30.2347	LOC149837|149837	44.853
lowly_expressed	lowly_expressed	LOC150197|150197	6.4653
LOC150381|150381	38.3123	LOC150381|150381	41.3941
lowly_expressed	lowly_expressed	LOC150622|150622	5.6571
LOC150776|150776	282.0397	LOC150776|150776	692.9993
LOC150786|150786	36.5523	LOC150786|150786	35.1551
LOC151009|151009	17.148	LOC151009|151009	96.9795
LOC151162|151162	1271.2094	LOC151162|151162	1416.3047
lowly_expressed	lowly_expressed	LOC151174|151174	10.102
LOC151534|151534	102.8881	LOC151534|151534	122.8407
LOC152217|152217	187.7256	LOC152217|152217	242.0447
lowly_expressed	lowly_expressed	LOC153328|153328	6.4653
LOC153684|153684	13.5379	LOC153684|153684	39.1959
LOC154761|154761	26.5478	LOC154761|154761	131.3547
lowly_expressed	lowly_expressed	LOC154822|154822	30.9607
lowly_expressed	lowly_expressed	LOC157381|157381	16.9714
LOC158376|158376	7.2202	LOC158376|158376	46.4693
LOC158572|158572	57.3105	LOC158572|158572	64.653
lowly_expressed	lowly_expressed	LOC158696|158696	7.2735
LOC162632|162632	553.7906	LOC162632|162632	744.6772
LOC168474|168474	43.3213	LOC168474|168474	22.6285
LOC200030|200030	631.3899	LOC200030|200030	967.924
LOC202181|202181	128.1588	LOC202181|202181	127.6897
LOC202781|202781	93.4116	LOC202781|202781	285.2813
LOC219347|219347	173.4161	LOC219347|219347	62.3295
LOC220594|220594	151.4395	LOC220594|220594	185.0086
LOC220729|220729	164.2599	LOC220729|220729	221.4365
LOC220930|220930	41.1146	LOC220930|220930	108.6049
LOC221442|221442	22.5632	LOC221442|221442	136.9835
LOC221710|221710	263.0866	LOC221710|221710	292.5548
LOC222699|222699	78.0686	LOC222699|222699	40.004
LOC253039|253039	61.8231	LOC253039|253039	495.4036
LOC253724|253724	16.2455	LOC253724|253724	15.7592
LOC254559|254559	51.8953	LOC254559|254559	181.4325
lowly_expressed	lowly_expressed	LOC256880|256880	12.5265
LOC25845|25845	316.1327	LOC25845|25845	386.5481
LOC282997|282997	230.1444	LOC282997|282997	50.5102
LOC283050|283050	51.443999999999996	LOC283050|283050	73.9469
LOC283070|283070	141.2455	LOC283070|283070	165.6733
LOC283174|283174	62.7256	LOC283174|283174	228.3059
LOC283267|283267	298.7365	LOC283267|283267	256.5916
LOC283314|283314	75.4964	LOC283314|283314	206.833
LOC283392|283392	5.7085	LOC283392|283392	95.1854
LOC283663|283663	14.4404	LOC283663|283663	50.1061
lowly_expressed	lowly_expressed	LOC283731|283731	12.1224
LOC283867|283867	28.8809	lowly_expressed	lowly_expressed
LOC283922|283922	20.3069	LOC283922|283922	153.5509
LOC284023|284023	95.2166	LOC284023|284023	229.9222
LOC284100|284100	5.8664	lowly_expressed	lowly_expressed
LOC284232|284232	18.9531	LOC284232|284232	14.5469
LOC284233|284233	8.1227	LOC284233|284233	28.6898
LOC284276|284276	17.5993	LOC284276|284276	23.0326
LOC284379|284379	6.769	lowly_expressed	lowly_expressed
LOC284440|284440	116.8773	LOC284440|284440	194.3631
LOC284441|284441	91.1552	LOC284441|284441	53.3387
lowly_expressed	lowly_expressed	LOC284578|284578	108.6978
LOC284837|284837	8.574	LOC284837|284837	88.0897
LOC284900|284900	178.6688	LOC284900|284900	259.3838
LOC285033|285033	38.0551	LOC285033|285033	38.0402
LOC285074|285074	102.4368	LOC285074|285074	357.2078
LOC285359|285359	72.2022	LOC285359|285359	94.1509
lowly_expressed	lowly_expressed	LOC285419|285419	8.0816
LOC285593|285593	53.7004	LOC285593|285593	15.3551
LOC285830|285830	10.4422	LOC285830|285830	79.3818
lowly_expressed	lowly_expressed	LOC286002|286002	41.2163
LOC286367|286367	14.8917	LOC286367|286367	171.3304
LOC286467|286467	9.4765	LOC286467|286467	30.7102
LOC338651|338651	97.9242	LOC338651|338651	41.2163
LOC338758|338758	12.6354	LOC338758|338758	60.6122
LOC338799|338799	167.4188	LOC338799|338799	757.2482
LOC339047|339047	953.5199	LOC339047|339047	1008.5867
LOC339290|339290	291.6922	LOC339290|339290	837.9473
LOC339524|339524	53.0957	LOC339524|339524	125.2652
LOC339535|339535	48.2852	LOC339535|339535	8.8898
LOC341056|341056	17.5993	LOC341056|341056	8.0816
lowly_expressed	lowly_expressed	LOC342346|342346	13.3347
LOC344595|344595	217.0578	LOC344595|344595	205.2733
LOC344967|344967	9.9278	lowly_expressed	lowly_expressed
LOC348926|348926	169.2238	LOC348926|348926	107.0815
LOC349114|349114	125.9025	LOC349114|349114	225.0732
LOC349196|349196	44.1426	LOC349196|349196	27.9665
LOC374443|374443	219.7653	LOC374443|374443	203.6569
LOC375190|375190	67.2383	LOC375190|375190	88.4938
LOC387646|387646	59.5668	LOC387646|387646	96.5754
LOC387647|387647	442.9964	LOC387647|387647	582.1841
LOC388152|388152	621.3899	LOC388152|388152	471.5628
lowly_expressed	lowly_expressed	LOC388242|388242	38.3877
LOC388588|388588	63.6282	LOC388588|388588	33.9428
LOC388692|388692	322.2022	LOC388692|388692	737.8523
LOC388789|388789	355.5957	LOC388789|388789	621.881
LOC388796|388796	270.7581	LOC388796|388796	242.4487
LOC388955|388955	274.8195	LOC388955|388955	127.2856
LOC389033|389033	6.769	LOC389033|389033	11.7184
LOC389332|389332	6.769	lowly_expressed	lowly_expressed
LOC389333|389333	43.3213	LOC389333|389333	75.1591
lowly_expressed	lowly_expressed	LOC389493|389493	18.1837
lowly_expressed	lowly_expressed	LOC389791|389791	8.0816
lowly_expressed	lowly_expressed	LOC390595|390595	23.0326
lowly_expressed	lowly_expressed	LOC391322|391322	21.0122
LOC399744|399744	69.0433	LOC399744|399744	198.808
LOC399815|399815	19.8556	LOC399815|399815	6.4653
LOC399959|399959	249.5487	LOC399959|399959	753.6115
