gene_id	TCGA-BH-A1EU-01A-11R-A137-07	gene_id	TCGA-BH-A1EU-11A-23R-A137-07
PIGL|9487	79.2815	PIGL|9487	96.556
PIGM|93183	822.3392	PIGM|93183	495.08
PIGN|23556	1557.1384	PIGN|23556	859.1636
PIGO|84720	1089.7079	PIGO|84720	728.7823
PIGP|51227	322.0811	PIGP|51227	248.4625
PIGQ|9091	565.6426	PIGQ|9091	461.18699999999995
PIGR|5284	253.1227	PIGR|5284	765.0677
PIGS|94005	1113.6575	PIGS|94005	1287.2079
PIGT|51604	3994.2191	PIGT|51604	2651.2915
PIGU|128869	310.3128	PIGU|128869	348.0935
PIGV|55650	312.9968	PIGV|55650	510.4551
PIGW|284098	204.6041	PIGW|284098	204.18200000000002
PIGX|54965	929.2867	PIGX|54965	546.1255
PIGY|84992	1331.0622	PIGY|84992	1914.5141
PIGZ|80235	75.7717	PIGZ|80235	87.9459
PIH1D1|55011	491.9996	PIH1D1|55011	557.1956
PIH1D2|120379	50.9962	PIH1D2|120379	43.6654
PIK3AP1|118788	1043.4603	PIK3AP1|118788	397.909
PIK3C2A|5286	3053.164	PIK3C2A|5286	2981.5498
PIK3C2B|5287	1344.0694	PIK3C2B|5287	1092.8659
PIK3C2G|5288	64.2098	PIK3C2G|5288	888.0689
PIK3C3|5289	748.2193	PIK3C3|5289	836.4084
PIK3CA|5290	1044.0797	lowly_expressed	lowly_expressed
PIK3CB|5291	1381.852	PIK3CB|5291	1345.0185
PIK3CD|5293	653.2466	PIK3CD|5293	418.8192
PIK3CG|5294	508.723	PIK3CG|5294	137.7614
PIK3IP1|113791	1264.7879	PIK3IP1|113791	1407.1341
PIK3R1|5295	5498.9161	PIK3R1|5295	15062.7306
PIK3R2|5296	1227.8043	PIK3R2|5296	840.572
PIK3R3|8503	2916.8989	PIK3R3|8503	2015.9902
PIK3R4|30849	1487.7671	PIK3R4|30849	1241.0824
PIK3R5|23533	509.7553	PIK3R5|23533	132.2263
PIK3R6|146850	60.4934	PIK3R6|146850	14.7601
PIKFYVE|200576	1902.1369	PIKFYVE|200576	1569.4957
PILRA|29992	190.3582	PILRA|29992	35.0554
PILRB|29990	1049.3238	PILRB|29990	1246.1562
PIM1|5292	692.4745	PIM1|5292	437.2694
PIM2|11040	524.6206	PIM2|11040	246.6175
PIM3|415116	887.9942	PIM3|415116	677.7368
PIN1|5300	198.2038	PIN1|5300	170.9717
PIN4|5303	237.2251	PIN4|5303	164.2066
PINK1|65018	1526.582	PINK1|65018	1767.5277
PINX1|54984	97.1715	PINX1|54984	79.4526
PION|54103	726.7472	PION|54103	517.8352
PIP4K2A|5305	1440.0743	PIP4K2A|5305	751.5375
PIP4K2B|8396	1914.1117	PIP4K2B|8396	2673.4317
PIP4K2C|79837	1512.5426	PIP4K2C|79837	1255.8426
PIP5K1A|8394	1662.2277	PIP5K1A|8394	1303.813
PIP5K1B|8395	56.1577	PIP5K1B|8395	278.5978
PIP5K1C|23396	891.9169999999999	PIP5K1C|23396	966.7897
PIP5KL1|138429	17.1364	PIP5KL1|138429	17.2202
PIPOX|51268	18.1687	PIPOX|51268	7.3801
PIPSL|266971	148.2399	PIPSL|266971	115.0062
PIP|5304	3158.8727	PIP|5304	4019.6802
PIR|8544	104.6764	PIR|8544	159.2866
PISD|23761	789.5117	PISD|23761	729.3973
PITPNA|5306	1960.1528	PITPNA|5306	2217.7122
PITPNB|23760	1372.5612	PITPNB|23760	1822.2632
PITPNC1|26207	261.1748	PITPNC1|26207	274.2927
PITPNM1|9600	257.4584	PITPNM1|9600	292.7429
PITPNM2|57605	122.8451	PITPNM2|57605	306.2731
PITPNM3|83394	71.6424	PITPNM3|83394	130.3813
PITRM1|10531	1343.4624	PITRM1|10531	1685.2214
PITX1|5307	357.5926	PITX1|5307	10.4551
PITX2|5308	21.4721	PITX2|5308	12.3001
PIWIL2|55124	21.2656	PIWIL2|55124	23.9852
PIWIL4|143689	54.8529	PIWIL4|143689	100.9225
PJA1|64219	679.0544	PJA1|64219	755.2276
PJA2|9867	6484.9799	PJA2|9867	5858.5486
PKD1L1|168507	37.5761	PKD1L1|168507	9.2251
PKD1L2|114780	38.402	PKD1L2|114780	84.8708
PKD1|5310	1368.6384	PKD1|5310	2057.1956
PKD2|5311	797.3573	PKD2|5311	2206.6421
PKDCC|91461	199.2361	PKDCC|91461	233.0873
PKDREJ|10343	10.1167	PKDREJ|10343	14.7601
PKHD1L1|93035	9.4973	PKHD1L1|93035	349.9385
PKHD1|5314	11.149000000000001	PKHD1|5314	22.1402
PKIA|5569	85.8883	PKIA|5569	120.5412
PKIB|5570	1378.5486	PKIB|5570	269.3727
PKIG|11142	692.0615	PKIG|11142	586.7159
PKM2|5315	15912.8729	PKM2|5315	11232.4723
PKMYT1|9088	33.1991	lowly_expressed	lowly_expressed
PKN1|5585	1149.7884	PKN1|5585	859.7786
PKN2|5586	1711.1593	PKN2|5586	2073.1857
PKN3|29941	108.3927	PKN3|29941	212.7921
PKNOX1|5316	524.2077	PKNOX1|5316	534.4403
PKNOX2|63876	7.2262	PKNOX2|63876	30.1353
PKP1|5317	190.1517	PKP1|5317	1637.1464
PKP2|5318	967.2757	PKP2|5318	790.2829
PKP3|11187	297.3057	PKP3|11187	587.3309
PKP4|8502	4211.6238	PKP4|8502	3806.2731
PL-5283|647087	1014.1427	PL-5283|647087	1036.9004
PLA1A|51365	260.9683	PLA1A|51365	14.1451
PLA2G12A|81579	1320.1197	PLA2G12A|81579	1244.7724
PLA2G15|23659	625.9936	PLA2G15|23659	461.8696
PLA2G16|11145	1223.2889	PLA2G16|11145	1616.2362
PLA2G2A|5320	132.3423	PLA2G2A|5320	290.2829
PLA2G2D|26279	181.2739	PLA2G2D|26279	24.6002
PLA2G4A|5321	130.0712	PLA2G4A|5321	447.7245
PLA2G4C|8605	203.7783	PLA2G4C|8605	161.7466
PLA2G4F|255189	105.7087	PLA2G4F|255189	35.6704
PLA2G5|5322	10.9425	PLA2G5|5322	39.9754
PLA2G6|8398	184.9902	PLA2G6|8398	297.048
PLA2G7|7941	630.1228	PLA2G7|7941	79.9508
PLA2R1|22925	573.1393	PLA2R1|22925	972.9397
PLAA|9373	1129.1421	PLAA|9373	834.5633
PLAC1|10761	54.7125	lowly_expressed	lowly_expressed
PLAC2|257000	116.4447	PLAC2|257000	169.7417
PLAC4|191585	15.2782	PLAC4|191585	6.1501
PLAC8|51316	94.5597	PLAC8|51316	32.5953
PLAC9|219348	113.9672	PLAC9|219348	351.1685
PLAG1|5324	67.7196	PLAG1|5324	204.18200000000002
PLAGL1|5325	388.1408	PLAGL1|5325	908.9422
PLAGL2|5326	938.9904	PLAGL2|5326	780.4428
PLAT|5327	2667.699	PLAT|5327	4672.2017
PLAUR|5329	357.7991	PLAUR|5329	147.6015
PLAU|5328	782.8781	PLAU|5328	448.3395
PLB1|151056	79.9009	PLB1|151056	70.7257
PLBD1|79887	1250.3355	PLBD1|79887	1032.5953
PLBD2|196463	1163.002	PLBD2|196463	872.0787
PLCB1|23236	600.8052	PLCB1|23236	1102.0910000000001
PLCB2|5330	519.4591	PLCB2|5330	250.3075
PLCB3|5331	429.648	PLCB3|5331	413.2841
PLCB4|5332	189.1194	PLCB4|5332	533.8253
PLCD1|5333	284.9179	PLCD1|5333	405.2891
PLCD3|113026	810.9838	PLCD3|113026	849.9385
PLCD4|84812	272.9431	PLCD4|84812	150.0615
PLCE1|51196	431.9129	PLCE1|51196	373.9237
PLCG1|5335	1404.7548	PLCG1|5335	1450.7995
PLCG2|5336	656.3436	PLCG2|5336	490.1599
PLCH1|23007	89.3982	PLCH1|23007	97.786
PLCH2|9651	80.3138	PLCH2|9651	404.059
PLCL1|5334	777.7434	PLCL1|5334	353.6285
PLCL2|23228	518.4268	PLCL2|23228	310.5781
PLCXD1|55344	272.9431	PLCXD1|55344	273.6777
PLCXD2|257068	120.574	PLCXD2|257068	35.6704
PLCXD3|345557	147.4141	PLCXD3|345557	276.1378
PLD1|5337	432.5385	PLD1|5337	757.0726
PLD2|5338	588.8304	PLD2|5338	1030.1353
PLD3|23646	4221.7405	PLD3|23646	2715.8672
PLD4|122618	204.8106	PLD4|122618	84.2558
PLD6|201164	115.8253	PLD6|201164	96.556
PLDN|26258	1907.092	PLDN|26258	1632.8413
PLEC|5339	4193.0422	PLEC|5339	4734.9323
PLEK2|26499	72.4683	PLEK2|26499	47.3555
PLEKHA1|59338	958.6043	PLEKHA1|59338	1416.9742
PLEKHA2|59339	1558.1707	PLEKHA2|59339	1370.2337
PLEKHA3|65977	523.7948	PLEKHA3|65977	448.9545
PLEKHA4|57664	540.9311	PLEKHA4|57664	1063.9606
PLEKHA5|54477	954.0621	PLEKHA5|54477	1095.941
PLEKHA6|22874	1815.0098	PLEKHA6|22874	2209.7171
PLEKHA7|144100	503.7679	PLEKHA7|144100	549.8155
PLEKHA8|84725	118.3029	PLEKHA8|84725	94.7109
PLEKHA9|51054	100.96	PLEKHA9|51054	120.5412
PLEKHB1|58473	270.0526	PLEKHB1|58473	268.1427
PLEKHB2|55041	3265.4072	PLEKHB2|55041	2194.9569
PLEKHF1|79156	122.0192	PLEKHF1|79156	174.6617
PLEKHF2|79666	2610.3025	PLEKHF2|79666	1159.9016
PLEKHG1|57480	692.268	PLEKHG1|57480	860.3936
PLEKHG2|64857	408.5888	PLEKHG2|64857	430.5043
PLEKHG3|26030	495.0965	PLEKHG3|26030	676.5068
PLEKHG4B|153478	459.9979	PLEKHG4B|153478	330.8733
PLEKHG4|25894	357.3862	PLEKHG4|25894	473.5547
PLEKHG5|57449	152.9885	PLEKHG5|57449	431.1193
PLEKHG6|55200	148.2399	PLEKHG6|55200	301.353
PLEKHG7|440107	14.6588	PLEKHG7|440107	6.1501
PLEKHH1|57475	470.8888	PLEKHH1|57475	266.4268
PLEKHH2|130271	836.5851	PLEKHH2|130271	1122.3862
PLEKHH3|79990	272.1173	PLEKHH3|79990	335.1784
PLEKHJ1|55111	256.2197	PLEKHJ1|55111	256.4576
PLEKHM1P|440456	174.4792	PLEKHM1P|440456	305.2214
PLEKHM1|9842	548.7767	PLEKHM1|9842	862.2386
PLEKHM2|23207	1037.4729	PLEKHM2|23207	1110.7011
PLEKHM3|389072	624.5484	PLEKHM3|389072	946.4945
PLEKHN1|84069	13.833	PLEKHN1|84069	23.9852
PLEKHO1|51177	742.0254	PLEKHO1|51177	402.214
PLEKHO2|80301	1416.5376	PLEKHO2|80301	875.1538
PLEK|5341	1771.4463	PLEK|5341	492.6199
PLGLB2|5342	109.0018	PLGLB2|5342	84.1451
PLIN1|5346	3161.9697	PLIN1|5346	8167.2817
PLIN2|123	2043.3571	PLIN2|123	1051.0455
PLIN3|10226	1009.3939999999999	PLIN3|10226	969.8647
PLIN4|729359	4286.1567	PLIN4|729359	8386.8389
PLIN5|440503	214.1014	PLIN5|440503	138.9914
PLK1S1|55857	353.2569	PLK1S1|55857	408.3641
PLK1|5347	106.741	PLK1|5347	22.1402
PLK2|10769	7106.0184	PLK2|10769	4665.4367
PLK3|1263	257.8714	PLK3|1263	363.4686
PLK4|10733	113.7607	PLK4|10733	51.6605
PLLP|51090	38.1955	PLLP|51090	127.9213
PLN|5350	82.3784	PLN|5350	118.0812
PLOD1|5351	1535.6664	PLOD1|5351	1389.9139
PLOD2|5352	1266.0266	PLOD2|5352	1014.7601
PLOD3|8985	686.487	PLOD3|8985	744.1574
PLP1|5354	110.2509	PLP1|5354	99.016
PLP2|5355	1212.14	PLP2|5355	2552.2755
PLRG1|5356	853.1021	PLRG1|5356	1113.7761
PLS1|5357	225.2503	PLS1|5357	356.0886
PLS3|5358	3141.5299	PLS3|5358	5075.0308
PLSCR1|5359	1142.5622	PLSCR1|5359	1435.4244
PLSCR3|57048	372.4745	PLSCR3|57048	569.1082
PLSCR4|57088	1250.542	PLSCR4|57088	2381.9188
PLTP|5360	2174.4606	PLTP|5360	3028.9053
PLVAP|83483	1795.8088	PLVAP|83483	1673.4317
PLXDC1|57125	570.8331	PLXDC1|57125	695.5535
PLXDC2|84898	1160.7309	PLXDC2|84898	988.3149
PLXNA1|5361	929.9061	PLXNA1|5361	1558.4256
PLXNA2|5362	798.8025	PLXNA2|5362	507.3801
PLXNA3|55558	1448.5393	PLXNA3|55558	634.0713
PLXNA4|91584	681.1189999999999	PLXNA4|91584	857.3186
PLXNB1|5364	1813.771	PLXNB1|5364	1915.7442
PLXNB2|23654	3430.1641	PLXNB2|23654	4613.1611
PLXNB3|5365	101.6703	PLXNB3|5365	346.2977
PLXNC1|10154	886.7554	PLXNC1|10154	414.5141
PLXND1|23129	3123.7741	PLXND1|23129	2423.1242
PM20D1|148811	7.8456	lowly_expressed	lowly_expressed
PM20D2|135293	170.5378	PM20D2|135293	859.1636
PMAIP1|5366	1948.5909	PMAIP1|5366	119.3112
PMEPA1|56937	2068.9584	PMEPA1|56937	1760.1476
PMF1|11243	521.8809	PMF1|11243	474.5633
PMFBP1|83449	11.5619	lowly_expressed	lowly_expressed
PML|5371	1447.094	PML|5371	1552.2755
PMM1|5372	215.5466	PMM1|5372	313.6531
PMM2|5373	826.4024	PMM2|5373	522.3247
PMP22|5376	3477.2375	PMP22|5376	5432.3493
PMP2|5375	29.3176	PMP2|5375	11.0701
PMPCA|23203	614.4317	PMPCA|23203	624.8462
PMPCB|9512	1578.7633	PMPCB|9512	1546.2854
PMS1|5378	401.98199999999997	PMS1|5378	353.6285
PMS2CL|441194	115.2059	PMS2CL|441194	71.9557
PMS2L11|441263	42.5808	PMS2L11|441263	47.9028
PMS2L1|5379	326.8752	PMS2L1|5379	209.1574
PMS2L2|5380	95.0077	PMS2L2|5380	56.5375
PMS2L3|5387	63.7968	PMS2L3|5387	47.9705
PMS2L4|5382	56.3642	PMS2L4|5382	50.4305
PMS2L5|5383	69.1649	PMS2L5|5383	64.5756
PMS2|5395	841.5402	PMS2|5395	858.5486
PMVK|10654	399.711	PMVK|10654	325.9533
PNCK|139728	29.1112	PNCK|139728	6.1501
PNKD|25953	1499.9484	PNKD|25953	466.1747
PNKP|11284	218.2306	PNKP|11284	206.6421
PNLDC1|154197	8.052	PNLDC1|154197	12.9151
PNMA1|9240	896.4592	PNMA1|9240	817.3432
PNMA2|10687	590.6886	lowly_expressed	lowly_expressed
PNMA3|29944	11.9748	PNMA3|29944	13.5301
PNMA6A|84968	16.1041	PNMA6A|84968	16.6052
PNMAL1|55228	125.1161	PNMAL1|55228	279.2128
PNMAL2|57469	46.3425	PNMAL2|57469	136.5252
lowly_expressed	lowly_expressed	PNMT|5409	8.6101
PNN|5411	2266.9557	PNN|5411	2289.6679
PNO1|56902	464.3336	PNO1|56902	507.9951
PNOC|5368	26.0142	lowly_expressed	lowly_expressed
PNPLA2|57104	1669.4539	PNPLA2|57104	2967.4047
PNPLA3|80339	38.6084	lowly_expressed	lowly_expressed
PNPLA4|8228	656.9629	PNPLA4|8228	587.9459
PNPLA6|10908	576.2362	PNPLA6|10908	582.4108
PNPLA7|375775	321.8747	PNPLA7|375775	577.4908
PNPLA8|50640	1169.1958	PNPLA8|50640	1272.4477
PNPO|55163	803.9641	PNPO|55163	1105.7811
PNPT1|87178	577.6814	PNPT1|87178	575.0308
PNP|4860	491.1737	PNP|4860	287.2079
PNRC1|10957	2160.4212	PNRC1|10957	2704.797
PNRC2|55629	3399.6077	PNRC2|55629	3075.0308
POC1A|25886	99.1019	POC1A|25886	37.5154
POC1B|282809	550.9549	POC1B|282809	445.8364
POC5|134359	425.9317	POC5|134359	258.3026
PODNL1|79883	61.1128	PODNL1|79883	75.0308
PODN|127435	2190.3582	PODN|127435	2765.6827
PODXL2|50512	209.7657	PODXL2|50512	183.8868
PODXL|5420	2698.0489	PODXL|5420	3111.3161
POF1B|79983	38.8149	POF1B|79983	479.7048
POFUT1|23509	2487.4574	POFUT1|23509	1604.5510000000002
POFUT2|23275	550.4284	POFUT2|23275	519.6802
POGK|57645	2695.7778	POGK|57645	1629.1513
POGZ|23126	3304.2222	POGZ|23126	3017.8352
POLA1|5422	909.6728	POLA1|5422	560.8856
POLA2|23649	351.6052	POLA2|23649	231.8573
POLB|5423	657.9953	POLB|5423	391.1439
POLD1|5424	150.7175	POLD1|5424	153.1365
POLD2|5425	803.1382	POLD2|5425	795.818
POLD3|10714	679.8803	POLD3|10714	581.1808
POLD4|57804	772.7883	POLD4|57804	480.9348
POLDIP2|26073	1320.6586	POLDIP2|26073	1550.7688
POLDIP3|84271	1685.558	POLDIP3|84271	2399.139
POLE2|5427	95.59200000000001	POLE2|5427	26.4453
POLE3|54107	1685.3515	POLE3|54107	1286.5929
POLE4|56655	345.2049	POLE4|56655	423.7392
POLE|5426	962.94	POLE|5426	789.6679
POLG2|11232	91.2563	POLG2|11232	109.4711
POLG|5428	824.1499	POLG|5428	925.1538
POLH|5429	750.0774	POLH|5429	715.2522
POLI|11201	1341.7983	POLI|11201	1259.5326
POLK|51426	1026.9433	POLK|51426	837.6384
POLL|27343	331.3203	POLL|27343	465.2829
POLM|27434	398.8851	POLM|27434	330.2583
POLN|353497	54.9623	POLN|353497	40.0123
POLQ|10721	71.8489	POLQ|10721	17.8352
POLR1A|25885	651.182	POLR1A|25885	648.8315
POLR1B|84172	667.9054	POLR1B|84172	878.2288
POLR1C|9533	276.8659	POLR1C|9533	399.139
POLR1D|51082	1127.2839999999999	POLR1D|51082	1322.2632
POLR1E|64425	502.3227	POLR1E|64425	785.9779
POLR2A|5430	4938.7839	POLR2A|5430	6222.0172
POLR2B|5431	2564.887	POLR2B|5431	2630.9963
POLR2C|5432	1148.7561	POLR2C|5432	1307.5031
POLR2D|5433	465.1595	POLR2D|5433	473.5547
POLR2E|5434	1098.5857	POLR2E|5434	1268.7577
POLR2F|5435	171.9686	POLR2F|5435	287.3309
POLR2G|5436	770.1043	POLR2G|5436	673.4317
POLR2H|5437	653.0402	POLR2H|5437	431.7343
POLR2I|5438	220.2643	POLR2I|5438	254.4403
POLR2J2|246721	276.9753	POLR2J2|246721	300.8426
POLR2J3|548644	341.9614	POLR2J3|548644	561.9742
POLR2J4|84820	242.0275	POLR2J4|84820	233.6408
POLR2J|5439	536.389	POLR2J|5439	570.1107
POLR2K|5440	932.5901	POLR2K|5440	749.6925
POLR2L|5441	680.2932	POLR2L|5441	808.7331
POLR3A|11128	623.5161	POLR3A|11128	670.9717
POLR3B|55703	284.9179	POLR3B|55703	373.3087
POLR3C|10623	688.1387	POLR3C|10623	550.4305
POLR3D|661	306.39	POLR3D|661	214.6371
POLR3E|55718	783.1114	POLR3E|55718	598.401
POLR3F|10621	336.5335	POLR3F|10621	331.4883
POLR3GL|84265	616.4963	POLR3GL|84265	451.4145
POLR3G|10622	57.8094	POLR3G|10622	65.1907
POLR3H|171568	735.7345	POLR3H|171568	877.2509
POLR3K|51728	396.8205	POLR3K|51728	178.3518
POLRMT|5442	301.2285	POLRMT|5442	333.3333
POM121C|100101267	871.8902	POM121C|100101267	932.9643
lowly_expressed	lowly_expressed	POM121L10P|646074	7.3801
POM121L9P|29774	11.3554	POM121L9P|29774	17.2202
POM121|9883	1822.6696	POM121|9883	2523.6162
POMGNT1|55624	935.4103	POMGNT1|55624	1006.6913
POMP|51371	1022.4012	POMP|51371	938.4994
POMT1|10585	465.7789	POMT1|10585	529.5203
POMT2|29954	443.2745	POMT2|29954	441.5744
POMZP3|22932	109.9639	POMZP3|22932	162.4723
PON2|5445	1712.3981	PON2|5445	1336.4084
PON3|5446	461.2161	PON3|5446	140.8303
POP1|10940	186.4354	POP1|10940	181.4268
POP4|10775	482.9152	POP4|10775	407.7491
POP5|51367	303.2931	POP5|51367	223.2472
POP7|10248	219.0565	POP7|10248	207.8721
POPDC2|64091	64.2098	POPDC2|64091	42.4354
POPDC3|64208	28.9047	POPDC3|64208	9.2251
PORCN|64840	214.3078	PORCN|64840	201.722
POR|5447	662.1245	POR|5447	709.1021
POSTN|10631	40478.9925	POSTN|10631	3111.9311
POT1|25913	855.1667	POT1|25913	754.6125
POTEE|445582	20.0268	lowly_expressed	lowly_expressed
POTEF|728378	89.3982	POTEF|728378	5.5351
POU2AF1|5450	303.0866	POU2AF1|5450	92.2509
POU2F1|5451	177.5576	POU2F1|5451	160.5166
POU2F2|5452	194.4875	POU2F2|5452	80.5658
POU2F3|25833	98.8954	POU2F3|25833	191.8819
POU3F1|5453	8.6714	POU3F1|5453	10.4551
POU5F1B|5462	8.2585	lowly_expressed	lowly_expressed
POU6F1|5463	295.8604	POU6F1|5463	501.845
PP14571|100130449	8.2585	PP14571|100130449	8.6101
PPA1|5464	1972.5405	PPA1|5464	3227.5523
PPA2|27068	1149.9948	PPA2|27068	1050.4305
PPAN-P2RY11|692312	159.7729	PPAN-P2RY11|692312	107.4539
PPAN|56342	71.9273	PPAN|56342	111.5068
PPAP2A|8611	1242.0688	PPAP2A|8611	2009.3235
PPAP2B|8613	2404.2531	PPAP2B|8613	5476.0148
PPAP2C|8612	417.8796	PPAP2C|8612	934.8093
PPAPDC1A|196051	80.1074	lowly_expressed	lowly_expressed
PPAPDC1B|84513	988.7478	PPAPDC1B|84513	590.4059
PPAPDC2|403313	725.302	PPAPDC2|403313	426.8143
PPAPDC3|84814	46.0411	PPAPDC3|84814	57.1956
PPARA|5465	621.245	PPARA|5465	942.1894
PPARD|5467	593.7855	PPARD|5467	749.6925
PPARGC1A|10891	30.1435	PPARGC1A|10891	56.5806
PPARGC1B|133522	33.4469	PPARGC1B|133522	40.5904
PPARG|5468	609.0637	PPARG|5468	862.2386
PPAT|5471	404.666	PPAT|5471	400.98400000000004
PPCDC|60490	123.4644	PPCDC|60490	87.3309
PPCS|79717	971.6114	PPCS|79717	1051.6605
PPDPF|79144	2046.454	PPDPF|79144	1990.1599
PPEF1|5475	27.253	PPEF1|5475	14.1451
PPFIA1|8500	1504.9861	PPFIA1|8500	1624.754
PPFIA2|8499	8.2585	PPFIA2|8499	12.3001
PPFIA3|8541	36.3374	PPFIA3|8541	43.0504
PPFIA4|8497	28.4918	PPFIA4|8497	28.9053
PPFIBP1|8496	1882.3165	PPFIBP1|8496	2813.0381
PPFIBP2|8495	790.1311	PPFIBP2|8495	836.4084
PPHLN1|51535	1069.2681	PPHLN1|51535	921.8942
PPIAL4C|653598	24.9819	PPIAL4C|653598	29.5203
PPIAL4G|644591	17.5493	PPIAL4G|644591	19.6802
PPIA|5478	2513.6781	PPIA|5478	2710.9471
PPIB|5479	3958.1047	PPIB|5479	3046.9496
PPIC|5480	925.9833	PPIC|5480	641.4514
PPID|5481	554.7641	PPID|5481	731.8573
PPIEL|728448	73.5006	PPIEL|728448	146.3715
PPIE|10450	646.8463	PPIE|10450	807.5031
PPIF|10105	1166.7183	PPIF|10105	800.123
PPIG|9360	1782.8017	PPIG|9360	1421.8942
PPIH|10465	231.6507	PPIH|10465	252.7675
PPIL1|51645	370.1868	PPIL1|51645	499.385
PPIL2|23759	880.7969	PPIL2|23759	825.5535
PPIL3|53938	145.7624	PPIL3|53938	126.6913
PPIL4|85313	727.1601	PPIL4|85313	829.6433
PPIL5|122769	184.5773	PPIL5|122769	118.6962
PPIL6|285755	50.9962	PPIL6|285755	69.4957
PPIP5K1|9677	1185.9193	PPIP5K1|9677	975.3998
PPIP5K2|23262	2066.2744	PPIP5K2|23262	1401.599
PPL|5493	693.7132	PPL|5493	5734.9323
PPM1A|5494	2694.1261	PPM1A|5494	2664.2066
PPM1B|5495	1374.2129	PPM1B|5495	1304.428
PPM1D|8493	402.395	PPM1D|8493	482.1648
PPM1E|22843	17.8528	PPM1E|22843	8.9606
PPM1F|9647	733.3539999999999	PPM1F|9647	1257.0726
PPM1G|5496	1238.3607	PPM1G|5496	1289.0529
PPM1H|57460	1297.4089	PPM1H|57460	522.1402
PPM1J|333926	316.5067	PPM1J|333926	43.6654
PPM1K|152926	290.9053	PPM1K|152926	331.4883
PPM1L|151742	152.1627	PPM1L|151742	132.8413
PPM1M|132160	621.0385	PPM1M|132160	520.9102
PPM1N|147699	6.8133	PPM1N|147699	36.2854
PPME1|51400	1087.8497	PPME1|51400	984.0098
PPOX|5498	173.8412	PPOX|5498	197.417
PPP1CA|5499	1645.366	PPP1CA|5499	1473.7454
PPP1CB|5500	6002.1204	PPP1CB|5500	10153.69
PPP1CC|5501	3917.0022	PPP1CC|5501	3482.1648
PPP1R10|5514	1155.1564	PPP1R10|5514	1154.9815
PPP1R11|6992	1240.0124	PPP1R11|6992	1340.0984
PPP1R12A|4659	2338.1852	PPP1R12A|4659	3447.1095
PPP1R12B|4660	1886.0328	PPP1R12B|4660	8161.7466
PPP1R12C|54776	407.76300000000003	PPP1R12C|54776	586.7159
PPP1R13B|23368	842.3661	PPP1R13B|23368	653.1365
PPP1R13L|10848	375.7613	PPP1R13L|10848	1230.0123
PPP1R14A|94274	11.9748	PPP1R14A|94274	67.0357
PPP1R14B|26472	322.7005	PPP1R14B|26472	288.4379
PPP1R14C|81706	9.9102	PPP1R14C|81706	250.3075
PPP1R15A|23645	960.8754	PPP1R15A|23645	911.4391
PPP1R15B|84919	2871.2708	PPP1R15B|84919	2100.861
PPP1R16A|84988	259.6242	PPP1R16A|84988	247.7921
PPP1R16B|26051	1027.5627	PPP1R16B|26051	694.3419
PPP1R1A|5502	352.2246	PPP1R1A|5502	773.0627
PPP1R1B|84152	477.7537	PPP1R1B|84152	1039.9754
lowly_expressed	lowly_expressed	PPP1R1C|151242	5.5351
PPP1R2P3|153743	71.4359	PPP1R2P3|153743	67.6507
PPP1R2|5504	1371.7353	PPP1R2|5504	1279.2128
PPP1R3B|79660	3287.9116	PPP1R3B|79660	2373.9237
PPP1R3C|5507	1402.0853	PPP1R3C|5507	1152.5215
PPP1R3D|5509	423.4397	PPP1R3D|5509	321.6482
PPP1R3E|90673	110.6638	PPP1R3E|90673	154.9815
PPP1R3F|89801	34.8921	PPP1R3F|89801	55.9656
PPP1R3G|648791	11.5619	PPP1R3G|648791	19.0652
PPP1R7|5510	781.6662	PPP1R7|5510	783.5178
PPP1R8|5511	918.5506	PPP1R8|5511	984.0098
PPP1R9A|55607	889.2330000000001	PPP1R9A|55607	894.2189
PPP1R9B|84687	905.5435	PPP1R9B|84687	722.6322
PPP2CA|5515	3685.0521	PPP2CA|5515	2592.6384
PPP2CB|5516	2403.8402	PPP2CB|5516	2490.1599
PPP2R1A|5518	3610.4057	PPP2R1A|5518	4023.9852
PPP2R1B|5519	970.5791	PPP2R1B|5519	1237.3924
PPP2R2A|5520	1839.9917	PPP2R2A|5520	1312.4231
PPP2R2B|5521	169.71200000000002	PPP2R2B|5521	23.9852
PPP2R2C|5522	26.2207	PPP2R2C|5522	9.8401
PPP2R2D|55844	469.2887	PPP2R2D|55844	585.4859
PPP2R3A|5523	1266.2331	PPP2R3A|5523	1206.6421
PPP2R3B|28227	77.8363	PPP2R3B|28227	88.5609
PPP2R3C|55012	392.2783	PPP2R3C|55012	332.7183
PPP2R4|5524	3184.474	PPP2R4|5524	2001.23
PPP2R5A|5525	3177.2479	PPP2R5A|5525	2166.0517
PPP2R5B|5526	205.017	PPP2R5B|5526	327.1833
PPP2R5C|5527	2764.9427	PPP2R5C|5527	2727.5523
PPP2R5D|5528	862.2153	PPP2R5D|5528	1045.5105
PPP2R5E|5529	1070.7133	PPP2R5E|5529	908.9791
PPP3CA|5530	1097.9663	lowly_expressed	lowly_expressed
PPP3CB|5532	1462.5787	PPP3CB|5532	1972.9397
PPP3CC|5533	462.5622	PPP3CC|5533	304.1513
PPP3R1|5534	1784.0405	PPP3R1|5534	1811.8081
PPP4C|5531	1112.2122	PPP4C|5531	734.9323
PPP4R1L|55370	150.511	PPP4R1L|55370	174.0467
PPP4R1|9989	1512.749	PPP4R1|9989	1800.1229999999998
