gene_id	TCGA-BH-A0C3-01A-21R-A12P-07	gene_id	TCGA-BH-A0C3-11A-23R-A12P-07
KDELR3|11015	348.9848	KDELR3|11015	217.1452
KDM1A|23028	1665.3976	KDM1A|23028	1906.5912
KDM1B|221656	710.2369	KDM1B|221656	447.2301
KDM2A|22992	2617.1743	KDM2A|22992	4691.8722
KDM2B|84678	668.143	KDM2B|84678	772.4262
KDM3A|55818	1250.846	KDM3A|55818	1893.6514
KDM3B|51780	2258.8832	KDM3B|51780	3836.2313
KDM4A|9682	1249.154	KDM4A|9682	1348.9689
KDM4B|23030	2469.9662	KDM4B|23030	1465.4266
KDM4C|23081	407.3604	KDM4C|23081	765.0627
lowly_expressed	lowly_expressed	KDM4DL|390245	5.2568
KDM4D|55693	32.5719	KDM4D|55693	54.5896
KDM5A|5927	2035.11	KDM5A|5927	2198.5443
KDM5B|10765	2563.4518	KDM5B|10765	2796.6033
KDM5C|8242	2871.4044	KDM5C|8242	2821.6741
KDM6A|7403	927.665	KDM6A|7403	1287.1007
KDM6B|23135	681.4721	KDM6B|23135	1168.6211
KDR|3791	2837.5635	KDR|3791	1314.5977
KDSR|2531	1758.4602	KDSR|2531	2126.1626
KEAP1|9817	1256.3452	KEAP1|9817	838.6575
KEL|3792	6.3452	KEL|3792	12.5354
KERA|11081	48.6464	KERA|11081	12.9397
lowly_expressed	lowly_expressed	KGFLP1|387628	11.7266
KGFLP2|654466	37.5085	KGFLP2|654466	138.5685
KHDC1|80759	14.1878	KHDC1|80759	21.4315
KHDRBS1|10657	3604.9069	KHDRBS1|10657	4016.1747
KHDRBS3|10656	197.1235	KHDRBS3|10656	143.9547
KHK|3795	282.5508	KHK|3795	132.9923
KHNYN|23351	2619.0271	KHNYN|23351	2795.6409
KHSRP|8570	2016.0745	KHSRP|8570	1783.6636
KIAA0020|9933	425.1269	KIAA0020|9933	879.0942
KIAA0040|9674	4115.9052	KIAA0040|9674	1852.0016
lowly_expressed	lowly_expressed	KIAA0087|9808	5.6611
KIAA0090|23065	1811.7597	KIAA0090|23065	1370.8047
KIAA0100|9703	6763.9763	KIAA0100|9703	5325.5034
KIAA0101|9768	497.8849	KIAA0101|9768	15.7703
KIAA0114|57291	477.1574	KIAA0114|57291	989.0821
KIAA0125|9834	38.9171	KIAA0125|9834	205.0142
KIAA0141|9812	1046.5313	KIAA0141|9812	1970.4812
KIAA0146|23514	760.9983	KIAA0146|23514	1117.6708
KIAA0174|9798	2090.5245	KIAA0174|9798	3442.782
KIAA0182|23199	1923.4349	KIAA0182|23199	2116.0534
KIAA0195|9772	2396.5736	KIAA0195|9772	2180.8896
KIAA0196|9897	1523.2657	KIAA0196|9897	1355.4387
KIAA0226|9711	1019.0355	KIAA0226|9711	713.7080000000001
KIAA0232|9778	1975.8883	KIAA0232|9778	1868.985
KIAA0240|23506	662.8596	KIAA0240|23506	1460.9786
KIAA0247|9766	2058.7986	KIAA0247|9766	2864.5370000000003
KIAA0284|283638	1044.8393	KIAA0284|283638	1083.2996
KIAA0317|9870	983.5025	KIAA0317|9870	1179.539
KIAA0319L|79932	2333.7563	KIAA0319L|79932	2427.4323
KIAA0319|9856	33.4179	lowly_expressed	lowly_expressed
KIAA0355|9710	1033.8409	KIAA0355|9710	1073.5948
KIAA0368|23392	2623.9425	KIAA0368|23392	3962.7982
KIAA0391|9692	716.6413	KIAA0391|9692	512.7376
KIAA0406|9675	761.4213	KIAA0406|9675	625.9604
KIAA0408|9729	136.0745	KIAA0408|9729	89.3328
KIAA0415|9907	444.1624	KIAA0415|9907	449.2519
KIAA0427|9811	884.5178	KIAA0427|9811	1066.3162
KIAA0430|9665	2593.9086	KIAA0430|9665	4557.218
KIAA0467|23334	1105.7572	KIAA0467|23334	1762.499
KIAA0494|9813	3933.9382	KIAA0494|9813	5063.1702
KIAA0495|57212	742.8088	KIAA0495|57212	1024.6664
KIAA0513|9764	568.9509	KIAA0513|9764	319.4501
KIAA0528|9847	850.2538	KIAA0528|9847	1475.5358
KIAA0556|23247	944.1624	KIAA0556|23247	713.7080000000001
KIAA0562|9731	854.9069	KIAA0562|9731	782.0461
KIAA0564|23078	1156.5144	KIAA0564|23078	923.1702
KIAA0586|9786	429.78	KIAA0586|9786	485.2851
KIAA0649|9858	703.0457	KIAA0649|9858	557.6223
KIAA0652|9776	1392.9779999999998	KIAA0652|9776	2338.051
KIAA0664P3|100132341	116.3283	KIAA0664P3|100132341	133.8455
KIAA0664|23277	1472.9272	KIAA0664|23277	2050.1415
KIAA0748|9840	89.6785	KIAA0748|9840	41.6498
KIAA0753|9851	219.5431	KIAA0753|9851	586.7368
KIAA0754|643314	386.2098	KIAA0754|643314	305.7016
KIAA0776|23376	964.044	KIAA0776|23376	1328.7505
KIAA0802|23255	138.3249	KIAA0802|23255	104.3267
KIAA0831|22863	685.7022	KIAA0831|22863	1234.5330000000001
KIAA0892|23383	1222.5042	KIAA0892|23383	1743.2268
KIAA0895L|653319	224.1963	KIAA0895L|653319	333.6029
KIAA0895|23366	330.7953	KIAA0895|23366	305.7016
KIAA0907|22889	952.6227	KIAA0907|22889	1384.5532
KIAA0913|23053	1499.5770000000002	KIAA0913|23053	1915.4873
KIAA0922|23240	621.4044	KIAA0922|23240	723.4129
KIAA0947|23379	1469.5431	KIAA0947|23379	1958.7545
KIAA1009|22832	165.3976	KIAA1009|22832	301.2535
KIAA1012|22878	1067.2589	KIAA1012|22878	1348.1601
KIAA1024|23251	82.4873	KIAA1024|23251	37.6061
KIAA1033|23325	1381.5567	KIAA1033|23325	1161.7469
KIAA1045|23349	21.9966	KIAA1045|23349	30.3275
KIAA1107|23285	137.0558	KIAA1107|23285	181.1565
KIAA1109|84162	2620.1354	KIAA1109|84162	4358.2693
KIAA1143|57456	751.692	KIAA1143|57456	1353.0125
KIAA1147|57189	1499.5770000000002	KIAA1147|57189	2399.9191
KIAA1161|57462	145.9391	KIAA1161|57462	327.133
KIAA1191|57179	1876.9036	KIAA1191|57179	2987.869
KIAA1199|57214	23.2657	KIAA1199|57214	10.1092
lowly_expressed	lowly_expressed	KIAA1210|57481	7.683
KIAA1211|57482	297.8003	KIAA1211|57482	56.6114
KIAA1217|56243	2784.264	KIAA1217|56243	6101.7186
KIAA1239|57495	417.9357	KIAA1239|57495	65.5075
KIAA1244|57221	915.3976	KIAA1244|57221	736.3526
KIAA1257|57501	8.511000000000001	KIAA1257|57501	12.5354
KIAA1267|284058	1454.3147	KIAA1267|284058	2229.6805
KIAA1274|27143	432.7411	KIAA1274|27143	353.4169
KIAA1279|26128	842.6396	KIAA1279|26128	577.0319
KIAA1310|55683	1818.1049	KIAA1310|55683	2493.3279
KIAA1324L|222223	711.9289	KIAA1324L|222223	561.2616
KIAA1324|57535	7066.4129	KIAA1324|57535	15569.348999999998
KIAA1328|57536	121.4044	KIAA1328|57536	215.5277
KIAA1370|56204	3027.0728	KIAA1370|56204	1507.4808
KIAA1377|57562	670.4738	KIAA1377|57562	406.389
KIAA1383|54627	66.8359	KIAA1383|54627	112.4141
KIAA1407|57577	138.7479	KIAA1407|57577	359.07800000000003
KIAA1409|57578	6.3452	KIAA1409|57578	5.6611
KIAA1429|25962	1639.1709	KIAA1429|25962	1858.8759
KIAA1430|57587	1471.6582	KIAA1430|57587	1440.7602
KIAA1432|57589	851.4552	KIAA1432|57589	907.0724
KIAA1462|57608	2451.3536	KIAA1462|57608	708.8556
KIAA1467|57613	1326.9882	KIAA1467|57613	603.3158
KIAA1468|57614	767.3435	KIAA1468|57614	1023.4533
KIAA1522|57648	3491.1168	KIAA1522|57648	5443.9951
KIAA1524|57650	195.0085	KIAA1524|57650	69.5512
KIAA1529|57653	43.5702	KIAA1529|57653	208.2491
KIAA1530|57654	229.6954	KIAA1530|57654	311.7671
KIAA1539|80256	357.86800000000005	KIAA1539|80256	330.36800000000005
KIAA1543|57662	261.8443	KIAA1543|57662	543.4695
KIAA1549|57670	479.6954	KIAA1549|57670	553.5786
KIAA1586|57691	94.7547	KIAA1586|57691	137.0805
KIAA1598|57698	2167.9357	KIAA1598|57698	1108.3704
KIAA1609|57707	351.9459	KIAA1609|57707	580.2669
KIAA1614|57710	78.1641	KIAA1614|57710	74.7513
KIAA1632|57724	1273.2657	KIAA1632|57724	1348.1601
KIAA1644|85352	94.3316	KIAA1644|85352	52.1634
KIAA1671|85379	1059.6447	KIAA1671|85379	5557.6223
KIAA1683|80726	41.8782	KIAA1683|80726	293.1662
KIAA1704|55425	368.6125	KIAA1704|55425	494.4966
KIAA1712|80817	262.0685	KIAA1712|80817	513.6838
KIAA1715|80856	857.868	KIAA1715|80856	641.7307
KIAA1731|85459	277.4958	KIAA1731|85459	533.7647
KIAA1737|85457	854.0609	KIAA1737|85457	1416.0938
KIAA1755|85449	277.9188	KIAA1755|85449	268.9042
KIAA1797|54914	824.0271	KIAA1797|54914	1188.8395
KIAA1804|84451	48.6464	KIAA1804|84451	433.88599999999997
KIAA1826|84437	294.8393	KIAA1826|84437	369.1872
KIAA1841|84542	172.1658	KIAA1841|84542	146.7853
lowly_expressed	lowly_expressed	KIAA1875|340390	27.0926
KIAA1908|114796	104.4839	KIAA1908|114796	261.2212
KIAA1919|91749	78.6802	KIAA1919|91749	75.6167
KIAA1949|170954	2250.846	KIAA1949|170954	846.7448
KIAA1958|158405	96.0237	KIAA1958|158405	83.2996
KIAA1967|57805	2616.3283	KIAA1967|57805	2458.9567
KIAA1984|84960	5.9518	KIAA1984|84960	18.1965
KIAA2013|90231	1288.9171	KIAA2013|90231	1071.573
KIAA2018|205717	899.7462	KIAA2018|205717	1197.3312
KIAA2022|340533	101.9459	KIAA2022|340533	65.5075
KIAA2026|158358	662.0135	KIAA2026|158358	1083.2996
KIDINS220|57498	2893.824	KIDINS220|57498	3330.7723
KIF11|3832	617.5973	KIF11|3832	132.6324
KIF12|113220	8.0372	KIF12|113220	514.355
KIF13A|63971	2823.1809999999996	KIF13A|63971	2218.7626
KIF13B|23303	1061.7597	KIF13B|23303	1848.3623
KIF14|9928	237.3096	KIF14|9928	16.9834
KIF15|56992	183.1641	KIF15|56992	25.8795
KIF16B|55614	2278.3418	KIF16B|55614	1307.319
KIF17|57576	51.1844	KIF17|57576	29.5188
KIF18A|81930	73.6041	KIF18A|81930	34.3712
KIF18B|146909	222.9272	KIF18B|146909	21.4315
KIF19|124602	102.3689	KIF19|124602	22.2402
lowly_expressed	lowly_expressed	KIF1A|547	5.6611
KIF1B|23095	2586.7174	KIF1B|23095	2715.3255
KIF1C|10749	2170.4738	KIF1C|10749	1864.1326
KIF20A|10112	475.4653	KIF20A|10112	61.8682
KIF20B|9585	442.8934	KIF20B|9585	270.5216
KIF21A|55605	526.2267	KIF21A|55605	331.1767
KIF21B|23046	267.3435	KIF21B|23046	200.5661
KIF22|3835	1629.8646	KIF22|3835	870.6025
KIF23|9493	571.9119999999999	KIF23|9493	77.6385
KIF24|347240	94.3316	KIF24|347240	116.8621
KIF25|3834	5.0761	lowly_expressed	lowly_expressed
KIF26A|26153	156.5144	KIF26A|26153	130.2062
KIF26B|55083	438.6633	KIF26B|55083	23.4533
KIF27|55582	95.6007	KIF27|55582	270.5216
KIF2A|3796	953.0457	KIF2A|3796	633.239
KIF2C|11004	462.3519	KIF2C|11004	46.5022
KIF3A|11127	435.2792	KIF3A|11127	463.0004
KIF3B|9371	2350.6768	KIF3B|9371	1755.7622
KIF3C|3797	930.6261	KIF3C|3797	445.2082
KIF4A|24137	1048.6464	KIF4A|24137	16.5791
KIF4B|285643	11.4213	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	KIF5A|3798	64.2944
KIF5B|3799	4896.3621	KIF5B|3799	3949.8585
KIF5C|3800	126.0575	KIF5C|3800	219.167
KIF6|221458	21.5736	KIF6|221458	20.2184
KIF7|374654	80.9856	KIF7|374654	129.8302
KIF9|64147	93.4518	KIF9|64147	120.5014
KIFAP3|22920	1274.1117	KIFAP3|22920	836.6357
KIFC1|3833	450.9306	KIFC1|3833	93.4088
KIFC2|90990	532.1193	KIFC2|90990	233.3724
KIFC3|3801	351.9459	KIFC3|3801	381.3182
KILLIN|100144748	100.6768	KILLIN|100144748	56.6114
KIN|22944	173.8579	KIN|22944	224.4238
KIR2DL4|3805	5.4992	lowly_expressed	lowly_expressed
KIRREL3|84623	8.0372	KIRREL3|84623	6.4699
KIRREL|55243	980.1184	KIRREL|55243	969.6725
KITLG|4254	1451.7766	KITLG|4254	970.8856
KIT|3815	622.6734	KIT|3815	19698.3421
KLB|152831	420.4738	KLB|152831	77.2341
KLC1|3831	1450.0846	KLC1|3831	1470.368
KLC2|64837	428.51099999999997	KLC2|64837	361.5042
KLC3|147700	11.8443	KLC3|147700	194.0962
KLC4|89953	383.3037	KLC4|89953	526.9551
KLF10|7071	1542.7242	KLF10|7071	1922.3615
KLF11|8462	713.198	KLF11|8462	971.6943
KLF12|11278	562.6058	KLF12|11278	765.8714
KLF13|51621	2107.868	KLF13|51621	1989.8908
KLF14|136259	7.6142	lowly_expressed	lowly_expressed
KLF15|28999	170.8968	KLF15|28999	111.6053
KLF16|83855	334.1794	KLF16|83855	134.6543
KLF2|10365	636.6328	KLF2|10365	407.1977
KLF3|51274	1777.0728	KLF3|51274	1908.5524
KLF4|9314	582.4873	KLF4|9314	627.9822
KLF5|688	76.9882	KLF5|688	2315.4064
KLF6|1316	3526.2267	KLF6|1316	3755.7622
KLF7|8609	121.4044	KLF7|8609	159.725
KLF8|11279	285.11	KLF8|11279	642.5394
KLF9|687	1340.5245	KLF9|687	1378.0833
KLHDC10|23008	996.1929	KLHDC10|23008	1077.6385
KLHDC1|122773	59.2217	KLHDC1|122773	126.1626
KLHDC2|23588	719.9662	KLHDC2|23588	1210.2709
KLHDC3|116138	1487.3096	KLHDC3|116138	1994.7432
KLHDC4|54758	207.6988	KLHDC4|54758	183.1783
KLHDC5|57542	973.7733	KLHDC5|57542	1217.9539
KLHDC7A|127707	275.8037	KLHDC7A|127707	197.3312
KLHDC7B|113730	60.0677	KLHDC7B|113730	51.3546
KLHDC8A|55220	8.0372	KLHDC8A|55220	23.8577
KLHDC8B|200942	546.9543	KLHDC8B|200942	442.782
KLHDC9|126823	63.8748	KLHDC9|126823	81.2778
KLHL11|55175	126.4805	KLHL11|55175	102.3049
KLHL12|59349	864.6362	KLHL12|59349	978.9729
KLHL13|90293	142.132	KLHL13|90293	1437.9296
KLHL14|57565	24.1117	KLHL14|57565	19.4096
KLHL15|80311	407.3604	KLHL15|80311	279.4177
KLHL17|339451	128.1726	KLHL17|339451	116.0534
KLHL18|23276	520.3046	KLHL18|23276	362.7173
KLHL20|27252	638.7479	KLHL20|27252	437.9296
KLHL21|9903	1348.5618	KLHL21|9903	2579.8625
KLHL22|84861	387.9019	KLHL22|84861	365.9523
KLHL23|151230	84.6024	KLHL23|151230	114.8403
KLHL24|54800	1342.6396	KLHL24|54800	1767.4889
KLHL25|64410	187.3942	KLHL25|64410	223.2107
KLHL26|55295	202.6227	KLHL26|55295	255.9644
KLHL28|54813	542.3012	KLHL28|54813	488.0712
KLHL29|114818	117.5973	KLHL29|114818	572.9883
KLHL2|11275	550.7614	KLHL2|11275	602.5071
KLHL30|377007	13.1134	KLHL30|377007	6.4699
KLHL31|401265	51.1844	KLHL31|401265	69.7089
KLHL32|114792	10.5753	KLHL32|114792	21.8358
KLHL35|283212	16.9205	KLHL35|283212	40.4367
KLHL36|79786	259.7293	KLHL36|79786	247.8771
KLHL38|340359	31.3029	KLHL38|340359	11.7266
KLHL3|26249	211.9289	KLHL3|26249	337.2422
KLHL4|56062	70.643	KLHL4|56062	40.4367
KLHL5|51088	694.1624	KLHL5|51088	693.0853
KLHL6|89857	231.3875	KLHL6|89857	152.0421
KLHL7|55975	454.3147	KLHL7|55975	763.0408
KLHL8|57563	606.599	KLHL8|57563	454.5087
KLHL9|55958	1064.7208	KLHL9|55958	1594.4197
KLK10|5655	6.7682	KLK10|5655	697.9377
lowly_expressed	lowly_expressed	KLK11|11012	571.3708
lowly_expressed	lowly_expressed	KLK13|26085	43.2673
lowly_expressed	lowly_expressed	KLK14|43847	11.7266
lowly_expressed	lowly_expressed	KLK1|3816	52.1634
lowly_expressed	lowly_expressed	KLK2|3817	19.4096
lowly_expressed	lowly_expressed	KLK3|354	7.2786
KLK4|9622	24.5347	lowly_expressed	lowly_expressed
KLK5|25818	8.8832	KLK5|25818	1820.461
lowly_expressed	lowly_expressed	KLK6|5653	500.2022
lowly_expressed	lowly_expressed	KLK7|5650	477.962
lowly_expressed	lowly_expressed	KLK8|11202	248.2814
lowly_expressed	lowly_expressed	KLKB1|3818	12.5354
KLRA1|10748	40.1861	KLRA1|10748	84.5127
KLRAQ1|129285	479.2724	KLRAQ1|129285	559.2398
KLRB1|3820	84.1794	KLRB1|3820	143.9547
KLRC1|3821	10.9983	KLRC1|3821	44.4804
KLRC2|3822	35.7149	KLRC2|3822	8.4068
KLRC3|3823	37.8892	KLRC3|3823	6.5548
KLRC4|8302	6.0618	KLRC4|8302	9.7048
KLRD1|3824	54.1455	KLRD1|3824	67.1249
KLRG1|10219	35.11	KLRG1|10219	16.5791
KLRG2|346689	11.4213	KLRG2|346689	16.1747
KLRK1|22914	120.8418	KLRK1|22914	188.0307
KL|9365	165.8206	KL|9365	115.2446
KMO|8564	147.6184	KMO|8564	33.8981
lowly_expressed	lowly_expressed	KNDC1|85442	26.6882
KNTC1|9735	600.1777	KNTC1|9735	419.7331
KPNA1|3836	1818.9509	KPNA1|3836	1417.7113
KPNA2|3838	3536.3790000000004	KPNA2|3838	450.8694
KPNA3|3839	1233.5025	KPNA3|3839	792.1553
KPNA4|3840	1832.4873	KPNA4|3840	1325.1112
KPNA5|3841	101.9459	KPNA5|3841	217.5495
KPNA6|23633	2065.9898	KPNA6|23633	1972.503
KPNA7|402569	8.0372	lowly_expressed	lowly_expressed
KPNB1|3837	7203.4687	KPNB1|3837	4983.4209
KPTN|11133	111.2521	KPTN|11133	96.2394
KRAS|3845	1570.22	KRAS|3845	685.8067
KRBA1|84626	125.2115	KRBA1|84626	311.7671
KRBA2|124751	66.4129	KRBA2|124751	129.8019
KRCC1|51315	574.8731	KRCC1|51315	941.7711
KREMEN1|83999	851.9459	KREMEN1|83999	910.6349
KREMEN2|79412	30.4569	lowly_expressed	lowly_expressed
KRI1|65095	705.9814	KRI1|65095	589.0416
KRIT1|889	681.4721	KRIT1|889	966.4375
KRR1|11103	811.2817	KRR1|11103	969.0457
KRT10|3858	537.225	KRT10|3858	194.0962
KRT14|3861	101.9459	KRT14|3861	13709.26
KRT15|3866	334.6024	KRT15|3866	19495.7541
KRT16|3868	6.7682	KRT16|3868	100.2831
KRT17|3872	76.1421	KRT17|3872	4402.3453
KRT18|3875	13294.7885	KRT18|3875	4872.2483
KRT19|3880	38377.7496	KRT19|3880	13633.6433
KRT222|125113	60.0677	KRT222|125113	75.2123
lowly_expressed	lowly_expressed	KRT23|25984	1268.9042
lowly_expressed	lowly_expressed	KRT31|3881	78.4472
KRT32|3882	12.2673	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	KRT40|125115	6.4699
KRT5|3852	248.308	KRT5|3852	17498.5847
KRT6A|3853	72.758	lowly_expressed	lowly_expressed
KRT6B|3854	9.7293	KRT6B|3854	263.6474
lowly_expressed	lowly_expressed	KRT6C|286887	8.0873
KRT79|338785	14.3824	lowly_expressed	lowly_expressed
KRT7|3855	1761.4213	KRT7|3855	5462.596
KRT80|144501	321.91200000000003	KRT80|144501	474.3227
KRT81|3887	38.0711	KRT81|3887	94.6219
lowly_expressed	lowly_expressed	KRT86|3892	12.130999999999998
KRT8|3856	26626.5313	KRT8|3856	4373.607
KRTAP5-1|387264	8.0372	lowly_expressed	lowly_expressed
KRTAP5-9|3846	5.0761	lowly_expressed	lowly_expressed
KRTCAP2|200185	2891.7090000000003	KRTCAP2|200185	1377.6789
KRTCAP3|200634	174.2809	KRTCAP3|200634	405.9846
KSR1|8844	395.9391	KSR1|8844	492.9236
KSR2|283455	46.1083	KSR2|283455	79.256
KTELC1|56983	368.4433	KTELC1|56983	465.4266
KTI12|112970	174.7039	KTI12|112970	131.8237
KTN1|3895	6995.7699	KTN1|3895	5984.634
KYNU|8942	103.2149	KYNU|8942	205.4185
KY|339855	11.8443	KY|339855	319.0457
L1CAM|3897	47.3773	L1CAM|3897	71.9774
L2HGDH|79944	342.2166	L2HGDH|79944	255.56
L3MBTL2|83746	520.5245	L3MBTL2|83746	811.0352
L3MBTL3|84456	250.84599999999998	L3MBTL3|84456	289.9313
L3MBTL4|91133	63.0288	L3MBTL4|91133	236.1504
L3MBTL|26013	82.4873	L3MBTL|26013	329.5592
LACE1|246269	42.7242	LACE1|246269	51.75899999999999
LACTB2|51110	246.1929	LACTB2|51110	162.1512
LACTB|114294	361.6751	LACTB|114294	190.8613
LAD1|3898	81.6413	LAD1|3898	902.9519
LAG3|3902	36.379	LAG3|3902	35.1799
LAGE3|8270	349.4078	LAGE3|8270	200.5661
LAIR1|3903	657.3604	LAIR1|3903	291.9531
lowly_expressed	lowly_expressed	LALBA|3906	6.4699
LAMA1|284217	134.0948	LAMA1|284217	873.8374
LAMA2|3908	3705.1565	LAMA2|3908	1879.0821
LAMA3|3909	6956.0068	LAMA3|3909	5909.8261
LAMA4|3910	4929.357	LAMA4|3910	3154.4683
LAMA5|3911	3501.692	LAMA5|3911	2826.1221
LAMB1|3912	6867.1743	LAMB1|3912	6672.4626
LAMB2L|22973	37.6481	LAMB2L|22973	68.3381
LAMB2|3913	6561.7597	LAMB2|3913	7700.7683
LAMB3|3914	723.7733	LAMB3|3914	5004.0437
LAMC1|3915	11061.7597	LAMC1|3915	7191.67
LAMC2|3918	557.5296	LAMC2|3918	4384.9575
LAMC3|10319	83.7563	LAMC3|10319	537.404
LAMP1|3916	7032.1489	LAMP1|3916	6603.3158
LAMP2|3920	4750.423	LAMP2|3920	5660.3316
LAMP3|27074	213.62099999999998	LAMP3|27074	59.8463
LANCL1|10314	1839.6785	LANCL1|10314	2528.9123
LANCL2|55915	465.31300000000005	LANCL2|55915	752.9317
LAP3|51056	3124.7885	LAP3|51056	1570.1577
LAPTM4A|9741	7560.9137	LAPTM4A|9741	8438.334
LAPTM4B|55353	2936.1252	LAPTM4B|55353	2377.2746
LAPTM5|7805	4332.4873	LAPTM5|7805	1782.4505
LARGE|9215	997.8849	LARGE|9215	508.6939
LARP1B|55132	523.2657	LARP1B|55132	346.1383
LARP1|23367	5019.0355	LARP1|23367	4924.7877
LARP4B|23185	1429.78	LARP4B|23185	1568.5402
LARP4|113251	2098.9848	LARP4|113251	949.8585
LARP6|55323	408.6294	LARP6|55323	403.5584
LARP7|51574	468.2741	LARP7|51574	573.3926
LARS2|23395	500.423	LARS2|23395	397.8973
LARS|51520	2106.176	LARS|51520	3558.8354
LAS1L|81887	834.1794	LAS1L|81887	856.8539999999999
LASP1|3927	12088.4095	LASP1|3927	4119.2883
lowly_expressed	lowly_expressed	LASS1|10715	32.4666
LASS2|29956	31791.8782	LASS2|29956	3552.3655
lowly_expressed	lowly_expressed	LASS3|204219	12.5354
LASS4|79603	973.7733	LASS4|79603	950.6672
LASS5|91012	731.3875	LASS5|91012	845.5317
LASS6|253782	7149.099	LASS6|253782	1457.3837
LAT2|7462	161.5905	LAT2|7462	109.9879
LATS1|9113	488.5787	LATS1|9113	860.4933
LATS2|26524	781.7259	LATS2|26524	494.541
LAT|27040	153.7183	LAT|27040	145.4509
LAX1|54900	89.2555	LAX1|54900	86.5346
LAYN|143903	131.1337	LAYN|143903	360.2911
LBH|81606	1240.2707	LBH|81606	2255.56
LBP|3929	67.6819	LBP|3929	31.5406
LBR|3930	1490.6937	LBR|3930	788.9203
lowly_expressed	lowly_expressed	LBXCOR1|390598	6.0655
LCA5L|150082	44.4162	LCA5L|150082	58.6332
LCA5|167691	272.8426	LCA5|167691	471.8965
LCAT|3931	42.4154	LCAT|3931	178.4553
LCK|3932	276.2267	LCK|3932	178.3259
LCLAT1|253558	445.8545	LCLAT1|253558	227.2543
LCMT1|51451	646.7851	LCMT1|51451	588.3542
LCMT2|9836	471.2352	LCMT2|9836	267.6911
LCN10|414332	12.6904	LCN10|414332	15.1799
LCN12|286256	19.0355	LCN12|286256	25.8795
LCN2|3934	27.9188	LCN2|3934	952.689
LCORL|254251	81.0406	LCORL|254251	92.2442
LCOR|84458	229.4712	LCOR|84458	212.0744
LCP1|3936	4969.1201	LCP1|3936	1964.4157
LCP2|3937	590.9475	LCP2|3937	255.9644
LDB1|8861	1717.4281	LDB1|8861	2553.9829999999997
LDB2|9079	634.5178	LDB2|9079	725.4347
LDB3|11155	89.6785	LDB3|11155	43.6717
LDHA|3939	6538.0711	LDHA|3939	5425.7986
LDHB|3945	5303.7225	LDHB|3945	6643.3482
LDHD|197257	425.1269	LDHD|197257	268.4998
LDLRAD2|401944	276.6032	LDLRAD2|401944	117.4404
LDLRAD3|143458	1779.6108	LDLRAD3|143458	1000.0
LDLRAP1|26119	907.3604	LDLRAP1|26119	919.5309
LDLR|3949	1346.8697	LDLR|3949	1741.6094
LDOC1L|84247	1123.0964	LDOC1L|84247	1232.9155
LDOC1|23641	490.6937	LDOC1|23641	847.9579
lowly_expressed	lowly_expressed	LEAP2|116842	11.3223
LEF1|51176	615.4822	LEF1|51176	179.1347
LEFTY2|7044	15.2284	lowly_expressed	lowly_expressed
LEKR1|389170	9.7293	LEKR1|389170	29.1144
LEMD2|221496	840.9475	LEMD2|221496	619.4905
LEMD3|23592	702.6227	LEMD3|23592	832.1876
LENEP|55891	5.4992	lowly_expressed	lowly_expressed
LENG1|79165	127.3266	LENG1|79165	60.6551
LENG8|114823	1760.588	LENG8|114823	7627.7234
LENG9|94059	103.2022	LENG9|94059	85.9846
LEO1|123169	632.8257	LEO1|123169	454.1043
LEPRE1|64175	1123.9425	LEPRE1|64175	567.3271
LEPREL1|55214	103.6379	LEPREL1|55214	926.8095
LEPREL2|10536	1425.5499	LEPREL2|10536	383.7444
LEPROTL1|23484	959.3909	LEPROTL1|23484	740.3963
LEPROT|54741	1144.192	LEPROT|54741	1231.5245
LEPR|3953	1028.3968	LEPR|3953	621.6903
LEP|3952	378.1726	LEP|3952	46.9066
LETM1|3954	2063.0288	LETM1|3954	789.3247
LETM2|137994	32.9949	LETM2|137994	27.0926
LETMD1|25875	689.5093	LETMD1|25875	2307.319
LFNG|3955	944.1624	LFNG|3955	830.1658
LGALS12|85329	857.445	LGALS12|85329	243.429
LGALS1|3956	6530.8799	LGALS1|3956	4061.4638
LGALS2|3957	38.9171	LGALS2|3957	17.3878
LGALS3BP|3959	22471.6582	LGALS3BP|3959	6206.6316
LGALS3|3958	3622.6734	LGALS3|3958	5795.7946
lowly_expressed	lowly_expressed	LGALS4|3960	13.3441
lowly_expressed	lowly_expressed	LGALS7|3963	24.6664
LGALS8|3964	1187.7073	LGALS8|3964	1173.4695
LGALS9B|284194	9.7293	lowly_expressed	lowly_expressed
LGALS9C|654346	16.4975	LGALS9C|654346	11.3223
LGALS9|3965	1063.4518	LGALS9|3965	420.1375
LGI2|55203	120.1354	LGI2|55203	58.6332
LGI4|163175	137.4788	LGI4|163175	128.5888
LGMN|5641	3191.6244	LGMN|5641	2115.2446
LGR4|55366	749.577	LGR4|55366	1950.6672
LGR5|8549	8.8832	LGR5|8549	9.7048
LGR6|59352	9.3063	LGR6|59352	1760.6146
LGTN|1939	1172.5888	LGTN|1939	2049.3328
lowly_expressed	lowly_expressed	LHFPL1|340596	29.9232
LHFPL2|10184	1851.0998	LHFPL2|10184	2738.7788
LHFP|10186	2217.4281	LHFP|10186	1971.2899
LHPP|64077	153.9763	LHPP|64077	382.9357
