gene_id	TCGA-BH-A1F2-01A-31R-A13Q-07	gene_id	TCGA-BH-A1F2-11A-32R-A13Q-07
KIF16B|55614	1580.8729999999998	KIF16B|55614	868.9865
KIF17|57576	10.7002	KIF17|57576	76.105
KIF18A|81930	487.0104	KIF18A|81930	19.9667
KIF18B|146909	161.4196	KIF18B|146909	8.9706
lowly_expressed	lowly_expressed	KIF19|124602	28.0692
KIF1A|547	47.9979	KIF1A|547	10.4174
KIF1B|23095	952.3147	KIF1B|23095	2249.584
KIF1C|10749	509.0222	KIF1C|10749	3848.3687
KIF20A|10112	434.7324	KIF20A|10112	29.8054
KIF20B|9585	409.3578	KIF20B|9585	284.1641
KIF21A|55605	606.8522	KIF21A|55605	337.69800000000004
KIF21B|23046	68.4811	KIF21B|23046	116.3279
KIF22|3835	946.5061	KIF22|3835	487.0144
KIF23|9493	579.6432	KIF23|9493	74.0794
KIF24|347240	124.7334	KIF24|347240	53.534
lowly_expressed	lowly_expressed	KIF25|3834	28.0692
KIF26A|26153	27.209	KIF26A|26153	403.3857
KIF26B|55083	211.5576	KIF26B|55083	38.1972
KIF27|55582	130.8477	KIF27|55582	129.3496
KIF2A|3796	637.4241	KIF2A|3796	720.8276
KIF2C|11004	447.2669	KIF2C|11004	29.2267
KIF3A|11127	406.912	KIF3A|11127	397.8876
KIF3B|9371	3426.1929	KIF3B|9371	1885.5531
KIF3C|3797	279.7329	KIF3C|3797	499.4574
KIF4A|24137	634.0612	KIF4A|24137	13.8899
KIF4B|285643	5.8087	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	KIF5A|3798	32.1204
KIF5B|3799	11039.5134	KIF5B|3799	5521.5221
KIF5C|3800	1391.6329	KIF5C|3800	462.4177
lowly_expressed	lowly_expressed	KIF6|221458	9.5493
KIF7|374654	62.1404	KIF7|374654	166.78
KIF9|64147	136.9621	KIF9|64147	77.1352
KIFAP3|22920	1607.7763	KIFAP3|22920	901.1069
KIFC1|3833	412.4149	KIFC1|3833	53.534
KIFC2|90990	247.4887	KIFC2|90990	161.7449
KIFC3|3801	141.2422	KIFC3|3801	522.6072
KILLIN|100144748	31.7948	KILLIN|100144748	81.8925
KIN|22944	294.4074	KIN|22944	219.6339
KIRREL|55243	173.037	KIRREL|55243	1082.5436
KITLG|4254	4416.4168	KITLG|4254	1499.8191
KIT|3815	247.6324	KIT|3815	3858.7861
KLB|152831	320.6992	KLB|152831	2316.1398
KLC1|3831	1099.2066	KLC1|3831	1844.8557
KLC2|64837	428.9238	KLC2|64837	348.6942
KLC3|147700	8.0221	KLC3|147700	96.4103
KLC4|89953	240.6131	KLC4|89953	521.7796
KLF10|7071	4753.0134	KLF10|7071	7563.6258
KLF11|8462	1059.9278	KLF11|8462	1620.777
KLF12|11278	770.4119	KLF12|11278	549.5189
KLF13|51621	1045.559	KLF13|51621	3703.1035
lowly_expressed	lowly_expressed	KLF14|136259	16.7836
KLF15|28999	43.1064	KLF15|28999	800.6945
KLF16|83855	99.3587	KLF16|83855	187.8029
KLF2|10365	1627.648	KLF2|10365	2752.2246
KLF3|51274	2738.6278	KLF3|51274	2503.364
KLF4|9314	1865.4974	KLF4|9314	7740.1432
KLF5|688	977.6894	KLF5|688	731.8238
KLF6|1316	8133.96	KLF6|1316	12808.7969
KLF7|8609	131.4592	KLF7|8609	208.6378
KLF8|11279	184.3486	KLF8|11279	825.0018
KLF9|687	1998.7909	KLF9|687	4966.2157
KLHDC10|23008	762.1575	KLHDC10|23008	1393.6193
KLHDC1|122773	73.984	KLHDC1|122773	155.3932
KLHDC2|23588	2018.6626	KLHDC2|23588	1261.0866
KLHDC3|116138	1111.5943	KLHDC3|116138	1806.8437
KLHDC4|54758	47.0807	KLHDC4|54758	197.4419
KLHDC5|57542	846.5359	KLHDC5|57542	862.6203
KLHDC7A|127707	72.7611	KLHDC7A|127707	108.2254
KLHDC7B|113730	1081.9396	KLHDC7B|113730	65.1089
KLHDC8A|55220	12.8402	KLHDC8A|55220	12.7324
KLHDC8B|200942	192.9087	KLHDC8B|200942	1139.2607
KLHDC9|126823	93.2443	KLHDC9|126823	34.7247
lowly_expressed	lowly_expressed	KLHL10|317719	12.1537
KLHL11|55175	43.1064	KLHL11|55175	101.8592
KLHL12|59349	1526.455	KLHL12|59349	904.8687
KLHL13|90293	257.7211	KLHL13|90293	828.1849
lowly_expressed	lowly_expressed	KLHL14|57565	27.201
KLHL15|80311	446.6555	KLHL15|80311	767.4166
KLHL17|339451	22.6232	KLHL17|339451	48.3253
KLHL18|23276	334.7623	KLHL18|23276	336.2512
KLHL20|27252	497.7105	KLHL20|27252	782.1746
KLHL21|9903	406.3006	KLHL21|9903	3806.9884
KLHL22|84861	250.3839	KLHL22|84861	605.3679
KLHL23|151230	186.1829	KLHL23|151230	145.3143
KLHL24|54800	1599.8276	KLHL24|54800	2494.9721
KLHL25|64410	97.5244	KLHL25|64410	254.6481
KLHL26|55295	179.7628	KLHL26|55295	301.5264
KLHL28|54813	916.5456	KLHL28|54813	471.3883
KLHL29|114818	75.2069	KLHL29|114818	596.9761
KLHL2|11275	750.5402	KLHL2|11275	668.4511
lowly_expressed	lowly_expressed	KLHL30|377007	86.2331
KLHL31|401265	151.3309	KLHL31|401265	840.2719999999999
lowly_expressed	lowly_expressed	KLHL32|114792	13.6005
lowly_expressed	lowly_expressed	KLHL33|123103	19.6773
KLHL35|283212	51.6665	KLHL35|283212	13.6005
KLHL36|79786	47.3864	KLHL36|79786	326.7019
KLHL38|340359	7.3373	lowly_expressed	lowly_expressed
KLHL3|26249	172.7312	KLHL3|26249	410.9094
KLHL4|56062	52.8894	KLHL4|56062	44.8528
KLHL5|51088	800.0666	KLHL5|51088	1269.7678
KLHL6|89857	99.9701	KLHL6|89857	107.6467
KLHL7|55975	725.4712	KLHL7|55975	675.9748
KLHL8|57563	785.0864	KLHL8|57563	668.7405
KLHL9|55958	1600.4389999999999	KLHL9|55958	1376.5463
lowly_expressed	lowly_expressed	KLK10|5655	202.2716
KLK11|11012	20.4832	KLK11|11012	63.662
lowly_expressed	lowly_expressed	KLK13|26085	5.7875
lowly_expressed	lowly_expressed	KLK14|43847	36.1716
lowly_expressed	lowly_expressed	KLK2|3817	6.3662
lowly_expressed	lowly_expressed	KLK3|354	17.9411
KLK4|9622	219.5062	KLK4|9622	11.5749
lowly_expressed	lowly_expressed	KLK5|25818	393.2576
lowly_expressed	lowly_expressed	KLK6|5653	140.3458
lowly_expressed	lowly_expressed	KLK7|5650	240.4688
lowly_expressed	lowly_expressed	KLK8|11202	72.3432
lowly_expressed	lowly_expressed	KLKB1|3818	9.5493
KLKP1|606293	23.2346	lowly_expressed	lowly_expressed
KLRA1|10748	26.2918	KLRA1|10748	42.2484
KLRAQ1|129285	563.7459	KLRAQ1|129285	636.9095
KLRB1|3820	29.9605	KLRB1|3820	42.8272
lowly_expressed	lowly_expressed	KLRC1|3821	7.5237
lowly_expressed	lowly_expressed	KLRC3|3823	5.4981
KLRD1|3824	144.6051	KLRD1|3824	26.3329
KLRF1|51348	10.3944	KLRF1|51348	11.8643
KLRG1|10219	16.5088	KLRG1|10219	19.6773
KLRG2|346689	19.8717	KLRG2|346689	7.5237
KLRK1|22914	16.2031	KLRK1|22914	62.7273
KL|9365	357.99699999999996	KL|9365	254.9374
KMO|8564	1990.3011	KMO|8564	36.0038
KNTC1|9735	723.6124	KNTC1|9735	285.0322
KPNA1|3836	3257.4359999999997	KPNA1|3836	1373.6526
KPNA2|3838	5380.0431	KPNA2|3838	452.0003
KPNA3|3839	2059.629	KPNA3|3839	1076.7561
KPNA4|3840	3043.127	KPNA4|3840	1746.0754
KPNA5|3841	72.4554	KPNA5|3841	214.1359
KPNA6|23633	2089.2837	KPNA6|23633	2248.7159
KPNB1|3837	5983.8382	KPNB1|3837	5054.4744
KPTN|11133	46.1636	KPTN|11133	103.3061
KRAS|3845	2898.5219	KRAS|3845	834.5511
KRBA1|84626	51.6665	KRBA1|84626	206.6122
KRBA2|124751	71.2325	KRBA2|124751	135.1371
KRCC1|51315	676.2504	KRCC1|51315	1208.1314
KREMEN1|83999	313.9734	KREMEN1|83999	908.9199
KREMEN2|79412	53.5008	lowly_expressed	lowly_expressed
KRI1|65095	155.1707	KRI1|65095	540.0506
KRIT1|889	824.8299	KRIT1|889	890.1107
KRR1|11103	1269.8895	KRR1|11103	878.0294
KRT10|3858	407.8292	KRT10|3858	229.1832
lowly_expressed	lowly_expressed	KRT13|3860	7.5237
lowly_expressed	lowly_expressed	KRT14|3861	10260.5802
KRT15|3866	79.7927	KRT15|3866	7413.7307
KRT16|3868	39.4378	KRT16|3868	321.2038
KRT17|3872	11.3116	KRT17|3872	9349.3453
KRT18|3875	8322.4938	KRT18|3875	2758.5647
KRT19|3880	10122.9678	KRT19|3880	3969.9052
KRT222|125113	115.5618	KRT222|125113	73.5007
KRT23|25984	7.643	KRT23|25984	982.9993
lowly_expressed	lowly_expressed	KRT32|3882	15.9155
KRT37|8688	5.1972	lowly_expressed	lowly_expressed
KRT4|3851	6.4201	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	KRT5|3852	12504.9555
lowly_expressed	lowly_expressed	KRT6A|3853	34.7247
lowly_expressed	lowly_expressed	KRT6B|3854	1443.1021
lowly_expressed	lowly_expressed	KRT6C|286887	54.6915
lowly_expressed	lowly_expressed	KRT77|374454	11.8643
KRT79|338785	6.1144	KRT79|338785	53.2446
KRT7|3855	4165.7272	KRT7|3855	4526.0797
KRT80|144501	402.6319	KRT80|144501	279.2447
KRT81|3887	7.3373	KRT81|3887	396.1513
KRT86|3892	7.3373	KRT86|3892	14.1793
KRT8|3856	14633.3351	KRT8|3856	3942.7302
KRTCAP2|200185	1760.3301	KRTCAP2|200185	1011.6473
KRTCAP3|200634	216.1433	KRTCAP3|200634	103.0167
KSR1|8844	154.3881	KSR1|8844	608.8403
KSR2|283455	20.1775	KSR2|283455	35.5929
KTELC1|56983	448.1841	KTELC1|56983	333.9362
KTI12|112970	126.8734	KTI12|112970	142.9502
KTN1|3895	9855.7694	KTN1|3895	6954.2068
KYNU|8942	1013.7642	KYNU|8942	80.1563
lowly_expressed	lowly_expressed	KY|339855	193.301
L1CAM|3897	15.286	L1CAM|3897	122.1153
L2HGDH|79944	490.67900000000003	L2HGDH|79944	373.5803
L3MBTL2|83746	711.1483	L3MBTL2|83746	701.3499
L3MBTL3|84456	194.1316	L3MBTL3|84456	282.4278
L3MBTL4|91133	20.7889	L3MBTL4|91133	223.9745
L3MBTL|26013	81.9327	L3MBTL|26013	151.9207
LACE1|246269	50.4436	LACE1|246269	68.0026
lowly_expressed	lowly_expressed	LACRT|90070	6.9449
LACTB2|51110	528.5882	LACTB2|51110	337.1193
LACTB|114294	490.3733	LACTB|114294	234.9707
LAD1|3898	795.7866	LAD1|3898	373.0015
LAG3|3902	20.1775	LAG3|3902	24.5967
LAGE3|8270	380.3144	LAGE3|8270	128.7709
LAIR1|3903	542.957	LAIR1|3903	1300.4413
lowly_expressed	lowly_expressed	LALBA|3906	35047.6742
LAMA1|284217	58.3923	LAMA1|284217	261.0143
LAMA2|3908	1210.3416	LAMA2|3908	2983.1411
LAMA3|3909	53.8065	LAMA3|3909	3668.9575
LAMA4|3910	3683.6083	LAMA4|3910	8542.2846
LAMA5|3911	1015.9043	LAMA5|3911	2900.9622
LAMB1|3912	4385.5392	LAMB1|3912	9301.3094
LAMB2L|22973	11.3116	LAMB2L|22973	28.9373
LAMB2|3913	2312.1529	LAMB2|3913	9515.7346
LAMB3|3914	86.8242	LAMB3|3914	4039.3547
LAMC1|3915	6252.2595	lowly_expressed	lowly_expressed
LAMC2|3918	253.7468	LAMC2|3918	2629.5305
lowly_expressed	lowly_expressed	LAMC3|10319	43.6953
LAMP1|3916	5664.6675	LAMP1|3916	6108.6595
LAMP2|3920	7491.95	LAMP2|3920	4995.153
LAMP3|27074	21.0946	LAMP3|27074	72.3432
LANCL1|10314	2566.5111	LANCL1|10314	2472.4011
LANCL2|55915	467.7501	LANCL2|55915	502.9299
LAP3|51056	2197.5082	LAP3|51056	2287.7812
LAPTM4A|9741	14685.823999999999	LAPTM4A|9741	7638.284000000001
LAPTM4B|55353	11358.9898	LAPTM4B|55353	1238.8049
LAPTM5|7805	4060.5599	LAPTM5|7805	1885.8424
LARGE|9215	721.1911	LARGE|9215	477.4651
LARP1B|55132	879.2479	LARP1B|55132	322.6507
LARP1|23367	4015.3135	LARP1|23367	4489.04
LARP4B|23185	1987.1736	LARP4B|23185	1325.0379999999998
LARP4|113251	2088.978	LARP4|113251	1018.0135
LARP6|55323	241.8237	LARP6|55323	1258.1929
LARP7|51574	1145.2234	LARP7|51574	1056.5
LARS2|23395	471.11300000000006	LARS2|23395	391.23199999999997
LARS|51520	2079.5007	LARS|51520	2526.8032
LAS1L|81887	533.174	LAS1L|81887	724.8788
LASP1|3927	48552.153	LASP1|3927	5974.9693
lowly_expressed	lowly_expressed	LASS1|10715	15.9415
LASS2|29956	11114.1089	LASS2|29956	3003.6895
lowly_expressed	lowly_expressed	LASS3|204219	6.6556
LASS4|79603	1276.9883	LASS4|79603	526.9478
LASS5|91012	965.4606	LASS5|91012	697.9672
LASS6|253782	6092.9768	LASS6|253782	1591.1857
LAT2|7462	124.1219	LAT2|7462	111.1191
LATS1|9113	440.5411	LATS1|9113	877.6677
LATS2|26524	977.9951	LATS2|26524	1128.5539
LAT|27040	14.6501	LAT|27040	57.153999999999996
LAX1|54900	14.9802	LAX1|54900	52.9552
LAYN|143903	165.394	LAYN|143903	205.4547
LBH|81606	846.5359	LBH|81606	1713.6656
LBP|3929	155.9167	LBP|3929	48.6146
LBR|3930	1533.1808	LBR|3930	1141.2863
LBX2|85474	6.1144	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LBXCOR1|390598	5.2087
LCA5L|150082	113.4218	LCA5L|150082	44.5634
LCA5|167691	213.3919	LCA5|167691	487.5931
LCAT|3931	36.4478	LCAT|3931	117.2191
LCK|3932	18.9546	LCK|3932	50.0615
LCLAT1|253558	1306.643	LCLAT1|253558	252.3331
LCMT1|51451	915.6284	LCMT1|51451	443.3191
LCMT2|9836	345.7682	LCMT2|9836	278.3766
LCN10|414332	5.5671	LCN10|414332	32.9769
LCN12|286256	5.8087	lowly_expressed	lowly_expressed
LCN2|3934	248.5496	LCN2|3934	42.2484
LCORL|254251	85.9774	LCORL|254251	93.7568
LCOR|84458	102.6482	LCOR|84458	148.2949
LCP1|3936	4941.3363	LCP1|3936	1496.0573
LCP2|3937	305.1076	LCP2|3937	265.0655
LCT|3938	9.4773	lowly_expressed	lowly_expressed
LDB1|8861	620.9153	LDB1|8861	1353.6859
LDB2|9079	436.8725	LDB2|9079	1993.1997
LDB3|11155	58.0866	LDB3|11155	142.3714
LDHA|3939	21581.622000000003	LDHA|3939	8897.6344
LDHB|3945	2335.9989	LDHB|3945	11917.5288
LDHD|197257	87.1299	LDHD|197257	1561.1662
LDLRAD2|401944	17.6553	LDLRAD2|401944	373.2562
LDLRAD3|143458	827.8871	LDLRAD3|143458	597.5548
LDLRAP1|26119	526.1424	LDLRAP1|26119	690.1541
LDLR|3949	1795.182	LDLR|3949	2140.7799
LDOC1L|84247	716.2996	LDOC1L|84247	1153.4399
LDOC1|23641	2030.5857	LDOC1|23641	740.7943
LEF1|51176	307.2476	LEF1|51176	118.9322
LEFTY2|7044	25.3747	LEFTY2|7044	16.4942
LEKR1|389170	33.3234	LEKR1|389170	16.4942
LEMD2|221496	532.5625	LEMD2|221496	638.9351
LEMD3|23592	1218.9017	LEMD3|23592	827.0274
LENG1|79165	14.0631	LENG1|79165	148.4482
LENG8|114823	751.3228	LENG8|114823	3469.9240000000004
LENG9|94059	60.0554	LENG9|94059	89.0718
LEO1|123169	562.2173	LEO1|123169	428.8505
LEPRE1|64175	921.4371	LEPRE1|64175	538.8121
LEPREL1|55214	155.611	LEPREL1|55214	440.7148
LEPREL2|10536	148.2737	LEPREL2|10536	354.1923
LEPROTL1|23484	847.7588	LEPROTL1|23484	720.8276
LEPROT|54741	1922.1318	LEPROT|54741	1360.8305
LEPR|3953	405.30699999999996	LEPR|3953	1326.8639
LEP|3952	176.0941	LEP|3952	5442.8127
LETM1|3954	702.2366	LETM1|3954	1233.3068
LETM2|137994	21.706	LETM2|137994	24.3073
LETMD1|25875	837.6701	LETMD1|25875	1773.8552
LFNG|3955	492.5133	LFNG|3955	656.2975
LGALS12|85329	362.5827	LGALS12|85329	3730.0152
LGALS1|3956	3731.9119	LGALS1|3956	8371.5547
lowly_expressed	lowly_expressed	LGALS2|3957	16.2049
LGALS3BP|3959	6449.7539	LGALS3BP|3959	11721.9128
LGALS3|3958	9257.783000000001	LGALS3|3958	6294.4368
lowly_expressed	lowly_expressed	LGALS4|3960	5.4981
lowly_expressed	lowly_expressed	LGALS7|3963	11.8643
LGALS8|3964	1942.7893	LGALS8|3964	1247.1938
LGALS9C|654346	32.7119	LGALS9C|654346	6.6556
LGALS9|3965	484.8703	LGALS9|3965	375.8952
LGI1|9211	227.4549	lowly_expressed	lowly_expressed
LGI2|55203	205.1375	LGI2|55203	39.9334
LGI4|163175	38.8263	LGI4|163175	430.8761
LGMN|5641	2688.7987	LGMN|5641	2420.8927
LGR4|55366	1203.9215	LGR4|55366	1681.2559
LGR5|8549	17.426	LGR5|8549	23.7286
LGR6|59352	14.6745	LGR6|59352	509.2961
LGTN|1939	950.1747	LGTN|1939	1347.6091
lowly_expressed	lowly_expressed	LHCGR|3973	21.4136
LHFPL1|340596	5.1972	LHFPL1|340596	6.9449
LHFPL2|10184	1859.6887	LHFPL2|10184	1089.7779
LHFP|10186	958.4291	LHFP|10186	3419.5182
LHPP|64077	182.5142	LHPP|64077	335.9618
LHX2|9355	14.0631	lowly_expressed	lowly_expressed
LHX6|26468	135.4335	LHX6|26468	345.5111
LHX8|431707	51.0551	lowly_expressed	lowly_expressed
LIAS|11019	169.0626	LIAS|11019	279.5341
LIFR|3977	901.2596	LIFR|3977	6199.5225
LIF|3976	141.5479	LIF|3976	489.04
LIG1|3978	210.6404	LIG1|3978	375.0271
LIG3|3980	441.1525	LIG3|3980	430.5867
LIG4|3981	402.6319	LIG4|3981	359.9797
lowly_expressed	lowly_expressed	LILRA1|11024	11.2855
LILRA2|11027	44.4424	LILRA2|11027	32.6991
lowly_expressed	lowly_expressed	LILRA3|11026	7.5237
LILRA5|353514	11.923	LILRA5|353514	24.8861
LILRA6|79168	111.6486	LILRA6|79168	38.0149
LILRB1|10859	48.915	LILRB1|10859	51.5084
LILRB2|10288	82.8499	LILRB2|10288	88.8374
LILRB3|11025	43.351000000000006	LILRB3|11025	52.8482
LILRB4|11006	137.2678	LILRB4|11006	82.1819
LILRB5|10990	113.116	LILRB5|10990	185.488
LIMA1|51474	5557.9716	LIMA1|51474	6036.0269
LIMCH1|22998	2690.9387	LIMCH1|22998	3688.0561
LIMD1|8994	918.7407	LIMD1|8994	838.5821
LIMD2|80774	86.9343	LIMD2|80774	101.0779
LIME1|54923	17.2212	LIME1|54923	85.3331
LIMK1|3984	479.3674	LIMK1|3984	425.37800000000004
LIMK2|3985	915.6284	LIMK2|3985	1874.2675
LIMS1|3987	555.7972	LIMS1|3987	680.0260000000001
LIMS2|55679	339.6538	LIMS2|55679	1917.9628
LIMS3-LOC440895|100271835	47.0899	LIMS3-LOC440895|100271835	21.2515
LIMS3|96626	8.2452	LIMS3|96626	18.3925
LIN28A|79727	17.1203	lowly_expressed	lowly_expressed
LIN37|55957	85.5677	LIN37|55957	97.4173
LIN52|91750	208.8061	LIN52|91750	236.9963
LIN54|132660	594.012	LIN54|132660	384.2871
LIN7A|8825	128.0963	LIN7A|8825	85.6543
LIN7B|64130	5.5029	LIN7B|64130	36.461
LIN7C|55327	1366.8697	LIN7C|55327	854.8072
LIN9|286826	469.5844	LIN9|286826	142.9502
LINGO1|84894	120.759	LINGO1|84894	64.2408
lowly_expressed	lowly_expressed	LINGO4|339398	17.3624
LINS1|55180	378.1744	LINS1|55180	300.0796
LIPA|3988	2761.2541	LIPA|3988	2326.8466
lowly_expressed	lowly_expressed	LIPC|3990	13.3111
LIPE|3991	985.9438	LIPE|3991	14356.2497
LIPG|9388	24.1518	LIPG|9388	51.218999999999994
LIPH|200879	401.1033	LIPH|200879	130.2178
LIPT1|51601	175.4827	LIPT1|51601	188.7897
LIPT2|387787	17.7317	LIPT2|387787	19.9667
LITAF|9516	8399.6298	LITAF|9516	3997.3956
LIX1L|128077	626.4182	LIX1L|128077	1138.9713
LLGL1|3996	274.5357	LLGL1|3996	821.24
LLGL2|3993	1022.0186	LLGL2|3993	406.8581
LLPH|84298	821.2469	LLPH|84298	432.1667
LMAN1|3998	4930.0247	LMAN1|3998	3334.4426
LMAN2L|81562	889.948	LMAN2L|81562	671.0555
LMAN2|10960	1987.4793	LMAN2|10960	1555.3787
LMBR1L|55716	211.2518	LMBR1L|55716	479.7801
LMBR1|64327	1866.7203	LMBR1|64327	976.3438
LMBRD1|55788	1374.2069	LMBRD1|55788	1689.0689
LMBRD2|92255	360.7484	LMBRD2|92255	303.2627
LMCD1|29995	983.1923	LMCD1|29995	1291.7601
LMF1|64788	155.3053	LMF1|64788	300.0796
LMF2|91289	584.5347	LMF2|91289	1188.7434
LMLN|89782	435.3439	LMLN|89782	315.4163
LMNA|4000	1818.1109	LMNA|4000	10791.0005
LMNB1|4001	1069.7108	LMNB1|4001	148.7376
LMNB2|84823	547.237	LMNB2|84823	498.2999
LMO2|4005	221.0348	LMO2|4005	638.3564
LMO3|55885	312.7505	LMO3|55885	1568.4005
LMO4|8543	486.3989	LMO4|8543	1068.3643
LMO7|4008	2411.2058	LMO7|4008	378.2102
LMOD1|25802	304.8019	LMOD1|25802	3295.0879
LMTK2|22853	193.8259	LMTK2|22853	423.6418
LMTK3|114783	101.193	LMTK3|114783	55.2702
LMX1A|4009	7.3373	LMX1A|4009	11.2855
LMX1B|4010	434.121	LMX1B|4010	773.2041
LNP1|348801	33.3448	LNP1|348801	88.2963
LNPEP|4012	328.3422	LNPEP|4012	748.6074
LNX1|84708	264.7527	LNX1|84708	472.5458
LNX2|222484	1479.0686	LNX2|222484	522.6072
LOC100009676|100009676	36.1452	LOC100009676|100009676	74.6148
lowly_expressed	lowly_expressed	LOC100101266|100101266	7.5237
lowly_expressed	lowly_expressed	LOC100124692|100124692	36.461
LOC100125556|100125556	121.8321	LOC100125556|100125556	32.8641
LOC100126784|100126784	7.8019	LOC100126784|100126784	56.5637
lowly_expressed	lowly_expressed	LOC100127888|100127888	5.6688
LOC100128191|100128191	57.093	LOC100128191|100128191	23.7546
lowly_expressed	lowly_expressed	LOC100128239|100128239	5.4981
LOC100128288|100128288	51.9722	LOC100128288|100128288	66.5557
LOC100128292|100128292	18.9546	LOC100128292|100128292	14.1793
LOC100128640|100128640	53.1951	LOC100128640|100128640	51.7977
LOC100128788|100128788	33.0207	LOC100128788|100128788	8.3918
LOC100128822|100128822	156.8339	LOC100128822|100128822	120.0897
LOC100128842|100128842	8.5601	LOC100128842|100128842	24.3073
LOC100129034|100129034	1558.904	LOC100129034|100129034	1603.3857
LOC100129387|100129387	48.4595	LOC100129387|100129387	95.0937
LOC100129534|100129534	9.783	LOC100129534|100129534	54.4021
LOC100129550|100129550	234.1808	LOC100129550|100129550	311.9439
LOC100129637|100129637	59.3095	LOC100129637|100129637	204.4969
lowly_expressed	lowly_expressed	LOC100129716|100129716	9.5493
lowly_expressed	lowly_expressed	LOC100129726|100129726	6.6556
LOC100130015|100130015	6.7105	LOC100130015|100130015	52.3736
LOC100130093|100130093	12.3938	LOC100130093|100130093	111.5735
lowly_expressed	lowly_expressed	LOC100130522|100130522	16.7836
LOC100130557|100130557	22.8464	LOC100130557|100130557	39.6962
LOC100130581|100130581	38.5206	LOC100130581|100130581	67.7132
LOC100130691|100130691	7.9212	LOC100130691|100130691	22.0907
LOC100130776|100130776	89.1752	LOC100130776|100130776	184.015
LOC100130872|100130872	24.7632	LOC100130872|100130872	106.1998
LOC100130932|100130932	76.124	LOC100130932|100130932	30.6735
lowly_expressed	lowly_expressed	LOC100130987|100130987	9.2599
LOC100131193|100131193	20.7889	LOC100131193|100131193	34.146
LOC100131434|100131434	12.2318	LOC100131434|100131434	82.477
lowly_expressed	lowly_expressed	LOC100131496|100131496	6.9449
LOC100131691|100131691	13.5067	LOC100131691|100131691	31.6111
LOC100131726|100131726	10.0887	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LOC100132111|100132111	9.8387
lowly_expressed	lowly_expressed	LOC100132215|100132215	16.5087
LOC100132247|100132247	143.0765	LOC100132247|100132247	314.8376
LOC100132287|100132287	265.3641	LOC100132287|100132287	443.3191
LOC100132288|100132288	69.0925	LOC100132288|100132288	248.5712
LOC100132707|100132707	34.1886	LOC100132707|100132707	146.0725
LOC100133161|100133161	46.1636	LOC100133161|100133161	64.0208
LOC100133331|100133331	83.7334	LOC100133331|100133331	258.6038
lowly_expressed	lowly_expressed	LOC100133545|100133545	9.2599
lowly_expressed	lowly_expressed	LOC100133669|100133669	8.9706
lowly_expressed	lowly_expressed	LOC100133920|100133920	7.5237
LOC100133957|100133957	5.6008	lowly_expressed	lowly_expressed
LOC100133985|100133985	13.7574	LOC100133985|100133985	11.2855
LOC100133991|100133991	16.5088	LOC100133991|100133991	26.9117
LOC100134229|100134229	286.153	LOC100134229|100134229	146.1333
LOC100134259|100134259	10.7002	LOC100134259|100134259	29.516
LOC100134368|100134368	7.643	lowly_expressed	lowly_expressed
LOC100134713|100134713	12.2318	LOC100134713|100134713	9.2686
LOC100170939|100170939	21.0946	LOC100170939|100170939	106.3213
LOC100188947|100188947	64.20100000000001	LOC100188947|100188947	10.7068
lowly_expressed	lowly_expressed	LOC100188949|100188949	6.0768
LOC100190938|100190938	80.0984	LOC100190938|100190938	446.2128
LOC100190939|100190939	109.7531	LOC100190939|100190939	236.9963
LOC100190986|100190986	82.5441	LOC100190986|100190986	336.2512
LOC100192378|100192378	23.2346	LOC100192378|100192378	42.2484
LOC100216545|100216545	29.9605	LOC100216545|100216545	50.0615
lowly_expressed	lowly_expressed	LOC100233209|100233209	15.6261
lowly_expressed	lowly_expressed	LOC100240726|100240726	5.7875
lowly_expressed	lowly_expressed	LOC100240735|100240735	31.2523
LOC100268168|100268168	5.8087	LOC100268168|100268168	6.0768
LOC100270710|100270710	367.9084	LOC100270710|100270710	202.5667
LOC100270746|100270746	43.1064	LOC100270746|100270746	28.9373
LOC100270804|100270804	17.3404	LOC100270804|100270804	24.5967
LOC100271722|100271722	9.783	LOC100271722|100271722	58.4533
LOC100271836|100271836	346.615	LOC100271836|100271836	738.1697
LOC100272146|100272146	33.6291	LOC100272146|100272146	30.0948
lowly_expressed	lowly_expressed	LOC100272216|100272216	17.9411
LOC100272217|100272217	38.5206	LOC100272217|100272217	10.128
LOC100272228|100272228	8.8659	LOC100272228|100272228	50.3509
LOC100286793|100286793	183.1257	LOC100286793|100286793	116.0385
LOC100286844|100286844	34.3598	LOC100286844|100286844	27.9013
LOC100287227|100287227	10.101	LOC100287227|100287227	7.4166
LOC100288778|100288778	82.911	LOC100288778|100288778	470.9831
LOC100289341|100289341	86.5185	LOC100289341|100289341	52.3765
LOC100302401|100302401	17.7317	LOC100302401|100302401	15.6695
lowly_expressed	lowly_expressed	LOC100302640|100302640	12.443
LOC100302650|100302650	22.3175	LOC100302650|100302650	74.6582
LOC100303728|100303728	62.06100000000001	LOC100303728|100303728	21.1242
LOC113230|113230	109.7531	LOC113230|113230	37.9078
LOC115110|115110	5.7597	LOC115110|115110	77.6966
lowly_expressed	lowly_expressed	LOC121838|121838	18.8092
LOC134466|134466	27.8204	LOC134466|134466	90.2843
