gene_id	TCGA-A7-A0D9-01A-31R-A056-07	gene_id	TCGA-A7-A0D9-11A-53R-A089-07
PCBP1|5093	8389.049	PCBP1|5093	7450.611
PCBP2|5094	12481.5685	PCBP2|5094	10834.4348
PCBP3|54039	142.0338	PCBP3|54039	250.5092
PCBP4|57060	517.9086	PCBP4|57060	481.1609
PCCA|5095	654.6933	PCCA|5095	1197.9582
PCCB|5096	2073.5282	PCCB|5096	1575.1273
PCDH12|51294	368.0527	PCDH12|51294	931.2627
PCDH17|27253	142.0338	PCDH17|27253	99.7963
PCDH18|54510	389.04900000000004	PCDH18|54510	2962.8309999999997
PCDH19|57526	52.2849	PCDH19|57526	442.4644
PCDH1|5097	2232.606	PCDH1|5097	1436.8635
lowly_expressed	lowly_expressed	PCDH20|64881	11.2016
PCDH7|5099	458.2133	PCDH7|5099	462.83099999999996
PCDH9|5101	10.2923	PCDH9|5101	1429.2261
PCDHA10|56139	16.3565	PCDHA10|56139	28.9562
PCDHA11|56138	137.2828	lowly_expressed	lowly_expressed
PCDHA12|56137	118.4767	PCDHA12|56137	13.4674
lowly_expressed	lowly_expressed	PCDHA13|56136	22.3116
PCDHA1|56147	22.5813	lowly_expressed	lowly_expressed
PCDHA2|56146	23.4706	lowly_expressed	lowly_expressed
PCDHA3|56145	23.2606	PCDHA3|56145	9.3686
PCDHA4|56144	33.6229	lowly_expressed	lowly_expressed
PCDHA5|56143	9.7242	lowly_expressed	lowly_expressed
PCDHA6|56142	59.8641	PCDHA6|56142	11.2831
PCDHA7|56141	14.1704	lowly_expressed	lowly_expressed
PCDHA8|56140	6.9782	lowly_expressed	lowly_expressed
PCDHAC1|56135	38.3697	PCDHAC1|56135	13.4674
PCDHAC2|56134	268.4232	PCDHAC2|56134	39.8982
PCDHB10|56126	34.9938	PCDHB10|56126	75.8656
PCDHB11|56125	13.5858	PCDHB11|56125	71.7923
PCDHB12|56124	26.76	PCDHB12|56124	80.9572
PCDHB13|56123	29.2301	lowly_expressed	lowly_expressed
PCDHB14|56122	50.6381	PCDHB14|56122	127.8004
PCDHB15|56121	29.6418	PCDHB15|56121	116.0896
PCDHB16|57717	66.2824	PCDHB16|57717	151.7312
PCDHB18|54660	8.6455	PCDHB18|54660	11.7108
PCDHB19P|84054	5.352	PCDHB19P|84054	9.165
PCDHB2|56133	129.2713	PCDHB2|56133	123.7271
PCDHB3|56132	27.1717	PCDHB3|56132	78.4114
PCDHB4|56131	51.0498	PCDHB4|56131	160.387
PCDHB5|26167	32.9354	PCDHB5|26167	73.3198
PCDHB6|56130	17.7028	PCDHB6|56130	21.3849
PCDHB7|56129	32.5237	PCDHB7|56129	91.1405
PCDHB8|56128	16.055999999999997	PCDHB8|56128	69.7556
PCDHB9|56127	17.7028	PCDHB9|56127	66.1914
PCDHGA10|56106	77.6781	PCDHGA10|56106	220.4837
PCDHGA11|56105	13.6105	PCDHGA11|56105	142.6884
PCDHGA12|26025	46.3648	PCDHGA12|26025	254.6894
lowly_expressed	lowly_expressed	PCDHGA1|56114	21.2882
PCDHGA2|56113	11.9391	PCDHGA2|56113	209.4959
PCDHGA3|56112	5.7637	PCDHGA3|56112	74.3381
PCDHGA4|56111	15.2326	PCDHGA4|56111	221.0031
PCDHGA5|56110	15.6443	PCDHGA5|56110	63.7729
PCDHGA6|56109	15.6443	PCDHGA6|56109	116.8737
PCDHGA7|56108	9.8806	PCDHGA7|56108	42.5509
PCDHGA9|56107	53.4747	PCDHGA9|56107	97.7189
lowly_expressed	lowly_expressed	PCDHGB1|56104	25.9674
PCDHGB2|56103	7.8221	PCDHGB2|56103	65.723
lowly_expressed	lowly_expressed	PCDHGB3|56102	41.7515
PCDHGB4|8641	12.7625	PCDHGB4|8641	118.0601
PCDHGB5|56101	43.3841	PCDHGB5|56101	229.2974
PCDHGB6|56100	35.8913	PCDHGB6|56100	279.9134
PCDHGB7|56099	179.4319	PCDHGB7|56099	671.6599
PCDHGC3|5098	916.056	PCDHGC3|5098	3223.9053
PCF11|51585	1520.7904	PCF11|51585	1400.2037
PCGF1|84759	215.3149	PCGF1|84759	180.2444
PCGF2|7703	573.6723	PCGF2|7703	302.5305
PCGF3|10336	2540.5517	PCGF3|10336	1093.1772
PCGF5|84333	1410.0453	PCGF5|84333	1220.9776
PCGF6|84108	146.1507	PCGF6|84108	259.165
PCID2|55795	705.6402	PCID2|55795	683.2994
PCIF1|63935	828.3244	PCIF1|63935	802.9532
PCK1|5105	116.5089	PCK1|5105	3219.4501
PCK2|5106	643.4747	PCK2|5106	1003.055
PCLO|27445	707.6986	PCLO|27445	714.8676
PCM1|5108	2038.2874	PCM1|5108	4132.3829
PCMT1|5110	2062.5772	PCMT1|5110	1509.6741
PCMTD1|115294	3214.0799	PCMTD1|115294	2308.554
PCMTD2|55251	19973.24	PCMTD2|55251	1062.6273
PCNA|5111	1533.5529	PCNA|5111	780.0407
PCNP|57092	1696.9946	PCNP|57092	1874.2363
PCNT|5116	875.669	PCNT|5116	1003.055
PCNXL2|80003	402.2231	PCNXL2|80003	154.27700000000002
PCNXL3|399909	1583.7793	PCNXL3|399909	633.4012
PCNX|22990	1615.8913	PCNX|22990	2726.0692
PCOLCE2|26577	102.92299999999999	PCOLCE2|26577	10053.9715
PCOLCE|5118	1429.7283	PCOLCE|5118	2018.2637
lowly_expressed	lowly_expressed	PCOTH|542767	10.3208
PCP2|126006	30.4652	lowly_expressed	lowly_expressed
PCP4L1|654790	29.6418	PCP4L1|654790	8.6558
PCSK1N|27344	49.8147	lowly_expressed	lowly_expressed
PCSK1|5122	9.8806	PCSK1|5122	19.3483
lowly_expressed	lowly_expressed	PCSK2|5126	16.8024
PCSK4|54760	100.4529	lowly_expressed	lowly_expressed
PCSK5|5125	81.1033	PCSK5|5125	609.9796
PCSK6|5046	829.1478	PCSK6|5046	217.4134
PCSK7|9159	420.0041	PCSK7|9159	648.6609
PCSK9|255738	9.8806	PCSK9|255738	7.1283
PCTP|58488	285.7143	PCTP|58488	572.3014
PCYOX1L|78991	508.028	PCYOX1L|78991	180.7536
PCYOX1|51449	2515.4385	PCYOX1|51449	12843.6864
PCYT1A|5130	571.0169	PCYT1A|5130	1071.2831
PCYT1B|9468	11.1157	lowly_expressed	lowly_expressed
PCYT2|5833	350.3499	PCYT2|5833	664.9695
PC|5091	675.175	PC|5091	3655.2953
PDAP1|11333	2723.7546	PDAP1|11333	1922.0978
PDCD10|11235	805.2697	PDCD10|11235	623.2179
PDCD11|22984	1771.9226	PDCD11|22984	682.2811
PDCD1LG2|80380	19.7612	PDCD1LG2|80380	155.8045
lowly_expressed	lowly_expressed	PDCD1|5133	6.6191
PDCD2L|84306	185.6731	PDCD2L|84306	103.8697
PDCD2|5134	799.9177	PDCD2|5134	585.0305
PDCD4|27250	3316.1507	PDCD4|27250	2672.1894
PDCD5|9141	545.492	PDCD5|9141	502.5458
PDCD6IP|10015	4989.7077	PDCD6IP|10015	4344.7047
PDCD6|10016	1959.6542	PDCD6|10016	1163.442
PDCD7|10081	2949.3619	PDCD7|10081	593.1772
PDCL3|79031	738.9872	PDCL3|79031	293.279
PDCL|5082	243.31	PDCL|5082	448.0652
PDDC1|347862	1546.3154	PDDC1|347862	531.5682
PDE10A|10846	86.867	PDE10A|10846	158.8595
PDE11A|50940	56.4018	PDE11A|50940	654.2769999999999
PDE12|201626	784.2734	PDE12|201626	439.9185
PDE1A|5136	53.52	PDE1A|5136	198.0652
PDE1B|5153	210.7863	PDE1B|5153	1310.0815
PDE1C|5137	8.6455	PDE1C|5137	15.7841
PDE2A|5138	458.2133	PDE2A|5138	2649.1853
PDE3A|5139	58.0486	PDE3A|5139	314.1548
PDE3B|5140	103.7464	PDE3B|5140	5582.9939
PDE4A|5141	125.9778	PDE4A|5141	887.4745
PDE4B|5142	67.5175	PDE4B|5142	209.2668
lowly_expressed	lowly_expressed	PDE4C|5143	5.0916
PDE4DIP|9659	2059.2837	PDE4DIP|9659	6324.8473
PDE4D|5144	142.3631	PDE4D|5144	172.05700000000002
PDE5A|8654	490.6134	PDE5A|8654	427.3931
PDE6B|5158	142.4455	PDE6B|5158	13.2383
PDE6D|5147	383.2853	PDE6D|5147	263.2383
PDE6G|5148	5.7637	PDE6G|5148	8.6558
PDE7A|5150	730.6464	PDE7A|5150	214.8676
PDE7B|27115	83.5735	PDE7B|27115	230.6517
PDE8A|5151	1475.9160000000002	PDE8A|5151	1630.3462
PDE8B|8622	78.6332	PDE8B|8622	1000.0
PDE9A|5152	114.8621	PDE9A|5152	231.1609
PDF|64146	164.8374	PDF|64146	82.4949
PDGFA|5154	433.9234	PDGFA|5154	130.3462
PDGFB|5155	5510.4981	PDGFB|5155	1057.5356
PDGFC|56034	314.5327	PDGFC|56034	1204.6843
PDGFD|80310	343.7629	PDGFD|80310	1671.5886
PDGFRA|5156	663.6476	PDGFRA|5156	4786.8839
PDGFRB|5159	4219.8436	PDGFRB|5159	10008.6558
PDGFRL|5157	264.3063	PDGFRL|5157	1397.1487
PDHA1|5160	1104.928	PDHA1|5160	2977.0265
PDHB|5162	1656.6488	PDHB|5162	1354.3788
PDHX|8050	765.7472	PDHX|8050	792.3982
lowly_expressed	lowly_expressed	PDIA2|64714	19.6283
PDIA3P|171423	2254.8374	PDIA3P|171423	1512.22
PDIA3|2923	8614.6233	PDIA3|2923	6940.3208
PDIA4|9601	6752.5731	PDIA4|9601	1458.2485
PDIA5|10954	410.8687	PDIA5|10954	346.7413
PDIA6|10130	5469.2466	PDIA6|10130	3767.5204
PDIK1L|149420	879.3742	PDIK1L|149420	171.0794
PDK1|5163	470.9757	PDK1|5163	347.2505
PDK2|5164	552.9024	PDK2|5164	1780.0407
PDK3|5165	170.0288	PDK3|5165	69.7556
PDK4|5166	1667.3528	PDK4|5166	30122.1996
PDLIM1|9124	1610.5393	PDLIM1|9124	2536.6599
PDLIM2|64236	241.2515	PDLIM2|64236	316.7006
PDLIM3|27295	447.921	PDLIM3|27295	280.0407
PDLIM4|8572	121.8608	PDLIM4|8572	82.9939
PDLIM5|10611	2857.5545	PDLIM5|10611	1678.2077
PDLIM7|9260	575.9572	PDLIM7|9260	296.334
PDP1|54704	685.4673	PDP1|54704	570.2648
PDP2|57546	284.8909	PDP2|57546	591.1405
PDPK1|5170	2591.5274	PDPK1|5170	1430.9572
PDPN|10630	225.1956	PDPN|10630	106.9246
PDPR|55066	997.0935	PDPR|55066	1057.8921
PDRG1|81572	575.9572	PDRG1|81572	201.1202
PDS5A|23244	4383.697	PDS5A|23244	2558.0448
PDS5B|23047	1131.7415	PDS5B|23047	890.0204
PDSS1|23590	59.6953	PDSS1|23590	14.7658
PDSS2|57107	433.1	PDSS2|57107	532.5866
PDXDC1|23042	3729.5183	PDXDC1|23042	3255.0916
PDXDC2|283970	564.0181	PDXDC2|283970	108.9613
PDXK|8566	2285.7143	PDXK|8566	6964.3585
PDXP|57026	250.4652	PDXP|57026	129.8371
PDZD11|51248	983.944	PDZD11|51248	742.8717
PDZD2|23037	564.8415	PDZD2|23037	12667.0061
PDZD4|57595	197.2005	PDZD4|57595	51.4257
PDZD7|79955	68.7526	PDZD7|79955	8.6558
PDZD8|118987	653.3553	PDZD8|118987	579.9389
PDZK1IP1|10158	9.4689	PDZK1IP1|10158	26.4766
PDZK1P1|728939	11.9391	PDZK1P1|728939	6.6191
PDZK1|5174	25.5249	lowly_expressed	lowly_expressed
PDZRN3|23024	422.39599999999996	PDZRN3|23024	2834.0122
PDZRN4|29951	6.1754	PDZRN4|29951	108.9613
PEA15|8682	5695.7596	PEA15|8682	15985.7434
PEAR1|375033	112.8036	PEAR1|375033	670.0611
PEBP1|5037	8270.07	PEBP1|5037	8336.558
PECAM1|5175	564.4298	PECAM1|5175	5368.1263
PECI|10455	732.8119	PECI|10455	1392.5662
PECR|55825	199.6706	PECR|55825	1557.3931
PEF1|553115	1480.4446	PEF1|553115	1561.0998
PEG10|23089	103.7464	PEG10|23089	419.5519
PEG3|5178	335.4755	PEG3|5178	323.6965
PELI1|57162	340.881	PELI1|57162	821.7923
PELI2|57161	202.9642	PELI2|57161	483.1976
PELI3|246330	150.2676	PELI3|246330	337.5764
PELO|53918	410.5517	PELO|53918	563.4929
PELP1|27043	846.8506	PELP1|27043	875.7637
PEMT|10400	351.585	PEMT|10400	2436.8635
lowly_expressed	lowly_expressed	PENK|5179	85.5397
PEPD|5184	710.1688	PEPD|5184	2924.1344
PER1|5187	911.4862	PER1|5187	4257.1283
PER2|8864	1277.4804	PER2|8864	805.4989999999999
PER3|8863	2719.6377	PER3|8863	1813.1365
PERP|64065	5954.3022	PERP|64065	2089.613
PES1|23481	1311.2392	PES1|23481	890.5295
PET112L|5188	372.99300000000005	PET112L|5188	587.5764
PEX10|5192	473.9852	PEX10|5192	510.7637
PEX11A|8800	220.6669	PEX11A|8800	668.0244
PEX11B|8799	686.7023	PEX11B|8799	431.7719
PEX11G|92960	73.2812	PEX11G|92960	57.0265
PEX12|5193	121.4492	PEX12|5193	221.4868
PEX13|5194	889.6665	PEX13|5194	491.8534
PEX14|5195	401.8114	PEX14|5195	524.9491
PEX16|9409	334.7056	PEX16|9409	280.0407
PEX19|5824	2699.0531	PEX19|5824	8657.332
PEX1|5189	1518.7320000000002	PEX1|5189	568.7373
PEX26|55670	472.1449	PEX26|55670	605.9063
PEX2|5828	1407.1634	PEX2|5828	1117.6171
PEX3|8504	403.4582	PEX3|8504	311.0998
PEX5L|51555	11.5274	lowly_expressed	lowly_expressed
PEX5|5830	1090.1606	PEX5|5830	1334.5214
PEX6|5190	1304.2404	PEX6|5190	413.44199999999995
PEX7|5191	287.3611	PEX7|5191	138.4929
lowly_expressed	lowly_expressed	PF4|5196	14.7658
PFAS|5198	539.7283	lowly_expressed	lowly_expressed
PFDN1|5201	1050.6381	PFDN1|5201	1587.5764
PFDN2|5202	508.4397	PFDN2|5202	569.2464
PFDN4|5203	2894.6068	PFDN4|5203	374.7454
PFDN5|5204	3497.7357	PFDN5|5204	5826.3747
PFDN6|10471	437.217	PFDN6|10471	301.9348
lowly_expressed	lowly_expressed	PFKFB1|5207	684.8269
PFKFB2|5208	359.4072	PFKFB2|5208	231.1609
PFKFB3|5209	1685.4673	PFKFB3|5209	29199.0835
PFKFB4|5210	437.217	PFKFB4|5210	56.5173
PFKL|5211	2692.0543	PFKL|5211	2580.4481
PFKM|5213	781.3915	PFKM|5213	706.2118
PFKP|5214	666.1177	PFKP|5214	508.6558
PFN1|5216	5483.3265	PFN1|5216	6280.0407
PFN2|5217	3276.6571	PFN2|5217	1291.2424
PFN4|375189	13.1741	PFN4|375189	5.6008
lowly_expressed	lowly_expressed	PGA3|643834	101.3238
lowly_expressed	lowly_expressed	PGA5|5222	7.1283
PGAM1|5223	2296.0066	PGAM1|5223	2815.6823
PGAM2|5224	37.0523	PGAM2|5224	56.5173
PGAM4|441531	35.8172	PGAM4|441531	62.1181
PGAM5|192111	449.9259	PGAM5|192111	197.887
PGAP1|80055	312.4743	PGAP1|80055	282.0774
PGAP2|27315	663.2359	PGAP2|27315	234.7251
PGAP3|93210	631.1239	PGAP3|93210	440.9369
PGBD1|84547	150.6793	PGBD1|84547	139.5112
PGBD2|267002	123.9193	PGBD2|267002	85.0305
PGBD3|267004	65.8254	PGBD3|267004	89.2617
PGBD4|161779	27.1717	PGBD4|161779	35.1324
PGBD5|79605	990.1194	PGBD5|79605	41.7515
PGCP|10404	837.3816	PGCP|10404	2338.5947
PGD|5226	3324.825	PGD|5226	7153.7678
PGF|5228	92.219	PGF|5228	34.6232
PGGT1B|5229	498.9708	PGGT1B|5229	312.6273
PGK1|5230	6305.0638	PGK1|5230	7201.1202
PGLS|25796	594.895	PGLS|25796	578.4114
PGLYRP2|114770	13.5858	lowly_expressed	lowly_expressed
PGM1|5236	1314.121	PGM1|5236	6581.4664
PGM2L1|283209	283.6558	PGM2L1|283209	196.5377
PGM2|55276	1085.2203	PGM2|55276	411.4053
PGM3|5238	436.9041	PGM3|5238	505.9267
lowly_expressed	lowly_expressed	PGM5P2|595135	6.11
PGM5|5239	53.52	PGM5|5239	1016.8024
PGPEP1L|145814	8.2338	lowly_expressed	lowly_expressed
PGPEP1|54858	743.9275	PGPEP1|54858	799.8982
PGP|283871	251.5438	PGP|283871	200.611
PGRMC1|10857	2137.5051	PGRMC1|10857	3134.4196
PGRMC2|10424	1610.951	PGRMC2|10424	4379.3279
PGR|5241	217.7851	PGR|5241	253.055
PGS1|9489	366.8176	PGS1|9489	303.9715
PHACTR1|221692	15.2326	PHACTR1|221692	29.0224
PHACTR2|9749	682.5854	PHACTR2|9749	1900.2037
PHACTR4|65979	1123.9193	PHACTR4|65979	533.0957
PHAX|51808	807.7398	PHAX|51808	620.1629
PHB2|11331	1827.501	PHB2|11331	2677.1894
PHB|5245	1228.0774	PHB|5245	2376.7821
PHC1|1911	302.42900000000003	PHC1|1911	263.4063
PHC2|1912	1871.9638	PHC2|1912	1894.6029
PHC3|80012	2149.0325	PHC3|80012	1579.4297
PHF10|55274	1834.7715	PHF10|55274	1830.3055
PHF11|51131	620.4199	PHF11|51131	667.0061
PHF12|57649	1926.3071	PHF12|57649	716.3951
PHF13|148479	887.1964	PHF13|148479	724.0326
PHF14|9678	1495.2655	PHF14|9678	683.8086
PHF15|23338	1202.1408	PHF15|23338	1209.2668
PHF16|9767	977.3569	PHF16|9767	254.0733
PHF17|79960	267.1881	PHF17|79960	2322.8106
PHF19|26147	161.795	PHF19|26147	699.0835
PHF1|5252	559.4895	PHF1|5252	773.4216
PHF20L1|51105	3274.1869	PHF20L1|51105	981.6701
PHF20|51230	1191.0251	PHF20|51230	1149.6945
PHF21A|51317	692.8777	PHF21A|51317	996.4358
PHF21B|112885	113.62700000000001	lowly_expressed	lowly_expressed
PHF23|79142	351.585	PHF23|79142	537.6782
PHF2|5253	1244.9568	PHF2|5253	1291.2424
PHF3|23469	2223.9605	PHF3|23469	3078.9206
PHF5A|84844	509.6748	PHF5A|84844	465.3768
PHF6|84295	782.2149	PHF6|84295	399.1853
PHF7|51533	108.6867	PHF7|51533	127.8004
PHF8|23133	1054.3434	PHF8|23133	632.8921
PHGDH|26227	121.8608	PHGDH|26227	3447.0468
PHIP|55023	1929.7983	PHIP|55023	1463.7373
PHKA1|5255	1103.3347	PHKA1|5255	197.0468
PHKA2|5256	667.2622	PHKA2|5256	1510.2546
PHKB|5257	2638.5344	PHKB|5257	2675.6619
PHKG1|5260	13.5858	PHKG1|5260	213.3401
PHKG2|5261	561.1363	PHKG2|5261	226.0692
PHLDA1|22822	1151.9144	PHLDA1|22822	913.442
PHLDA2|7262	47.7563	lowly_expressed	lowly_expressed
PHLDA3|23612	569.7818	PHLDA3|23612	2278.5132
PHLDB1|23187	1743.1042	PHLDB1|23187	14974.0326
PHLDB2|90102	1441.7456	PHLDB2|90102	2679.7352
PHLDB3|653583	290.2429	PHLDB3|653583	24.9491
PHLPP1|23239	983.1206	PHLPP1|23239	543.7882
PHLPP2|23035	630.6875	PHLPP2|23035	343.5438
PHOSPHO1|162466	18.9378	PHOSPHO1|162466	51.4257
PHOSPHO2|493911	61.1569	PHOSPHO2|493911	80.9572
PHPT1|29085	302.182	PHPT1|29085	672.0978
PHRF1|57661	1676.8217	PHRF1|57661	870.1629
PHTF1|10745	286.9494	PHTF1|10745	229.1242
PHTF2|57157	878.9625	PHTF2|57157	460.7943
PHYHD1|254295	133.3882	PHYHD1|254295	345.723
PHYHIP|9796	16.8794	PHYHIP|9796	175.6619
PHYH|5264	1118.1556	PHYH|5264	2104.3788
PI15|51050	30.0535	PI15|51050	36.1507
PI16|221476	28.4068	PI16|221476	3197.0468
PI3|5266	32.111999999999995	PI3|5266	21.3849
PI4K2A|55361	1068.6785	PI4K2A|55361	1110.3971
PI4K2B|55300	496.5006	PI4K2B|55300	238.7984
PI4KAP1|728233	254.8374	PI4KAP1|728233	160.8961
PI4KAP2|375133	109.9218	PI4KAP2|375133	133.4012
PI4KA|5297	2939.893	PI4KA|5297	1576.3747
PI4KB|5298	1816.797	PI4KB|5298	2215.3768
PIAS1|8554	2572.252	PIAS1|8554	556.5173
PIAS2|9063	575.1338	PIAS2|9063	379.8371
PIAS3|10401	939.4813	PIAS3|10401	574.8473
PIAS4|51588	459.86	PIAS4|51588	161.4053
PIBF1|10464	495.2655	PIBF1|10464	314.1548
PICALM|8301	3890.4899	PICALM|8301	8701.1202
PICK1|9463	490.3252	PICK1|9463	195.0102
PID1|55022	48.9914	PID1|55022	1519.3483
PIF1|80119	84.3969	PIF1|80119	9.165
PIGA|5277	221.4903	PIGA|5277	145.6212
PIGB|9488	129.72	PIGB|9488	306.6955
PIGC|5279	342.5278	PIGC|5279	525.4582
PIGF|5281	327.5875	PIGF|5281	227.2709
PIGG|54872	477.3899	PIGG|54872	669.8422
PIGH|5283	325.2079	PIGH|5283	239.7862
PIGK|10026	864.5533	PIGK|10026	963.3401
PIGL|9487	106.2166	PIGL|9487	69.7556
PIGM|93183	414.5739	PIGM|93183	337.0672
PIGN|23556	938.2462	PIGN|23556	459.2668
PIGO|84720	1245.7802	PIGO|84720	477.0876
PIGP|51227	291.8897	PIGP|51227	523.4216
PIGQ|9091	940.5599	PIGQ|9091	476.5784
PIGR|5284	14.8209	PIGR|5284	311.0998
PIGS|94005	1561.9597	PIGS|94005	1846.7413
PIGT|51604	4770.2758	PIGT|51604	2940.9369
PIGU|128869	657.4722	PIGU|128869	309.5723
PIGV|55650	383.2853	PIGV|55650	436.8635
PIGW|284098	137.5051	PIGW|284098	108.4521
PIGX|54965	849.3207	PIGX|54965	539.2057
PIGY|84992	990.1194	PIGY|84992	1630.3462
PIGZ|80235	349.5266	PIGZ|80235	429.2261
PIH1D1|55011	556.6077	PIH1D1|55011	718.9409
PIH1D2|120379	16.4677	PIH1D2|120379	16.8024
PIK3AP1|118788	94.6892	PIK3AP1|118788	506.11
PIK3C2A|5286	2375.8748	PIK3C2A|5286	2183.8086
PIK3C2B|5287	1155.2079	PIK3C2B|5287	1261.2016
PIK3C2G|5288	6.1754	PIK3C2G|5288	7.1283
PIK3C3|5289	773.1577	PIK3C3|5289	742.8717
PIK3CA|5290	594.0716	lowly_expressed	lowly_expressed
PIK3CB|5291	1627.4187	PIK3CB|5291	1239.3075
PIK3CD|5293	137.9168	PIK3CD|5293	359.9796
PIK3CG|5294	32.5237	PIK3CG|5294	147.1487
PIK3IP1|113791	893.7834	PIK3IP1|113791	2403.7678
PIK3R1|5295	2627.007	PIK3R1|5295	6460.7943
PIK3R2|5296	2147.7933	PIK3R2|5296	644.2974
PIK3R3|8503	2588.3079	PIK3R3|8503	928.7169
PIK3R4|30849	1282.4207	PIK3R4|30849	1163.9511
PIK3R5|23533	78.2215	PIK3R5|23533	244.9084
PIK3R6|146850	9.4689	PIK3R6|146850	21.3849
PIKFYVE|200576	933.7176	PIKFYVE|200576	1374.7454
PILRA|29992	43.2277	PILRA|29992	159.8778
PILRB|29990	1646.5829999999999	PILRB|29990	496.2424
PIM1|5292	449.5677	PIM1|5292	1161.4053
PIM2|11040	132.1531	PIM2|11040	118.6354
PIM3|415116	1961.3009	PIM3|415116	1315.1731
PIN1|5300	408.8102	PIN1|5300	632.3829
PIN4|5303	290.2429	PIN4|5303	325.8656
PINK1|65018	2288.5961	PINK1|65018	3352.3422
PINX1|54984	53.3429	PINX1|54984	63.6456
PION|54103	502.676	PION|54103	310.5906
PIP4K2A|5305	575.1338	PIP4K2A|5305	890.5295
PIP4K2B|8396	1121.4492	PIP4K2B|8396	3006.6191
PIP4K2C|79837	2370.9345	PIP4K2C|79837	450.611
PIP5K1A|8394	1456.1548	PIP5K1A|8394	1011.7108
PIP5K1B|8395	51.4615	PIP5K1B|8395	85.0305
PIP5K1C|23396	2030.4652	PIP5K1C|23396	1295.3157
lowly_expressed	lowly_expressed	PIP5K1P1|206426	7.6375
PIP5KL1|138429	18.5261	lowly_expressed	lowly_expressed
PIPOX|51268	18.9378	PIPOX|51268	12.7291
PIPSL|266971	176.6159	PIPSL|266971	211.8126
lowly_expressed	lowly_expressed	PIP|5304	12.7291
PIR|8544	335.1173	PIR|8544	734.2159
PISD|23761	1053.52	PISD|23761	2072.3014
PITPNA|5306	2294.7715	PITPNA|5306	1755.0916
PITPNB|23760	1555.3726	PITPNB|23760	1458.2485
PITPNC1|26207	234.6645	PITPNC1|26207	521.8941
PITPNM1|9600	374.6398	PITPNM1|9600	155.8045
PITPNM2|57605	196.7888	PITPNM2|57605	309.0631
PITPNM3|83394	171.6756	PITPNM3|83394	66.1914
PITRM1|10531	2070.6505	PITRM1|10531	2433.0601
PITX1|5307	248.662	PITX1|5307	47.3523
PITX2|5308	13.5858	PITX2|5308	5.6008
lowly_expressed	lowly_expressed	PIWIL2|55124	81.9756
PIWIL4|143689	23.4664	PIWIL4|143689	49.5265
PJA1|64219	575.9572	PJA1|64219	2423.1161
PJA2|9867	2088.9255	PJA2|9867	4743.89
lowly_expressed	lowly_expressed	PKD1L1|168507	74.3381
PKD1L2|114780	26.3483	PKD1L2|114780	372.7088
PKD1|5310	1862.4949	PKD1|5310	2759.6741
PKD2|5311	974.4751	PKD2|5311	2270.8758
PKDCC|91461	149.0325	PKDCC|91461	1603.3605
PKDREJ|10343	24.7015	PKDREJ|10343	14.2566
lowly_expressed	lowly_expressed	PKHD1L1|93035	5.0916
PKIA|5569	168.7937	PKIA|5569	65.6823
PKIB|5570	1178.6744	PKIB|5570	21.3849
PKIG|11142	466.0354	PKIG|11142	920.0611
PKM2|5315	49807.7398	PKM2|5315	6875.2546
PKMYT1|9088	55.599	lowly_expressed	lowly_expressed
PKN1|5585	3581.7209	PKN1|5585	2089.1039
PKN2|5586	1595.7184	PKN2|5586	1700.611
PKN3|29941	41.9926	PKN3|29941	290.224
PKNOX1|5316	476.7394	PKNOX1|5316	352.8513
PKNOX2|63876	19.3495	PKNOX2|63876	78.9206
PKP1|5317	394.401	PKP1|5317	521.3849
PKP2|5318	256.4841	PKP2|5318	35.1324
PKP3|11187	2023.8781	PKP3|11187	78.4114
PKP4|8502	4993.8246	PKP4|8502	1877.276
PL-5283|647087	1635.6525	PL-5283|647087	942.9735
PLA1A|51365	21.8197	PLA1A|51365	48.3707
PLA2G10|8399	9.0572	lowly_expressed	lowly_expressed
PLA2G12A|81579	1331.4121	PLA2G12A|81579	1248.4725
PLA2G15|23659	797.4475	PLA2G15|23659	700.1018
PLA2G16|11145	727.8716	PLA2G16|11145	10768.8391
PLA2G2A|5320	24.7015	PLA2G2A|5320	1275.4582
PLA2G2D|26279	5.7637	PLA2G2D|26279	9.165
PLA2G2F|64600	6.1754	lowly_expressed	lowly_expressed
PLA2G4A|5321	37.464	PLA2G4A|5321	821.7923
PLA2G4C|8605	99.6295	PLA2G4C|8605	409.8778
PLA2G4D|283748	12.3508	lowly_expressed	lowly_expressed
PLA2G4F|255189	327.7069	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	PLA2G5|5322	80.9572
PLA2G6|8398	258.5426	PLA2G6|8398	358.4521
PLA2G7|7941	49.403	PLA2G7|7941	201.6293
PLA2R1|22925	288.5961	PLA2R1|22925	653.2587
PLAA|9373	828.3244	PLAA|9373	963.3401
PLAC1|10761	11.1157	lowly_expressed	lowly_expressed
PLAC2|257000	2117.3322	PLAC2|257000	9.6741
PLAC8|51316	9.0572	PLAC8|51316	21.3849
PLAC9|219348	23.0548	PLAC9|219348	1791.2424
PLAG1|5324	69.57600000000001	PLAG1|5324	48.3707
PLAGL1|5325	105.8049	PLAGL1|5325	730.1426
PLAGL2|5326	428.1597	PLAGL2|5326	353.8697
PLAT|5327	2259.366	PLAT|5327	1258.6558
PLAUR|5329	287.7727	PLAUR|5329	243.89
