gene_id	TCGA-E9-A1RB-01A-11R-A157-07	gene_id	TCGA-E9-A1RB-11A-33R-A157-07
IFI27|3429	790.3226	IFI27|3429	818.9271
IFI30|10437	3536.0744	IFI30|10437	866.5761
IFI35|3430	255.2029	IFI35|3430	345.7484
IFI44L|10964	599.6358	IFI44L|10964	556.2583
IFI44|10561	459.9376	IFI44|10561	279.2223
IFI6|2537	2515.8689	IFI6|2537	726.4777
IFIH1|64135	545.5255	IFIH1|64135	727.727
lowly_expressed	lowly_expressed	IFIT1B|439996	5.9343
IFIT1|3434	725.2862	IFIT1|3434	950.7301
IFIT2|3433	332.9865	IFIT2|3433	791.4422
IFIT3|3437	563.4755	IFIT3|3437	863.5902
IFIT5|24138	473.7253	IFIT5|24138	703.99
IFITM1|8519	12286.4204	IFITM1|8519	3425.6266
IFITM2|10581	2145.1613	IFITM2|10581	2692.2777
IFITM3|10410	18073.6212	IFITM3|10410	6350.9019
IFNAR1|3454	931.5817	IFNAR1|3454	2977.7465
IFNAR2|3455	385.1535	IFNAR2|3455	505.4704
IFNGR1|3459	1169.3548	IFNGR1|3459	3882.8766
IFNGR2|3460	1817.3777	IFNGR2|3460	2176.6222
IFRD1|3475	752.6015	IFRD1|3475	849.2231
IFRD2|7866	1132.7159	IFRD2|7866	692.4994
IFT122|55764	1241.6753	IFT122|55764	817.0532
IFT140|9742	988.2934	IFT140|9742	584.0556
IFT172|26160	502.6015	IFT172|26160	681.8146
IFT20|90410	302.0734	IFT20|90410	294.0111
IFT27|11020	235.692	IFT27|11020	249.8634
IFT46|56912	551.5088	IFT46|56912	637.7762
IFT52|51098	770.5515	IFT52|51098	621.5351
IFT57|55081	1060.6139	IFT57|55081	734.5983
IFT74|80173	368.1061	IFT74|80173	336.3785
IFT80|57560	551.1941	IFT80|57560	519.8095
IFT81|28981	648.8033	IFT81|28981	241.7428
IFT88|8100	259.3652	IFT88|8100	270.1648
IGBP1|3476	887.6171	IGBP1|3476	2086.0467
IGDCC4|57722	31.7378	IGDCC4|57722	121.8084
IGF1R|3480	4085.0676	IGF1R|3480	3976.5753
IGF1|3479	42.6639	IGF1|3479	3904.7396
IGF2BP1|10642	8.845	lowly_expressed	lowly_expressed
IGF2BP2|10644	64.5161	IGF2BP2|10644	104.318
IGF2BP3|10643	10.9261	IGF2BP3|10643	9.0575
IGF2R|3482	2572.0604	IGF2R|3482	5496.0568
IGF2|3481	583.8944	IGF2|3481	5717.8699
IGFALS|3483	14.5682	lowly_expressed	lowly_expressed
IGFBP1|3484	221.6441	IGFBP1|3484	49.0357
IGFBP2|3485	1933.6629	IGFBP2|3485	943.5465
IGFBP3|3486	1873.5692	IGFBP3|3486	5226.2044
IGFBP4|3487	8429.7607	IGFBP4|3487	9873.0382
IGFBP5|3488	89085.0676	IGFBP5|3488	47482.1582
IGFBP6|3489	77.5234	IGFBP6|3489	2617.9433
IGFBP7|3490	4638.6576	IGFBP7|3490	4239.8688
IGFL1|374918	5.2029	lowly_expressed	lowly_expressed
IGHMBP2|3508	246.0978	IGHMBP2|3508	258.6086
IGJ|3512	123.8293	IGJ|3512	30643.5543
IGLON5|402665	16.6493	IGLON5|402665	8.7452
IGSF10|285313	33.0385	IGSF10|285313	1603.8104
lowly_expressed	lowly_expressed	IGSF11|152404	7.1836
lowly_expressed	lowly_expressed	IGSF1|3547	129.9289
IGSF21|84966	162.5911	IGSF21|84966	34.0439
IGSF22|283284	6.8184	IGSF22|283284	9.7415
IGSF3|3321	757.2841	IGSF3|3321	1111.2673
IGSF5|150084	55.411	IGSF5|150084	7.1836
IGSF6|10261	47.6067	IGSF6|10261	94.9481
IGSF8|93185	1271.5921	IGSF8|93185	682.127
lowly_expressed	lowly_expressed	IGSF9B|22997	34.3562
IGSF9|57549	378.7721	IGSF9|57549	128.055
IKBIP|121457	308.5328	IKBIP|121457	336.6909
IKBKAP|8518	3759.8855	IKBKAP|8518	1339.2676
IKBKB|3551	2428.9802	IKBKB|3551	1212.4619
IKBKE|9641	609.001	IKBKE|9641	145.2331
IKBKG|8517	286.1602	IKBKG|8517	242.3675
IKZF1|10320	120.1873	IKZF1|10320	645.2721
IKZF2|22807	64.7763	IKZF2|22807	246.4277
IKZF3|22806	5.7232	IKZF3|22806	63.0905
IKZF4|64375	223.7253	IKZF4|64375	255.173
IKZF5|64376	451.0926	IKZF5|64376	758.023
IK|3550	1066.5973	IK|3550	2133.5207
IL10RA|3587	267.6899	IL10RA|3587	1092.5275
IL10RB|3588	565.8975	IL10RB|3588	1048.4579
IL10|3586	8.3247	IL10|3586	19.0521
IL11RA|3590	41.3632	IL11RA|3590	391.0362
IL11|3589	18.9906	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	IL12A|3592	6.8712
IL12RB1|3594	16.129	IL12RB1|3594	33.4192
IL12RB2|3595	13.0073	IL12RB2|3595	74.6467
IL13RA1|3597	5175.3382	IL13RA1|3597	6574.2172
lowly_expressed	lowly_expressed	IL13RA2|3598	8.7452
IL15RA|3601	108.2206	IL15RA|3601	317.6388
IL15|3600	155.5671	IL15|3600	54.033
IL16|3603	206.8158	IL16|3603	1376.4348
lowly_expressed	lowly_expressed	IL17B|27190	13.4302
IL17D|53342	10.1327	IL17D|53342	96.6128
IL17RA|23765	402.4454	IL17RA|23765	394.1594
IL17RB|55540	1032.5182	IL17RB|55540	198.329
IL17RC|84818	435.744	IL17RC|84818	535.0199
IL17RD|54756	582.7263	IL17RD|54756	2733.1928
IL17RE|132014	122.0083	IL17RE|132014	183.9619
IL18BP|10068	158.7071	IL18BP|10068	135.0949
IL18R1|8809	17.1696	IL18R1|8809	103.6933
lowly_expressed	lowly_expressed	IL18RAP|8807	28.7343
IL18|3606	271.0718	IL18|3606	95.2604
IL1B|3553	104.5786	IL1B|3553	117.4358
IL1R1|3554	623.8293	IL1R1|3554	4241.7428
lowly_expressed	lowly_expressed	IL1R2|7850	29.9836
lowly_expressed	lowly_expressed	IL1RAPL2|26280	7.1836
IL1RAP|3556	226.5869	IL1RAP|3556	349.4964
lowly_expressed	lowly_expressed	IL1RL1|9173	24.0493
lowly_expressed	lowly_expressed	IL1RL2|8808	28.7343
IL1RN|3557	180.0208	IL1RN|3557	69.9617
IL20RA|53832	107.18	IL20RA|53832	559.3816
IL20RB|53833	18.4703	IL20RB|53833	40.6028
IL20|50604	712.2789	IL20|50604	50.285
IL21R|50615	27.936999999999998	IL21R|50615	24.3492
IL22RA1|58985	9.1051	IL22RA1|58985	24.3617
IL22RA2|116379	7.0239	IL22RA2|116379	127.4303
IL23A|51561	11.4464	IL23A|51561	10.6192
IL24|11009	64.9376	lowly_expressed	lowly_expressed
IL27RA|9466	543.1842	IL27RA|9466	395.7211
IL28RA|163702	53.0697	IL28RA|163702	96.8221
IL2RA|3559	17.1696	IL2RA|3559	42.4768
IL2RB|3560	99.3757	IL2RB|3560	229.562
IL2RG|3561	200.8325	IL2RG|3561	525.0254
IL32|9235	766.1289999999999	IL32|9235	813.6176
IL33|90865	17.4298	IL33|90865	2022.6439
IL34|146433	22.1124	IL34|146433	124.6193
IL3RA|3563	49.6878	IL3RA|3563	182.0879
IL4I1|259307	103.3845	IL4I1|259307	24.4804
IL4R|3566	1276.795	IL4R|3566	1086.5933
IL6R|3570	98.0749	IL6R|3570	769.5791
IL6ST|3572	3462.2789	IL6ST|3572	7726.3996
IL6|3569	13.5276	IL6|3569	26.2357
IL7R|3575	29.9168	IL7R|3575	567.1898
IL7|3574	5.9834	IL7|3574	44.6631
IL8|3576	861.6025	IL8|3576	66.5261
ILDR1|286676	174.0375	ILDR1|286676	97.759
ILF2|3608	8269.2508	ILF2|3608	2924.3383
ILF3|3609	9238.2934	ILF3|3609	3874.4437
ILKAP|80895	341.8314	ILKAP|80895	290.7785
ILK|3611	2561.1342	ILK|3611	2445.5376
ILVBL|10994	709.9376	ILVBL|10994	719.6065
IMMP1L|196294	148.14	IMMP1L|196294	63.5121
IMMP2L|83943	83.2466	IMMP2L|83943	203.014
IMMT|10989	2725.2862	IMMT|10989	1635.668
IMP3|55272	1090.2706	IMP3|55272	882.6423
IMP4|92856	528.8762	IMP4|92856	473.4911
IMPA1|3612	386.0562	IMPA1|3612	318.5758
IMPA2|3613	977.1072	IMPA2|3613	515.3432
IMPACT|55364	704.4745	IMPACT|55364	1249.6291
IMPAD1|54928	4690.9469	IMPAD1|54928	4039.6658
IMPDH1|3614	2031.4776	IMPDH1|3614	1059.4206
IMPDH2|3615	6144.9011	IMPDH2|3615	4436.9485
INADL|10207	1838.7097	INADL|10207	1488.2486
INCA1|388324	10.665999999999999	INCA1|388324	14.6795
INCENP|3619	617.3257	INCENP|3619	265.1675
INE1|8552	9.6254	INE1|8552	13.1178
INE2|8551	6.2149	INE2|8551	6.9681
INF2|64423	949.5317	INF2|64423	1262.4346
ING1|3621	234.1935	ING1|3621	284.2477
ING2|3622	183.6629	ING2|3622	175.2167
ING3|54556	192.768	ING3|54556	349.8087
ING4|51147	827.0031	ING4|51147	745.2175
ING5|84289	244.0166	ING5|84289	386.9759
INHA|3623	5.2029	lowly_expressed	lowly_expressed
INHBA|3624	240.1145	INHBA|3624	39.3535
INHBB|3625	33.8189	INHBB|3625	1177.7934
INMT|11185	16.129	INMT|11185	281.9614
INO80B|83444	99.3314	INO80B|83444	98.3587
INO80C|125476	190.4266	INO80C|125476	143.9838
INO80D|54891	328.949	INO80D|54891	894.6482
INO80E|283899	825.4683	INO80E|283899	403.2826
INO80|54617	836.3684	INO80|54617	971.3438
INPP1|3628	95.4735	INPP1|3628	346.6854
INPP4A|3631	400.6243	INPP4A|3631	711.7982
INPP4B|8821	233.87099999999998	INPP4B|8821	474.42800000000005
INPP5A|3632	798.9074	INPP5A|3632	668.0721
INPP5B|3633	481.0094	INPP5B|3633	505.3486
INPP5D|3635	160.77	INPP5D|3635	761.7709
INPP5E|56623	249.7399	INPP5E|56623	212.6962
INPP5F|22876	677.1592	INPP5F|22876	582.4939
INPP5J|27124	392.2997	INPP5J|27124	133.6769
INPP5K|51763	435.2237	INPP5K|51763	1587.8816
INPPL1|3636	2187.3049	INPPL1|3636	1355.1964
lowly_expressed	lowly_expressed	INS-IGF2|723961	8.0612
INSIG1|3638	768.2102	INSIG1|3638	1593.1912
INSIG2|51141	380.0728	INSIG2|51141	619.0365
INSM1|3642	169.0947	INSM1|3642	48.411
INSR|3643	2092.6119	INSR|3643	3341.9224
INTS10|55174	753.3819	INTS10|55174	1059.4206
INTS12|57117	352.7575	INTS12|57117	383.2279
INTS1|26173	1174.2976	INTS1|26173	1468.2595
INTS2|57508	445.1093	INTS2|57508	435.3869
INTS3|65123	4226.3267	INTS3|65123	1819.9422
INTS4L1|285905	24.974	INTS4L1|285905	23.4247
INTS4L2|644619	7.5442	INTS4L2|644619	9.0575
INTS4|92105	664.4121	INTS4|92105	546.4324
INTS5|80789	956.0354	INTS5|80789	589.0529
INTS6|26512	1219.563	INTS6|26512	913.8752
INTS7|25896	1519.2508	INTS7|25896	460.0609
INTS8|55656	1714.5031	INTS8|55656	808.5703
INTS9|55756	1867.0656	INTS9|55756	533.1459
INTU|27152	48.9074	INTU|27152	241.4305
INVS|27130	140.4787	INVS|27130	365.7375
IP6K1|9807	1447.1904	IP6K1|9807	1651.5968
IP6K2|51447	1665.9729	IP6K2|51447	1309.5963
IPCEF1|26034	25.4943	IPCEF1|26034	126.8057
IPMK|253430	98.3351	IPMK|253430	156.4769
IPO11|51194	494.5369	IPO11|51194	911.4172
IPO13|9670	944.0687	IPO13|9670	669.3215
IPO4|79711	1108.1634	IPO4|79711	691.2189
IPO5|3843	3828.3039	IPO5|3843	6271.2579
IPO7|10527	6941.9875	IPO7|10527	5080.659000000001
IPO8|10526	1198.7513	IPO8|10526	1940.8136
IPO9|55705	4830.1249	IPO9|55705	2112.907
IPPK|64768	410.4448	IPPK|64768	230.9549
IPP|3652	367.3257	IPP|3652	360.4279
IPW|3653	97.6795	IPW|3653	439.3628
IQCA1|79781	52.5494	IQCA1|79781	67.1508
IQCB1|9657	437.565	IQCB1|9657	259.2332
IQCC|55721	279.1363	IQCC|55721	59.6549
IQCD|115811	39.5421	IQCD|115811	18.4274
IQCE|23288	958.1165	IQCE|23288	560.3186
IQCG|84223	317.3777	IQCG|84223	307.0196
IQCH|64799	33.8892	IQCH|64799	28.421999999999997
IQCK|124152	929.2404	IQCK|124152	344.1868
IQGAP1|8826	9680.280999999999	IQGAP1|8826	11603.6543
IQGAP2|10788	595.2133	IQGAP2|10788	1558.5227
IQGAP3|128239	1196.6701	IQGAP3|128239	138.9865
IQSEC1|9922	925.5983	IQSEC1|9922	2502.0692
IQSEC2|23096	425.3382	IQSEC2|23096	403.217
lowly_expressed	lowly_expressed	IQSEC3|440073	139.9235
lowly_expressed	lowly_expressed	IQUB|154865	8.1206
IRAK1BP1|134728	34.5838	IRAK1BP1|134728	59.5456
IRAK1|3654	3659.4693	IRAK1|3654	1219.9578
IRAK2|3656	242.7159	IRAK2|3656	226.4387
IRAK3|11213	3842.6119	IRAK3|11213	1184.3523
IRAK4|51135	623.5692	IRAK4|51135	473.8034
IREB2|3658	955.2549	IREB2|3658	2021.0822
IRF1|3659	832.6483	IRF1|3659	737.9683
IRF2BP1|26145	387.6171	IRF2BP1|26145	327.0087
IRF2BP2|359948	7089.23	IRF2BP2|359948	5070.6645
IRF2|3660	606.3996	IRF2|3660	1029.437
IRF3|3661	531.5921	IRF3|3661	375.1698
IRF4|3662	11.9667	IRF4|3662	370.1101
IRF5|3663	157.6483	IRF5|3663	150.2303
IRF6|3664	1579.8647	IRF6|3664	1115.6399
IRF7|3665	694.3288	IRF7|3665	163.0358
IRF8|3394	134.2352	IRF8|3394	339.8142
IRF9|10379	826.2227	IRF9|10379	648.6453
IRGQ|126298	624.0895	IRGQ|126298	568.1268
IRS1|3667	1674.2976	IRS1|3667	2505.8171
IRS2|8660	286.6805	IRS2|8660	2474.5842
IRX1|79192	9.6254	IRX1|79192	347.6224
IRX2|153572	1029.3965	IRX2|153572	660.5762
IRX3|79191	1341.5713	IRX3|79191	547.5131
lowly_expressed	lowly_expressed	IRX4|50805	40.6028
IRX5|10265	727.6275	IRX5|10265	318.2634
IRX6|79190	171.9563	IRX6|79190	138.9865
ISCA1P1|389293	52.2893	ISCA1P1|389293	102.7563
ISCA1|81689	618.3663	ISCA1|81689	1103.1467
ISCA2|122961	266.6493	ISCA2|122961	241.1181
ISCU|23479	1113.6837	ISCU|23479	2231.2798
ISG15|9636	461.7586	ISG15|9636	141.7975
ISG20L2|81875	2338.9698	ISG20L2|81875	726.4777
ISG20|3669	104.8387	ISG20|3669	138.6742
ISLR2|57611	8.845	ISLR2|57611	67.7754
ISLR|3671	1601.9771	ISLR|3671	4163.6605
ISM1|140862	734.6514	ISM1|140862	1301.7881
ISOC1|51015	508.3247	ISOC1|51015	798.9381
ISOC2|79763	518.7305	ISOC2|79763	257.6716
ISPD|729920	17.4298	ISPD|729920	55.9069
ISY1|57461	719.8231	ISY1|57461	616.1006
ISYNA1|51477	1181.8418	ISYNA1|51477	355.1183
ITCH|83737	1503.1217	ITCH|83737	1989.2246
ITFG1|81533	809.8335	ITFG1|81533	1104.7084
ITFG2|55846	347.8148	ITFG2|55846	509.4089
ITFG3|83986	3300.1847	ITFG3|83986	1822.444
ITGA10|8515	49.1675	ITGA10|8515	374.1704
ITGA11|22801	991.9355	ITGA11|22801	1275.2401
ITGA1|3672	647.7914	ITGA1|3672	2287.2117
ITGA2B|3674	7.2841	ITGA2B|3674	9.6822
ITGA2|3673	1152.1852	ITGA2|3673	1669.0872
ITGA3|3675	526.795	ITGA3|3675	1223.7058
ITGA4|3676	267.5286	ITGA4|3676	509.1715
ITGA5|3678	1620.4475	ITGA5|3678	1873.6628
ITGA6|3655	568.1582	ITGA6|3655	4856.0943
ITGA7|3679	38.5016	ITGA7|3679	3976.263
ITGA8|8516	10.4058	ITGA8|8516	186.7729
ITGA9|3680	193.0281	ITGA9|3680	477.8637
ITGAE|3682	267.4298	ITGAE|3682	222.3784
ITGAL|3683	431.8418	ITGAL|3683	471.3048
ITGAM|3684	590.0104	ITGAM|3684	568.1268
ITGAV|3685	2631.3736	ITGAV|3685	3754.5093
ITGAX|3687	313.7357	ITGAX|3687	197.3921
ITGB1BP1|9270	922.4766	ITGB1BP1|9270	2731.0065
ITGB1BP2|26548	6.2435	lowly_expressed	lowly_expressed
ITGB1|3688	28347.0343	ITGB1|3688	34815.3354
ITGB2|3689	927.6795	ITGB2|3689	1150.6208
ITGB3BP|23421	351.1967	ITGB3BP|23421	200.203
ITGB3|3690	163.1113	ITGB3|3690	397.9074
ITGB4|3691	324.1415	ITGB4|3691	2165.0660000000003
ITGB5|3693	3640.9990000000003	ITGB5|3693	5064.1056
ITGB6|3694	1333.5068	ITGB6|3694	914.8122
ITGB7|3695	201.0926	ITGB7|3695	158.9756
ITGB8|3696	670.6556	ITGB8|3696	969.1575
ITGBL1|9358	415.1925	ITGBL1|9358	960.4123
lowly_expressed	lowly_expressed	ITIH3|3699	16.2411
ITIH4|3700	27.3153	ITIH4|3700	58.2931
ITIH5L|347365	27.8356	ITIH5L|347365	35.6055
ITIH5|80760	38.2414	ITIH5|80760	6254.3921
ITK|3702	20.2914	ITK|3702	214.5702
ITM2A|9452	44.2248	ITM2A|9452	3019.2863
ITM2B|9445	2016.9095	ITM2B|9445	19111.4234
ITM2C|81618	261.4464	ITM2C|81618	937.2999
ITPA|3704	864.4641	ITPA|3704	331.6936
ITPK1|3705	1867.3257	ITPK1|3705	2340.595
ITPKA|3706	7.5442	lowly_expressed	lowly_expressed
ITPKB|3707	1042.924	ITPKB|3707	1383.6183
ITPKC|80271	472.9448	ITPKC|80271	570.6254
ITPR1|3708	962.0187	ITPR1|3708	2747.2476
ITPR2|3709	1304.3704	ITPR2|3709	3750.1366
ITPR3|3710	2029.3522	ITPR3|3710	1138.0058
ITPRIPL1|150771	7.5442	ITPRIPL1|150771	88.3892
ITPRIPL2|162073	6982.8304	ITPRIPL2|162073	2556.1021
ITPRIP|85450	753.3819	ITPRIP|85450	664.9489
ITSN1|6453	780.6972	ITSN1|6453	6027.6411
ITSN2|50618	643.3403	ITSN2|50618	1705.6297
IVD|3712	1633.4547	IVD|3712	1339.2676
IVNS1ABP|10625	4070.7596	IVNS1ABP|10625	2593.2693
IWS1|55677	964.6202	IWS1|55677	1091.2782
IYD|389434	13.7877	IYD|389434	5.9343
JAG1|182	922.7367	JAG1|182	2864.9957
JAG2|3714	357.7003	JAG2|3714	648.7077
JAGN1|84522	1100.9365	JAGN1|84522	815.1792
JAK1|3716	4277.3153	JAK1|3716	9881.7834
JAK2|3717	290.0624	JAK2|3717	777.6997
JAK3|3718	131.3736	JAK3|3718	183.9619
JAKMIP1|152789	20.0312	lowly_expressed	lowly_expressed
JAKMIP2|9832	28.3559	JAKMIP2|9832	12.4932
JAKMIP3|282973	33.2986	JAKMIP3|282973	21.2384
JAM2|58494	43.9646	JAM2|58494	743.9681
JAM3|83700	315.5567	JAM3|83700	1305.536
JARID2|3720	577.7836	JARID2|3720	603.42
JAZF1|221895	299.948	JAZF1|221895	879.2067
JDP2|122953	345.2133	JDP2|122953	823.2998
JHDM1D|80853	712.539	JHDM1D|80853	1596.0022
JKAMP|51528	907.9084	JKAMP|51528	917.6232
JMJD1C|221037	1578.0749	JMJD1C|221037	3582.2347
JMJD4|65094	699.7633	JMJD4|65094	323.2982
JMJD5|79831	93.6524	JMJD5|79831	64.0275
JMJD6|23210	617.5858	JMJD6|23210	340.7512
JMJD7-PLA2G4B|8681	156.6077	JMJD7-PLA2G4B|8681	251.7373
JMJD8|339123	2868.2102	JMJD8|339123	1207.2429
JMY|133746	463.3195	JMY|133746	1256.188
JOSD1|9929	1579.3444	JOSD1|9929	1532.5994
JOSD2|126119	146.7222	JOSD2|126119	128.055
JPH1|56704	478.1478	JPH1|56704	71.8357
JPH2|57158	56.4516	JPH2|57158	110.8769
JPH3|57338	5.4631	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	JPH4|84502	34.3562
JRKL|8690	380.5931	JRKL|8690	500.6637
JRK|8629	341.5713	JRK|8629	778.3244
JTB|10899	6478.4079	JTB|10899	1971.1095
JUB|84962	288.2414	JUB|84962	384.4772
JUNB|3726	1233.871	JUNB|3726	2238.4633
JUND|3727	1729.9688	JUND|3727	1935.1917
JUN|3725	2457.8564	JUN|3725	5677.8324
JUP|3728	2899.5838	JUP|3728	3549.309
KAL1|3730	310.6139	KAL1|3730	1153.4317
KALRN|8997	72.0604	KALRN|8997	664.6365
KANK1|23189	672.7367	KANK1|23189	4857.0313
KANK2|25959	1735.4318	KANK2|25959	4772.7024
KANK3|256949	32.2581	KANK3|256949	192.7071
KANK4|163782	49.4277	KANK4|163782	467.2445
KARS|3735	2429.7607	KARS|3735	3200.4373
KAT2A|2648	867.3257	KAT2A|2648	527.8363
KAT2B|8850	281.9979	KAT2B|8850	1248.3798
KAT5|10524	672.8382	KAT5|10524	778.9022
KATNA1|11104	277.8356	KATNA1|11104	377.606
KATNAL1|84056	346.514	KATNAL1|84056	1055.6727
KATNAL2|83473	197.1904	KATNAL2|83473	72.4604
KATNB1|10300	176.3788	KATNB1|10300	293.2771
KAZALD1|81621	205.5229	KAZALD1|81621	65.2175
KAZ|23254	898.8580000000001	KAZ|23254	620.5325
KBTBD10|10324	16.3007	KBTBD10|10324	119.5128
KBTBD11|9920	20.2914	KBTBD11|9920	287.0305
KBTBD12|166348	9.3652	KBTBD12|166348	20.9261
KBTBD2|25948	1399.0635	KBTBD2|25948	1527.6021
KBTBD3|143879	121.2279	KBTBD3|143879	213.0522
KBTBD4|55709	507.2503	KBTBD4|55709	385.1581
KBTBD6|89890	342.87199999999996	KBTBD6|89890	749.9024
KBTBD7|84078	137.0968	KBTBD7|84078	352.3073
KBTBD8|84541	48.126999999999995	KBTBD8|84541	49.6603
lowly_expressed	lowly_expressed	KC6|641516	11.5562
KCMF1|56888	1545.7856	KCMF1|56888	1364.8786
lowly_expressed	lowly_expressed	KCNA1|3736	37.7918
lowly_expressed	lowly_expressed	KCNA2|3737	22.1754
lowly_expressed	lowly_expressed	KCNA3|3738	85.8905
lowly_expressed	lowly_expressed	KCNA4|3739	10.3069
lowly_expressed	lowly_expressed	KCNA5|3741	13.1178
KCNA6|3742	7.2841	KCNA6|3742	387.2882
KCNAB1|7881	96.2539	KCNAB1|7881	680.5653
KCNAB2|8514	189.6462	KCNAB2|8514	244.5538
KCNAB3|9196	8.5848	lowly_expressed	lowly_expressed
KCNB1|3745	7.0239	KCNB1|3745	120.8714
lowly_expressed	lowly_expressed	KCNB2|9312	27.7973
KCNC1|3746	5.7232	lowly_expressed	lowly_expressed
KCNC2|3747	45.7856	KCNC2|3747	28.1096
KCNC3|3748	156.6077	KCNC3|3748	45.6001
KCNC4|3749	97.8148	KCNC4|3749	208.9482
KCND1|3750	67.1176	KCND1|3750	78.0823
KCND2|3751	78.0437	KCND2|3751	260.1702
lowly_expressed	lowly_expressed	KCND3|3752	61.8412
KCNE1L|23630	77.2633	KCNE1L|23630	34.9809
lowly_expressed	lowly_expressed	KCNE1|3753	252.362
KCNE2|9992	8.0645	KCNE2|9992	9.6822
KCNE3|10008	124.3496	KCNE3|10008	377.2937
KCNE4|23704	917.794	KCNE4|23704	175.2167
KCNF1|3754	151.4048	KCNF1|3754	25.611
lowly_expressed	lowly_expressed	KCNG1|3755	8.7452
KCNG3|170850	45.5255	lowly_expressed	lowly_expressed
KCNH1|3756	825.1821	KCNH1|3756	130.8659
KCNH2|3757	111.0822	KCNH2|3757	10.3069
KCNH3|23416	7.8044	KCNH3|23416	15.9288
lowly_expressed	lowly_expressed	KCNH8|131096	34.0439
lowly_expressed	lowly_expressed	KCNIP1|30820	20.9261
KCNIP2|30819	7.2841	KCNIP2|30819	6135.0824
KCNIP3|30818	80.9053	KCNIP3|30818	93.0741
KCNIP4|80333	7.2841	KCNIP4|80333	35.2932
KCNJ10|3766	5.9834	lowly_expressed	lowly_expressed
KCNJ11|3767	409.2092	KCNJ11|3767	123.9947
KCNJ12|3768	11.1863	KCNJ12|3768	90.2631
KCNJ14|3770	24.974	KCNJ14|3770	23.4247
KCNJ15|3772	27.8356	KCNJ15|3772	95.5727
lowly_expressed	lowly_expressed	KCNJ16|3773	147.7317
KCNJ2|3759	70.4995	KCNJ2|3759	488.7952
KCNJ3|3760	18.4703	KCNJ3|3760	12.8055
KCNJ5|3762	22.1124	KCNJ5|3762	53.4083
KCNJ8|3764	153.486	KCNJ8|3764	998.8288
KCNK13|56659	24.1935	KCNK13|56659	10.9315
KCNK15|60598	222.6847	KCNK15|60598	38.7288
KCNK17|89822	5.4631	KCNK17|89822	7.4959
KCNK1|3775	1168.8345	KCNK1|3775	289.2168
KCNK2|3776	518.2102	KCNK2|3776	167.0961
KCNK3|3777	244.7971	KCNK3|3777	94.6357
KCNK5|8645	149.5838	KCNK5|8645	133.0522
KCNK6|9424	1675.3382	KCNK6|9424	250.8003
KCNK7|10089	14.308	lowly_expressed	lowly_expressed
KCNMA1|3778	427.6795	KCNMA1|3778	1342.7032
KCNMB1|3779	38.7617	KCNMB1|3779	363.5512
lowly_expressed	lowly_expressed	KCNMB2|10242	20.3014
KCNMB3|27094	80.6452	KCNMB3|27094	49.0357
KCNMB4|27345	42.6639	KCNMB4|27345	79.9563
KCNN2|3781	9.3652	KCNN2|3781	9.3699
lowly_expressed	lowly_expressed	KCNN3|3782	60.5919
KCNN4|3783	177.4194	KCNN4|3783	506.598
KCNQ1OT1|10984	217.7419	KCNQ1OT1|10984	174.2797
KCNQ1|3784	86.1082	KCNQ1|3784	148.981
lowly_expressed	lowly_expressed	KCNQ3|3786	9.6822
lowly_expressed	lowly_expressed	KCNQ4|9132	13.7425
KCNQ5|56479	233.3507	KCNQ5|56479	41.2275
lowly_expressed	lowly_expressed	KCNRG|283518	7.143
KCNS1|3787	23.4131	KCNS1|3787	49.0357
KCNS3|3790	1945.3694	KCNS3|3790	353.5566
KCNT2|343450	28.616	KCNT2|343450	97.759
KCP|375616	7.3049	KCP|375616	18.7429
KCTD10|83892	1810.8741	KCTD10|83892	2275.0059
KCTD11|147040	329.8647	KCTD11|147040	368.5485
KCTD12|115207	738.5536	KCTD12|115207	8266.4168
KCTD13|253980	714.0999	KCTD13|253980	145.8577
KCTD14|65987	31.9979	KCTD14|65987	322.6361
KCTD15|79047	1051.769	KCTD15|79047	410.0882
lowly_expressed	lowly_expressed	KCTD16|57528	12.1808
KCTD17|79734	104.5786	KCTD17|79734	88.7015
KCTD18|130535	273.6733	KCTD18|130535	505.661
KCTD1|284252	1563.7357	KCTD1|284252	709.9243
KCTD20|222658	1583.5068	KCTD20|222658	3148.9029
KCTD21|283219	530.9573	KCTD21|283219	607.4803
KCTD2|23510	667.794	KCTD2|23510	1281.4867
KCTD3|51133	6617.0656	KCTD3|51133	2560.4747
KCTD5|54442	1653.486	KCTD5|54442	483.1733
KCTD6|200845	1261.4464	KCTD6|200845	286.4059
KCTD7|154881	305.2706	KCTD7|154881	525.6375
KCTD9|54793	1030.1769	KCTD9|54793	1047.2398
KDELC1|79070	159.4693	KDELC1|79070	165.5345
KDELC2|143888	613.1634	KDELC2|143888	1665.6516
KDELR1|10945	4501.0406	KDELR1|10945	2980.5575
KDELR2|11014	9041.6233	KDELR2|11014	4520.3404
KDELR3|11015	618.1061	KDELR3|11015	402.9047
KDM1A|23028	3632.4142	KDM1A|23028	1493.2459
KDM1B|221656	379.5525	KDM1B|221656	594.0501
KDM2A|22992	4092.3517	KDM2A|22992	3155.7742
KDM2B|84678	1403.5926	KDM2B|84678	615.6165
KDM3A|55818	1637.0968	KDM3A|55818	1605.0597
