gene_id	TCGA-BH-A1FG-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FG-11B-12R-A13Q-07
LEPROTL1|23484	870.721	LEPROTL1|23484	1609.1328
LEPROT|54741	922.1085	LEPROT|54741	845.4127
LEPR|3953	139.4355	LEPR|3953	1937.5786
lowly_expressed	lowly_expressed	LEP|3952	1118.1399
LETM1|3954	1763.6562	LETM1|3954	443.6531
LETM2|137994	244.3554	LETM2|137994	35.1906
LETMD1|25875	1266.9337	LETMD1|25875	2413.4897
LFNG|3955	454.4792	LFNG|3955	506.9124
LGALS12|85329	46.9774	LGALS12|85329	330.1215
LGALS1|3956	5997.815	LGALS1|3956	4475.9112
LGALS2|3957	12.3816	lowly_expressed	lowly_expressed
LGALS3BP|3959	19345.9578	LGALS3BP|3959	4609.5517
LGALS3|3958	6765.4771	LGALS3|3958	12482.1952
lowly_expressed	lowly_expressed	LGALS7B|653499	110.5991
lowly_expressed	lowly_expressed	LGALS7|3963	6.702999999999999
LGALS8|3964	1340.9869	LGALS8|3964	1005.0272
LGALS9C|654346	14.2025	LGALS9C|654346	18.8521
LGALS9|3965	656.5914	LGALS9|3965	354.0008
LGI2|55203	29.1333	LGI2|55203	42.3125
LGI4|163175	16.0233	LGI4|163175	148.3033
LGMN|5641	1920.976	LGMN|5641	1502.3041
LGR4|55366	234.1588	LGR4|55366	2082.1114
LGR5|8549	8.3758	LGR5|8549	44.8261
LGR6|59352	12.7458	LGR6|59352	297.8634
LGTN|1939	1125.6373	LGTN|1939	1122.3293
LHFPL1|340596	8.3758	lowly_expressed	lowly_expressed
LHFPL2|10184	616.5331	LHFPL2|10184	1368.6636
LHFPL4|375323	26.5841	lowly_expressed	lowly_expressed
LHFP|10186	402.0393	LHFP|10186	3488.4793
LHPP|64077	589.9490000000001	LHPP|64077	387.9346
LHX6|26468	114.3481	LHX6|26468	349.3925
LIAS|11019	257.1012	LIAS|11019	197.7377
LIFR|3977	433.3576	LIFR|3977	4657.3104
LIF|3976	44.0641	LIF|3976	104.315
LIG1|3978	516.0233	LIG1|3978	93.8416
LIG3|3980	1322.6511	LIG3|3980	341.4328
LIG4|3981	248.3613	LIG4|3981	381.2317
LILRA1|11024	6.1908	lowly_expressed	lowly_expressed
LILRA2|11027	37.8733	LILRA2|11027	8.3787
LILRA5|353514	21.85	LILRA5|353514	5.0272
LILRA6|79168	32.7749	LILRA6|79168	16.439
LILRB1|10859	63.3649	LILRB1|10859	26.393
LILRB2|10288	84.8507	LILRB2|10288	28.4876
LILRB3|11025	18.2083	LILRB3|11025	5.3456
LILRB4|11006	129.279	LILRB4|11006	48.1776
LILRB5|10990	14.5666	LILRB5|10990	35.1906
LIMA1|51474	2003.2775	LIMA1|51474	5989.1077
LIMCH1|22998	1502.5492	LIMCH1|22998	4215.3331
LIMD1|8994	934.7669	LIMD1|8994	647.6749
LIMD2|80774	93.0663	LIMD2|80774	67.2937
LIME1|54923	26.3219	LIME1|54923	12.744000000000002
LIMK1|3984	604.5157	LIMK1|3984	166.3176
LIMK2|3985	1540.0583	LIMK2|3985	1205.6975
LIMS1|3987	176.9847	LIMS1|3987	170.9258
LIMS2|55679	194.1005	LIMS2|55679	1444.0721
LIMS3-LOC440895|100271835	17.8441	LIMS3-LOC440895|100271835	17.5953
lowly_expressed	lowly_expressed	LIMS3|96626	14.6628
LIN37|55957	162.9243	LIN37|55957	94.1977
LIN52|91750	179.5339	LIN52|91750	167.9933
LIN54|132660	433.7218	LIN54|132660	491.8307
LIN7A|8825	100.5098	LIN7A|8825	14.6628
LIN7B|64130	37.8733	lowly_expressed	lowly_expressed
LIN7C|55327	897.6693	LIN7C|55327	1848.3452
LIN9|286826	133.2848	LIN9|286826	230.8337
LINGO1|84894	30.9541	LINGO1|84894	46.5019
LINGO4|339398	17.1158	LINGO4|339398	15.0817
LINS1|55180	327.3853	LINS1|55180	531.2107
LIPA|3988	2658.7764	LIPA|3988	4324.6753
lowly_expressed	lowly_expressed	LIPC|3990	6.284
LIPE|3991	64.8216	LIPE|3991	1179.3046
LIPG|9388	16.7516	LIPG|9388	105.5718
LIPH|200879	294.2462	LIPH|200879	132.3837
LIPT1|51601	119.7742	LIPT1|51601	499.7905
LIPT2|387787	26.3802	LIPT2|387787	67.8676
LITAF|9516	6513.4741	LITAF|9516	7412.6519
LIX1L|128077	170.0655	LIX1L|128077	1449.5182
lowly_expressed	lowly_expressed	LIX1|167410	5.0272
LLGL1|3996	240.3496	LLGL1|3996	245.0775
LLGL2|3993	1228.3321	LLGL2|3993	157.101
LLPH|84298	788.9621	LLPH|84298	924.6544
LMAN1|3998	9096.504	LMAN1|3998	5156.2631
LMAN2L|81562	1231.2454	LMAN2L|81562	736.4893
LMAN2|10960	3149.6723	LMAN2|10960	779.6397
LMBR1L|55716	180.2622	LMBR1L|55716	276.9166
LMBR1|64327	1130.0073	LMBR1|64327	1403.0163
LMBRD1|55788	2210.1238	LMBRD1|55788	4300.377
LMBRD2|92255	294.2462	LMBRD2|92255	97.1931
LMCD1|29995	402.4035	LMCD1|29995	560.5362
LMF1|64788	613.2556	LMF1|64788	96.7742
LMF2|91289	1110.3423	LMF2|91289	437.788
LMLN|89782	235.9796	LMLN|89782	269.7947
LMNA|4000	3902.4035	LMNA|4000	3426.0578
LMNB1|4001	451.2017	LMNB1|4001	135.7352
LMNB2|84823	544.4283	LMNB2|84823	204.0218
LMO2|4005	195.19299999999998	LMO2|4005	977.7964
LMO3|55885	23.6708	LMO3|55885	255.9698
LMO4|8543	265.1129	LMO4|8543	1627.1470000000002
LMO7|4008	323.3795	LMO7|4008	395.0566
LMOD1|25802	128.9148	LMOD1|25802	2259.7403
lowly_expressed	lowly_expressed	LMOD3|56203	9.6355
LMTK2|22853	234.1588	LMTK2|22853	113.5316
LMTK3|114783	367.0794	LMTK3|114783	124.42399999999999
lowly_expressed	lowly_expressed	LMX1A|4009	5.8651
LMX1B|4010	1116.1689999999999	LMX1B|4010	683.2845
LNP1|348801	17.8623	LNP1|348801	98.5505
LNPEP|4012	156.2272	LNPEP|4012	122.3293
LNX1|84708	441.7334	LNX1|84708	452.0318
LNX2|222484	1001.0925	LNX2|222484	917.4696
LOC100009676|100009676	80.1784	LOC100009676|100009676	37.4696
lowly_expressed	lowly_expressed	LOC100101266|100101266	9.6355
lowly_expressed	lowly_expressed	LOC100124692|100124692	21.3657
LOC100125556|100125556	132.622	LOC100125556|100125556	65.354
lowly_expressed	lowly_expressed	LOC100126784|100126784	56.9753
LOC100128191|100128191	44.1406	LOC100128191|100128191	48.2488
LOC100128239|100128239	9.8325	lowly_expressed	lowly_expressed
LOC100128288|100128288	13.4741	LOC100128288|100128288	61.5836
LOC100128292|100128292	20.7575	LOC100128292|100128292	31.4202
LOC100128640|100128640	44.0641	LOC100128640|100128640	126.9376
LOC100128788|100128788	55.7247	lowly_expressed	lowly_expressed
LOC100128822|100128822	132.9206	LOC100128822|100128822	384.5832
LOC100128977|100128977	50.9832	lowly_expressed	lowly_expressed
LOC100129034|100129034	1228.5142	LOC100129034|100129034	975.3331
lowly_expressed	lowly_expressed	LOC100129055|100129055	6.702999999999999
LOC100129387|100129387	79.1551	LOC100129387|100129387	71.8098
LOC100129534|100129534	31.6824	LOC100129534|100129534	12.987
LOC100129550|100129550	161.6897	LOC100129550|100129550	302.0528
LOC100129637|100129637	25.8558	LOC100129637|100129637	96.7742
LOC100129716|100129716	6.9192	LOC100129716|100129716	7.5408
lowly_expressed	lowly_expressed	LOC100129726|100129726	5.8651
LOC100130015|100130015	9.1879	LOC100130015|100130015	6.1709
LOC100130093|100130093	102.9825	LOC100130093|100130093	21.8014
LOC100130148|100130148	61.1799	lowly_expressed	lowly_expressed
LOC100130522|100130522	16.7516	LOC100130522|100130522	10.0545
LOC100130557|100130557	27.2032	LOC100130557|100130557	18.6343
LOC100130581|100130581	171.5222	LOC100130581|100130581	50.6912
lowly_expressed	lowly_expressed	LOC100130691|100130691	5.8819
LOC100130776|100130776	268.0189	LOC100130776|100130776	223.1462
LOC100130872|100130872	64.4574	LOC100130872|100130872	21.7847
LOC100130932|100130932	77.2032	LOC100130932|100130932	44.8261
LOC100130987|100130987	11.6533	lowly_expressed	lowly_expressed
LOC100131193|100131193	54.9891	lowly_expressed	lowly_expressed
LOC100131434|100131434	18.6781	LOC100131434|100131434	68.8898
LOC100131551|100131551	5.8267	LOC100131551|100131551	7.1219
LOC100131691|100131691	14.0022	LOC100131691|100131691	13.6573
lowly_expressed	lowly_expressed	LOC100132215|100132215	5.8651
LOC100132247|100132247	94.6832	LOC100132247|100132247	61.1646
LOC100132287|100132287	113.2556	LOC100132287|100132287	152.4927
LOC100132288|100132288	31.3183	LOC100132288|100132288	117.3021
LOC100132707|100132707	113.9803	LOC100132707|100132707	119.6397
lowly_expressed	lowly_expressed	LOC100132724|100132724	7.5408
lowly_expressed	lowly_expressed	LOC100132832|100132832	5.5509
LOC100133161|100133161	21.1216	LOC100133161|100133161	9.2166
LOC100133331|100133331	62.6875	LOC100133331|100133331	26.393
LOC100133669|100133669	53.5324	LOC100133669|100133669	18.0142
lowly_expressed	lowly_expressed	LOC100133957|100133957	8.0184
LOC100133985|100133985	33.8674	LOC100133985|100133985	5.4462
LOC100133991|100133991	32.7749	LOC100133991|100133991	31.0013
LOC100134229|100134229	208.6672	LOC100134229|100134229	209.049
LOC100134259|100134259	6.9192	LOC100134259|100134259	86.7197
LOC100134368|100134368	10.1966	lowly_expressed	lowly_expressed
LOC100134713|100134713	23.3212	LOC100134713|100134713	19.2711
LOC100144603|100144603	13.4741	lowly_expressed	lowly_expressed
LOC100144604|100144604	7.6475	lowly_expressed	lowly_expressed
LOC100170939|100170939	21.4858	LOC100170939|100170939	29.3255
LOC100188947|100188947	15.6591	LOC100188947|100188947	54.8806
LOC100188949|100188949	8.0117	LOC100188949|100188949	9.2166
LOC100190938|100190938	141.2964	LOC100190938|100190938	59.4889
LOC100190939|100190939	100.1457	LOC100190939|100190939	388.3536
LOC100190986|100190986	79.7524	LOC100190986|100190986	48.1776
lowly_expressed	lowly_expressed	LOC100192378|100192378	15.9196
LOC100216545|100216545	52.8041	LOC100216545|100216545	41.8936
LOC100233209|100233209	5.8267	LOC100233209|100233209	10.4734
lowly_expressed	lowly_expressed	LOC100240735|100240735	24.2983
LOC100268168|100268168	16.7516	LOC100268168|100268168	10.4734
LOC100270710|100270710	228.6708	LOC100270710|100270710	529.0825
LOC100270746|100270746	57.5382	LOC100270746|100270746	33.9338
LOC100270804|100270804	14.5666	LOC100270804|100270804	76.2463
LOC100271722|100271722	42.6074	LOC100271722|100271722	49.8534
LOC100271836|100271836	300.8958	LOC100271836|100271836	242.2874
LOC100272146|100272146	17.8441	LOC100272146|100272146	25.5551
LOC100272217|100272217	29.4975	LOC100272217|100272217	16.3385
LOC100272228|100272228	21.1216	LOC100272228|100272228	11.7302
LOC100286793|100286793	202.8405	LOC100286793|100286793	124.005
LOC100286844|100286844	41.2345	LOC100286844|100286844	48.0561
LOC100287227|100287227	7.2942	LOC100287227|100287227	10.4734
LOC100288778|100288778	118.9658	LOC100288778|100288778	39.5475
LOC100289341|100289341	80.1165	LOC100289341|100289341	36.8664
LOC100302401|100302401	8.0117	LOC100302401|100302401	71.638
lowly_expressed	lowly_expressed	LOC100302640|100302640	7.9598
lowly_expressed	lowly_expressed	LOC100302650|100302650	14.6628
LOC100303728|100303728	48.7983	LOC100303728|100303728	87.1387
LOC113230|113230	304.4428	LOC113230|113230	53.6238
LOC115110|115110	90.28399999999999	LOC115110|115110	16.4013
lowly_expressed	lowly_expressed	LOC121838|121838	6.702999999999999
LOC134466|134466	9.8325	LOC134466|134466	109.7612
LOC143188|143188	14.2025	LOC143188|143188	18.4332
LOC143666|143666	14.5666	LOC143666|143666	5.0272
LOC144438|144438	683.5397	LOC144438|144438	1287.39
LOC144486|144486	10.925	LOC144486|144486	28.0687
LOC144571|144571	21.5441	LOC144571|144571	116.0578
LOC145783|145783	22.6438	LOC145783|145783	8.8144
lowly_expressed	lowly_expressed	LOC145820|145820	98.8689
LOC145837|145837	87.3999	LOC145837|145837	54.0427
LOC146880|146880	146.5659	LOC146880|146880	263.2928
LOC147727|147727	501.4567	LOC147727|147727	677.4194
LOC147804|147804	193.7363	LOC147804|147804	147.8844
LOC148189|148189	103.4232	LOC148189|148189	147.4654
LOC148413|148413	325.7684	LOC148413|148413	79.0909
lowly_expressed	lowly_expressed	LOC148696|148696	10.0545
LOC148709|148709	6.9192	LOC148709|148709	5.0272
LOC149837|149837	56.0816	LOC149837|149837	33.9338
LOC150381|150381	180.5863	LOC150381|150381	62.4131
LOC150776|150776	173.7072	LOC150776|150776	137.8299
LOC150786|150786	35.6883	LOC150786|150786	43.5693
LOC151009|151009	65.5499	LOC151009|151009	45.2451
LOC151162|151162	903.8602	LOC151162|151162	885.2116
LOC151534|151534	51.3474	LOC151534|151534	75.4085
LOC152217|152217	286.2345	LOC152217|152217	173.0205
lowly_expressed	lowly_expressed	LOC152225|152225	8.7977
LOC153328|153328	80.1165	lowly_expressed	lowly_expressed
LOC153684|153684	26.22	LOC153684|153684	14.2438
LOC154761|154761	22.48	LOC154761|154761	38.3787
LOC154822|154822	5.5098	LOC154822|154822	28.4751
LOC158376|158376	5.8267	LOC158376|158376	82.1114
LOC158572|158572	50.9832	LOC158572|158572	23.4604
lowly_expressed	lowly_expressed	LOC158696|158696	32.2581
LOC162632|162632	151.8572	LOC162632|162632	234.1852
LOC168474|168474	10.1966	LOC168474|168474	12.987
LOC200030|200030	312.0903	LOC200030|200030	460.8295
lowly_expressed	lowly_expressed	LOC201651|201651	13.8249
LOC202181|202181	13.4741	LOC202181|202181	25.1362
LOC202781|202781	607.0648	LOC202781|202781	319.2292
LOC219347|219347	152.6256	LOC219347|219347	40.4566
LOC220594|220594	5.0983	LOC220594|220594	66.6108
LOC220729|220729	69.5557	LOC220729|220729	87.9765
LOC220930|220930	75.0182	LOC220930|220930	232.0905
LOC221442|221442	13.11	LOC221442|221442	39.7989
LOC221710|221710	302.622	LOC221710|221710	589.8618
LOC222699|222699	116.169	LOC222699|222699	25.5551
LOC253039|253039	331.3911	LOC253039|253039	530.7918
LOC253724|253724	6.9192	LOC253724|253724	19.2711
LOC254559|254559	119.8106	LOC254559|254559	53.2049
lowly_expressed	lowly_expressed	LOC255167|255167	5.8651
lowly_expressed	lowly_expressed	LOC257358|257358	15.0817
LOC25845|25845	568.3977	LOC25845|25845	364.6334
LOC282997|282997	68.0991	LOC282997|282997	77.9221
LOC283050|283050	34.2316	LOC283050|283050	67.0297
LOC283070|283070	53.5324	LOC283070|283070	216.1709
LOC283174|283174	20.0291	LOC283174|283174	145.7897
LOC283267|283267	86.6715	LOC283267|283267	414.3276
LOC283314|283314	7.6657	LOC283314|283314	20.5446
lowly_expressed	lowly_expressed	LOC283392|283392	229.1035
lowly_expressed	lowly_expressed	LOC283404|283404	14.2438
LOC283663|283663	6.9192	lowly_expressed	lowly_expressed
LOC283867|283867	14.2025	lowly_expressed	lowly_expressed
LOC283922|283922	15.6591	LOC283922|283922	16.3385
LOC284023|284023	64.0932	LOC284023|284023	318.3913
LOC284232|284232	19.3008	LOC284232|284232	8.3787
LOC284233|284233	9.1042	lowly_expressed	lowly_expressed
LOC284440|284440	158.7764	LOC284440|284440	112.2748
LOC284441|284441	90.3132	LOC284441|284441	22.6225
lowly_expressed	lowly_expressed	LOC284578|284578	73.7327
lowly_expressed	lowly_expressed	LOC284837|284837	14.6628
LOC284900|284900	82.8186	LOC284900|284900	84.7005
LOC285033|285033	30.346	LOC285033|285033	25.3289
LOC285074|285074	160.2331	LOC285074|285074	305.8232
LOC285359|285359	67.3707	LOC285359|285359	56.9753
LOC285593|285593	40.0583	LOC285593|285593	8.3787
LOC285830|285830	10.1056	LOC285830|285830	154.3192
lowly_expressed	lowly_expressed	LOC286002|286002	29.7444
lowly_expressed	lowly_expressed	LOC286367|286367	184.7507
LOC338758|338758	29.1333	LOC338758|338758	158.3578
LOC338799|338799	69.5557	LOC338799|338799	182.2371
LOC339047|339047	869.6286	LOC339047|339047	1214.0762
LOC339290|339290	753.7363	LOC339290|339290	1175.1152
LOC339524|339524	41.8791	LOC339524|339524	642.2287
lowly_expressed	lowly_expressed	LOC339535|339535	210.3058
LOC340017|340017	7.6475	lowly_expressed	lowly_expressed
LOC341056|341056	9.8325	lowly_expressed	lowly_expressed
LOC344595|344595	86.6715	LOC344595|344595	263.5107
LOC344967|344967	7.6475	lowly_expressed	lowly_expressed
LOC348926|348926	222.1413	LOC348926|348926	131.5459
LOC349114|349114	76.4749	LOC349114|349114	43.1504
lowly_expressed	lowly_expressed	LOC349196|349196	15.5006
LOC374443|374443	165.3314	LOC374443|374443	201.0892
LOC375190|375190	161.6897	LOC375190|375190	204.4407
LOC387646|387646	14.9308	LOC387646|387646	39.38
LOC387647|387647	265.7356	LOC387647|387647	553.9338
LOC388152|388152	111.0706	LOC388152|388152	62.8404
lowly_expressed	lowly_expressed	LOC388242|388242	34.7717
LOC388588|388588	58.2666	LOC388588|388588	8.3787
LOC388692|388692	127.094	LOC388692|388692	108.9233
LOC388789|388789	857.2469	LOC388789|388789	1094.2606
LOC388796|388796	223.9621	LOC388796|388796	121.9103
LOC388955|388955	372.1777	LOC388955|388955	155.4252
LOC389333|389333	14.5666	lowly_expressed	lowly_expressed
LOC389493|389493	100.874	LOC389493|389493	56.5563
lowly_expressed	lowly_expressed	LOC389705|389705	30.5823
LOC399744|399744	217.4071	LOC399744|399744	101.8014
lowly_expressed	lowly_expressed	LOC399815|399815	13.4059
LOC399959|399959	72.8332	LOC399959|399959	1361.1227
LOC400027|400027	388.20099999999996	LOC400027|400027	675.7436
LOC400043|400043	204.6613	LOC400043|400043	408.0436
LOC400657|400657	303.7145	LOC400657|400657	287.809
LOC400752|400752	81.5732	LOC400752|400752	41.0557
LOC400759|400759	9.8325	LOC400759|400759	10.4734
lowly_expressed	lowly_expressed	LOC400804|400804	6.284
lowly_expressed	lowly_expressed	LOC400927|400927	13.4059
LOC400931|400931	28.7691	LOC400931|400931	22.6225
LOC401010|401010	26.22	LOC401010|401010	5.8651
LOC401052|401052	214.858	LOC401052|401052	218.2656
LOC401093|401093	31.6096	LOC401093|401093	318.2991
LOC401127|401127	9.1042	lowly_expressed	lowly_expressed
LOC401397|401397	892.571	LOC401397|401397	1522.4131
LOC401431|401431	26.5841	LOC401431|401431	13.4059
lowly_expressed	lowly_expressed	LOC401463|401463	19.69
LOC401588|401588	48.7983	LOC401588|401588	95.9363
LOC402377|402377	18.9366	lowly_expressed	lowly_expressed
LOC407835|407835	31.6824	LOC407835|407835	7.9598
lowly_expressed	lowly_expressed	LOC440173|440173	7.5408
LOC440354|440354	137.1814	LOC440354|440354	323.4185
LOC440356|440356	12.3816	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LOC440461|440461	5.0272
LOC440905|440905	10.5608	LOC440905|440905	46.9208
LOC440925|440925	20.0291	LOC440925|440925	5.8651
LOC440944|440944	135.1056	LOC440944|440944	269.3758
LOC440957|440957	130.7356	LOC440957|440957	96.3553
LOC441046|441046	19.665	LOC441046|441046	42.3125
LOC441089|441089	113.6198	LOC441089|441089	102.6393
LOC441204|441204	19.3008	LOC441204|441204	76.2463
LOC441208|441208	34.5958	LOC441208|441208	5.0272
LOC441294|441294	58.9949	LOC441294|441294	126.0997
LOC441455|441455	11.2891	lowly_expressed	lowly_expressed
LOC441666|441666	96.50399999999999	LOC441666|441666	179.7235
LOC441869|441869	38.2374	LOC441869|441869	330.9594
LOC442421|442421	22.5783	LOC442421|442421	21.7847
LOC442454|442454	240.7138	LOC442454|442454	228.739
LOC493754|493754	329.2061	LOC493754|493754	495.1822
LOC541471|541471	128.9148	LOC541471|541471	222.03599999999997
LOC541473|541473	14.6686	LOC541473|541473	6.7826
LOC550112|550112	289.512	LOC550112|550112	297.4445
LOC550643|550643	657.3197	LOC550643|550643	729.3674
lowly_expressed	lowly_expressed	LOC554202|554202	48.5966
lowly_expressed	lowly_expressed	LOC55908|55908	6.284
lowly_expressed	lowly_expressed	LOC572558|572558	18.4332
LOC595101|595101	380.9177	LOC595101|595101	42.7315
LOC606724|606724	8.3758	lowly_expressed	lowly_expressed
LOC613037|613037	5.8267	lowly_expressed	lowly_expressed
LOC641298|641298	83.2993	LOC641298|641298	55.7185
lowly_expressed	lowly_expressed	LOC641367|641367	5.8651
LOC642587|642587	908.2302	LOC642587|642587	1740.2597
LOC642826|642826	42.3853	LOC642826|642826	62.4256
LOC642846|642846	35.6883	LOC642846|642846	71.638
LOC642852|642852	105.244	LOC642852|642852	142.8571
LOC643008|643008	52.4399	lowly_expressed	lowly_expressed
LOC643387|643387	43.6999	LOC643387|643387	66.6108
lowly_expressed	lowly_expressed	LOC643677|643677	6.702999999999999
lowly_expressed	lowly_expressed	LOC643719|643719	15.5006
lowly_expressed	lowly_expressed	LOC643763|643763	28.9066
LOC643837|643837	143.4814	LOC643837|643837	137.8299
lowly_expressed	lowly_expressed	LOC644172|644172	5.0272
LOC644538|644538	24.035	LOC644538|644538	209.8869
LOC644936|644936	21.1216	LOC644936|644936	21.7847
LOC645166|645166	77.9315	LOC645166|645166	94.6795
LOC645332|645332	190.0947	LOC645332|645332	212.4005
LOC645431|645431	23.5361	LOC645431|645431	36.9837
LOC645676|645676	24.4829	LOC645676|645676	56.5563
LOC646214|646214	69.5557	LOC646214|646214	109.7612
LOC646471|646471	26.7371	LOC646471|646471	18.0142
LOC646762|646762	199.1988	LOC646762|646762	212.4005
LOC646851|646851	36.0524	LOC646851|646851	56.1374
LOC646999|646999	17.1158	LOC646999|646999	25.974
LOC647121|647121	10.5608	LOC647121|647121	57.3942
LOC647288|647288	6.9192	LOC647288|647288	5.4462
lowly_expressed	lowly_expressed	LOC647309|647309	87.5576
LOC647946|647946	6.555	LOC647946|647946	15.5006
LOC647979|647979	10657.3197	LOC647979|647979	13599.9162
LOC648740|648740	6.7589	lowly_expressed	lowly_expressed
LOC649330|649330	15.6591	lowly_expressed	lowly_expressed
LOC650368|650368	46.6133	LOC650368|650368	24.2983
LOC650623|650623	13.11	LOC650623|650623	23.4604
LOC651250|651250	1398.3977	LOC651250|651250	1773.3557
LOC652276|652276	67.3707	LOC652276|652276	10.4734
LOC653113|653113	24.7633	LOC653113|653113	85.044
LOC653501|653501	246.5404	LOC653501|653501	249.2669
LOC653566|653566	3906.7735	LOC653566|653566	2881.0222
LOC653653|653653	53.5324	LOC653653|653653	72.057
LOC654342|654342	254.5521	LOC654342|654342	505.6556
LOC654433|654433	128.2192	LOC654433|654433	193.1295
LOC678655|678655	159.6431	LOC678655|678655	171.5501
LOC723972|723972	6.9192	lowly_expressed	lowly_expressed
LOC727896|727896	24.035	LOC727896|727896	11.3113
LOC728024|728024	15.6591	LOC728024|728024	14.2438
LOC728190|728190	157.6839	LOC728190|728190	258.9024
LOC728264|728264	16.0233	LOC728264|728264	802.6812
LOC728323|728323	11.2891	LOC728323|728323	18.8521
LOC728392|728392	10.1966	LOC728392|728392	65.7729
LOC728554|728554	140.5681	LOC728554|728554	249.6858
lowly_expressed	lowly_expressed	LOC728606|728606	206.1165
LOC728613|728613	261.1071	LOC728613|728613	172.6016
LOC728640|728640	33.8674	LOC728640|728640	54.8806
LOC728643|728643	18.5725	LOC728643|728643	10.0545
lowly_expressed	lowly_expressed	LOC728723|728723	21.3657
LOC728743|728743	78.2957	LOC728743|728743	162.5471
LOC728758|728758	28.7691	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LOC728819|728819	34.7717
LOC728855|728855	188.7291	LOC728855|728855	64.3234
LOC728875|728875	53.0772	LOC728875|728875	42.5052
LOC729020|729020	29.4975	LOC729020|729020	5.0272
LOC729082|729082	357.2578	LOC729082|729082	405.7436
lowly_expressed	lowly_expressed	LOC729156|729156	43.3641
LOC729176|729176	31.3183	LOC729176|729176	65.7729
LOC729234|729234	124.1806	LOC729234|729234	46.9208
LOC729375|729375	61.9082	LOC729375|729375	90.4902
lowly_expressed	lowly_expressed	LOC729467|729467	7.9598
lowly_expressed	lowly_expressed	LOC729603|729603	10.8923
LOC729678|729678	600.8485	LOC729678|729678	675.7855
LOC729799|729799	13.4741	LOC729799|729799	6.284
LOC729991-MEF2B|4207	62.1777	LOC729991-MEF2B|4207	10.222000000000001
LOC729991|729991	246.5149	LOC729991|729991	109.0993
LOC730101|730101	167.8806	LOC730101|730101	159.6146
LOC80054|80054	56.4457	LOC80054|80054	45.663999999999994
LOC80154|80154	144.2098	LOC80154|80154	55.2995
LOC81691|81691	386.7444	LOC81691|81691	88.3955
LOC84856|84856	6.1908	LOC84856|84856	87.5576
LOC84989|84989	5.3277	LOC84989|84989	6.0117
LOC90110|90110	375.091	LOC90110|90110	478.0059
LOC90246|90246	7.6475	LOC90246|90246	19.69
LOC90784|90784	288.7837	LOC90784|90784	205.2786
LOC91316|91316	68.0954	LOC91316|91316	77.3858
LOC92249|92249	497.0867	LOC92249|92249	934.6460000000001
LOC92659|92659	182.4472	LOC92659|92659	22.6225
LOC92973|92973	38.2374	LOC92973|92973	41.4747
LOC93622|93622	797.1595	LOC93622|93622	498.1148
LOC96610|96610	2206.6096	LOC96610|96610	2916.7281
LOH12CR1|118426	104.8798	LOH12CR1|118426	89.2333
LOH12CR2|503693	17.8441	LOH12CR2|503693	48.1776
LOH3CR2A|29931	11.2891	LOH3CR2A|29931	101.8014
LONP1|9361	1046.9774	LONP1|9361	123.5861
LONP2|83752	8388.5652	LONP2|83752	888.1441
LONRF1|91694	189.0022	LONRF1|91694	878.5086
LONRF2|164832	765.1129	LONRF2|164832	351.9062
lowly_expressed	lowly_expressed	LONRF3|79836	9.2166
LOXL1|4016	670.4297	LOXL1|4016	258.4835
LOXL2|4017	496.7225	LOXL2|4017	405.0775
LOXL3|84695	34.6759	LOXL3|84695	27.2811
LOXL4|84171	39.3299	LOXL4|84171	458.7348
LOX|4015	383.83099999999996	LOX|4015	858.3997
LPAR1|1902	397.3052	LPAR1|1902	692.0821
LPAR2|9170	508.0117	LPAR2|9170	132.3837
lowly_expressed	lowly_expressed	LPAR3|23566	7.9598
lowly_expressed	lowly_expressed	LPAR4|2846	5.4462
LPAR5|57121	69.9199	LPAR5|57121	193.1295
LPAR6|10161	446.8318	LPAR6|10161	3549.225
