gene_id	TCGA-BH-A1FC-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FC-11A-32R-A13Q-07
IRAK4|51135	364.84	IRAK4|51135	716.568
IREB2|3658	902.9789999999999	IREB2|3658	1180.4734
IRF1|3659	3049.3034	IRF1|3659	2206.9586
IRF2BP1|26145	1759.1762	IRF2BP1|26145	516.568
IRF2BP2|359948	2301.7286	IRF2BP2|359948	5074.5562
IRF2|3660	908.8636	IRF2|3660	866.2722
IRF3|3661	477.4108	IRF3|3661	485.8521
IRF4|3662	889.1504	IRF4|3662	137.2781
IRF5|3663	229.4961	IRF5|3663	204.142
IRF6|3664	573.1519	IRF6|3664	817.1598
IRF7|3665	533.7256	IRF7|3665	431.9527
IRF8|3394	367.7823	IRF8|3394	450.8876
IRF9|10379	1720.9621	IRF9|10379	1428.9941
IRGQ|126298	2241.4123	IRGQ|126298	741.4201
IRS1|3667	1874.5127	IRS1|3667	1030.7692
IRS2|8660	662.3023	IRS2|8660	957.3964
IRS4|8471	5.8845	IRS4|8471	7.6923
IRX1|79192	120.9268	IRX1|79192	139.645
IRX2|153572	584.9209	IRX2|153572	973.9645
IRX3|79191	377.786	IRX3|79191	1062.7219
lowly_expressed	lowly_expressed	IRX4|50805	28.9941
IRX5|10265	284.2221	IRX5|10265	562.1302
lowly_expressed	lowly_expressed	IRX6|79190	104.14200000000001
ISCA1P1|389293	108.5693	ISCA1P1|389293	57.9882
ISCA1|81689	1028.9077	ISCA1|81689	985.2071
ISCA2|122961	263.9206	ISCA2|122961	278.1065
ISCU|23479	1121.2946	ISCU|23479	2029.5858
ISG15|9636	964.7665	ISG15|9636	409.4675
ISG20L2|81875	1887.1644	ISG20L2|81875	626.0355
ISG20|3669	406.3259	ISG20|3669	197.0414
ISL1|3670	24.715	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ISLR2|57611	89.3491
ISLR|3671	525.4873	ISLR|3671	3376.3314
ISM1|140862	26.1861	ISM1|140862	808.8757
ISOC1|51015	920.6326	ISOC1|51015	901.1834
ISOC2|79763	875.0276	ISOC2|79763	579.8817
ISPD|729920	43.2512	ISPD|729920	65.0888
ISY1|57461	836.4839999999999	ISY1|57461	555.0296
ISYNA1|51477	995.9544	ISYNA1|51477	614.2012
ITCH|83737	1054.7996	ITCH|83737	1395.2663
ITFG1|81533	484.8841	ITFG1|81533	1052.6627
ITFG2|55846	360.1324	ITFG2|55846	407.1006
ITFG3|83986	1419.4336	ITFG3|83986	1925.6036
ITGA10|8515	7.6499	ITGA10|8515	88.7574
ITGA11|22801	389.2608	ITGA11|22801	291.1243
ITGA1|3672	243.3954	ITGA1|3672	940.2367
ITGA2B|3674	15.0055	lowly_expressed	lowly_expressed
ITGA2|3673	169.7683	ITGA2|3673	1004.7337
ITGA3|3675	364.2516	ITGA3|3675	2362.7219
ITGA4|3676	587.5366	ITGA4|3676	332.3728
ITGA5|3678	1094.8143	ITGA5|3678	3191.716
ITGA6|3655	2256.4178	ITGA6|3655	4363.9053
ITGA7|3679	60.6105	ITGA7|3679	2096.4497
ITGA8|8516	87.3851	ITGA8|8516	34.3195
ITGA9|3680	180.6547	ITGA9|3680	292.8994
ITGAD|3681	12.3575	lowly_expressed	lowly_expressed
ITGAE|3682	656.4178	ITGAE|3682	296.4497
ITGAL|3683	860.9047	ITGAL|3683	484.6154
ITGAM|3684	387.2012	ITGAM|3684	260.9467
ITGAV|3685	1182.1993	ITGAV|3685	3507.6923
ITGAX|3687	389.2608	ITGAX|3687	253.8462
ITGB1BP1|9270	980.3604	ITGB1BP1|9270	1495.2663
ITGB1|3688	11214.7113	ITGB1|3688	18369.8225
ITGB2|3689	2138.2861	ITGB2|3689	1090.0592
ITGB3BP|23421	181.5373	ITGB3BP|23421	225.4438
ITGB3|3690	27.9515	ITGB3|3690	435.50300000000004
ITGB4|3691	1229.8639	ITGB4|3691	3208.284
ITGB5|3693	942.4053	ITGB5|3693	3872.1893
ITGB6|3694	17.3593	ITGB6|3694	1589.9408
ITGB7|3695	617.8742	ITGB7|3695	130.1775
ITGB8|3696	551.9676	ITGB8|3696	746.1538
ITGBL1|9358	120.6326	ITGBL1|9358	436.6864
lowly_expressed	lowly_expressed	ITIH2|3698	7.6923
lowly_expressed	lowly_expressed	ITIH3|3699	26.0355
ITIH4|3700	18.8305	ITIH4|3700	50.2959
lowly_expressed	lowly_expressed	ITIH5L|347365	39.645
ITIH5|80760	76.4987	ITIH5|80760	8287.574
ITK|3702	283.9279	ITK|3702	85.7988
ITM2A|9452	379.8455	ITM2A|9452	1784.6154
ITM2B|9445	2983.1556	ITM2B|9445	16904.7337
ITM2C|81618	3382.1258	ITM2C|81618	859.7633
ITPA|3704	407.79699999999997	ITPA|3704	492.8994
ITPK1|3705	1057.7418	ITPK1|3705	1892.3077
ITPKB|3707	405.4432	ITPKB|3707	1835.503
ITPKC|80271	1265.171	ITPKC|80271	1076.3314
ITPR1|3708	255.9765	ITPR1|3708	2511.8343
ITPR2|3709	664.3619	ITPR2|3709	2140.2367
ITPR3|3710	5224.1589	ITPR3|3710	1105.5444
ITPRIPL1|150771	22.9496	ITPRIPL1|150771	50.8876
ITPRIPL2|162073	1274.292	ITPRIPL2|162073	2958.5799
ITPRIP|85450	640.2354	ITPRIP|85450	540.2367
ITSN1|6453	458.1096	ITSN1|6453	1820.7101
ITSN2|50618	922.6922	ITSN2|50618	1150.8876
IVD|3712	689.6653	IVD|3712	1724.8521
IVNS1ABP|10625	7461.2725	IVNS1ABP|10625	2139.645
IWS1|55677	1032.1442	IWS1|55677	1021.8935
lowly_expressed	lowly_expressed	IYD|389434	20.7101
JAG1|182	303.64099999999996	JAG1|182	2731.3609
JAG2|3714	856.1971	JAG2|3714	1128.4024
JAGN1|84522	808.8268	JAGN1|84522	739.0533
JAK1|3716	2607.4292	JAK1|3716	5916.568
JAK2|3717	586.0978	JAK2|3717	697.6331
JAK3|3718	389.8492	JAK3|3718	309.4675
JAKMIP1|152789	51.7837	JAKMIP1|152789	10.0592
JAKMIP2|9832	14.4171	JAKMIP2|9832	8.3609
JAKMIP3|282973	10.2979	JAKMIP3|282973	43.1953
JAM2|58494	328.9445	JAM2|58494	807.1006
JAM3|83700	125.046	JAM3|83700	907.1006
JARID2|3720	638.1758	JARID2|3720	486.9822
JAZF1|221895	180.3604	JAZF1|221895	511.8343
JDP2|122953	262.4494	JDP2|122953	630.7692
JHDM1D|80853	789.1136	JHDM1D|80853	928.4024
JKAMP|51528	680.8385	JKAMP|51528	836.6864
JMJD1C|221037	1038.2435	JMJD1C|221037	1530.7692
JMJD4|65094	406.8378	JMJD4|65094	381.2959
JMJD5|79831	47.3704	JMJD5|79831	81.6568
JMJD6|23210	1015.6675	JMJD6|23210	443.1953
JMJD7-PLA2G4B|8681	83.8544	JMJD7-PLA2G4B|8681	476.3314
JMJD8|339123	682.0684	JMJD8|339123	1276.5089
JMY|133746	717.3225	JMY|133746	546.1538
JOSD1|9929	1936.3001	JOSD1|9929	1626.6272
JOSD2|126119	32.0706	JOSD2|126119	157.3964
JPH1|56704	853.8433	JPH1|56704	41.4201
JPH2|57158	225.9654	JPH2|57158	543.1953
lowly_expressed	lowly_expressed	JPH3|57338	5.3254
lowly_expressed	lowly_expressed	JPH4|84502	23.6686
JRKL|8690	376.60900000000004	JRKL|8690	352.07099999999997
JRK|8629	774.1081	JRK|8629	505.9172
JSRP1|126306	47.9588	lowly_expressed	lowly_expressed
JTB|10899	4020.0074	JTB|10899	1958.5799
JUB|84962	432.8062	JUB|84962	566.2722
JUNB|3726	1320.4855	JUNB|3726	7835.503000000001
JUND|3727	2199.3379999999997	JUND|3727	4743.787
JUN|3725	2008.6797	JUN|3725	7034.9112
JUP|3728	8575.7999	JUP|3728	6091.715999999999
KAL1|3730	77.3814	KAL1|3730	414.2012
KALRN|8997	604.6341	KALRN|8997	461.5385
KANK1|23189	1827.4366	KANK1|23189	1931.3609
KANK2|25959	528.1353	KANK2|25959	2905.9172
KANK3|256949	35.6013	KANK3|256949	442.0118
KANK4|163782	16.7709	KANK4|163782	284.6154
KARS|3735	2572.4163	KARS|3735	2647.3373
KAT2A|2648	1687.9735	KAT2A|2648	828.9941
KAT2B|8850	246.267	KAT2B|8850	724.2604
KAT5|10524	1015.9618	KAT5|10524	913.0296
KATNA1|11104	708.79	KATNA1|11104	381.6568
KATNAL1|84056	328.9445	KATNAL1|84056	428.9941
KATNAL2|83473	27.0688	KATNAL2|83473	79.2899
KATNB1|10300	408.0912	KATNB1|10300	346.1538
KAZALD1|81621	33.9125	KAZALD1|81621	104.7751
KAZ|23254	1610.342	KAZ|23254	849.6154
KBTBD10|10324	15.4939	KBTBD10|10324	34.3609
KBTBD11|9920	64.4355	KBTBD11|9920	252.6627
KBTBD12|166348	14.7113	KBTBD12|166348	5.9172
KBTBD2|25948	1171.0188	KBTBD2|25948	1574.5562
KBTBD3|143879	35.6013	KBTBD3|143879	121.3018
KBTBD4|55709	252.278	KBTBD4|55709	457.284
KBTBD6|89890	170.9452	KBTBD6|89890	486.9822
KBTBD7|84078	67.6719	KBTBD7|84078	186.9822
KBTBD8|84541	109.7462	KBTBD8|84541	40.8284
KCMF1|56888	3495.9912	KCMF1|56888	1322.4852
lowly_expressed	lowly_expressed	KCNA1|3736	44.3787
KCNA3|3738	122.9864	KCNA3|3738	31.3609
lowly_expressed	lowly_expressed	KCNA4|3739	5.9172
lowly_expressed	lowly_expressed	KCNA6|3742	63.9053
KCNAB1|7881	43.2512	KCNAB1|7881	279.2899
KCNAB2|8514	316.2928	KCNAB2|8514	157.9882
lowly_expressed	lowly_expressed	KCNAB3|9196	6.5089
lowly_expressed	lowly_expressed	KCNB1|3745	56.213
KCNB2|9312	42.0743	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	KCNC1|3746	14.7929
lowly_expressed	lowly_expressed	KCNC2|3747	10.6509
KCNC3|3748	66.495	KCNC3|3748	246.7456
KCNC4|3749	129.4594	KCNC4|3749	239.645
KCND1|3750	42.957	KCND1|3750	121.3018
KCND2|3751	98.5656	KCND2|3751	114.7929
lowly_expressed	lowly_expressed	KCND3|3752	50.8876
lowly_expressed	lowly_expressed	KCNE1L|23630	8.283999999999999
lowly_expressed	lowly_expressed	KCNE1|3753	201.1834
KCNE2|9992	6.473	KCNE2|9992	8.283999999999999
KCNE3|10008	77.0872	KCNE3|10008	239.0533
KCNE4|23704	89.4446	KCNE4|23704	254.4379
KCNF1|3754	82.9717	KCNF1|3754	5.3254
KCNG1|3755	217.7271	KCNG1|3755	5.9172
KCNG3|170850	97.3887	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	KCNH1|3756	17.1598
KCNH2|3757	229.2019	KCNH2|3757	6.5089
lowly_expressed	lowly_expressed	KCNH3|23416	15.3846
lowly_expressed	lowly_expressed	KCNH4|23415	8.283999999999999
KCNH8|131096	100.331	KCNH8|131096	18.3432
lowly_expressed	lowly_expressed	KCNIP1|30820	18.3432
KCNIP2|30819	6.473	KCNIP2|30819	1530.1775
KCNIP3|30818	84.4428	KCNIP3|30818	89.3491
KCNIP4|80333	15.8882	KCNIP4|80333	24.2604
KCNJ10|3766	50.6068	lowly_expressed	lowly_expressed
KCNJ11|3767	68.5546	KCNJ11|3767	130.7692
lowly_expressed	lowly_expressed	KCNJ12|3768	144.3787
lowly_expressed	lowly_expressed	KCNJ13|3769	7.1006
KCNJ14|3770	11.4748	KCNJ14|3770	46.7456
KCNJ15|3772	25.5976	KCNJ15|3772	57.3964
KCNJ16|3773	28.5399	KCNJ16|3773	51.4793
KCNJ2|3759	43.2512	KCNJ2|3759	361.5385
KCNJ5|3762	47.0761	KCNJ5|3762	49.7041
KCNJ8|3764	255.9765	KCNJ8|3764	431.3609
KCNK10|54207	5.8845	lowly_expressed	lowly_expressed
KCNK13|56659	25.8919	KCNK13|56659	16.567999999999998
lowly_expressed	lowly_expressed	KCNK15|60598	38.4615
lowly_expressed	lowly_expressed	KCNK17|89822	13.6095
KCNK1|3775	144.4649	KCNK1|3775	249.1124
KCNK2|3776	19.1247	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	KCNK3|3777	163.3136
KCNK5|8645	234.498	KCNK5|8645	288.1657
KCNK6|9424	129.7536	KCNK6|9424	193.4911
lowly_expressed	lowly_expressed	KCNK7|10089	7.6923
KCNK9|51305	13.2402	lowly_expressed	lowly_expressed
KCNMA1|3778	160.6473	KCNMA1|3778	894.6746
KCNMB1|3779	69.1431	KCNMB1|3779	584.0237
lowly_expressed	lowly_expressed	KCNMB2|10242	5.9172
KCNMB3|27094	40.6032	KCNMB3|27094	80.4734
KCNMB4|27345	67.3777	KCNMB4|27345	76.9231
KCNN2|3781	6.7672	KCNN2|3781	11.2426
KCNN3|3782	183.8911	KCNN3|3782	22.4852
KCNN4|3783	773.8139	KCNN4|3783	337.8698
KCNQ1OT1|10984	10.8864	KCNQ1OT1|10984	82.2485
KCNQ1|3784	49.7242	KCNQ1|3784	198.2249
KCNQ3|3786	33.2475	KCNQ3|3786	7.6923
KCNQ4|9132	48.5473	KCNQ4|9132	11.2426
KCNQ5|56479	463.1114	KCNQ5|56479	24.8521
lowly_expressed	lowly_expressed	KCNRG|283518	11.9645
KCNS1|3787	18.8305	KCNS1|3787	17.7515
lowly_expressed	lowly_expressed	KCNS2|3788	15.9763
KCNS3|3790	1080.9857	KCNS3|3790	283.432
lowly_expressed	lowly_expressed	KCNT2|343450	25.4438
lowly_expressed	lowly_expressed	KCP|375616	7.1065
KCTD10|83892	1592.0559	KCTD10|83892	2478.1065
KCTD11|147040	265.3917	KCTD11|147040	522.4852
KCTD12|115207	1350.4965	KCTD12|115207	11539.645
KCTD13|253980	501.0666	KCTD13|253980	191.71599999999998
KCTD14|65987	28.2457	KCTD14|65987	243.1953
KCTD15|79047	57.9625	KCTD15|79047	752.6627
lowly_expressed	lowly_expressed	KCTD16|57528	9.4675
KCTD17|79734	83.2659	KCTD17|79734	116.568
KCTD18|130535	193.0121	KCTD18|130535	391.1243
KCTD1|284252	773.8139	KCTD1|284252	614.2012
KCTD20|222658	2943.7293	KCTD20|222658	1928.4024
KCTD21|283219	194.18900000000002	KCTD21|283219	428.4024
KCTD2|23510	1042.4421	KCTD2|23510	1408.8757
KCTD3|51133	1495.8441	KCTD3|51133	2287.574
KCTD5|54442	798.5289	KCTD5|54442	503.5503
KCTD6|200845	129.4594	KCTD6|200845	348.5207
KCTD7|154881	404.025	KCTD7|154881	379.2899
KCTD8|386617	13.8286	lowly_expressed	lowly_expressed
KCTD9|54793	1694.7407	KCTD9|54793	924.8521
KDELC1|79070	72.3796	KDELC1|79070	128.9941
KDELC2|143888	710.5554	KDELC2|143888	1404.7337
KDELR1|10945	3023.7587	KDELR1|10945	3268.6391
KDELR2|11014	3800.2207	KDELR2|11014	4911.2426
KDELR3|11015	123.2806	KDELR3|11015	294.6746
KDM1A|23028	6240.5296	KDM1A|23028	1433.7278
KDM1B|221656	1316.0721	KDM1B|221656	391.1243
KDM2A|22992	3737.8448	KDM2A|22992	3258.5799
KDM2B|84678	2647.5145	KDM2B|84678	547.497
KDM3A|55818	2253.4755	KDM3A|55818	1225.4438
KDM3B|51780	3227.9515	KDM3B|51780	2125.4438
KDM4A|9682	1871.2674	KDM4A|9682	1017.7515
KDM4B|23030	973.5932	KDM4B|23030	1544.3787
KDM4C|23081	1078.3376	KDM4C|23081	589.3491
KDM4D|55693	90.6216	KDM4D|55693	26.6272
KDM5A|5927	1740.3457	KDM5A|5927	1210.0592
KDM5B|10765	1687.3851	KDM5B|10765	1473.3728
KDM5C|8242	2155.4983	KDM5C|8242	2015.9763
KDM6A|7403	601.6918	KDM6A|7403	834.9112
KDM6B|23135	538.139	KDM6B|23135	1046.1538
KDR|3791	409.8566	KDR|3791	2107.1006
KDSR|2531	1644.4281	KDSR|2531	2110.6509
KEAP1|9817	3263.847	KEAP1|9817	1049.7041
KEL|3792	9.4152	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	KERA|11081	39.0533
KGFLP1|387628	7.3556	lowly_expressed	lowly_expressed
KGFLP2|654466	88.9974	KGFLP2|654466	102.2308
KHDC1|80759	54.4965	KHDC1|80759	15.3846
KHDRBS1|10657	4938.8746	KHDRBS1|10657	3504.7337
KHDRBS3|10656	2648.3266	KHDRBS3|10656	214.2012
KHK|3795	200.6502	KHK|3795	76.1361
KHNYN|23351	1769.986	KHNYN|23351	1816.3373
KHSRP|8570	3275.0276	KHSRP|8570	1371.5976
KIAA0020|9933	3063.7734	KIAA0020|9933	559.7633
KIAA0040|9674	794.4097	KIAA0040|9674	2316.5679999999998
lowly_expressed	lowly_expressed	KIAA0087|9808	8.283999999999999
KIAA0090|23065	939.4630000000001	KIAA0090|23065	1043.1953
KIAA0100|9703	4088.1059	KIAA0100|9703	4725.6095
KIAA0101|9768	253.3284	KIAA0101|9768	18.9349
KIAA0114|57291	1620.0074	KIAA0114|57291	555.6213
KIAA0125|9834	126.8113	KIAA0125|9834	18.3432
KIAA0141|9812	674.954	KIAA0141|9812	1491.1243
KIAA0146|23514	2449.1357	KIAA0146|23514	975.1479
KIAA0174|9798	2061.6403	KIAA0174|9798	3045.5621
KIAA0182|23199	952.7032	KIAA0182|23199	2459.1716
KIAA0195|9772	1040.2471	KIAA0195|9772	1586.6627
KIAA0196|9897	2009.2681	KIAA0196|9897	1380.4734
KIAA0226|9711	1101.8757	KIAA0226|9711	677.5148
KIAA0232|9778	1012.7253	KIAA0232|9778	2199.4083
KIAA0240|23506	776.7562	KIAA0240|23506	814.2012
KIAA0247|9766	1462.0081	KIAA0247|9766	2238.4615
KIAA0284|283638	1440.5296	KIAA0284|283638	1022.4852
KIAA0317|9870	881.7948	KIAA0317|9870	894.6746
KIAA0319L|79932	777.3446	KIAA0319L|79932	2337.8698
lowly_expressed	lowly_expressed	KIAA0319|9856	5.9172
KIAA0355|9710	1179.8455	KIAA0355|9710	1397.0414
KIAA0368|23392	7097.6094	KIAA0368|23392	2907.6923
KIAA0391|9692	597.8669	KIAA0391|9692	522.5325
KIAA0406|9675	709.3784	KIAA0406|9675	449.1124
lowly_expressed	lowly_expressed	KIAA0408|9729	208.9822
KIAA0415|9907	398.3818	KIAA0415|9907	442.6036
KIAA0427|9811	1614.4171	KIAA0427|9811	1302.9586
KIAA0430|9665	1319.8970000000002	KIAA0430|9665	1973.9645
KIAA0467|23334	671.0585	KIAA0467|23334	899.1893
KIAA0494|9813	2931.7837	KIAA0494|9813	5483.0118
KIAA0495|57212	34.7186	KIAA0495|57212	384.0237
KIAA0513|9764	182.42	KIAA0513|9764	426.6272
KIAA0528|9847	894.1523	KIAA0528|9847	988.7574
KIAA0556|23247	268.6282	KIAA0556|23247	510.0592
KIAA0562|9731	1464.9503	KIAA0562|9731	670.4142
KIAA0564|23078	253.0342	KIAA0564|23078	805.3254
KIAA0586|9786	405.2049	KIAA0586|9786	314.7929
KIAA0649|9858	1788.0103	KIAA0649|9858	387.574
KIAA0652|9776	1232.2177	KIAA0652|9776	2102.9586
KIAA0664P3|100132341	42.3685	KIAA0664P3|100132341	47.3373
KIAA0664|23277	2473.2622	KIAA0664|23277	1371.0059
KIAA0748|9840	37.3667	KIAA0748|9840	23.0769
KIAA0753|9851	350.1287	KIAA0753|9851	346.1538
KIAA0754|643314	292.4605	KIAA0754|643314	117.1598
KIAA0776|23376	541.6697	KIAA0776|23376	913.6095
KIAA0802|23255	2961.3829	KIAA0802|23255	115.3846
KIAA0831|22863	530.7834	KIAA0831|22863	785.2071
KIAA0892|23383	1027.4366	KIAA0892|23383	1062.1302
KIAA0895L|653319	99.3248	KIAA0895L|653319	201.4142
KIAA0895|23366	230.3788	KIAA0895|23366	152.071
KIAA0907|22889	1595.8808	KIAA0907|22889	697.0414
KIAA0913|23053	951.5263	KIAA0913|23053	1286.9822
KIAA0922|23240	984.1854	KIAA0922|23240	590.5325
KIAA0947|23379	1093.3431	KIAA0947|23379	1223.0769
KIAA1009|22832	115.6307	KIAA1009|22832	258.5799
KIAA1012|22878	1271.9382	KIAA1012|22878	1056.8047
KIAA1024|23251	24.1265	KIAA1024|23251	18.9349
KIAA1033|23325	1243.9868	KIAA1033|23325	1086.9822
KIAA1045|23349	17.3593	KIAA1045|23349	73.3728
KIAA1107|23285	70.9084	KIAA1107|23285	108.8757
KIAA1109|84162	1941.5962	KIAA1109|84162	2252.071
KIAA1143|57456	906.5097	KIAA1143|57456	1000.5917
KIAA1147|57189	1454.6524	KIAA1147|57189	1279.8817
KIAA1161|57462	173.299	KIAA1161|57462	315.9763
KIAA1191|57179	2282.3097	KIAA1191|57179	2308.8757
KIAA1199|57214	463.6999	KIAA1199|57214	21.3018
lowly_expressed	lowly_expressed	KIAA1210|57481	20.7101
KIAA1211|57482	446.92900000000003	KIAA1211|57482	5.9172
KIAA1217|56243	1503.4939	KIAA1217|56243	3852.071
lowly_expressed	lowly_expressed	KIAA1239|57495	7.6923
KIAA1244|57221	240.6767	KIAA1244|57221	634.3195
KIAA1257|57501	30.5995	KIAA1257|57501	12.425999999999998
KIAA1267|284058	1246.0463	KIAA1267|284058	1194.6746
KIAA1274|27143	251.5631	KIAA1274|27143	414.2012
KIAA1279|26128	587.2747	KIAA1279|26128	786.9822
KIAA1310|55683	1105.4064	KIAA1310|55683	1833.7278
KIAA1324L|222223	127.9882	lowly_expressed	lowly_expressed
KIAA1324|57535	55.6087	KIAA1324|57535	9050.2959
KIAA1328|57536	204.1927	KIAA1328|57536	149.7041
KIAA1370|56204	434.8658	KIAA1370|56204	1155.6213
KIAA1377|57562	38.5436	KIAA1377|57562	321.8935
KIAA1383|54627	12.0633	KIAA1383|54627	91.71600000000001
KIAA1407|57577	134.167	KIAA1407|57577	236.0947
KIAA1429|25962	3662.5229999999997	KIAA1429|25962	1342.6036
KIAA1430|57587	1764.1779999999999	KIAA1430|57587	1300.5917
KIAA1432|57589	1087.0673	KIAA1432|57589	762.6036
KIAA1462|57608	415.1526	KIAA1462|57608	1560.9467
KIAA1467|57613	228.6135	KIAA1467|57613	820.7101
KIAA1468|57614	698.1979	KIAA1468|57614	640.8284
KIAA1522|57648	1197.7933	KIAA1522|57648	3782.8402
KIAA1524|57650	495.1821	KIAA1524|57650	45.5621
KIAA1529|57653	92.9754	KIAA1529|57653	97.0414
KIAA1530|57654	219.7867	KIAA1530|57654	161.5385
KIAA1539|80256	304.8179	KIAA1539|80256	549.7041
KIAA1543|57662	1151.0114	KIAA1543|57662	369.8225
KIAA1549|57670	423.9794	KIAA1549|57670	351.4793
KIAA1586|57691	233.6153	KIAA1586|57691	172.7811
KIAA1598|57698	1209.2681	KIAA1598|57698	1114.2012
KIAA1609|57707	1051.2688	KIAA1609|57707	401.1834
KIAA1614|57710	7.6293	KIAA1614|57710	52.1479
KIAA1632|57724	962.1184	KIAA1632|57724	803.5503
KIAA1644|85352	17.9478	KIAA1644|85352	22.4852
KIAA1671|85379	747.922	KIAA1671|85379	3307.6923
KIAA1683|80726	27.363000000000003	KIAA1683|80726	336.0947
KIAA1704|55425	146.6804	KIAA1704|55425	373.6568
KIAA1712|80817	500.5281	KIAA1712|80817	339.426
KIAA1715|80856	636.9989	KIAA1715|80856	586.3905
KIAA1731|85459	511.9529	KIAA1731|85459	319.5266
KIAA1737|85457	719.9706	KIAA1737|85457	1065.6805
KIAA1755|85449	485.7668	KIAA1755|85449	127.8107
KIAA1797|54914	1153.6594	KIAA1797|54914	772.7811
KIAA1804|84451	579.6249	KIAA1804|84451	86.3905
KIAA1826|84437	75.0276	KIAA1826|84437	395.2663
KIAA1841|84542	668.4811	KIAA1841|84542	160.355
KIAA1875|340390	21.1843	KIAA1875|340390	10.0592
KIAA1908|114796	27.363000000000003	KIAA1908|114796	372.7811
KIAA1919|91749	49.7242	KIAA1919|91749	134.9112
KIAA1949|170954	3148.2163	KIAA1949|170954	1750.2959
KIAA1958|158405	234.7922	KIAA1958|158405	42.6036
KIAA1967|57805	1623.2438	KIAA1967|57805	1986.3905
lowly_expressed	lowly_expressed	KIAA1984|84960	13.3846
KIAA2013|90231	2474.4391	KIAA2013|90231	1174.5562
KIAA2018|205717	655.5351	KIAA2018|205717	757.9882
KIAA2022|340533	285.6933	KIAA2022|340533	55.6213
KIAA2026|158358	1324.6046	KIAA2026|158358	731.3609
KIDINS220|57498	1742.6995	KIDINS220|57498	1977.5148
KIF11|3832	2121.9566	KIF11|3832	61.5385
KIF12|113220	199.1909	KIF12|113220	484.0237
KIF13A|63971	1018.6098	KIF13A|63971	1334.9112
KIF13B|23303	372.4899	KIF13B|23303	1976.8935
KIF14|9928	352.1883	KIF14|9928	7.1006
KIF15|56992	1259.875	KIF15|56992	8.283999999999999
KIF16B|55614	223.3174	KIF16B|55614	983.432
lowly_expressed	lowly_expressed	KIF17|57576	92.3077
KIF18A|81930	228.6135	KIF18A|81930	19.5266
KIF18B|146909	1439.3527	KIF18B|146909	7.6923
KIF19|124602	22.6554	KIF19|124602	13.0178
KIF1A|547	4917.6903	KIF1A|547	20.1183
KIF1B|23095	3031.7028	KIF1B|23095	1604.142
KIF1C|10749	1781.8316	KIF1C|10749	2903.5503
KIF20A|10112	1710.9231	KIF20A|10112	15.3846
KIF20B|9585	747.6278	KIF20B|9585	173.9645
KIF21A|55605	900.331	KIF21A|55605	251.4793
KIF21B|23046	178.0066	KIF21B|23046	172.7811
KIF22|3835	2299.669	KIF22|3835	582.2485
KIF23|9493	1078.3376	KIF23|9493	59.7633
KIF24|347240	377.221	KIF24|347240	66.8639
KIF25|3834	59.1394	KIF25|3834	24.8521
KIF26A|26153	230.0846	KIF26A|26153	301.7751
KIF26B|55083	607.2821	KIF26B|55083	13.0178
KIF27|55582	155.6455	KIF27|55582	71.0059
KIF2A|3796	1021.8463	KIF2A|3796	492.3077
KIF2C|11004	2724.8253	KIF2C|11004	19.5266
KIF3A|11127	446.0463	KIF3A|11127	476.3314
KIF3B|9371	1035.6749	KIF3B|9371	1676.9231
KIF3C|3797	557.8522	KIF3C|3797	242.0118
KIF4A|24137	2721.5888	KIF4A|24137	6.5089
KIF4B|285643	24.715	lowly_expressed	lowly_expressed
KIF5B|3799	9391.9823	KIF5B|3799	5424.8521
KIF5C|3800	501.3608	KIF5C|3800	530.7692
KIF6|221458	5.0018	KIF6|221458	14.2012
KIF7|374654	15.8176	KIF7|374654	109.8284
KIF9|64147	82.6775	KIF9|64147	165.5266
KIFAP3|22920	1566.7525	KIFAP3|22920	936.6864
KIFC1|3833	4429.5697	KIFC1|3833	57.3964
KIFC2|90990	418.9011	KIFC2|90990	157.284
KIFC3|3801	367.48800000000006	KIFC3|3801	433.7278
KILLIN|100144748	26.4803	KILLIN|100144748	22.4852
KIN|22944	316.2928	KIN|22944	242.0118
lowly_expressed	lowly_expressed	KIR2DL1|3802	5.0059
KIR2DL3|3804	15.6057	lowly_expressed	lowly_expressed
KIR2DL4|3805	40.6032	lowly_expressed	lowly_expressed
KIR2DS4|3809	7.0614	KIR2DS4|3809	5.3254
KIR3DL2|3812	15.0055	lowly_expressed	lowly_expressed
KIRREL|55243	365.1342	KIRREL|55243	308.8757
KITLG|4254	132.6958	KITLG|4254	1205.3254
KIT|3815	417.2122	KIT|3815	1695.2663
KLB|152831	31.7764	KLB|152831	578.1065
KLC1|3831	2330.2685	KLC1|3831	1496.9645
KLC2|64837	1127.7676	KLC2|64837	359.1716
KLC3|147700	361.8389	KLC3|147700	57.9882
KLC4|89953	554.9540000000001	KLC4|89953	389.426
KLF10|7071	1384.3325	KLF10|7071	3959.1716
KLF11|8462	2986.3921	KLF11|8462	1355.0296
KLF12|11278	430.4524	KLF12|11278	397.6331
KLF13|51621	1820.9636	KLF13|51621	2590.5325
