gene_id	TCGA-AC-A6IX-01A-12R-A32P-07	gene_id	TCGA-AC-A6IX-06A-11R-A32P-07
KHSRP|8570	1483.5475	KHSRP|8570	2042.8889
KIAA0020|9933	553.4591	KIAA0020|9933	428.0284
KIAA0040|9674	2720.6271	KIAA0040|9674	3720.8635
KIAA0090|23065	900.9206	KIAA0090|23065	752.4923
KIAA0100|9703	4281.5605	KIAA0100|9703	4475.975
KIAA0101|9768	133.8073	KIAA0101|9768	181.5965
KIAA0114|57291	266.1562	KIAA0114|57291	646.9196
KIAA0125|9834	36.0952	KIAA0125|9834	335.9392
KIAA0141|9812	1249.4759	KIAA0141|9812	1297.8556
KIAA0146|23514	858.9919	KIAA0146|23514	719.2139
KIAA0174|9798	2118.6765	KIAA0174|9798	1962.275
KIAA0182|23199	2591.5596	KIAA0182|23199	1878.7922
KIAA0195|9772	1507.5052	KIAA0195|9772	1438.4221
KIAA0196|9897	1030.3527	KIAA0196|9897	1446.7475
KIAA0226|9711	789.3538	KIAA0226|9711	916.5889999999999
KIAA0232|9778	2171.9078	KIAA0232|9778	1986.0862
KIAA0240|23506	802.4793	KIAA0240|23506	1062.3252
KIAA0247|9766	2910.947	KIAA0247|9766	3464.1039
KIAA0284|283638	1623.5529999999999	KIAA0284|283638	1441.0098
KIAA0317|9870	1412.451	KIAA0317|9870	1361.8303
KIAA0319L|79932	3223.0426	KIAA0319L|79932	2889.4786
lowly_expressed	lowly_expressed	KIAA0319|9856	14.0572
KIAA0355|9710	889.2535	KIAA0355|9710	785.7706
KIAA0368|23392	3293.7745	KIAA0368|23392	3285.0893
KIAA0391|9692	656.7678	KIAA0391|9692	739.9527
KIAA0406|9675	649.3483	KIAA0406|9675	633.4361
KIAA0408|9729	89.2972	KIAA0408|9729	21.2293
KIAA0415|9907	523.1975	KIAA0415|9907	502.9047
KIAA0427|9811	1213.7453	KIAA0427|9811	822.7785
KIAA0430|9665	2023.8811	KIAA0430|9665	2280.4275
KIAA0467|23334	1063.4035	KIAA0467|23334	1179.8637
KIAA0494|9813	4415.3678	KIAA0494|9813	4799.2139
KIAA0495|57212	628.2016	KIAA0495|57212	555.4041
KIAA0513|9764	459.7575	KIAA0513|9764	597.0021
KIAA0528|9847	1017.2272	KIAA0528|9847	1401.4201
KIAA0556|23247	954.5165	KIAA0556|23247	960.1951
KIAA0562|9731	570.5952	KIAA0562|9731	549.3796
KIAA0564|23078	670.4949	KIAA0564|23078	900.5236
KIAA0586|9786	288.0321	KIAA0586|9786	300.9395
KIAA0649|9858	1316.9264	KIAA0649|9858	1065.7678
KIAA0652|9776	1876.9483	KIAA0652|9776	1917.5213
KIAA0664P3|100132341	62.3462	KIAA0664P3|100132341	85.4909
KIAA0664|23277	2817.2455	KIAA0664|23277	2606.0389
KIAA0748|9840	29.5324	KIAA0748|9840	201.6783
KIAA0753|9851	585.1791	KIAA0753|9851	557.6992
KIAA0754|643314	80.5761	KIAA0754|643314	84.9172
KIAA0776|23376	1229.7876	KIAA0776|23376	1501.2551
KIAA0802|23255	432.0481	KIAA0802|23255	208.2766
KIAA0831|22863	606.6904	KIAA0831|22863	530.1585
KIAA0892|23383	1689.5452	KIAA0892|23383	1622.6063
KIAA0895L|653319	226.25099999999998	KIAA0895L|653319	124.5069
KIAA0895|23366	142.1931	KIAA0895|23366	290.6118
KIAA0907|22889	1672.0445	KIAA0907|22889	1567.5249
KIAA0913|23053	2175.1891	KIAA0913|23053	2242.2721
KIAA0922|23240	970.5587	KIAA0922|23240	1305.8883
KIAA0947|23379	1182.3899	KIAA0947|23379	1192.2829
KIAA1009|22832	245.7388	KIAA1009|22832	186.4735
KIAA1012|22878	798.1041	KIAA1012|22878	955.3181
KIAA1024|23251	88.2326	KIAA1024|23251	193.6456
KIAA1033|23325	983.6843	KIAA1033|23325	1211.2171
KIAA1045|23349	12.7609	KIAA1045|23349	43.3192
KIAA1107|23285	145.1098	KIAA1107|23285	196.8013
KIAA1109|84162	2233.1601	KIAA1109|84162	2887.4704
KIAA1143|57456	455.3824	KIAA1143|57456	537.9043
KIAA1147|57189	1504.3296	KIAA1147|57189	2798.8238
KIAA1161|57462	534.1354	KIAA1161|57462	644.9114
KIAA1191|57179	2694.3761	KIAA1191|57179	2949.437
KIAA1199|57214	47.0331	KIAA1199|57214	107.294
KIAA1210|57481	5.1044	KIAA1210|57481	11.4753
KIAA1211|57482	180.8404	KIAA1211|57482	225.2026
KIAA1217|56243	2006.0159	KIAA1217|56243	2832.9943
KIAA1239|57495	5.468999999999999	lowly_expressed	lowly_expressed
KIAA1244|57221	1358.126	KIAA1244|57221	3072.2226
KIAA1257|57501	55.1344	KIAA1257|57501	109.4341
KIAA1267|284058	1421.2013	KIAA1267|284058	1415.4773
KIAA1274|27143	527.5727	KIAA1274|27143	634.0099
KIAA1279|26128	849.8769	KIAA1279|26128	868.3927
KIAA1310|55683	1891.8968	KIAA1310|55683	1517.8943
KIAA1324L|222223	523.1975	KIAA1324L|222223	423.1514
KIAA1324|57535	10777.5043	KIAA1324|57535	17299.5768
KIAA1328|57536	82.0345	KIAA1328|57536	83.1959
KIAA1370|56204	1507.2464	KIAA1370|56204	1345.4779999999998
KIAA1377|57562	162.2459	KIAA1377|57562	488.8475
KIAA1383|54627	120.6818	KIAA1383|54627	73.4419
KIAA1407|57577	206.7268	KIAA1407|57577	217.7437
KIAA1409|57578	6.9274	lowly_expressed	lowly_expressed
KIAA1429|25962	1789.8095	KIAA1429|25962	1642.975
KIAA1430|57587	1012.8521	KIAA1430|57587	969.0884
KIAA1432|57589	681.0901	KIAA1432|57589	775.8015
KIAA1462|57608	1308.9053	KIAA1462|57608	576.0597
KIAA1467|57613	799.9271	KIAA1467|57613	1490.9273
KIAA1468|57614	554.9175	KIAA1468|57614	507.4948
KIAA1522|57648	2810.3181	KIAA1522|57648	2639.0303
KIAA1524|57650	170.2671	KIAA1524|57650	120.7775
KIAA1529|57653	211.4666	KIAA1529|57653	312.4148
KIAA1530|57654	168.4441	KIAA1530|57654	177.86700000000002
KIAA1539|80256	572.4182	KIAA1539|80256	452.7003
KIAA1543|57662	702.5795	KIAA1543|57662	1033.9238
KIAA1549|57670	379.9107	KIAA1549|57670	859.4994
KIAA1586|57691	155.6832	KIAA1586|57691	170.4081
KIAA1598|57698	2317.7468	KIAA1598|57698	2279.5668
KIAA1609|57707	340.8987	KIAA1609|57707	289.1774
KIAA1614|57710	49.9535	KIAA1614|57710	38.2615
KIAA1632|57724	692.3708	KIAA1632|57724	718.6402
KIAA1644|85352	42.6579	KIAA1644|85352	18.3605
KIAA1671|85379	1409.1696	KIAA1671|85379	4337.6605
KIAA1683|80726	184.851	KIAA1683|80726	202.5389
KIAA1704|55425	400.7693	KIAA1704|55425	405.1868
KIAA1712|80817	279.1067	KIAA1712|80817	330.2847
KIAA1715|80856	659.1924	KIAA1715|80856	824.4997
KIAA1731|85459	354.7534	KIAA1731|85459	399.0533
KIAA1737|85457	1419.3784	KIAA1737|85457	1367.2811
KIAA1755|85449	392.6716	KIAA1755|85449	314.423
KIAA1797|54914	832.0117	KIAA1797|54914	1003.8012
KIAA1804|84451	176.1006	KIAA1804|84451	186.4735
KIAA1826|84437	247.5618	KIAA1826|84437	228.6452
KIAA1841|84542	190.6845	KIAA1841|84542	321.5951
KIAA1875|340390	9.4795	KIAA1875|340390	10.6146
KIAA1908|114796	297.8762	KIAA1908|114796	327.3327
KIAA1919|91749	79.8469	KIAA1919|91749	64.5485
KIAA1949|170954	1588.5516	KIAA1949|170954	1814.8175
KIAA1958|158405	40.4703	KIAA1958|158405	32.1308
KIAA1967|57805	3477.5317	KIAA1967|57805	2619.2355
KIAA1984|84960	24.9239	KIAA1984|84960	25.1768
KIAA2013|90231	1150.6699	KIAA2013|90231	908.8431
KIAA2018|205717	671.2241	KIAA2018|205717	855.4830000000001
KIAA2022|340533	53.2312	KIAA2022|340533	243.85
KIAA2026|158358	795.1873	KIAA2026|158358	806.1393
KIDINS220|57498	1661.4712	KIDINS220|57498	1673.0976
KIF11|3832	454.6532	KIF11|3832	347.7014
KIF12|113220	248.2909	KIF12|113220	248.1532
KIF13A|63971	911.4939	KIF13A|63971	957.3263
KIF13B|23303	1768.6628	KIF13B|23303	3060.1736
KIF14|9928	125.7862	KIF14|9928	79.4664
KIF15|56992	82.7636	KIF15|56992	74.0156
KIF16B|55614	2757.8161	KIF16B|55614	2043.4627
KIF17|57576	46.6685	KIF17|57576	18.0736
KIF18A|81930	110.8377	KIF18A|81930	50.7782
KIF18B|146909	74.0133	KIF18B|146909	54.7945
KIF19|124602	26.6156	KIF19|124602	10.6146
KIF1A|547	28.4386	KIF1A|547	8.3196
KIF1B|23095	837.4806	KIF1B|23095	991.4653
KIF1C|10749	4521.3745	KIF1C|10749	3746.9698
KIF20A|10112	236.6238	KIF20A|10112	122.2119
KIF20B|9585	331.0546	KIF20B|9585	327.0458
KIF21A|55605	624.191	KIF21A|55605	1277.4869
KIF21B|23046	282.9277	KIF21B|23046	584.0924
KIF22|3835	1283.3835	KIF22|3835	994.3341
KIF23|9493	293.8656	KIF23|9493	157.4984
KIF24|347240	98.0804	KIF24|347240	120.7861
KIF25|3834	5.8336	lowly_expressed	lowly_expressed
KIF26A|26153	238.4468	KIF26A|26153	118.4824
KIF26B|55083	367.1498	KIF26B|55083	84.9172
KIF27|55582	92.2432	KIF27|55582	106.4333
KIF2A|3796	577.8872	KIF2A|3796	800.9754
KIF2C|11004	271.2606	KIF2C|11004	155.7771
KIF3A|11127	542.1566	KIF3A|11127	731.5499
KIF3B|9371	2087.3211	KIF3B|9371	1950.5128
KIF3C|3797	340.5341	KIF3C|3797	221.4731
KIF4A|24137	282.1985	KIF4A|24137	188.1948
KIF5B|3799	3186.5828	KIF5B|3799	6172.8466
KIF5C|3800	249.7493	KIF5C|3800	989.7439999999999
KIF6|221458	17.8653	KIF6|221458	23.5243
KIF7|374654	178.4341	KIF7|374654	74.4316
KIF9|64147	50.8431	KIF9|64147	52.4708
KIFAP3|22920	1365.7825	KIFAP3|22920	1111.0952
KIFC1|3833	401.7865	KIFC1|3833	246.145
KIFC2|90990	260.1586	KIFC2|90990	248.8589
KIFC3|3801	481.6334	KIFC3|3801	147.7444
KILLIN|100144748	24.0634	KILLIN|100144748	26.3932
KIN|22944	184.4864	KIN|22944	250.7351
lowly_expressed	lowly_expressed	KIRREL2|84063	12.6228
KIRREL|55243	370.0665	KIRREL|55243	206.2684
KISS1|3814	5.1044	KISS1|3814	6.0245
KITLG|4254	828.3657	KITLG|4254	948.4329
KIT|3815	273.4482	KIT|3815	267.9481
KLB|152831	422.9332	KLB|152831	59.3846
KLC1|3831	1769.1332	KLC1|3831	1814.5306
KLC2|64837	725.5492	KLC2|64837	932.9413
KLC3|147700	93.275	KLC3|147700	38.3189
KLC4|89953	458.5471	KLC4|89953	595.7168
KLF10|7071	1783.2467	KLF10|7071	689.0913
KLF11|8462	537.0522	KLF11|8462	450.6921
KLF12|11278	364.5976	KLF12|11278	413.3974
KLF13|51621	1899.918	KLF13|51621	2441.0815
KLF14|136259	9.8441	lowly_expressed	lowly_expressed
KLF15|28999	99.5351	KLF15|28999	36.4341
KLF16|83855	371.1603	KLF16|83855	349.9964
KLF2|10365	694.923	KLF2|10365	533.0273
KLF3|51274	1226.5062	KLF3|51274	1766.6212
KLF4|9314	779.5096	KLF4|9314	1088.4315
KLF5|688	469.6017	KLF5|688	955.8918
KLF6|1316	3640.8714	KLF6|1316	2106.5768
KLF7|8609	103.1811	KLF7|8609	97.2531
KLF8|11279	420.7456	KLF8|11279	536.183
KLF9|687	1042.0199	KLF9|687	1033.9238
KLHDC10|23008	759.8213	KLHDC10|23008	984.5801
KLHDC1|122773	80.9407	KLHDC1|122773	86.3516
KLHDC2|23588	1060.6143	KLHDC2|23588	1090.1528
KLHDC3|116138	2103.728	KLHDC3|116138	1551.4595
KLHDC4|54758	150.5168	KLHDC4|54758	174.9494
KLHDC5|57542	876.128	KLHDC5|57542	974.5392
KLHDC7A|127707	129.7967	KLHDC7A|127707	127.0889
KLHDC7B|113730	35.366	KLHDC7B|113730	58.8109
KLHDC8A|55220	13.4901	lowly_expressed	lowly_expressed
KLHDC8B|200942	557.1051	KLHDC8B|200942	304.3821
KLHDC9|126823	102.8165	KLHDC9|126823	139.4248
KLHL11|55175	28.074	KLHL11|55175	45.6143
KLHL12|59349	1300.8841	KLHL12|59349	1133.472
KLHL13|90293	109.0147	KLHL13|90293	107.8677
KLHL14|57565	24.7926	KLHL14|57565	60.5322
KLHL15|80311	192.5075	KLHL15|80311	228.6452
KLHL17|339451	123.5986	KLHL17|339451	70.8599
KLHL18|23276	324.1272	KLHL18|23276	299.79200000000003
KLHL20|27252	576.4288	KLHL20|27252	493.1507
KLHL21|9903	709.1423	KLHL21|9903	432.3316
KLHL22|84861	756.54	KLHL22|84861	788.9263
KLHL23|151230	78.3739	KLHL23|151230	84.1368
KLHL24|54800	1105.8244	KLHL24|54800	999.7848
KLHL25|64410	336.8882	KLHL25|64410	451.5528
KLHL26|55295	343.0863	KLHL26|55295	284.5872
KLHL28|54813	476.1644	KLHL28|54813	486.5524
KLHL29|114818	117.765	KLHL29|114818	82.3352
KLHL2|11275	383.1921	KLHL2|11275	386.1436
KLHL30|377007	22.605	KLHL30|377007	5.4508
KLHL31|401265	166.6211	KLHL31|401265	77.725
KLHL32|114792	7.6565	KLHL32|114792	12.0491
lowly_expressed	lowly_expressed	KLHL33|123103	5.7376
KLHL35|283212	78.0239	KLHL35|283212	41.0242
KLHL36|79786	214.3834	KLHL36|79786	258.1941
KLHL38|340359	29.897	KLHL38|340359	81.4746
KLHL3|26249	106.8271	KLHL3|26249	84.9172
KLHL4|56062	40.1057	KLHL4|56062	17.4998
KLHL5|51088	549.8131	KLHL5|51088	695.1158
KLHL6|89857	158.5999	KLHL6|89857	502.04400000000004
KLHL7|55975	427.3084	KLHL7|55975	224.342
KLHL8|57563	359.4932	KLHL8|57563	441.5119
KLHL9|55958	1535.3204	KLHL9|55958	1680.2697
KLK10|5655	8.3857	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	KLK11|11012	7.4589
lowly_expressed	lowly_expressed	KLK3|354	6.5983
KLK4|9622	30.9908	lowly_expressed	lowly_expressed
KLK5|25818	16.7715	lowly_expressed	lowly_expressed
KLK6|5653	9.4795	lowly_expressed	lowly_expressed
KLK7|5650	20.0529	lowly_expressed	lowly_expressed
KLRA1|10748	41.1995	KLRA1|10748	41.5979
KLRAQ1|129285	533.4063	KLRAQ1|129285	583.8055
KLRB1|3820	24.7926	KLRB1|3820	101.8432
lowly_expressed	lowly_expressed	KLRC1|3821	6.5983
KLRD1|3824	8.0211	KLRD1|3824	23.8112
lowly_expressed	lowly_expressed	KLRF1|51348	9.1802
KLRG1|10219	56.5126	KLRG1|10219	65.9829
KLRG2|346689	5.1044	KLRG2|346689	65.4092
KLRK1|22914	52.5021	KLRK1|22914	198.9529
KL|9365	64.8984	KL|9365	42.7455
KMO|8564	322.822	KMO|8564	746.6628
KNDC1|85442	258.1351	KNDC1|85442	288.0298
KNTC1|9735	371.8093	KNTC1|9735	502.7096
KPNA1|3836	1738.0366	KPNA1|3836	1714.9824
KPNA2|3838	1592.9268	KPNA2|3838	1247.6512
KPNA3|3839	1028.5298	KPNA3|3839	1076.0955
KPNA4|3840	1868.9272	KPNA4|3840	1931.2917
KPNA5|3841	63.8046	KPNA5|3841	84.0565
KPNA6|23633	1363.2303	KPNA6|23633	1200.3156
KPNB1|3837	4942.1201	KPNB1|3837	4585.2399
KPTN|11133	243.9158	KPTN|11133	201.3914
KRAS|3845	1216.6621	KRAS|3845	1168.4716
KRBA1|84626	256.6767	KRBA1|84626	376.1027
KRBA2|124751	68.5443	KRBA2|124751	67.1305
KRCC1|51315	1508.3402	KRCC1|51315	1721.007
KREMEN1|83999	423.6624	KREMEN1|83999	646.059
KREMEN2|79412	9.4795	KREMEN2|79412	5.1639
KRI1|65095	529.9134	KRI1|65095	640.9295
KRIT1|889	717.528	KRIT1|889	707.4518
KRR1|11103	785.1791	KRR1|11103	912.0505
KRT10|3858	365.3268	KRT10|3858	301.2264
KRT14|3861	362.7746	lowly_expressed	lowly_expressed
KRT15|3866	549.4485	KRT15|3866	142.0067
KRT16|3868	589.5543	KRT16|3868	9.4671
KRT17|3872	628.2016	lowly_expressed	lowly_expressed
KRT18|3875	16585.7479	KRT18|3875	7635.189
KRT19|3880	20251.5723	KRT19|3880	8441.5119
KRT222|125113	61.9816	KRT222|125113	70.2862
KRT23|25984	52.5021	KRT23|25984	209.1372
KRT2|3849	5.468999999999999	KRT2|3849	69.4255
KRT5|3852	623.4619	KRT5|3852	7.4589
KRT6B|3854	98.0767	lowly_expressed	lowly_expressed
KRT79|338785	25.1572	lowly_expressed	lowly_expressed
KRT7|3855	3838.4833	KRT7|3855	6252.8868
KRT80|144501	862.6379	KRT80|144501	814.4589
KRT81|3887	100.2643	KRT81|3887	286.0217
KRT86|3892	57.2418	KRT86|3892	77.1713
KRT8|3856	26813.0307	KRT8|3856	8627.0214
KRTAP5-1|387264	8.3857	KRTAP5-1|387264	9.4671
KRTAP5-2|440021	6.0815	KRTAP5-2|440021	6.1565
KRTAP5-9|3846	10.2087	KRTAP5-9|3846	6.8852
KRTCAP2|200185	1827.7276	KRTCAP2|200185	1528.2220000000002
KRTCAP3|200634	191.4137	KRTCAP3|200634	337.0867
KSR1|8844	424.7562	KSR1|8844	475.6509
KSR2|283455	110.1085	KSR2|283455	146.8837
KTELC1|56983	271.2606	KTELC1|56983	222.3338
KTI12|112970	226.7797	KTI12|112970	187.3341
KTN1|3895	5267.7058	KTN1|3895	4442.0856
KYNU|8942	156.0478	KYNU|8942	352.8652
KY|339855	9.4795	KY|339855	7.7458
L1CAM|3897	28.8032	L1CAM|3897	45.6143
L1TD1|54596	68.9089	L1TD1|54596	14.3441
L2HGDH|79944	264.6978	L2HGDH|79944	316.7181
L3MBTL2|83746	776.5564	L3MBTL2|83746	918.7607
L3MBTL3|84456	297.5116	L3MBTL3|84456	302.374
L3MBTL4|91133	72.9195	L3MBTL4|91133	88.0729
L3MBTL|26013	143.2868	L3MBTL|26013	128.8102
LACE1|246269	48.1269	LACE1|246269	59.0978
lowly_expressed	lowly_expressed	LACRT|90070	15.7785
LACTB2|51110	219.1231	LACTB2|51110	218.0306
LACTB|114294	406.5263	LACTB|114294	317.0049
LAD1|3898	1698.6601	LAD1|3898	3702.5029999999997
LAG3|3902	50.3145	LAG3|3902	77.1713
LAGE3|8270	615.8053	LAGE3|8270	655.813
LAIR1|3903	746.6958	LAIR1|3903	608.1905
LAMA1|284217	72.5549	LAMA1|284217	10.0409
LAMA2|3908	1519.639	LAMA2|3908	541.0543
LAMA3|3909	317.1999	LAMA3|3909	676.7554
LAMA4|3910	3611.3390000000004	LAMA4|3910	1456.2146
LAMA5|3911	4084.5866	LAMA5|3911	5035.0714
LAMB1|3912	6881.05	LAMB1|3912	1343.7567
LAMB2L|22973	18.2299	LAMB2L|22973	23.2375
LAMB2|3913	5953.1492	LAMB2|3913	4811.0163
LAMB3|3914	828.3657	LAMB3|3914	1602.5246
LAMC1|3915	5062.0727	LAMC1|3915	3160.5824
LAMC2|3918	578.2518	LAMC2|3918	845.4422
LAMC3|10319	55.0542	LAMC3|10319	8.6065
LAMP1|3916	8157.5062	LAMP1|3916	8652.3704
LAMP2|3920	4423.6624	LAMP2|3920	10143.5846
LAMP3|27074	154.2248	LAMP3|27074	348.8489
LANCL1|10314	1654.9084	LANCL1|10314	1759.1623
LANCL2|55915	727.3722	LANCL2|55915	545.6501
LAP3|51056	2646.6138	LAP3|51056	2821.7744
LAPTM4A|9741	8145.1098	LAPTM4A|9741	7493.079000000001
LAPTM4B|55353	1556.467	LAPTM4B|55353	1898.5871
LAPTM5|7805	3382.3717	LAPTM5|7805	6737.1441
LARGE|9215	438.2463	LARGE|9215	489.1343
LARP1B|55132	388.661	LARP1B|55132	400.4877
LARP1|23367	4455.747	LARP1|23367	4697.6978
LARP4B|23185	1038.3739	LARP4B|23185	1658.1797
LARP4|113251	1183.4837	LARP4|113251	1035.932
LARP6|55323	255.5829	LARP6|55323	135.4084
LARP7|51574	1118.95	LARP7|51574	861.5076
LARS2|23395	586.6375	LARS2|23395	467.0444
LARS|51520	2147.8443	LARS|51520	2416.6966
LAS1L|81887	1141.555	LAS1L|81887	1060.8908
LASP1|3927	4428.7667	LASP1|3927	4438.643
LASS1|10715	15.5282	lowly_expressed	lowly_expressed
LASS2|29956	18886.1544	LASS2|29956	24843.1471
LASS4|79603	706.5901	LASS4|79603	1104.21
LASS5|91012	929.7238	LASS5|91012	707.1649
LASS6|253782	1275.4863	LASS6|253782	1789.4485
LAT2|7462	295.324	LAT2|7462	667.862
LATS1|9113	429.8605	LATS1|9113	546.2239
LATS2|26524	561.1157	LATS2|26524	374.3814
LAT|27040	141.4784	LAT|27040	360.1893
LAX1|54900	56.8772	LAX1|54900	175.8589
LAYN|143903	178.2882	LAYN|143903	91.5155
LBH|81606	1043.4783	LBH|81606	1373.5925
LBP|3929	70.0027	lowly_expressed	lowly_expressed
LBR|3930	623.8265	LBR|3930	805.2786
LBX2|85474	14.8646	LBX2|85474	14.0572
LBXCOR1|390598	8.3857	lowly_expressed	lowly_expressed
LCA5L|150082	79.4823	LCA5L|150082	68.8518
LCA5|167691	240.2698	LCA5|167691	202.8258
LCAT|3931	74.655	LCAT|3931	51.1913
LCK|3932	175.736	LCK|3932	688.8044
LCLAT1|253558	367.1498	LCLAT1|253558	376.3896
LCMT1|51451	683.6205	LCMT1|51451	562.8631
LCMT2|9836	329.2316	LCMT2|9836	245.5713
LCN10|414332	9.4795	LCN10|414332	72.2943
LCN12|286256	14.2193	lowly_expressed	lowly_expressed
LCN2|3934	277.8234	LCN2|3934	795.2378
lowly_expressed	lowly_expressed	LCNL1|401562	7.7458
LCORL|254251	76.3941	LCORL|254251	47.8491
LCOR|84458	97.7851	LCOR|84458	123.2504
LCP1|3936	2669.5834	LCP1|3936	6291.9027
LCP2|3937	394.4946	LCP2|3937	675.3209
LDB1|8861	2087.6857	LDB1|8861	1575.8445
LDB2|9079	526.8435	LDB2|9079	422.2908
LDB3|11155	51.4083	LDB3|11155	45.6143
LDHA|3939	8502.7801	LDHA|3939	7751.273
LDHB|3945	2918.239	LDHB|3945	2161.9451
LDHD|197257	154.954	LDHD|197257	34.4259
lowly_expressed	lowly_expressed	LDLRAD1|388633	13.4835
LDLRAD2|401944	216.5637	LDLRAD2|401944	152.1337
LDLRAD3|143458	564.3969999999999	LDLRAD3|143458	676.7554
LDLRAP1|26119	663.9322	LDLRAP1|26119	1040.809
LDLR|3949	433.5065	LDLR|3949	405.6516
LDOC1L|84247	963.9960000000001	LDOC1L|84247	1528.2220000000002
LDOC1|23641	644.9731	LDOC1|23641	628.846
lowly_expressed	lowly_expressed	LEAP2|116842	6.0245
LEF1|51176	326.3148	LEF1|51176	393.0288
lowly_expressed	lowly_expressed	LEFTY1|10637	23.8112
LEFTY2|7044	25.5218	LEFTY2|7044	6.3114
LEKR1|389170	16.0423	LEKR1|389170	20.0818
LEMD2|221496	1113.481	LEMD2|221496	850.0323
LEMD3|23592	729.5597	LEMD3|23592	837.9832
LENG1|79165	187.7678	LENG1|79165	144.0149
LENG8|114823	3228.1105	LENG8|114823	3629.0698
LENG9|94059	129.10399999999998	LENG9|94059	146.8751
LEO1|123169	1170.3582	LEO1|123169	1208.6352
LEPRE1|64175	1327.1352	LEPRE1|64175	626.5509999999999
LEPREL1|55214	136.3595	LEPREL1|55214	160.6541
LEPREL2|10536	731.0181	LEPREL2|10536	309.8329
LEPROTL1|23484	1009.2061	LEPROTL1|23484	969.3753
LEPROT|54741	693.5594	LEPROT|54741	786.8665
LEPR|3953	356.4816	LEPR|3953	530.497
LEP|3952	1176.5564	LEP|3952	255.3253
LETM1|3954	1772.3088	LETM1|3954	1369.5761
LETM2|137994	27.3448	LETM2|137994	28.6882
LETMD1|25875	837.4806	LETMD1|25875	890.4827
LFNG|3955	910.4001	LFNG|3955	1628.6309
LGALS12|85329	568.7722	LGALS12|85329	58.523999999999994
LGALS1|3956	6057.7887	LGALS1|3956	1602.5246
LGALS2|3957	38.2827	LGALS2|3957	80.0402
LGALS3BP|3959	12786.8016	LGALS3BP|3959	11325.5397
LGALS3|3958	2962.7199	LGALS3|3958	2771.8568
LGALS4|3960	6.1982	lowly_expressed	lowly_expressed
LGALS8|3964	1489.3118	LGALS8|3964	1721.7127
LGALS9C|654346	18.5945	LGALS9C|654346	24.385
LGALS9|3965	1629.0220000000002	LGALS9|3965	1896.8658
LGI2|55203	101.3581	LGI2|55203	80.0402
LGI3|203190	9.4795	LGI3|203190	7.4589
LGI4|163175	144.016	LGI4|163175	93.5236
LGMN|5641	2254.6714	LGMN|5641	2087.6425
LGR4|55366	666.8489999999999	LGR4|55366	281.4315
LGR5|8549	6.1982	lowly_expressed	lowly_expressed
LGR6|59352	103.1811	LGR6|59352	34.139
LGTN|1939	809.4066	LGTN|1939	1280.3557
LHCGR|3973	9.4795	lowly_expressed	lowly_expressed
LHFPL1|340596	6.9274	LHFPL1|340596	15.4916
LHFPL2|10184	1579.8013	LHFPL2|10184	1294.6998
LHFP|10186	1694.6495	LHFP|10186	1706.376
LHPP|64077	276.0004	LHPP|64077	332.2097
LHX1|3975	7.292000000000001	lowly_expressed	lowly_expressed
LHX2|9355	7.6565	LHX2|9355	9.1802
LHX4|89884	7.7258	LHX4|89884	13.1478
LHX6|26468	270.89599999999996	LHX6|26468	199.957
LIAS|11019	168.8087	LIAS|11019	213.1536
LIFR|3977	488.5608	LIFR|3977	1255.397
LIF|3976	180.4758	LIF|3976	95.2191
LIG1|3978	813.4172	LIG1|3978	831.9587
LIG3|3980	582.9915	LIG3|3980	589.83
LIG4|3981	329.5962	LIG4|3981	414.5449
LILRA1|11024	14.2193	LILRA1|11024	10.9015
LILRA2|11027	57.2418	LILRA2|11027	69.9993
LILRA4|23547	27.3448	LILRA4|23547	40.7373
LILRA5|353514	11.3025	LILRA5|353514	7.7458
LILRA6|79168	39.6646	LILRA6|79168	26.4477
LILRB1|10859	307.3558	LILRB1|10859	351.7177
LILRB2|10288	125.7862	LILRB2|10288	122.4987
LILRB3|11025	34.3487	LILRB3|11025	16.5847
LILRB4|11006	527.2081	LILRB4|11006	414.8318
LILRB5|10990	81.3053	LILRB5|10990	25.2456
LIMA1|51474	3919.7885	LIMA1|51474	3694.4703
LIMCH1|22998	1711.0564	LIMCH1|22998	2223.3379
LIMD1|8994	613.7636	LIMD1|8994	1152.28
LIMD2|80774	297.1361	LIMD2|80774	1007.2294
LIME1|54923	81.6152	LIME1|54923	139.7719
LIMK1|3984	1419.3784	LIMK1|3984	1025.3174
LIMK2|3985	1608.6045	LIMK2|3985	2781.0371
LIMS1|3987	320.1167	LIMS1|3987	377.5371
LIMS2|55679	514.4472	LIMS2|55679	360.3242
LIMS3-LOC440895|100271835	28.6902	LIMS3-LOC440895|100271835	16.533
LIMS3|96626	13.6031	lowly_expressed	lowly_expressed
LIN37|55957	185.7953	LIN37|55957	147.0301
LIN52|91750	191.0491	LIN52|91750	183.6047
LIN54|132660	330.69	LIN54|132660	368.9306
LIN7A|8825	40.1057	LIN7A|8825	23.8112
LIN7B|64130	59.0648	LIN7B|64130	48.77
LIN7C|55327	709.8715	LIN7C|55327	707.1649
LIN9|286826	165.8919	LIN9|286826	193.9324
LINGO1|84894	280.7401	LINGO1|84894	199.0963
lowly_expressed	lowly_expressed	LINGO3|645191	19.5281
LINGO4|339398	19.6883	LINGO4|339398	124.5069
LINS1|55180	333.9714	LINS1|55180	244.7106
