gene_id	TCGA-E2-A1LS-01A-12R-A157-07	gene_id	TCGA-E2-A1LS-11A-32R-A157-07
MAPRE2|10982	5305.3053	MAPRE2|10982	1275.2048
MAPRE3|22924	575.5756	MAPRE3|22924	621.1111
MAPT|4137	118.6186	MAPT|4137	1125.8565
MARCH1|55016	35.035	MARCH1|55016	6.3001
MARCH2|51257	334.8348	MARCH2|51257	1303.7404
MARCH3|115123	549.049	MARCH3|115123	284.9848
MARCH5|54708	1070.0701	MARCH5|54708	1331.1641
MARCH6|10299	933.9339	MARCH6|10299	2898.395
MARCH7|64844	1807.8078	MARCH7|64844	1989.3344
MARCH8|220972	115.1151	MARCH8|220972	551.4399
MARCH9|92979	201.7017	MARCH9|92979	125.2599
MARCKSL1|65108	10059.5596	MARCKSL1|65108	464.351
MARCKS|4082	4076.5766	MARCKS|4082	2259.1249
lowly_expressed	lowly_expressed	MARCO|8685	38.5415
MARK1|4139	216.7167	MARK1|4139	1076.1973
MARK2|2011	799.7998	MARK2|2011	531.428
MARK3|4140	741.7417	MARK3|4140	1364.5174
MARK4|57787	677.6777	MARK4|57787	579.9755
MARS2|92935	415.4154	MARS2|92935	73.0065
MARS|4141	1329.5345	MARS|4141	1091.2285
MARVELD1|83742	566.4314	MARVELD1|83742	591.4675
MARVELD2|153562	309.3093	MARVELD2|153562	13.3413
MARVELD3|91862	609.5345	MARVELD3|91862	7.4859
lowly_expressed	lowly_expressed	MASP1|5648	302.4025
MASP2|10747	39.039	MASP2|10747	25.2002
MAST2|23139	636.1361	MAST2|23139	841.613
MAST3|23031	176.1762	MAST3|23031	598.505
MAST4|375449	41.5415	MAST4|375449	2303.5958
MASTL|84930	418.9189	MASTL|84930	285.7259
MAT1A|4143	26.5265	lowly_expressed	lowly_expressed
MAT2A|4144	2881.3814	MAT2A|4144	2952.5013
MAT2B|27430	760.7608	MAT2B|27430	1813.6741
lowly_expressed	lowly_expressed	MATK|4145	6.3001
MATN1|4146	5.045	lowly_expressed	lowly_expressed
MATN2|4147	121.1211	MATN2|4147	3127.4204
MATN3|4148	79.5796	MATN3|4148	14.0825
MATN4|8785	91.0911	MATN4|8785	17.7884
MATR3|9782	4536.7467	MATR3|9782	6859.2753
MAVS|57506	3170.1702	MAVS|57506	4455.9904
MAX|4149	1448.9489	MAX|4149	1144.3861
MAZ|4150	3169.995	MAZ|4150	1547.0892
MBD1|4152	1396.8969	MBD1|4152	943.5256
MBD2|8932	2707.7077	MBD2|8932	3051.0786
MBD3|53615	223.2232	MBD3|53615	897.2017
MBD4|8930	954.4545	MBD4|8930	668.9174
MBD5|55777	326.8268	MBD5|55777	518.4573
MBD6|114785	1320.3203	MBD6|114785	1030.6146
MBIP|51562	315.3153	MBIP|51562	496.963
lowly_expressed	lowly_expressed	MBL1P|8512	5.9295
MBLAC1|255374	31.5315	MBLAC1|255374	17.7884
MBLAC2|153364	336.8368	MBLAC2|153364	200.1193
MBNL1|4154	3468.7638	MBNL1|4154	8108.3276
MBNL2|10150	4003.5035	MBNL2|10150	3333.0986
MBNL3|55796	36.036	MBNL3|55796	206.79
MBOAT1|154141	1125.1251	MBOAT1|154141	315.3732
MBOAT2|129642	1199.6997	MBOAT2|129642	118.5892
MBOAT7|79143	2121.6216	MBOAT7|79143	363.1795
MBP|4155	1996.997	MBP|4155	619.2582
MBTD1|54799	781.7818	MBTD1|54799	849.7660000000001
MBTPS1|8720	7018.018	MBTPS1|8720	3795.9672
MBTPS2|51360	835.8358	MBTPS2|51360	888.0332
MB|4151	1126.1261	MB|4151	24.8296
MC1R|4157	42.5526	MC1R|4157	22.3985
MC4R|4160	5.005	lowly_expressed	lowly_expressed
MCAM|4162	708.2082	MCAM|4162	27505.6608
MCART1|92014	225.2252	MCART1|92014	567.746
MCART2|147407	8.008	MCART2|147407	21.4943
MCART6|401612	14.5145	lowly_expressed	lowly_expressed
MCAT|27349	613.1131	MCAT|27349	215.3136
MCCC1|56922	643.6436	MCCC1|56922	2469.2502
MCCC2|64087	1574.5746	MCCC2|64087	2068.6409
MCC|4163	114.1141	MCC|4163	1386.7528
MCEE|84693	566.5666	MCEE|84693	305.7379
MCF2L2|23101	6.5065	lowly_expressed	lowly_expressed
MCF2L|23263	613.6136	MCF2L|23263	714.5001
MCFD2|90411	2867.3674	MCFD2|90411	3236.3743
MCL1|4170	12567.5676	MCL1|4170	18823.076
MCM10|55388	71.0711	lowly_expressed	lowly_expressed
MCM2|4171	608.6086	MCM2|4171	229.7666
MCM3APAS|114044	55.7708	MCM3APAS|114044	15.1201
MCM3AP|8888	2178.4635	MCM3AP|8888	2262.1637
MCM3|4172	1428.9289	MCM3|4172	1216.2808
MCM4|4173	1160.1602	MCM4|4173	302.4025
MCM5|4174	712.2122	MCM5|4174	444.339
MCM6|4175	853.3534	MCM6|4175	772.3124
MCM7|4176	1414.039	MCM7|4176	1296.8177
MCM8|84515	205.2052	MCM8|84515	213.4606
MCM9|254394	142.6426	MCM9|254394	39.2827
MCOLN1|57192	437.9379	MCOLN1|57192	425.0683
MCOLN2|255231	55.0551	MCOLN2|255231	5.5589
MCOLN3|55283	41.5415	MCOLN3|55283	261.6375
MCPH1|79648	431.2913	MCPH1|79648	490.3109
MCRS1|10445	683.1832	MCRS1|10445	647.4231
MCTP1|79772	97.0971	MCTP1|79772	226.4313
MCTP2|55784	431.9319	MCTP2|55784	28.9061
MCTS1|28985	1282.2823	MCTS1|28985	773.0536
MDC1|9656	565.5656	MDC1|9656	731.1767
MDFIC|29969	1481.4815	MDFIC|29969	5532.5583
MDFI|4188	2411.4114	MDFI|4188	1867.4098
MDGA1|266727	6.006	MDGA1|266727	154.166
MDGA2|161357	148.6486	lowly_expressed	lowly_expressed
MDH1B|130752	70.5706	MDH1B|130752	6.6706
MDH1|4190	5757.2573	MDH1|4190	6916.3464
MDH2|4191	3102.6026	MDH2|4191	3478.741
MDK|4192	8591.5916	MDK|4192	426.9212
MDM1|56890	285.7858	MDM1|56890	267.1964
MDM2|4193	2003.5035	MDM2|4193	1480.1419
MDM4|4194	1183.1832	MDM4|4194	711.1648
MDN1|23195	903.9039	MDN1|23195	1462.7241
MDP1|145553	89.1241	MDP1|145553	146.5763
ME1|4199	531.5315	ME1|4199	6317.1002
ME2|4200	1408.9089	ME2|4200	833.46
ME3|10873	195.6957	ME3|10873	775.6477
MEA1|4201	918.9189	MEA1|4201	910.543
MEAF6|64769	940.4404	MEAF6|64769	951.6786
MECOM|2122	84.5846	MECOM|2122	760.0829
MECP2|4204	1005.005	MECP2|4204	1770.3149
MECR|51102	508.00800000000004	MECR|51102	613.3287
MED10|84246	372.3724	MED10|84246	529.9456
MED11|400569	123.6236	MED11|400569	240.1432
MED12L|116931	5.005	lowly_expressed	lowly_expressed
MED12|9968	1472.4725	MED12|9968	1694.3437
MED13L|23389	1918.4184	MED13L|23389	3908.627
MED13|9969	906.4064	MED13|9969	2817.2355
MED14|9282	1583.0831	MED14|9282	1096.2092
MED15|51586	1206.2062	MED15|51586	1499.0420000000001
MED16|10025	447.4474	MED16|10025	399.1269
MED17|9440	495.996	MED17|9440	393.56800000000004
MED18|54797	212.7127	MED18|54797	243.8491
MED19|219541	4718.7187	MED19|219541	271.2729
MED1|5469	751.2513	MED1|5469	1804.7799
MED20|9477	1001.0010000000001	MED20|9477	343.9088
MED21|9412	441.4414	MED21|9412	462.49800000000005
MED22|6837	223.2232	MED22|6837	470.2804
MED23|9439	1230.2302	MED23|9439	764.1594
MED24|9862	482.983	MED24|9862	869.7779
MED25|81857	707.7077	MED25|81857	475.8393
MED26|9441	378.3784	MED26|9441	232.7314
MED27|9442	399.3994	MED27|9442	205.6782
MED28|80306	376.8769	MED28|80306	508.0807
MED29|55588	955.956	MED29|55588	1136.2331
MED30|90390	322.8228	MED30|90390	163.4308
MED31|51003	97.98299999999999	MED31|51003	96.0276
MED4|29079	1677.6777	MED4|29079	1110.6623
MED6|10001	292.2923	MED6|10001	324.638
MED7|9443	160.6607	MED7|9443	275.3494
MED8|112950	1036.036	MED8|112950	715.9825
MED9|55090	359.8599	MED9|55090	396.5327
MEF2A|4205	2240.996	MEF2A|4205	2321.9735
lowly_expressed	lowly_expressed	MEF2B|100271849	32.9048
MEF2C|4208	505.5055	MEF2C|4208	1626.896
MEF2D|4209	1491.9920000000002	MEF2D|4209	1920.775
lowly_expressed	lowly_expressed	MEG3|55384	141.5659
MEGF10|84466	22.022	MEGF10|84466	5.5589
MEGF6|1953	32.5325	MEGF6|1953	243.1079
MEGF8|1954	395.8959	MEGF8|1954	2010.8287
MEGF9|1955	932.4324	MEGF9|1955	2004.158
MEI1|150365	5.005	lowly_expressed	lowly_expressed
MEIS1|4211	17.5175	MEIS1|4211	365.0325
MEIS2|4212	40.5405	MEIS2|4212	472.504
MEIS3P1|4213	269.2693	MEIS3P1|4213	848.6542
MEIS3|56917	326.8268	MEIS3|56917	72.2653
MELK|9833	209.7097	lowly_expressed	lowly_expressed
MEMO1|51072	667.007	MEMO1|51072	339.3876
MEN1|4221	386.8869	MEN1|4221	451.0097
MEOX1|4222	29.5295	MEOX1|4222	967.6139999999999
MEOX2|4223	43.043	MEOX2|4223	1143.6449
MEPCE|56257	2562.0621	MEPCE|56257	1137.3449
MERTK|10461	42.5425	MERTK|10461	107.4715
MESDC1|59274	762.7628	MESDC1|59274	529.575
MESDC2|23184	1382.3824	MESDC2|23184	1100.2857
MESP1|55897	41.5415	MESP1|55897	214.5724
lowly_expressed	lowly_expressed	MESP2|145873	15.9354
lowly_expressed	lowly_expressed	MESTIT1|317751	115.6245
MEST|4232	1008.008	MEST|4232	6265.9586
METAP1|23173	2201.7017	METAP1|23173	743.4063
METAP2|10988	2242.2422	METAP2|10988	2311.3783
METRNL|284207	27.5275	METRNL|284207	239.40200000000002
METRN|79006	25.025	METRN|79006	54.8475
METT10D|79066	418.4184	METT10D|79066	875.3368
METT11D1|64745	259.2593	METT11D1|64745	444.7096
METT5D1|196074	716.2162	METT5D1|196074	302.7731
METTL10|399818	255.9159	METTL10|399818	316.1922
METTL11A|28989	145.8158	METTL11A|28989	275.5754
METTL12|751071	16.5165	METTL12|751071	54.3583
METTL13|51603	634.6346	METTL13|51603	783.0595
METTL14|57721	359.3594	METTL14|57721	422.1036
METTL1|4234	586.0861	METTL1|4234	157.5013
METTL2A|339175	191.1912	METTL2A|339175	448.0449
METTL2B|55798	298.7988	METTL2B|55798	483.9923
METTL3|56339	403.048	METTL3|56339	525.1576
METTL4|64863	369.3694	METTL4|64863	279.4259
METTL5|29081	1024.5896	METTL5|29081	794.47
METTL6|131965	342.8428	METTL6|131965	239.40200000000002
METTL7A|25840	12767.2673	METTL7A|25840	7540.0517
METTL7B|196410	24.5245	METTL7B|196410	31.8709
METTL8|79828	599.5996	METTL8|79828	417.6565
METTL9|51108	3417.4174	METTL9|51108	2371.4141
MET|4233	1356.8569	MET|4233	2171.2947
MEX3A|92312	2824.8248	MEX3A|92312	67.4476
MEX3B|84206	69.5696	MEX3B|84206	43.7298
MEX3C|51320	4218.7187	MEX3C|51320	1085.8327
MEX3D|399664	367.3674	MEX3D|399664	189.7428
MFAP1|4236	539.5395	MFAP1|4236	738.9592
MFAP2|4237	2492.4925	MFAP2|4237	166.0249
MFAP3L|9848	1708.2082	MFAP3L|9848	223.8372
MFAP3|4238	661.6617	MFAP3|4238	1344.876
MFAP4|4239	339.8398	MFAP4|4239	7109.7951
MFAP5|8076	622.1221	MFAP5|8076	3752.6079999999997
MFF|56947	2560.5606	MFF|56947	1343.0231
MFGE8|4240	24433.4334	MFGE8|4240	3714.4371
MFHAS1|9258	40.04	MFHAS1|9258	161.5778
MFI2|4241	1368.3684	MFI2|4241	96.3538
MFN1|55669	796.2963	MFN1|55669	931.2961
MFN2|9927	2010.01	MFN2|9927	4052.0458
MFNG|4242	45.045	MFNG|4242	418.3976
MFRP|83552	209.7097	MFRP|83552	330.9381
MFSD10|10227	959.96	MFSD10|10227	322.0439
MFSD11|79157	257.5726	MFSD11|79157	527.4034
MFSD1|64747	5569.0691	MFSD1|64747	1492.3714
MFSD2A|84879	9.009	lowly_expressed	lowly_expressed
MFSD2B|388931	14.014000000000001	lowly_expressed	lowly_expressed
MFSD3|113655	252.7528	MFSD3|113655	85.9772
MFSD4|148808	589.5896	MFSD4|148808	218.6489
MFSD5|84975	1497.9979999999998	MFSD5|84975	375.0384
MFSD6L|162387	14.5145	lowly_expressed	lowly_expressed
MFSD6|54842	5149.6496	MFSD6|54842	1102.1387
MFSD7|84179	24.6747	MFSD7|84179	121.6985
MFSD8|256471	414.9149	MFSD8|256471	319.4497
MFSD9|84804	112.1121	MFSD9|84804	292.026
MGAM|8972	13.013	MGAM|8972	7.0412
MGAT1|4245	1157.1572	MGAT1|4245	2854.2946
MGAT2|4247	581.5816	MGAT2|4247	675.2174
MGAT3|4248	10.5105	MGAT3|4248	425.0683
MGAT4A|11320	676.1762	MGAT4A|11320	446.9332
MGAT4B|11282	673.1732	MGAT4B|11282	771.5712
MGAT5|4249	159.1592	MGAT5|4249	239.0314
MGA|23269	1055.5556	MGA|23269	1033.2087
lowly_expressed	lowly_expressed	MGC12916|84815	7.4118
MGC12982|84793	22.022	MGC12982|84793	55.9593
lowly_expressed	lowly_expressed	MGC14436|84983	84.4948
lowly_expressed	lowly_expressed	MGC15885|197003	6.3001
MGC16121|84848	9.009	MGC16121|84848	13.7119
MGC16142|84849	19.5195	MGC16142|84849	17.4178
MGC16275|85001	17.5175	MGC16275|85001	21.1237
MGC21881|389741	191.6917	MGC21881|389741	165.2837
lowly_expressed	lowly_expressed	MGC23270|196872	10.3766
MGC23284|197187	55.0551	MGC23284|197187	56.7005
MGC2752|65996	287.2873	MGC2752|65996	505.8572
MGC2889|84789	14.014000000000001	lowly_expressed	lowly_expressed
MGC3771|81854	7.5626	MGC3771|81854	7.8602
lowly_expressed	lowly_expressed	MGC42105|167359	9.2648
lowly_expressed	lowly_expressed	MGC45800|90768	180.1074
MGC57346|401884	105.6056	MGC57346|401884	152.3168
MGC70857|414919	266.7668	MGC70857|414919	210.1253
MGC72080|389538	143.5385	MGC72080|389538	86.6776
MGC87042|256227	53.0531	MGC87042|256227	42.618
MGEA5|10724	3547.047	MGEA5|10724	5937.6147
MGLL|11343	268.7688	MGLL|11343	24613.1953
MGMT|4255	209.7097	MGMT|4255	339.4617
MGP|4256	196973.4735	MGP|4256	9516.0448
MGRN1|23295	1760.2603	MGRN1|23295	921.2901
MGST1|4257	7797.7978	MGST1|4257	25824.6584
MGST2|4258	2964.965	MGST2|4258	871.2603
MGST3|4259	4590.5906	MGST3|4259	4502.6849
MIA3|375056	2493.4935	MIA3|375056	4520.8439
MIAT|440823	24.5245	MIAT|440823	49.3442
MIA|8190	9932.0921	MIA|8190	126.9053
MIB1|57534	1762.2623	MIB1|57534	2033.8053
MIB2|142678	100.6006	MIB2|142678	173.0662
MICAL1|64780	158.1782	MICAL1|64780	181.9678
MICAL2|9645	492.4925	MICAL2|9645	455.4568
MICAL3|57553	687.1872	MICAL3|57553	994.2966
MICALCL|84953	6.006	lowly_expressed	lowly_expressed
MICALL1|85377	1239.2392	MICALL1|85377	494.7395
MICALL2|79778	46.5465	MICALL2|79778	34.8356
MICA|4276	325.8258	MICA|4276	327.9733
MICB|4277	24.024	MICB|4277	30.0179
MID1IP1|58526	369.3694	MID1IP1|58526	1037.2852
MID1|4281	318.3183	MID1|4281	487.6982
MID2|11043	811.3113	MID2|11043	1397.5
MIDN|90007	1630.6306	MIDN|90007	2195.7538
MIER1|57708	511.01099999999997	MIER1|57708	1111.0329
MIER2|54531	390.3904	MIER2|54531	299.8084
MIER3|166968	423.9239	MIER3|166968	598.505
MIF4GD|57409	78.1231	MIF4GD|57409	416.5224
MIF|4282	5285.7157	MIF|4282	288.9019
MIIP|60672	204.2042	MIIP|60672	194.9311
MINA|84864	1611.2963	MINA|84864	1330.4304
MINK1|50488	510.9009	MINK1|50488	1283.7284
MINPP1|9562	234.7347	MINPP1|9562	332.4204
MIOS|54468	703.2032	MIOS|54468	572.193
MIPEP|4285	484.4845	MIPEP|4285	370.5914
MIPOL1|145282	86.5866	MIPOL1|145282	87.8302
MIP|4284	7.5075	lowly_expressed	lowly_expressed
MIR155HG|114614	6.5065	lowly_expressed	lowly_expressed
MIR17HG|407975	90.5906	MIR17HG|407975	17.4178
MIS12|79003	315.8158	MIS12|79003	511.0455
MITD1|129531	351.8519	MITD1|129531	201.2311
MITF|4286	80.0801	MITF|4286	955.3845
MKI67IP|84365	1317.7978	MKI67IP|84365	390.2327
MKI67|4288	634.6346	MKI67|4288	40.765
MKKS|8195	988.9889999999999	MKKS|8195	1091.3915
MKL1|57591	709.7097	MKL1|57591	492.1453
MKL2|57496	917.9179	MKL2|57496	1735.1087
MKLN1|4289	2871.8719	MKLN1|4289	2684.9343
MKNK1|8569	130.6306	MKNK1|8569	654.0937
MKNK2|2872	1307.3073	MKNK2|2872	4896.6235
MKRN1|23608	7286.7868	MKRN1|23608	2690.1226
MKRN2|23609	1409.5846	MKRN2|23609	941.6726
MKS1|54903	189.6897	MKS1|54903	201.9723
MKX|283078	6.5065	MKX|283078	276.4611
MLEC|9761	7138.1381	MLEC|9761	6728.8272
MLF1IP|79682	458.7237	MLF1IP|79682	55.6035
MLF1|4291	1275.7758	MLF1|4291	570.3401
MLF2|8079	5672.1722	MLF2|8079	3095.9202
MLH1|4292	675.6757	MLH1|4292	889.0487
MLH3|27030	269.2693	MLH3|27030	318.7086
MLKL|197259	321.8218	MLKL|197259	269.4199
MLL2|8085	1527.3223	MLL2|8085	2096.3871
MLL3|58508	3291.2913	MLL3|58508	3601.0362
MLL4|9757	880.8809	MLL4|9757	832.7188
MLL5|55904	3369.2242	MLL5|55904	2307.5501
MLLT10|8028	528.028	MLLT10|8028	864.2189999999999
MLLT11|10962	190.1902	MLLT11|10962	37.0591
MLLT1|4298	1177.6777	MLLT1|4298	1436.7827
MLLT3|4300	52.5526	MLLT3|4300	321.3027
MLLT4|4301	5036.036	MLLT4|4301	2876.9007
MLLT6|4302	1016.0160000000001	MLLT6|4302	2933.2306
MLL|4297	2310.3103	MLL|4297	2666.7754
MLPH|79083	317.3173	MLPH|79083	98.9479
MLST8|64223	405.8809	MLST8|64223	482.8509
lowly_expressed	lowly_expressed	MLXIPL|51085	2784.994
MLXIP|22877	725.2252	MLXIP|22877	1528.3187
MLX|6945	693.959	MLX|6945	1998.4287
MLYCD|23417	322.3223	MLYCD|23417	728.5826
MMAA|166785	555.5556	MMAA|166785	282.3906
MMAB|326625	769.7698	MMAB|326625	998.7437
MMACHC|25974	86.5866	MMACHC|25974	134.1541
MMADHC|27249	3124.1241	MMADHC|27249	1938.934
MMD|23531	133.1331	MMD|23531	10458.8292
MMEL1|79258	12.3373	MMEL1|79258	7.7157
MME|4311	30.5305	MME|4311	11240.4063
MMGT1|93380	776.2763	MMGT1|93380	1339.3171
MMP11|4320	441.4414	MMP11|4320	48.9181
lowly_expressed	lowly_expressed	MMP12|4321	12.9707
MMP13|4322	48.048	MMP13|4322	5.5589
MMP14|4323	864.3644	MMP14|4323	1950.4223
MMP15|4324	1944.4444	MMP15|4324	1350.4349
MMP16|4325	27.5275	MMP16|4325	56.3299
lowly_expressed	lowly_expressed	MMP17|4326	152.313
MMP19|4327	372.3724	MMP19|4327	1181.0746
MMP1|4312	71.0711	lowly_expressed	lowly_expressed
MMP23B|8510	13.013	MMP23B|8510	36.6885
MMP24|10893	277.7778	MMP24|10893	501.0395
MMP25|64386	19.5195	MMP25|64386	9.5316
lowly_expressed	lowly_expressed	MMP27|64066	49.6592
MMP28|79148	44.044	MMP28|79148	696.7117
MMP2|4313	3711.2112	MMP2|4313	9401.532
MMP3|4314	633.6336	MMP3|4314	24.459
MMP7|4316	1759.2593	MMP7|4316	64.4829
MMP9|4318	31.031	MMP9|4318	8.5236
MMRN1|22915	6.006	MMRN1|22915	1061.7442
MMRN2|79812	388.3884	MMRN2|79812	2760.1644
MMS19|64210	612.1121	MMS19|64210	1035.0616
MN1|4330	39.5395	MN1|4330	748.9651
MNAT1|4331	234.7347	MNAT1|4331	393.9386
MND1|84057	87.5876	MND1|84057	6.3001
MNDA|4332	67.0671	MNDA|4332	47.0651
MNS1|55329	68.0681	MNS1|55329	108.2127
MNT|4335	420.9209	MNT|4335	508.0807
MNX1|3110	13.5135	lowly_expressed	lowly_expressed
MOAP1|64112	558.0581	MOAP1|64112	943.8962
MOB2|81532	371.8719	MOB2|81532	557.3694
MOBKL1A|92597	1594.5946	MOBKL1A|92597	773.4242
MOBKL1B|55233	534.5345	MOBKL1B|55233	619.9993
MOBKL2A|126308	816.8168	MOBKL2A|126308	1159.2098
MOBKL2B|79817	432.4324	MOBKL2B|79817	676.6998
MOBKL2C|148932	230.2302	MOBKL2C|148932	903.5017
MOBKL3|25843	1421.9219	MOBKL3|25843	952.0492
MOBP|4336	25.5255	lowly_expressed	lowly_expressed
MOCOS|55034	173.6737	MOCOS|55034	115.2539
MOCS1|4337	171.4064	MOCS1|4337	4123.6923
MOCS2|4338	1066.0661	MOCS2|4338	1030.244
MOCS3|27304	281.2813	MOCS3|27304	120.0716
lowly_expressed	lowly_expressed	MOGAT1|116255	10.7471
MOGAT2|80168	26.026	MOGAT2|80168	9.2648
MOGS|7841	1428.4284	MOGS|7841	707.4589
MON1A|84315	170.1702	MON1A|84315	181.5898
MON1B|22879	753.2533	MON1B|22879	626.2994
MON2|23041	1901.4014	MON2|23041	1817.7506
MORC2|22880	1427.4274	MORC2|22880	740.0709
MORC3|23515	1048.5485	MORC3|23515	1190.71
MORC4|79710	691.1912	MORC4|79710	1274.4637
MORF4L1|10933	5311.3113	MORF4L1|10933	5694.5067
MORF4L2|9643	10743.7387	MORF4L2|9643	3749.2727
MORF4|10934	6.006	MORF4|10934	6.6706
MORN1|79906	7.007000000000001	MORN1|79906	25.5708
MORN2|729967	732.7327	MORN2|729967	155.2778
MORN4|118812	181.6817	MORN4|118812	95.9832
MOSC1|64757	584.0841	MOSC1|64757	8764.1149
MOSC2|54996	796.7968	MOSC2|54996	970.2082
MOSPD1|56180	494.4945	MOSPD1|56180	203.0841
MOSPD2|158747	247.7477	MOSPD2|158747	442.4861
MOSPD3|64598	389.3894	MOSPD3|64598	168.9897
lowly_expressed	lowly_expressed	MOV10L1|54456	28.9061
MOV10|4343	347.8478	MOV10|4343	362.8089
MOXD1|26002	116.6166	MOXD1|26002	21.1237
MPDU1|9526	369.3694	MPDU1|9526	1076.5679
MPDZ|8777	545.045	MPDZ|8777	2974.7368
MPEG1|219972	254.2543	MPEG1|219972	408.7623
MPG|4350	444.4444	MPG|4350	435.0742
MPHOSPH10|10199	1924.9249	MPHOSPH10|10199	784.5419
MPHOSPH6|10200	1429.9299	MPHOSPH6|10200	238.6608
MPHOSPH8|54737	1106.1061	MPHOSPH8|54737	1590.5781
MPHOSPH9|10198	65.0651	MPHOSPH9|10198	291.2848
MPI|4351	320.8208	MPI|4351	713.0178
MPL|4352	65.0651	MPL|4352	41.1356
MPND|84954	131.1311	MPND|84954	186.0369
MPP1|4354	171.1712	MPP1|4354	612.5875
MPP2|4355	7.007000000000001	MPP2|4355	62.6299
MPP3|4356	84.0841	MPP3|4356	34.8356
MPP5|64398	824.8248	MPP5|64398	1046.55
MPP6|51678	63.5636	MPP6|51678	170.8426
MPP7|143098	10.01	MPP7|143098	428.7742
MPPE1|65258	581.5816	MPPE1|65258	705.6059
MPPED2|744	26.026	MPPED2|744	89.3125
MPRIP|23164	736.7367	MPRIP|23164	3907.5152
MPST|4357	992.4925	MPST|4357	1047.2912
MPV17L2|84769	289.7898	MPV17L2|84769	139.7129
MPV17L|255027	440.9409	MPV17L|255027	94.8714
MPV17|4358	2142.6426	MPV17|4358	812.3362
MPZL1|9019	11283.2833	MPZL1|9019	2553.745
MPZL2|10205	1039.039	MPZL2|10205	70.7829
MPZL3|196264	54.0541	lowly_expressed	lowly_expressed
MPZ|4359	6.5065	MPZ|4359	156.3896
MR1|3140	54.0541	MR1|3140	141.9365
MRAP2|112609	1193.1932	MRAP2|112609	22.6061
lowly_expressed	lowly_expressed	MRAP|56246	1641.4121
MRAS|22808	4758.7588	MRAS|22808	9148.0475
MRC1|4360	15.5155	MRC1|4360	386.5268
MRC2|9902	155.6557	MRC2|9902	4905.5177
MRE11A|4361	362.8629	MRE11A|4361	515.8632
MREG|55686	168.6687	MREG|55686	152.9616
MRFAP1L1|114932	1310.3103	MRFAP1L1|114932	942.7844
MRFAP1|93621	3522.5225	MRFAP1|93621	5393.215999999999
MRGPRE|116534	6.006	lowly_expressed	lowly_expressed
MRGPRF|116535	7.007000000000001	MRGPRF|116535	612.9581
MRI1|84245	241.7417	MRI1|84245	312.7791
MRM1|79922	21.021	MRM1|79922	57.4417
MRO|83876	36.5365	MRO|83876	153.4248
MRP63|78988	801.2062	MRP63|78988	369.10900000000004
MRPL10|124995	401.9019	MRPL10|124995	1205.5337
MRPL11|65003	723.7237	MRPL11|65003	580.3461
MRPL12|6182	251.5866	MRPL12|6182	722.2825
MRPL13|28998	829.3293	MRPL13|28998	501.4101
MRPL14|64928	682.6827	MRPL14|64928	326.1204
MRPL15|29088	1368.8689	MRPL15|29088	842.3541
MRPL16|54948	491.4915	MRPL16|54948	873.8544
MRPL17|63875	1367.8679	MRPL17|63875	570.7107
MRPL18|29074	1777.2773	MRPL18|29074	642.976
MRPL19|9801	1694.1942	MRPL19|9801	1829.6095
MRPL1|65008	450.4505	MRPL1|65008	514.0102
MRPL20|55052	1091.4915	MRPL20|55052	1461.6049
MRPL21|219927	714.7147	MRPL21|219927	414.3211
MRPL22|29093	444.9449	MRPL22|29093	382.8209
MRPL23|6150	837.8378	MRPL23|6150	289.4318
MRPL24|79590	1646.1461	MRPL24|79590	1191.8218
MRPL27|51264	418.4184	MRPL27|51264	629.2641
MRPL28|10573	415.9159	MRPL28|10573	544.7693
MRPL2|51069	475.976	MRPL2|51069	564.7812
MRPL30|51263	1004.3043	MRPL30|51263	982.1189999999999
MRPL32|64983	1126.6266	MRPL32|64983	839.76
MRPL33|9553	367.3674	MRPL33|9553	551.4399
MRPL34|64981	607.6076	MRPL34|64981	459.5333
MRPL35|51318	1015.015	MRPL35|51318	1194.0453
MRPL36|64979	181.6817	MRPL36|64979	303.8849
MRPL37|51253	1126.1261	MRPL37|51253	1498.3008
MRPL38|64978	367.8679	MRPL38|64978	812.7661
MRPL39|54148	987.988	MRPL39|54148	633.7112
MRPL3|11222	3295.7958	MRPL3|11222	1516.8304
MRPL40|64976	828.3283	MRPL40|64976	710.7942
MRPL41|64975	537.5375	MRPL41|64975	441.7449
MRPL42P5|359821	13.959000000000001	MRPL42P5|359821	7.6972
MRPL42|28977	1046.046	MRPL42|28977	478.80400000000003
MRPL43|84545	689.6446	MRPL43|84545	962.7667
MRPL44|65080	779.7798	MRPL44|65080	678.1822
MRPL45|84311	483.4835	MRPL45|84311	1232.5868
MRPL46|26589	214.7147	MRPL46|26589	545.1399
MRPL47|57129	1045.5455	MRPL47|57129	521.0514
MRPL48|51642	901.4014	MRPL48|51642	332.0499
MRPL49|740	464.4645	MRPL49|740	916.4724
MRPL4|51073	524.5245	MRPL4|51073	548.8458
MRPL50|54534	679.1792	MRPL50|54534	423.2153
MRPL51|51258	1826.8268	MRPL51|51258	1184.0394
MRPL52|122704	257.2573	MRPL52|122704	282.02
MRPL53|116540	213.7137	MRPL53|116540	340.088
MRPL54|116541	303.8038	MRPL54|116541	495.11
MRPL55|128308	663.6637	MRPL55|128308	274.2376
MRPL9|65005	2190.1602	MRPL9|65005	902.6827
MRPS10|55173	1185.6857	MRPS10|55173	1172.1804
MRPS11|64963	464.4645	MRPS11|64963	626.2994
