gene_id	TCGA-E2-A1L7-01A-11R-A144-07	gene_id	TCGA-E2-A1L7-11A-33R-A144-07
lowly_expressed	lowly_expressed	LIPC|3990	18.7296
LIPE|3991	401.3102	LIPE|3991	714.9837
LIPG|9388	60.6575	LIPG|9388	131.1075
LIPH|200879	12.6168	LIPH|200879	184.8534
LIPJ|142910	6.3084	lowly_expressed	lowly_expressed
LIPT1|51601	140.9196	LIPT1|51601	181.5106
LIPT2|387787	43.1445	LIPT2|387787	9.0147
LITAF|9516	2949.8969	LITAF|9516	4056.1889
LIX1L|128077	316.3897	LIX1L|128077	742.671
LLGL1|3996	713.3325	LLGL1|3996	977.1987
LLGL2|3993	2212.3013	LLGL2|3993	1089.1694
LLPH|84298	518.4181	LLPH|84298	400.1344
LMAN1|3998	7052.2868	LMAN1|3998	3252.0358
LMAN2L|81562	980.7109	LMAN2L|81562	866.4495
LMAN2|10960	4875.4094	LMAN2|10960	2750.4072
LMBR1L|55716	357.1515	LMBR1L|55716	354.6417
LMBR1|64327	853.5727	LMBR1|64327	915.7166
LMBRD1|55788	1193.2549	LMBRD1|55788	1419.7883
LMBRD2|92255	178.5758	LMBRD2|92255	209.6906
LMCD1|29995	941.8901	LMCD1|29995	1146.987
LMF1|64788	170.8116	LMF1|64788	398.6156
LMF2|91289	2371.952	LMF2|91289	1281.759
LMLN|89782	329.4917	LMLN|89782	250.4072
LMNA|4000	4164.9885	LMNA|4000	11593.241000000002
LMNB1|4001	6837.8018	LMNB1|4001	402.2801
LMNB2|84823	2979.9829999999997	LMNB2|84823	936.4821
LMO2|4005	140.2402	LMO2|4005	430.3746
LMO3|55885	482.3487	LMO3|55885	57.4104
LMO4|8543	1415.0188	LMO4|8543	920.1954
LMO7|4008	895.7904	LMO7|4008	693.8111
LMOD1|25802	330.4622	LMOD1|25802	3586.7264
LMOD2|442721	5.8231	lowly_expressed	lowly_expressed
LMTK2|22853	239.2333	LMTK2|22853	372.55699999999996
lowly_expressed	lowly_expressed	LMTK3|114783	166.5309
LMX1B|4010	3006.1871	LMX1B|4010	1411.2378
LNP1|348801	26.7233	LNP1|348801	79.3974
LNPEP|4012	220.0461	LNPEP|4012	294.7883
LNX1|84708	879.7768	LNX1|84708	463.7622
LNX2|222484	730.8019	LNX2|222484	596.9055
LOC100009676|100009676	69.3243	LOC100009676|100009676	76.8526
lowly_expressed	lowly_expressed	LOC100101266|100101266	5.2932
lowly_expressed	lowly_expressed	LOC100124692|100124692	184.8534
LOC100125556|100125556	86.38600000000001	LOC100125556|100125556	51.3396
LOC100126784|100126784	20.2499	LOC100126784|100126784	198.8599
lowly_expressed	lowly_expressed	LOC100127888|100127888	15.2321
LOC100128191|100128191	151.1877	LOC100128191|100128191	23.7215
lowly_expressed	lowly_expressed	LOC100128239|100128239	15.4723
LOC100128288|100128288	33.483000000000004	LOC100128288|100128288	61.4821
LOC100128292|100128292	56.2902	LOC100128292|100128292	65.1466
LOC100128640|100128640	44.1587	LOC100128640|100128640	52.1173
LOC100128788|100128788	13.102	LOC100128788|100128788	12.6221
LOC100128822|100128822	33.483000000000004	LOC100128822|100128822	70.0326
LOC100128842|100128842	21.3514	LOC100128842|100128842	33.3876
LOC100128977|100128977	23.2925	lowly_expressed	lowly_expressed
LOC100129034|100129034	2538.0032	LOC100129034|100129034	2043.5831
LOC100129066|100129066	6.3084	lowly_expressed	lowly_expressed
LOC100129387|100129387	86.8033	LOC100129387|100129387	138.184
LOC100129534|100129534	57.746	LOC100129534|100129534	109.9349
LOC100129550|100129550	86.8616	LOC100129550|100129550	205.6189
LOC100129637|100129637	143.4381	LOC100129637|100129637	201.8404
lowly_expressed	lowly_expressed	LOC100129716|100129716	16.2866
LOC100129726|100129726	8.7347	LOC100129726|100129726	8.9577
LOC100130015|100130015	6.2987	LOC100130015|100130015	35.4682
LOC100130093|100130093	66.2089	LOC100130093|100130093	114.7598
LOC100130148|100130148	33.483000000000004	LOC100130148|100130148	7.329
LOC100130522|100130522	43.1882	LOC100130522|100130522	32.9805
LOC100130557|100130557	41.975	LOC100130557|100130557	30.9568
LOC100130581|100130581	9.2199	LOC100130581|100130581	41.9381
lowly_expressed	lowly_expressed	LOC100130691|100130691	10.1995
LOC100130776|100130776	367.1479	LOC100130776|100130776	276.3681
LOC100130872|100130872	29.6009	LOC100130872|100130872	91.2052
LOC100130932|100130932	65.5101	LOC100130932|100130932	37.8664
LOC100130987|100130987	15.5283	LOC100130987|100130987	15.8795
LOC100131193|100131193	16.0136	LOC100131193|100131193	28.9088
LOC100131434|100131434	19.8617	LOC100131434|100131434	40.2932
lowly_expressed	lowly_expressed	LOC100131496|100131496	8.9577
LOC100131551|100131551	14.5578	lowly_expressed	lowly_expressed
LOC100131691|100131691	31.0906	LOC100131691|100131691	16.4169
lowly_expressed	lowly_expressed	LOC100132111|100132111	12.2109
LOC100132215|100132215	6.7936	LOC100132215|100132215	17.9601
LOC100132247|100132247	85.8911	LOC100132247|100132247	385.9935
LOC100132287|100132287	196.0451	LOC100132287|100132287	292.7524
LOC100132288|100132288	187.3104	LOC100132288|100132288	317.1824
LOC100132707|100132707	35.0358	LOC100132707|100132707	113.3469
lowly_expressed	lowly_expressed	LOC100132832|100132832	7.4104
LOC100133161|100133161	17.9546	LOC100133161|100133161	22.3941
LOC100133331|100133331	140.3227	LOC100133331|100133331	149.0472
lowly_expressed	lowly_expressed	LOC100133545|100133545	30.5375
LOC100133669|100133669	9.2199	LOC100133669|100133669	16.6938
LOC100133957|100133957	9.6955	lowly_expressed	lowly_expressed
LOC100133985|100133985	6.7936	lowly_expressed	lowly_expressed
LOC100133991|100133991	8.7347	LOC100133991|100133991	22.3941
LOC100134229|100134229	66.9659	LOC100134229|100134229	109.9349
LOC100134259|100134259	11.6462	LOC100134259|100134259	21.5798
LOC100134713|100134713	15.5332	LOC100134713|100134713	13.3265
LOC100144603|100144603	11.161	lowly_expressed	lowly_expressed
LOC100144604|100144604	16.9841	lowly_expressed	lowly_expressed
LOC100170939|100170939	75.2153	LOC100170939|100170939	127.443
lowly_expressed	lowly_expressed	LOC100188947|100188947	22.3941
LOC100188949|100188949	17.9546	LOC100188949|100188949	5.2932
LOC100190938|100190938	162.5622	LOC100190938|100190938	65.9609
LOC100190939|100190939	112.5804	LOC100190939|100190939	382.7362
LOC100190940|100190940	74.2448	lowly_expressed	lowly_expressed
LOC100190986|100190986	92.6847	LOC100190986|100190986	206.8404
lowly_expressed	lowly_expressed	LOC100192378|100192378	5.2932
LOC100216545|100216545	48.526	LOC100216545|100216545	56.1889
LOC100233209|100233209	24.263	LOC100233209|100233209	33.7948
lowly_expressed	lowly_expressed	LOC100240726|100240726	6.5147
LOC100240735|100240735	7.2789	LOC100240735|100240735	6.9218
LOC100268168|100268168	8.2494	LOC100268168|100268168	6.9218
LOC100270710|100270710	228.2373	LOC100270710|100270710	250.1181
LOC100270746|100270746	31.5419	LOC100270746|100270746	36.645
LOC100270804|100270804	23.7778	LOC100270804|100270804	26.873
LOC100271722|100271722	45.6145	LOC100271722|100271722	60.2606
LOC100271831|100271831	11.3114	LOC100271831|100271831	12.0521
LOC100271836|100271836	252.9856	LOC100271836|100271836	432.1539
LOC100272146|100272146	27.1746	LOC100272146|100272146	35.4235
LOC100272216|100272216	34.7835	LOC100272216|100272216	28.8436
LOC100272217|100272217	31.0567	LOC100272217|100272217	8.1433
LOC100272228|100272228	15.0431	LOC100272228|100272228	40.7166
LOC100286793|100286793	471.6729	LOC100286793|100286793	192.9967
LOC100286844|100286844	13.8542	LOC100286844|100286844	18.4487
lowly_expressed	lowly_expressed	LOC100287227|100287227	6.93
LOC100288778|100288778	384.098	LOC100288778|100288778	562.5163
LOC100289341|100289341	26.6893	LOC100289341|100289341	37.0521
LOC100302401|100302401	12.6168	LOC100302401|100302401	25.9283
lowly_expressed	lowly_expressed	LOC100302640|100302640	15.0651
LOC100302650|100302650	13.102	LOC100302650|100302650	37.0521
LOC100303728|100303728	31.5419	LOC100303728|100303728	26.4658
LOC113230|113230	46.0997	LOC113230|113230	116.8567
LOC115110|115110	63.3362	LOC115110|115110	97.5
LOC121838|121838	5.8231	LOC121838|121838	51.7101
LOC134466|134466	8.2494	LOC134466|134466	72.8827
LOC143188|143188	15.5283	LOC143188|143188	23.2085
LOC143666|143666	12.1315	LOC143666|143666	24.8371
LOC144438|144438	1020.5022	LOC144438|144438	745.5212
LOC144486|144486	9.7052	LOC144486|144486	8.9577
LOC144571|144571	24.7774	LOC144571|144571	36.3151
LOC145783|145783	37.729	LOC145783|145783	26.5309
LOC145820|145820	5.3379	LOC145820|145820	20.7655
LOC145837|145837	16.9841	LOC145837|145837	45.6026
LOC146880|146880	268.1305	LOC146880|146880	305.9202
LOC147727|147727	630.8383	LOC147727|147727	557.0033
LOC147804|147804	273.2015	LOC147804|147804	118.0782
LOC148189|148189	80.5532	LOC148189|148189	60.452
LOC148413|148413	437.7047	LOC148413|148413	336.3599
LOC148709|148709	16.4988	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LOC149134|149134	7.7362
LOC149837|149837	22.322	LOC149837|149837	39.9023
LOC150381|150381	94.9072	LOC150381|150381	60.9365
LOC150568|150568	6.3084	lowly_expressed	lowly_expressed
LOC150622|150622	51.4376	lowly_expressed	lowly_expressed
LOC150776|150776	1105.4228	LOC150776|150776	440.1466
LOC150786|150786	39.3061	LOC150786|150786	37.8664
LOC151009|151009	16.9841	LOC151009|151009	60.2606
LOC151162|151162	1309.2321	LOC151162|151162	1323.6971
LOC151534|151534	128.7541	LOC151534|151534	105.509
LOC152217|152217	235.8365	LOC152217|152217	198.6971
LOC153328|153328	26.2041	LOC153328|153328	10.1792
LOC153684|153684	16.9841	LOC153684|153684	18.3225
LOC154761|154761	21.0894	LOC154761|154761	105.566
LOC154822|154822	48.5551	LOC154822|154822	23.2614
LOC157381|157381	16.0136	lowly_expressed	lowly_expressed
LOC158376|158376	11.161	LOC158376|158376	63.1107
LOC158572|158572	23.7778	LOC158572|158572	30.1303
LOC158696|158696	5.8231	LOC158696|158696	6.9218
LOC162632|162632	41.3345	LOC162632|162632	117.5936
LOC168474|168474	7.7642	LOC168474|168474	7.329
LOC200030|200030	627.0824	LOC200030|200030	729.2345
LOC202181|202181	108.6983	LOC202181|202181	67.5896
LOC202781|202781	162.5622	LOC202781|202781	178.7459
LOC219347|219347	102.1036	LOC219347|219347	51.7101
LOC220594|220594	8.6813	LOC220594|220594	24.0228
LOC220729|220729	130.535	LOC220729|220729	131.9218
LOC220930|220930	75.4531	LOC220930|220930	86.9381
LOC221442|221442	25.7188	LOC221442|221442	66.3681
LOC221710|221710	296.0087	LOC221710|221710	252.44299999999998
LOC222699|222699	35.9093	LOC222699|222699	31.3518
LOC253039|253039	385.7819	LOC253039|253039	339.9837
LOC253724|253724	11.6462	LOC253724|253724	15.8795
LOC254559|254559	584.2533	LOC254559|254559	89.5765
lowly_expressed	lowly_expressed	LOC255167|255167	13.0293
LOC25845|25845	598.0541	LOC25845|25845	272.6832
LOC282997|282997	105.7867	LOC282997|282997	47.2313
LOC283050|283050	26.6893	LOC283050|283050	40.3094
LOC283070|283070	502.2443	LOC283070|283070	213.355
LOC283174|283174	78.6122	LOC283174|283174	320.0326
LOC283267|283267	437.7047	LOC283267|283267	183.6319
LOC283314|283314	60.1965	LOC283314|283314	114.829
lowly_expressed	lowly_expressed	LOC283392|283392	14.1857
LOC283663|283663	25.7188	LOC283663|283663	50.4886
LOC283867|283867	14.5578	lowly_expressed	lowly_expressed
LOC283922|283922	38.8208	LOC283922|283922	93.241
LOC284023|284023	103.8457	LOC284023|284023	213.355
lowly_expressed	lowly_expressed	LOC284232|284232	17.101
lowly_expressed	lowly_expressed	LOC284233|284233	20.7655
LOC284276|284276	47.5555	LOC284276|284276	20.3583
LOC284440|284440	42.7029	LOC284440|284440	146.987
LOC284441|284441	62.5986	LOC284441|284441	52.5244
lowly_expressed	lowly_expressed	LOC284578|284578	37.0521
LOC284749|284749	32.5124	lowly_expressed	lowly_expressed
LOC284837|284837	22.322	LOC284837|284837	54.5603
LOC284900|284900	332.2431	LOC284900|284900	194.9959
LOC285033|285033	55.9165	LOC285033|285033	43.0497
LOC285074|285074	322.698	LOC285074|285074	290.3094
LOC285359|285359	62.5986	LOC285359|285359	73.2899
lowly_expressed	lowly_expressed	LOC285419|285419	8.5505
LOC285593|285593	11.161	LOC285593|285593	5.7003
LOC285629|285629	5.3379	lowly_expressed	lowly_expressed
LOC285830|285830	14.8975	LOC285830|285830	54.7883
lowly_expressed	lowly_expressed	LOC286002|286002	21.987
LOC286367|286367	14.5578	LOC286367|286367	92.4267
LOC286467|286467	21.8367	LOC286467|286467	17.5081
LOC338651|338651	8.2494	LOC338651|338651	34.9878
LOC338758|338758	15.0431	LOC338758|338758	56.5961
LOC338799|338799	127.1382	LOC338799|338799	208.0619
LOC339047|339047	969.0647	LOC339047|339047	1222.7199
LOC339290|339290	549.0477	LOC339290|339290	624.259
LOC339524|339524	51.9228	LOC339524|339524	168.5668
LOC339535|339535	125.6824	LOC339535|339535	162.4593
LOC339674|339674	12.6168	lowly_expressed	lowly_expressed
LOC341056|341056	23.7778	LOC341056|341056	8.5505
lowly_expressed	lowly_expressed	LOC342346|342346	6.1075
LOC344595|344595	108.6983	LOC344595|344595	201.1401
LOC344967|344967	7.7642	lowly_expressed	lowly_expressed
LOC348926|348926	116.4625	LOC348926|348926	95.2769
LOC349114|349114	156.7391	LOC349114|349114	96.4984
lowly_expressed	lowly_expressed	LOC349196|349196	8.3306
LOC374443|374443	190.222	LOC374443|374443	143.3225
LOC375190|375190	11.161	LOC375190|375190	57.0033
LOC387646|387646	49.9818	LOC387646|387646	111.9707
LOC387647|387647	414.2812	LOC387647|387647	592.5041
LOC388152|388152	398.8839	LOC388152|388152	373.3713
lowly_expressed	lowly_expressed	LOC388242|388242	41.9381
LOC388588|388588	32.9977	LOC388588|388588	27.2801
LOC388692|388692	1631.9301	LOC388692|388692	455.2117
LOC388789|388789	469.7319	LOC388789|388789	528.0945
LOC388796|388796	465.3646	LOC388796|388796	333.4691
LOC388955|388955	515.3464	LOC388955|388955	264.658
LOC389033|389033	6.7936	LOC389033|389033	18.3225
LOC389333|389333	15.0431	LOC389333|389333	45.1954
LOC389493|389493	22.8072	LOC389493|389493	27.2801
LOC389634|389634	8.2494	LOC389634|389634	8.9577
lowly_expressed	lowly_expressed	LOC389705|389705	11.4007
LOC389791|389791	6.3084	lowly_expressed	lowly_expressed
LOC390595|390595	7.7642	LOC390595|390595	19.544
lowly_expressed	lowly_expressed	LOC391322|391322	6.9218
LOC399744|399744	213.5145	LOC399744|399744	116.0423
LOC399815|399815	12.6168	LOC399815|399815	5.7003
LOC399959|399959	95.5963	LOC399959|399959	593.6482
LOC400027|400027	454.2036	LOC400027|400027	293.9739
LOC400043|400043	578.4302	LOC400043|400043	240.22799999999998
LOC400657|400657	613.8542	LOC400657|400657	250.0
LOC400696|400696	177.12	lowly_expressed	lowly_expressed
LOC400752|400752	38.3356	LOC400752|400752	39.4951
LOC400759|400759	202.3535	LOC400759|400759	70.4397
LOC400927|400927	18.7068	LOC400927|400927	27.0155
LOC400931|400931	62.5986	LOC400931|400931	52.5244
LOC400940|400940	10.6757	lowly_expressed	lowly_expressed
LOC401010|401010	57.746	LOC401010|401010	30.9446
LOC401052|401052	77.1564	LOC401052|401052	68.8111
LOC401093|401093	26.6262	LOC401093|401093	169.377
LOC401127|401127	7.2789	LOC401127|401127	6.5147
LOC401397|401397	392.5755	LOC401397|401397	483.3062
LOC401431|401431	28.6595	LOC401431|401431	34.6213
LOC401588|401588	84.9205	LOC401588|401588	63.5179
LOC402377|402377	16.4988	LOC402377|402377	13.8436
LOC407835|407835	49.9818	LOC407835|407835	41.9381
lowly_expressed	lowly_expressed	LOC440173|440173	6.5147
LOC440354|440354	138.2992	LOC440354|440354	263.3836
lowly_expressed	lowly_expressed	LOC440461|440461	16.2866
LOC440905|440905	9.2199	LOC440905|440905	100.1629
LOC440944|440944	315.4191	LOC440944|440944	214.1694
LOC440957|440957	90.2584	LOC440957|440957	125.0
LOC441046|441046	19.8957	LOC441046|441046	16.2866
LOC441089|441089	166.9295	LOC441089|441089	114.4137
LOC441177|441177	5.8716	lowly_expressed	lowly_expressed
LOC441204|441204	33.9682	LOC441204|441204	48.8599
LOC441208|441208	56.7754	LOC441208|441208	53.7459
LOC441294|441294	12.6168	LOC441294|441294	60.2606
lowly_expressed	lowly_expressed	LOC441454|441454	5.2932
lowly_expressed	lowly_expressed	LOC441455|441455	9.772
LOC441666|441666	5.8231	LOC441666|441666	53.7459
LOC441869|441869	88.8026	LOC441869|441869	276.4658
LOC442421|442421	32.0272	LOC442421|442421	36.2378
LOC442454|442454	172.2674	LOC442454|442454	130.7003
LOC493754|493754	421.6911	LOC493754|493754	547.6384
LOC541471|541471	400.8249	LOC541471|541471	136.4007
lowly_expressed	lowly_expressed	LOC541473|541473	7.0888
LOC550112|550112	328.0359	LOC550112|550112	323.6971
LOC550643|550643	426.0585	LOC550643|550643	325.3257
LOC554202|554202	28.6304	LOC554202|554202	55.3746
lowly_expressed	lowly_expressed	LOC572558|572558	6.1075
LOC595101|595101	74.70100000000001	LOC595101|595101	101.3355
LOC606724|606724	18.4399	LOC606724|606724	19.544
LOC613037|613037	47.3711	LOC613037|613037	11.7386
LOC619207|619207	7.7642	LOC619207|619207	22.3941
LOC641298|641298	92.7963	LOC641298|641298	131.6979
LOC641367|641367	5.8231	lowly_expressed	lowly_expressed
LOC642587|642587	78.6122	LOC642587|642587	589.5765
LOC642826|642826	70.945	LOC642826|642826	105.2932
LOC642846|642846	148.9749	LOC642846|642846	131.5147
LOC642852|642852	396.4576	LOC642852|642852	281.759
LOC643008|643008	11.161	LOC643008|643008	13.8436
LOC643387|643387	66.4807	LOC643387|643387	18.3225
LOC643677|643677	11.161	lowly_expressed	lowly_expressed
LOC643719|643719	6.7936	LOC643719|643719	14.658
lowly_expressed	lowly_expressed	LOC643763|643763	5.2932
LOC643837|643837	172.7526	LOC643837|643837	127.8502
LOC644165|644165	16.9647	LOC644165|644165	13.8436
LOC644172|644172	41.7324	LOC644172|644172	10.9935
LOC644538|644538	39.3061	LOC644538|644538	109.1205
LOC644936|644936	23.2925	LOC644936|644936	13.8436
LOC645166|645166	38.3356	LOC645166|645166	78.5831
LOC645323|645323	19.4104	lowly_expressed	lowly_expressed
LOC645332|645332	109.6688	LOC645332|645332	106.2704
LOC645431|645431	8.691	LOC645431|645431	26.5717
LOC645676|645676	24.8016	LOC645676|645676	27.5204
LOC646214|646214	50.9523	LOC646214|646214	84.6906
LOC646471|646471	35.8365	LOC646471|646471	60.4397
LOC646762|646762	332.8885	LOC646762|646762	305.7818
LOC646851|646851	164.5032	LOC646851|646851	118.0782
LOC646999|646999	18.4399	LOC646999|646999	16.2866
LOC647121|647121	60.6575	LOC647121|647121	30.1303
LOC647946|647946	164.5032	LOC647946|647946	10.9935
LOC647979|647979	11778.7213	LOC647979|647979	8942.1824
LOC648740|648740	6.6772	LOC648740|648740	14.4951
LOC649330|649330	19.8957	LOC649330|649330	10.1792
LOC650368|650368	12.6168	LOC650368|650368	36.2378
LOC650623|650623	69.3922	LOC650623|650623	115.228
LOC651250|651250	1726.5559	LOC651250|651250	1710.0977
LOC652276|652276	42.7029	LOC652276|652276	39.0879
LOC653113|653113	51.4376	LOC653113|653113	62.7036
LOC653501|653501	235.8365	LOC653501|653501	224.7557
LOC653566|653566	2781.0263	LOC653566|653566	1323.2899
LOC653653|653653	129.5645	LOC653653|653653	78.5831
LOC653786|653786	5.8231	lowly_expressed	lowly_expressed
LOC654342|654342	143.637	LOC654342|654342	328.5831
LOC654433|654433	12.1315	LOC654433|654433	6.1075
LOC678655|678655	333.8493	LOC678655|678655	346.6897
LOC723972|723972	13.5873	LOC723972|723972	8.5505
LOC727896|727896	33.9682	LOC727896|727896	9.3648
LOC728024|728024	16.9841	LOC728024|728024	30.5375
LOC728190|728190	136.3581	LOC728190|728190	266.2866
LOC728264|728264	51.4376	LOC728264|728264	2668.1596
LOC728323|728323	28.6304	LOC728323|728323	25.6515
LOC728392|728392	74.7301	LOC728392|728392	177.5244
LOC728554|728554	344.0495	LOC728554|728554	129.0717
LOC728606|728606	56.7754	LOC728606|728606	41.5309
LOC728613|728613	248.4532	LOC728613|728613	131.9218
LOC728640|728640	26.6893	LOC728640|728640	31.3518
LOC728643|728643	74.7301	LOC728643|728643	61.0749
LOC728723|728723	11.6462	LOC728723|728723	26.0586
LOC728743|728743	124.2266	LOC728743|728743	158.3876
LOC728758|728758	40.7619	LOC728758|728758	32.9805
LOC728819|728819	16.9841	LOC728819|728819	17.101
LOC728855|728855	1394.8951	LOC728855|728855	244.5033
LOC728875|728875	192.8764	LOC728875|728875	77.9723
lowly_expressed	lowly_expressed	LOC728989|728989	5.2932
LOC729020|729020	34.4535	LOC729020|729020	29.316
LOC729082|729082	511.4255	LOC729082|729082	357.671
LOC729176|729176	26.6893	LOC729176|729176	29.7231
LOC729234|729234	34.4535	LOC729234|729234	112.785
LOC729375|729375	38.8208	LOC729375|729375	59.0391
LOC729603|729603	14.0725	LOC729603|729603	26.0586
LOC729678|729678	589.266	LOC729678|729678	443.8559
LOC729799|729799	11.6462	LOC729799|729799	18.7296
LOC729991-MEF2B|4207	75.72	LOC729991-MEF2B|4207	63.6319
LOC729991|729991	231.40599999999998	LOC729991|729991	214.43400000000003
LOC730101|730101	411.5007	LOC730101|730101	110.34200000000001
LOC80054|80054	16.0136	LOC80054|80054	67.5896
LOC80154|80154	569.2102	LOC80154|80154	991.8567
LOC81691|81691	103.8457	LOC81691|81691	104.2345
lowly_expressed	lowly_expressed	LOC84740|84740	8.5912
lowly_expressed	lowly_expressed	LOC84856|84856	23.2085
LOC84989|84989	5.3379	LOC84989|84989	15.1995
LOC90110|90110	113.5509	LOC90110|90110	246.7427
LOC90246|90246	17.9546	LOC90246|90246	17.101
lowly_expressed	lowly_expressed	LOC90586|90586	5.2932
LOC90784|90784	666.2623	LOC90784|90784	256.1075
LOC90834|90834	15.5283	LOC90834|90834	36.2378
LOC91316|91316	183.7147	LOC91316|91316	403.6197
LOC92249|92249	331.918	LOC92249|92249	635.5863
LOC92659|92659	395.0018	LOC92659|92659	82.6547
LOC92973|92973	51.9228	LOC92973|92973	53.7459
lowly_expressed	lowly_expressed	LOC93432|93432	41.9381
LOC93622|93622	533.7862	LOC93622|93622	331.8404
LOC96610|96610	9874.0362	LOC96610|96610	18238.1881
LOH12CR1|118426	75.2153	LOH12CR1|118426	103.01299999999999
LOH12CR2|503693	22.8072	LOH12CR2|503693	32.5733
LOH3CR2A|29931	34.9387	LOH3CR2A|29931	78.1759
LONP1|9361	2112.823	LONP1|9361	1383.9577
LONP2|83752	1834.7689	LONP2|83752	1860.342
LONRF1|91694	275.1425	LONRF1|91694	658.3876
LONRF2|164832	707.9947	LONRF2|164832	561.4821
LONRF3|79836	6.7936	LONRF3|79836	31.3518
lowly_expressed	lowly_expressed	LOXHD1|125336	6.1075
LOXL1|4016	764.2848	LOXL1|4016	418.9739
LOXL2|4017	692.4324	LOXL2|4017	894.4218
LOXL3|84695	295.834	LOXL3|84695	116.1401
LOXL4|84171	31.0567	LOXL4|84171	409.202
LOX|4015	625.0152	LOX|4015	756.5147
lowly_expressed	lowly_expressed	LPAL2|80350	7.7362
LPAR1|1902	206.2356	LPAR1|1902	565.9609
LPAR2|9170	406.1628	LPAR2|9170	312.2964
LPAR3|23566	47.5555	LPAR3|23566	52.1173
LPAR4|2846	6.7936	LPAR4|2846	5.2932
LPAR5|57121	94.6257	LPAR5|57121	95.684
LPAR6|10161	565.8134	LPAR6|10161	1040.3094
LPCAT1|79888	3616.1592	LPCAT1|79888	984.9349
LPCAT2|54947	338.2264	LPCAT2|54947	1105.4560000000001
LPCAT3|10162	2247.2401	LPCAT3|10162	1239.4137
LPCAT4|254531	267.3784	LPCAT4|254531	611.9707
LPGAT1|9926	3564.2363	LPGAT1|9926	1740.6352
LPHN1|22859	1472.7648	LPHN1|22859	892.5081
LPHN2|23266	203.324	LPHN2|23266	1756.1075
LPHN3|23284	5.8231	lowly_expressed	lowly_expressed
LPIN1|23175	504.1854	LPIN1|23175	1396.5798
LPIN2|9663	1161.2277	LPIN2|9663	1059.4463
LPIN3|64900	210.6418	LPIN3|64900	561.4047
LPL|4023	848.7201	LPL|4023	2245.5212
LPPR1|54886	13.5873	LPPR1|54886	61.0749
LPPR2|64748	737.1103	LPPR2|64748	527.6873
LPPR3|79948	274.6573	LPPR3|79948	60.2606
LPPR4|9890	44.1587	LPPR4|9890	122.9642
LPP|4026	303.7729	LPP|4026	760.5863
LPXN|9404	453.7183	LPXN|9404	328.1759
LRAT|9227	66.9659	LRAT|9227	70.8469
LRBA|987	1286.4248	LRBA|987	2392.101
LRCH1|23143	682.7611	LRCH1|23143	1021.1726
LRCH2|57631	22.322	LRCH2|57631	68.4039
LRCH3|84859	253.7911	LRCH3|84859	406.3518
LRCH4|4034	505.1559	LRCH4|4034	860.7492
LRDD|55367	393.546	LRDD|55367	299.2671
LRFN1|57622	86.8616	LRFN1|57622	52.5244
LRFN2|57497	81.0385	lowly_expressed	lowly_expressed
LRFN3|79414	209.1472	LRFN3|79414	192.9967
LRFN4|78999	562.9019	LRFN4|78999	180.3746
LRFN5|145581	17.4694	LRFN5|145581	67.5896
LRG1|116844	24.7483	LRG1|116844	239.8208
LRGUK|136332	10.1905	LRGUK|136332	6.5147
LRIG1|26018	3222.783	LRIG1|26018	5983.4283
LRIG2|9860	237.7775	LRIG2|9860	353.01300000000003
LRIG3|121227	230.0133	LRIG3|121227	995.5212
LRIT3|345193	10.6757	LRIT3|345193	11.8078
LRMP|4033	88.8026	LRMP|4033	204.3974
LRP10|26020	4144.6075	LRP10|26020	5307.0033
LRP11|84918	3407.9437	LRP11|84918	795.1954
LRP12|29967	304.2582	LRP12|29967	355.8632
LRP1B|53353	357.6368	LRP1B|53353	19.544
LRP1|4035	4544.462	LRP1|4035	14896.5798
LRP2BP|55805	19.8957	LRP2BP|55805	74.1042
