gene_id	TCGA-E9-A1RH-01A-21R-A169-07	gene_id	TCGA-E9-A1RH-11A-34R-A169-07
KIF1A|547	6.978	lowly_expressed	lowly_expressed
KIF1B|23095	2234.8743	KIF1B|23095	2237.8559
KIF1C|10749	1775.5927	KIF1C|10749	4507.5377
KIF20A|10112	942.9863	KIF20A|10112	24.7069
KIF20B|9585	531.5994	KIF20B|9585	152.8476
KIF21A|55605	777.0994	KIF21A|55605	328.727
KIF21B|23046	61.8508	KIF21B|23046	94.6399
KIF22|3835	2628.1817	KIF22|3835	395.7286
KIF23|9493	997.5418	KIF23|9493	35.1759
KIF24|347240	181.4289	KIF24|347240	51.0888
KIF25|3834	7.9296	KIF25|3834	13.8191
KIF26A|26153	66.6085	KIF26A|26153	252.9313
KIF26B|55083	358.1001	KIF26B|55083	20.938000000000002
KIF27|55582	137.9748	KIF27|55582	110.134
KIF2A|3796	767.2667	KIF2A|3796	755.8626
KIF2C|11004	876.0606	KIF2C|11004	13.8191
KIF3A|11127	333.0426	KIF3A|11127	191.3735
KIF3B|9371	1916.105	KIF3B|9371	2165.4104
KIF3C|3797	655.3009	KIF3C|3797	313.2328
KIF4A|24137	1611.9261	KIF4A|24137	13.4003
KIF4B|285643	22.2028	lowly_expressed	lowly_expressed
KIF5A|3798	7.9296	lowly_expressed	lowly_expressed
KIF5B|3799	9340.4171	KIF5B|3799	5802.3451
KIF5C|3800	2526.3659	KIF5C|3800	136.0972
lowly_expressed	lowly_expressed	KIF6|221458	12.9816
KIF7|374654	65.5047	KIF7|374654	149.7822
KIF9|64147	26.3262	KIF9|64147	70.3518
KIFAP3|22920	881.4527	KIFAP3|22920	966.4992
KIFC1|3833	758.7027	KIFC1|3833	27.2194
KIFC2|90990	72.6858	KIFC2|90990	112.7178
KIFC3|3801	504.95599999999996	KIFC3|3801	440.1173
KILLIN|100144748	57.093	KILLIN|100144748	164.1541
KIN|22944	333.0426	KIN|22944	195.1424
lowly_expressed	lowly_expressed	KIR3DL1|3811	5.0251
lowly_expressed	lowly_expressed	KIRREL3|84623	7.5377
KIRREL|55243	370.4702	KIRREL|55243	837.9397
KISS1R|84634	8.8811	lowly_expressed	lowly_expressed
KITLG|4254	782.8087	KITLG|4254	1453.9363
KIT|3815	73.9037	KIT|3815	1692.2111
KLB|152831	30.1324	KLB|152831	2828.3082
KLC1|3831	917.2373	KLC1|3831	1834.6273
KLC2|64837	440.5678	KLC2|64837	250.4188
KLC3|147700	48.2119	KLC3|147700	12.1441
KLC4|89953	235.3564	KLC4|89953	402.8643
KLF10|7071	1546.2691	KLF10|7071	2044.3886
KLF11|8462	2271.3504	KLF11|8462	1695.5611
KLF12|11278	345.7299	KLF12|11278	462.7303
KLF13|51621	1631.9087	KLF13|51621	3906.1977
lowly_expressed	lowly_expressed	KLF14|136259	25.5444
KLF15|28999	37.4276	KLF15|28999	661.2228
KLF16|83855	276.2668	KLF16|83855	75.7956
KLF1|10661	8.2468	lowly_expressed	lowly_expressed
KLF2|10365	67.2429	KLF2|10365	593.8023
KLF3|51274	1131.0729	KLF3|51274	2481.5745
KLF4|9314	221.0768	KLF4|9314	932.1608
KLF5|688	479.8985	KLF5|688	262.9816
KLF6|1316	2063.9125	KLF6|1316	3561.139
KLF7|8609	331.7738	KLF7|8609	159.9665
KLF8|11279	360.6375	KLF8|11279	796.0637
KLF9|687	896.9947	KLF9|687	3935.0921
KLHDC10|23008	1106.9701	KLHDC10|23008	1177.1357
KLHDC1|122773	17.7623	KLHDC1|122773	164.1541
KLHDC2|23588	627.0716	KLHDC2|23588	1170.8543
KLHDC3|116138	1146.618	KLHDC3|116138	2040.6198
KLHDC4|54758	144.6071	KLHDC4|54758	184.2546
KLHDC5|57542	735.2311	KLHDC5|57542	769.263
KLHDC7A|127707	10.4671	KLHDC7A|127707	54.4389
KLHDC7B|113730	1328.3641	KLHDC7B|113730	40.201
KLHDC8A|55220	5.0749	lowly_expressed	lowly_expressed
KLHDC8B|200942	67.2429	KLHDC8B|200942	1156.6164
KLHDC9|126823	49.4806	KLHDC9|126823	42.7136
lowly_expressed	lowly_expressed	KLHL10|317719	7.9564
KLHL11|55175	161.1292	KLHL11|55175	87.5209
KLHL12|59349	983.5858	KLHL12|59349	916.2479
KLHL13|90293	80.5646	KLHL13|90293	384.4221
lowly_expressed	lowly_expressed	KLHL14|57565	17.5879
KLHL15|80311	183.6492	KLHL15|80311	353.8526
KLHL17|339451	23.4716	KLHL17|339451	36.8509
KLHL18|23276	401.5542	KLHL18|23276	382.3283
KLHL20|27252	392.6731	KLHL20|27252	821.1893
KLHL21|9903	672.1116	KLHL21|9903	2518.4255
KLHL22|84861	301.6414	KLHL22|84861	564.4891
KLHL23|151230	14.2733	KLHL23|151230	122.8224
KLHL24|54800	4811.9895	KLHL24|54800	2290.6198
KLHL25|64410	101.1815	KLHL25|64410	299.8325
KLHL26|55295	118.9438	KLHL26|55295	224.0369
KLHL28|54813	450.0833	KLHL28|54813	445.5611
KLHL29|114818	16.1764	KLHL29|114818	453.0988
KLHL2|11275	1238.2839999999999	KLHL2|11275	482.8308
KLHL30|377007	10.4671	KLHL30|377007	230.737
KLHL31|401265	29.9041	KLHL31|401265	987.3911
lowly_expressed	lowly_expressed	KLHL32|114792	12.9816
lowly_expressed	lowly_expressed	KLHL33|123103	15.0754
KLHL35|283212	18.7138	KLHL35|283212	6.2814
KLHL36|79786	271.1918	KLHL36|79786	309.464
KLHL38|340359	41.8682	lowly_expressed	lowly_expressed
KLHL3|26249	39.6479	KLHL3|26249	438.4422
KLHL4|56062	5.7093	KLHL4|56062	64.0704
KLHL5|51088	1082.8642	KLHL5|51088	1675.4606
KLHL6|89857	112.6001	KLHL6|89857	71.1893
KLHL7|55975	662.5961	KLHL7|55975	760.8878
KLHL8|57563	474.5064	KLHL8|57563	508.79400000000004
KLHL9|55958	1019.7447	KLHL9|55958	1350.9213
lowly_expressed	lowly_expressed	KLK10|5655	100.9213
lowly_expressed	lowly_expressed	KLK11|11012	108.459
lowly_expressed	lowly_expressed	KLK14|43847	27.6382
lowly_expressed	lowly_expressed	KLK2|3817	9.2127
KLK4|9622	17.7623	KLK4|9622	9.2127
KLK5|25818	7.9296	KLK5|25818	299.4137
lowly_expressed	lowly_expressed	KLK6|5653	66.5829
lowly_expressed	lowly_expressed	KLK7|5650	152.8476
lowly_expressed	lowly_expressed	KLK8|11202	24.4975
lowly_expressed	lowly_expressed	KLKB1|3818	5.8626
KLRA1|10748	5.3921	KLRA1|10748	39.3635
KLRAQ1|129285	1104.4326	KLRAQ1|129285	737.0184
lowly_expressed	lowly_expressed	KLRB1|3820	30.5695
lowly_expressed	lowly_expressed	KLRC1|3821	11.3065
lowly_expressed	lowly_expressed	KLRC4|8302	7.4372
lowly_expressed	lowly_expressed	KLRD1|3824	27.2194
lowly_expressed	lowly_expressed	KLRF1|51348	27.2194
lowly_expressed	lowly_expressed	KLRG1|10219	27.2194
KLRG2|346689	50.4322	KLRG2|346689	7.5377
KLRK1|22914	5.0749	KLRK1|22914	56.6332
KL|9365	8.564	KL|9365	357.2027
KMO|8564	923.562	KMO|8564	21.8886
KNTC1|9735	805.316	KNTC1|9735	232.4121
KPNA1|3836	6016.6521	KPNA1|3836	1788.526
KPNA2|3838	8773.6103	KPNA2|3838	589.196
KPNA3|3839	2169.2173	KPNA3|3839	1587.9397
KPNA4|3840	4978.8279999999995	KPNA4|3840	2461.0553
KPNA5|3841	48.5291	KPNA5|3841	116.4154
KPNA6|23633	2225.676	KPNA6|23633	2358.459
KPNA7|402569	22.52	lowly_expressed	lowly_expressed
KPNB1|3837	6966.9336	KPNB1|3837	5164.5729
KPTN|11133	62.4851	KPTN|11133	94.6399
KRAS|3845	1383.8712	KRAS|3845	759.6315
KRBA1|84626	46.626000000000005	KRBA1|84626	115.5779
KRBA2|124751	67.2429	KRBA2|124751	92.1273
KRCC1|51315	1501.2291	KRCC1|51315	1222.7806
KREMEN1|83999	1177.702	KREMEN1|83999	1000.4188
KREMEN2|79412	22.8372	lowly_expressed	lowly_expressed
KRI1|65095	472.0958	KRI1|65095	357.098
KRIT1|889	713.0283	KRIT1|889	886.9347
KRR1|11103	1141.8	KRR1|11103	839.8116
KRT10|3858	1900.8802	KRT10|3858	237.8559
KRT14|3861	90.0801	KRT14|3861	6113.4841
KRT15|3866	33575.1328	KRT15|3866	2608.8777
KRT16|3868	5671.5566	KRT16|3868	229.4807
KRT17|3872	13.0045	KRT17|3872	5115.5779
KRT18|3875	47870.2498	KRT18|3875	1372.6466
KRT19|3880	35320.9103	KRT19|3880	1361.809
lowly_expressed	lowly_expressed	KRT1|3848	7.5377
KRT222|125113	43.1369	KRT222|125113	66.5829
KRT23|25984	78.9787	KRT23|25984	788.5260000000001
KRT2|3849	19.6654	lowly_expressed	lowly_expressed
KRT32|3882	9.8327	lowly_expressed	lowly_expressed
KRT37|8688	13.2456	lowly_expressed	lowly_expressed
KRT4|3851	696.5348	lowly_expressed	lowly_expressed
KRT5|3852	1427.0082	KRT5|3852	6624.7906
KRT6A|3853	143.0497	KRT6A|3853	19.6817
KRT6B|3854	93.2519	KRT6B|3854	327.8894
KRT6C|286887	17.7623	KRT6C|286887	12.1441
KRT75|9119	131.3139	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	KRT77|374454	7.1189
KRT78|196374	5.3921	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	KRT79|338785	80.8208
KRT7|3855	19345.9678	KRT7|3855	1972.7806
KRT80|144501	381.8888	KRT80|144501	64.0704
lowly_expressed	lowly_expressed	KRT81|3887	26.8007
KRT8|3856	83123.6444	KRT8|3856	1813.7018
KRTCAP2|200185	943.9378	KRTCAP2|200185	1280.9883
KRTCAP3|200634	378.3998	KRTCAP3|200634	49.4137
KSR1|8844	191.2616	KSR1|8844	425.8794
KSR2|283455	192.5303	KSR2|283455	19.6817
KTELC1|56983	381.2545	KTELC1|56983	306.9514
KTI12|112970	130.0452	KTI12|112970	134.4221
KTN1|3895	11463.6429	KTN1|3895	6216.9179
KYNU|8942	2873.0473	KYNU|8942	56.9514
lowly_expressed	lowly_expressed	KY|339855	48.1575
L1CAM|3897	328.602	L1CAM|3897	144.4724
L1TD1|54596	8.2468	L1TD1|54596	11.3065
L2HGDH|79944	209.9754	L2HGDH|79944	319.5142
L3MBTL2|83746	789.3109	L3MBTL2|83746	655.0796
L3MBTL3|84456	61.2164	L3MBTL3|84456	241.6248
L3MBTL4|91133	12.6873	L3MBTL4|91133	128.5595
L3MBTL|26013	22.52	L3MBTL|26013	118.0905
LACE1|246269	54.8727	LACE1|246269	67.0017
LACTB2|51110	427.2461	LACTB2|51110	311.5578
LACTB|114294	520.1808	LACTB|114294	314.4891
LAD1|3898	1000.0793	LAD1|3898	153.6851
LAG3|3902	22.52	LAG3|3902	29.3132
LAGE3|8270	278.487	LAGE3|8270	131.9095
LAIR1|3903	195.7022	LAIR1|3903	1622.6968
LAMA1|284217	84.0536	LAMA1|284217	70.3518
LAMA2|3908	1045.7505	LAMA2|3908	6230.3099
LAMA3|3909	10.4671	LAMA3|3909	2317.0017
LAMA4|3910	1164.0631	LAMA4|3910	12314.0704
LAMA5|3911	919.5147	LAMA5|3911	1403.6851
LAMB1|3912	5758.781999999999	LAMB1|3912	7817.8392
LAMB2L|22973	9.5155	LAMB2L|22973	23.0318
LAMB2|3913	9321.0689	LAMB2|3913	10415.8291
LAMB3|3914	100.23	LAMB3|3914	1622.6968
LAMC1|3915	5230.9888	LAMC1|3915	22410.804
LAMC2|3918	571.2473	LAMC2|3918	2653.2663
LAMC3|10319	77.0756	LAMC3|10319	51.5075
LAMP1|3916	7715.1693	LAMP1|3916	7524.7069
LAMP2|3920	7250.4956	LAMP2|3920	4751.675
LAMP3|27074	144.3185	LAMP3|27074	37.2697
LANCL1|10314	1563.7142	LANCL1|10314	2679.2295
LANCL2|55915	779.3196	LANCL2|55915	492.0436
LAP3|51056	1910.7129	LAP3|51056	2473.1993
LAPTM4A|9741	12860.8358	LAPTM4A|9741	10608.458999999999
LAPTM4B|55353	9628.7368	LAPTM4B|55353	1232.4121
LAPTM5|7805	3087.1461	LAPTM5|7805	1995.8124
LARGE|9215	381.8888	LARGE|9215	592.9648
LARP1B|55132	1710.8873	LARP1B|55132	293.1323
LARP1|23367	3942.2726	LARP1|23367	5425.0419
LARP4B|23185	2405.2018	LARP4B|23185	1167.5042
LARP4|113251	2334.7871	LARP4|113251	1249.5812
LARP6|55323	155.4199	LARP6|55323	1460.6365
LARP7|51574	696.5348	LARP7|51574	1027.2194
LARS2|23395	321.624	LARS2|23395	370.1843
LARS|51520	1358.8137	LARS|51520	2455.6114
LAS1L|81887	2278.6456	LAS1L|81887	650.7538
LASP1|3927	9487.9074	LASP1|3927	5862.2278
LASS1|10715	49.2142	lowly_expressed	lowly_expressed
LASS2|29956	2025.5333	LASS2|29956	3599.665
LASS4|79603	421.2196	LASS4|79603	399.9162
LASS5|91012	805.0115	LASS5|91012	736.1809
LASS6|253782	1016.7346	LASS6|253782	1225.9757
LAT2|7462	75.1725	LAT2|7462	78.3082
LATS1|9113	618.1905	LATS1|9113	605.1089
LATS2|26524	1010.2292	LATS2|26524	1205.6114
LAT|27040	32.7904	LAT|27040	38.4213
LAX1|54900	50.7493	LAX1|54900	36.4322
LAYN|143903	79.9302	LAYN|143903	117.6717
LBH|81606	995.6387	LBH|81606	874.3719
LBP|3929	35509.3173	LBP|3929	116.4154
LBR|3930	978.1936	LBR|3930	1206.4489
LCA5L|150082	138.292	LCA5L|150082	24.2881
LCA5|167691	57.7274	LCA5|167691	324.1206
LCAT|3931	16.1764	LCAT|3931	117.3953
LCK|3932	17.1279	LCK|3932	38.525999999999996
LCLAT1|253558	1439.0611	LCLAT1|253558	239.9497
LCMT1|51451	558.2428	LCMT1|51451	430.9045
LCMT2|9836	291.4916	LCMT2|9836	248.7437
lowly_expressed	lowly_expressed	LCN10|414332	111.3903
LCN12|286256	22.2028	lowly_expressed	lowly_expressed
LCN2|3934	139.8779	LCN2|3934	29.3132
lowly_expressed	lowly_expressed	LCN6|158062	32.2446
LCORL|254251	76.8726	LCORL|254251	102.9188
LCOR|84458	113.6627	LCOR|84458	110.7998
LCP1|3936	1651.8912	LCP1|3936	1526.3819
LCP2|3937	203.6318	LCP2|3937	244.9749
LDB1|8861	528.4276	LDB1|8861	830.8208
LDB2|9079	91.0316	LDB2|9079	1450.5863
LDB3|11155	172.5478	LDB3|11155	102.1776
LDHA|3939	22020.7755	LDHA|3939	11730.737
LDHB|3945	616.2874	LDHB|3945	15268.0067
LDHD|197257	573.4676	LDHD|197257	972.3618
LDLRAD2|401944	71.0491	LDLRAD2|401944	492.3786
LDLRAD3|143458	428.832	LDLRAD3|143458	508.79400000000004
LDLRAP1|26119	536.9915	LDLRAP1|26119	555.2764
LDLR|3949	347.3158	LDLR|3949	343.8023
LDOC1L|84247	2410.5939	LDOC1L|84247	962.7303
LDOC1|23641	2133.0584	LDOC1|23641	646.9849
LEF1|51176	176.6712	LEF1|51176	31.406999999999996
lowly_expressed	lowly_expressed	LEFTY1|10637	5.8626
lowly_expressed	lowly_expressed	LEFTY2|7044	175.4606
LEKR1|389170	15.8592	LEKR1|389170	7.9564
LEMD2|221496	661.6446	LEMD2|221496	480.73699999999997
LEMD3|23592	749.1872	LEMD3|23592	732.4121
LENG1|79165	97.3753	LENG1|79165	108.459
LENG8|114823	324.0124	LENG8|114823	2622.1315
LENG9|94059	42.0173	LENG9|94059	81.3861
LEO1|123169	616.6046	LEO1|123169	394.0536
LEPRE1|64175	750.456	LEPRE1|64175	610.5528
LEPREL1|55214	38.3792	LEPREL1|55214	311.139
LEPREL2|10536	252.47799999999998	LEPREL2|10536	378.9782
LEPROTL1|23484	363.175	LEPROTL1|23484	1010.4689999999999
LEPROT|54741	782.39	LEPROT|54741	1646.0720000000001
LEPR|3953	89.5472	LEPR|3953	2801.5829
LEP|3952	13.0045	LEP|3952	15759.6315
LETM1|3954	1276.9804	LETM1|3954	1200.1675
LETM2|137994	10.1499	LETM2|137994	20.938000000000002
LETMD1|25875	516.3746	LETMD1|25875	2346.3149
LFNG|3955	188.7241	LFNG|3955	738.2747
LGALS12|85329	598.5251	LGALS12|85329	4506.7002
LGALS1|3956	6926.3342	LGALS1|3956	12385.6784
lowly_expressed	lowly_expressed	LGALS2|3957	6.7002
LGALS3BP|3959	16296.8837	LGALS3BP|3959	13363.9028
LGALS3|3958	6731.2664	LGALS3|3958	8366.8342
LGALS4|3960	6.0265	lowly_expressed	lowly_expressed
LGALS8|3964	1622.0252	LGALS8|3964	1060.7203
LGALS9|3965	327.0161	LGALS9|3965	501.675
LGI2|55203	44.7229	LGI2|55203	218.593
LGI4|163175	11.4186	LGI4|163175	315.7454
LGMN|5641	2520.3394	LGMN|5641	6410.804
LGR4|55366	1437.158	LGR4|55366	1713.1491
LGR5|8549	52.0181	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LGR6|59352	51.5075
LGTN|1939	698.4379	LGTN|1939	1527.2194
lowly_expressed	lowly_expressed	LHCGR|3973	25.5444
LHFPL2|10184	1587.503	LHFPL2|10184	1252.9313
LHFP|10186	288.3197	LHFP|10186	4736.1809
LHPP|64077	417.7306	LHPP|64077	461.8928
LHX1|3975	76.7584	lowly_expressed	lowly_expressed
LHX2|9355	44.4057	lowly_expressed	lowly_expressed
LHX6|26468	81.8333	LHX6|26468	431.3233
LIAS|11019	122.75	LIAS|11019	390.2848
LIFR|3977	1492.6651	LIFR|3977	6904.9414
LIF|3976	40.2823	LIF|3976	65.7454
LIG1|3978	656.5697	LIG1|3978	144.0536
LIG3|3980	1230.3545	LIG3|3980	276.8007
LIG4|3981	123.0672	LIG4|3981	386.0972
lowly_expressed	lowly_expressed	LILRA1|11024	11.3065
LILRA2|11027	5.7093	LILRA2|11027	32.2446
lowly_expressed	lowly_expressed	LILRA3|11026	7.9564
LILRA5|353514	8.564	LILRA5|353514	18.0067
LILRA6|79168	48.897	LILRA6|79168	91.2856
LILRB1|10859	32.6699	LILRB1|10859	50.67
LILRB2|10288	39.6479	LILRB2|10288	102.5963
LILRB3|11025	39.5972	LILRB3|11025	30.1549
LILRB4|11006	304.8133	LILRB4|11006	232.8308
LILRB5|10990	5.3921	LILRB5|10990	669.1792
LIMA1|51474	2134.3272	LIMA1|51474	6794.8074
LIMCH1|22998	10875.5848	LIMCH1|22998	5390.7035
LIMD1|8994	835.9686	LIMD1|8994	728.8233
LIMD2|80774	115.8068	LIMD2|80774	80.60300000000001
LIME1|54923	7.4253	LIME1|54923	32.7513
LIMK1|3984	1462.8499	LIMK1|3984	367.2529
LIMK2|3985	1270.3196	LIMK2|3985	886.9347
LIMS1|3987	978.5108	LIMS1|3987	750.4188
LIMS2|55679	94.2035	LIMS2|55679	1884.4221
LIMS3-LOC440895|100271835	12.7825	LIMS3-LOC440895|100271835	29.3007
LIMS3|96626	11.9578	LIMS3|96626	20.9506
lowly_expressed	lowly_expressed	LIN28A|79727	10.8878
LIN37|55957	146.4214	LIN37|55957	104.2127
LIN52|91750	164.9354	LIN52|91750	233.2496
LIN54|132660	547.4586	LIN54|132660	313.6516
LIN7A|8825	251.2093	LIN7A|8825	64.0704
LIN7B|64130	11.1014	LIN7B|64130	21.3568
LIN7C|55327	867.4966	LIN7C|55327	882.3283
LIN9|286826	205.852	LIN9|286826	124.3719
LINGO1|84894	80.8818	LINGO1|84894	74.5394
LINGO3|645191	7.9296	lowly_expressed	lowly_expressed
LINS1|55180	143.0497	LINS1|55180	239.53099999999998
LIPA|3988	1772.1037	LIPA|3988	3259.6315
LIPC|3990	19.3482	LIPC|3990	44.8074
LIPE|3991	5.3921	LIPE|3991	21641.005
LIPG|9388	48.2119	LIPG|9388	15.4941
LIPH|200879	101.1815	LIPH|200879	22.6131
LIPT1|51601	112.54299999999999	LIPT1|51601	152.8476
LIPT2|387787	21.2513	LIPT2|387787	17.1692
LITAF|9516	5514.868	LITAF|9516	3735.7621
LIX1L|128077	492.5858	LIX1L|128077	1421.273
LLGL1|3996	520.1808	LLGL1|3996	609.7152
LLGL2|3993	2802.9498	LLGL2|3993	132.3283
LLPH|84298	716.7616	LLPH|84298	479.4807
LMAN1|3998	5089.2078	LMAN1|3998	3752.0938
LMAN2L|81562	744.4295	LMAN2L|81562	835.8459
LMAN2|10960	1772.4209	LMAN2|10960	1665.8291
LMBR1L|55716	159.2261	LMBR1L|55716	324.5394
LMBR1|64327	1351.5185	LMBR1|64327	873.1156
LMBRD1|55788	532.8681	LMBRD1|55788	1495.3936
LMBRD2|92255	668.9398	LMBRD2|92255	297.3199
LMCD1|29995	685.1162	LMCD1|29995	1798.995
LMF1|64788	132.2433	LMF1|64788	198.9112
LMF2|91289	507.4935	LMF2|91289	1186.7672
LMLN|89782	622.631	LMLN|89782	193.0486
LMNA|4000	4003.1718	LMNA|4000	6755.4439
LMNB1|4001	1855.8401	LMNB1|4001	116.4154
LMNB2|84823	1294.1083	LMNB2|84823	352.1776
LMO1|4004	33.3043	lowly_expressed	lowly_expressed
LMO2|4005	68.1944	LMO2|4005	780.5695
lowly_expressed	lowly_expressed	LMO3|55885	1154.9414
LMO4|8543	1004.2027	LMO4|8543	1301.5075
LMO7|4008	747.6013	LMO7|4008	189.2797
LMOD1|25802	122.75	LMOD1|25802	2600.0838
lowly_expressed	lowly_expressed	LMOD3|56203	6.2814
LMTK2|22853	361.9063	LMTK2|22853	297.3199
LMTK3|114783	81.5161	LMTK3|114783	13.4003
lowly_expressed	lowly_expressed	LMX1A|4009	49.4137
LMX1B|4010	30.4496	LMX1B|4010	157.8727
LNP1|348801	132.3702	LNP1|348801	86.3107
LNPEP|4012	390.6843	LNPEP|4012	678.4338
LNX1|84708	327.3333	LNX1|84708	316.1642
LNX2|222484	1716.9138	LNX2|222484	317.8392
LOC100009676|100009676	164.4596	LOC100009676|100009676	73.995
LOC100101266|100101266	7.2952	LOC100101266|100101266	7.5377
lowly_expressed	lowly_expressed	LOC100124692|100124692	43.9698
LOC100125556|100125556	68.3467	LOC100125556|100125556	15.2973
LOC100126784|100126784	37.0851	LOC100126784|100126784	21.0427
lowly_expressed	lowly_expressed	LOC100128164|100128164	11.3065
LOC100128191|100128191	119.6194	LOC100128191|100128191	26.2814
lowly_expressed	lowly_expressed	LOC100128239|100128239	5.4439
LOC100128288|100128288	14.5904	LOC100128288|100128288	52.3451
LOC100128292|100128292	115.1376	LOC100128292|100128292	12.9816
LOC100128640|100128640	125.6046	LOC100128640|100128640	29.732
LOC100128788|100128788	53.604	LOC100128788|100128788	7.1189
LOC100128822|100128822	239.7907	LOC100128822|100128822	99.665
LOC100128842|100128842	5.7093	LOC100128842|100128842	15.4941
LOC100129034|100129034	1093.3185	LOC100129034|100129034	1905.4439
LOC100129387|100129387	97.3817	LOC100129387|100129387	78.4715
LOC100129534|100129534	8.564	LOC100129534|100129534	27.6382
LOC100129550|100129550	109.4283	LOC100129550|100129550	327.8894
LOC100129637|100129637	54.5841	LOC100129637|100129637	177.5544
LOC100129716|100129716	5.0749	lowly_expressed	lowly_expressed
LOC100129726|100129726	9.5155	LOC100129726|100129726	9.6315
lowly_expressed	lowly_expressed	LOC100130015|100130015	40.4816
LOC100130093|100130093	146.2501	LOC100130093|100130093	49.598
LOC100130331|100130331	7.9296	lowly_expressed	lowly_expressed
LOC100130386|100130386	90.3973	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LOC100130522|100130522	8.3752
LOC100130557|100130557	12.5383	LOC100130557|100130557	20.6826
LOC100130581|100130581	97.0581	LOC100130581|100130581	60.7203
lowly_expressed	lowly_expressed	LOC100130691|100130691	18.0025
LOC100130776|100130776	249.1412	LOC100130776|100130776	111.0218
LOC100130872|100130872	81.8333	LOC100130872|100130872	104.6901
LOC100130932|100130932	78.9787	LOC100130932|100130932	31.406999999999996
lowly_expressed	lowly_expressed	LOC100130987|100130987	5.0251
LOC100131193|100131193	384.1091	LOC100131193|100131193	18.8442
lowly_expressed	lowly_expressed	LOC100131434|100131434	50.1005
LOC100131551|100131551	43.1369	lowly_expressed	lowly_expressed
LOC100131691|100131691	35.7371	LOC100131691|100131691	17.3492
LOC100131726|100131726	15.542	lowly_expressed	lowly_expressed
LOC100132111|100132111	10.1499	LOC100132111|100132111	9.6315
LOC100132215|100132215	5.3985	LOC100132215|100132215	32.6968
LOC100132247|100132247	74.2209	LOC100132247|100132247	131.072
LOC100132287|100132287	101.4987	LOC100132287|100132287	126.8844
LOC100132288|100132288	280.7073	LOC100132288|100132288	439.6985
LOC100132707|100132707	83.2162	LOC100132707|100132707	136.1683
lowly_expressed	lowly_expressed	LOC100132832|100132832	5.1968
LOC100133161|100133161	15.1963	LOC100133161|100133161	9.3174
LOC100133331|100133331	30.4179	LOC100133331|100133331	71.0553
LOC100133469|100133469	323.8443	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LOC100133545|100133545	13.4003
lowly_expressed	lowly_expressed	LOC100133612|100133612	6.2814
LOC100133669|100133669	14.9076	LOC100133669|100133669	6.7002
lowly_expressed	lowly_expressed	LOC100133920|100133920	13.4003
lowly_expressed	lowly_expressed	LOC100133957|100133957	6.5913
LOC100133985|100133985	26.009	LOC100133985|100133985	15.4941
LOC100133991|100133991	15.2248	LOC100133991|100133991	11.7253
LOC100134229|100134229	473.87199999999996	LOC100134229|100134229	118.928
LOC100134259|100134259	28.8637	LOC100134259|100134259	19.6817
LOC100134713|100134713	16.8234	LOC100134713|100134713	6.2856
LOC100134868|100134868	10.7842	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LOC100144603|100144603	5.4439
LOC100170939|100170939	24.1059	LOC100170939|100170939	37.6884
lowly_expressed	lowly_expressed	LOC100188949|100188949	5.8626
LOC100190938|100190938	21.2513	LOC100190938|100190938	450.1675
LOC100190939|100190939	80.8818	LOC100190939|100190939	171.6918
LOC100190986|100190986	93.5691	LOC100190986|100190986	180.067
lowly_expressed	lowly_expressed	LOC100192378|100192378	58.2077
LOC100216545|100216545	61.5336	LOC100216545|100216545	49.8325
LOC100233209|100233209	5.7093	LOC100233209|100233209	8.3752
lowly_expressed	lowly_expressed	LOC100240735|100240735	33.0821
LOC100268168|100268168	13.6389	LOC100268168|100268168	7.5377
LOC100270710|100270710	418.0731	LOC100270710|100270710	198.639
LOC100270746|100270746	59.6305	LOC100270746|100270746	12.1441
LOC100270804|100270804	11.7358	LOC100270804|100270804	38.525999999999996
LOC100271722|100271722	26.9606	LOC100271722|100271722	51.5075
LOC100271836|100271836	519.6479	LOC100271836|100271836	297.5921
LOC100272146|100272146	26.3262	LOC100272146|100272146	28.4757
lowly_expressed	lowly_expressed	LOC100272216|100272216	6.7002
LOC100272217|100272217	35.8417	LOC100272217|100272217	12.5628
LOC100272228|100272228	5.0749	LOC100272228|100272228	31.406999999999996
LOC100286793|100286793	51.3837	LOC100286793|100286793	127.3032
LOC100286844|100286844	29.7169	LOC100286844|100286844	36.361
LOC100287227|100287227	6.978	lowly_expressed	lowly_expressed
LOC100288778|100288778	183.8046	LOC100288778|100288778	208.9573
LOC100289341|100289341	112.6001	LOC100289341|100289341	33.0821
LOC100302401|100302401	24.4834	LOC100302401|100302401	13.4003
lowly_expressed	lowly_expressed	LOC100302640|100302640	10.469000000000001
lowly_expressed	lowly_expressed	LOC100302650|100302650	5.0251
LOC100303728|100303728	39.3307	LOC100303728|100303728	23.8693
LOC113230|113230	340.655	LOC113230|113230	34.7571
LOC115110|115110	16.2144	LOC115110|115110	53.1407
LOC127841|127841	9.1983	lowly_expressed	lowly_expressed
LOC134466|134466	72.9522	LOC134466|134466	77.4707
lowly_expressed	lowly_expressed	LOC143188|143188	24.2881
