gene_id	TCGA-BH-A0BV-01A-11R-A00Z-07	gene_id	TCGA-BH-A0BV-11A-31R-A089-07
IPW|3653	133.8143	IPW|3653	502.23
IQCA1|79781	32.617	IQCA1|79781	290.4495
IQCB1|9657	276.6692	IQCB1|9657	476.3372
IQCC|55721	132.3868	IQCC|55721	110.3708
IQCD|115811	41.0591	IQCD|115811	26.2933
IQCE|23288	546.0476	IQCE|23288	757.6146
IQCG|84223	400.9977	IQCG|84223	255.2898
IQCH|64799	39.5242	IQCH|64799	59.4657
IQCK|124152	534.5357	IQCK|124152	405.1006
IQGAP1|8826	11883.7299	IQGAP1|8826	10668.0567
IQGAP2|10788	593.2464	IQGAP2|10788	1786.1115
IQGAP3|128239	571.3738	IQGAP3|128239	129.0207
IQSEC1|9922	1568.3039	IQSEC1|9922	1887.3102
IQSEC2|23096	1252.878	IQSEC2|23096	406.935
IQSEC3|440073	8.8258	IQSEC3|440073	76.4341
lowly_expressed	lowly_expressed	IQUB|154865	37.6056
IRAK1BP1|134728	56.9647	IRAK1BP1|134728	72.6215
IRAK1|3654	3108.5955	IRAK1|3654	1669.9317
IRAK2|3656	62.1642	IRAK2|3656	89.8865
IRAK3|11213	119.34	IRAK3|11213	299.9273
IRAK4|51135	455.1036	IRAK4|51135	439.6488
IREB2|3658	1110.5142	IREB2|3658	1842.9784
IRF1|3659	1202.1604	IRF1|3659	576.2304
IRF2BP1|26145	551.0361	IRF2BP1|26145	614.8357
IRF2BP2|359948	5157.3292	IRF2BP2|359948	8077.5531
IRF2|3660	1040.6754	IRF2|3660	898.559
IRF3|3661	766.8803	IRF3|3661	544.1097
IRF4|3662	49.5012	IRF4|3662	66.6505
IRF5|3663	362.241	IRF5|3663	93.2496
IRF6|3664	2663.4689	IRF6|3664	1812.7105
IRF7|3665	1300.0767	IRF7|3665	194.75400000000002
IRF8|3394	320.4144	IRF8|3394	178.55
IRF9|10379	2613.515	IRF9|10379	515.4225
IRGQ|126298	552.9547	IRGQ|126298	807.4496
IRS1|3667	2146.5848	IRS1|3667	2832.3411
IRS2|8660	232.1566	IRS2|8660	1902.2913
IRX1|79192	16.5004	IRX1|79192	965.821
IRX2|153572	551.8035	IRX2|153572	1471.5088
IRX3|79191	1151.1896	IRX3|79191	1885.4758
IRX4|50805	8.4421	IRX4|50805	86.8291
IRX5|10265	1980.4298	IRX5|10265	981.7193
lowly_expressed	lowly_expressed	IRX6|79190	74.2939
ISCA1P1|389293	44.5127	ISCA1P1|389293	76.1283
ISCA1|81689	598.6186	ISCA1|81689	836.8003
ISCA2|122961	442.8243	ISCA2|122961	219.2129
ISCU|23479	1149.6546	ISCU|23479	1302.1309
ISG15|9636	5282.4252	ISG15|9636	142.7789
ISG20L2|81875	965.8480000000001	ISG20L2|81875	841.0806
ISG20|3669	303.1466	ISG20|3669	254.0669
ISLR2|57611	20.3377	ISLR2|57611	57.1727
ISLR|3671	2811.9724	ISLR|3671	3343.5322
ISM1|140862	93.6301	ISM1|140862	1329.0357
ISOC1|51015	320.4144	ISOC1|51015	884.4951
ISOC2|79763	635.0729	ISOC2|79763	333.86400000000003
ISPD|729920	44.1289	ISPD|729920	92.9438
ISY1|57461	713.515	ISY1|57461	611.4726
ISYNA1|51477	198.0046	ISYNA1|51477	751.4998
ITCH|83737	1778.5879	ITCH|83737	1585.2427
ITFG1|81533	1036.4543	ITFG1|81533	1134.5874
ITFG2|55846	298.1581	ITFG2|55846	494.6813
ITFG3|83986	2514.4129	ITFG3|83986	1830.1253
ITGA10|8515	65.6178	ITGA10|8515	166.3205
ITGA11|22801	1524.175	ITGA11|22801	849.3354
ITGA1|3672	1060.9977	ITGA1|3672	1677.5476
lowly_expressed	lowly_expressed	ITGA2B|3674	7.6434
ITGA2|3673	1209.1328	ITGA2|3673	2783.4233
ITGA3|3675	1034.152	ITGA3|3675	3215.1229
ITGA4|3676	629.7199	ITGA4|3676	394.6842
ITGA5|3678	2251.3431	ITGA5|3678	1885.7815
ITGA6|3655	4181.5042	ITGA6|3655	6552.2347
ITGA7|3679	151.5733	ITGA7|3679	1217.1362
ITGA8|8516	56.792	ITGA8|8516	44.6375
ITGA9|3680	106.2932	ITGA9|3680	370.8581
ITGAD|3681	7.6746	lowly_expressed	lowly_expressed
ITGAE|3682	237.5288	ITGAE|3682	155.314
ITGAL|3683	767.4597	ITGAL|3683	114.9568
ITGAM|3684	952.0338	ITGAM|3684	162.346
ITGAV|3685	2876.0553	ITGAV|3685	3295.5316
ITGAX|3687	572.9087	ITGAX|3687	96.0012
ITGB1BP1|9270	502.3024	ITGB1BP1|9270	1027.5797
ITGB1|3688	11783.1926	ITGB1|3688	18178.468999999997
ITGB2|3689	2439.3707	ITGB2|3689	467.4708
ITGB3BP|23421	142.7475	ITGB3BP|23421	161.7345
ITGB3|3690	198.0046	ITGB3|3690	186.1934
ITGB4|3691	3384.4973	ITGB4|3691	5808.684
ITGB5|3693	4354.5664	ITGB5|3693	4606.8346
ITGB6|3694	420.9517	ITGB6|3694	3338.3347
ITGB7|3695	97.0837	ITGB7|3695	38.8285
ITGB8|3696	2460.4758	ITGB8|3696	1883.0299
ITGBL1|9358	1382.5787	ITGBL1|9358	289.83799999999997
ITIH2|3698	61.013000000000005	ITIH2|3698	773.8186
lowly_expressed	lowly_expressed	ITIH3|3699	33.3253
ITIH4|3700	58.9524	ITIH4|3700	76.7398
ITIH5L|347365	227.9355	ITIH5L|347365	81.0201
ITIH5|80760	100.1535	ITIH5|80760	3837.9078
ITK|3702	96.3162	ITK|3702	12.5352
ITM2A|9452	290.4835	ITM2A|9452	2263.3658
ITM2B|9445	8442.0568	ITM2B|9445	12307.1091
ITM2C|81618	833.0775	ITM2C|81618	1888.8389
ITPA|3704	457.7897	ITPA|3704	364.4377
ITPK1|3705	3558.3269	ITPK1|3705	1150.7914
ITPKA|3706	108.5955	lowly_expressed	lowly_expressed
ITPKB|3707	1153.1082	ITPKB|3707	1398.4378
ITPKC|80271	735.2264	ITPKC|80271	1703.5627
ITPR1|3708	1361.0898	ITPR1|3708	4476.2852
ITPR2|3709	4744.0522	ITPR2|3709	6440.9467
ITPR3|3710	2343.8718	ITPR3|3710	1585.0746
ITPRIPL1|150771	14.198	ITPRIPL1|150771	224.1047
ITPRIPL2|162073	2070.6063	ITPRIPL2|162073	1359.3036
ITPRIP|85450	673.0622	ITPRIP|85450	982.3307
ITSN1|6453	872.6017	ITSN1|6453	1327.2013
ITSN2|50618	815.8097	ITSN2|50618	1103.4023
IVD|3712	1970.8365	IVD|3712	2050.5734
IVNS1ABP|10625	2018.8028	IVNS1ABP|10625	4150.3703
IWS1|55677	1050.6523	IWS1|55677	1169.7471
IYD|389434	16.1167	IYD|389434	5.1975
JAG1|182	1897.9279	JAG1|182	2802.0732
JAG2|3714	454.3361	JAG2|3714	1155.6832
JAGN1|84522	899.4628	JAGN1|84522	653.0527
JAK1|3716	5773.5994	JAK1|3716	6196.6633
JAK2|3717	441.2893	JAK2|3717	658.8617
JAK3|3718	196.4697	JAK3|3718	174.5754
JAKMIP1|152789	80.967	lowly_expressed	lowly_expressed
JAKMIP2|9832	10.7444	lowly_expressed	lowly_expressed
JAKMIP3|282973	15.3492	JAKMIP3|282973	67.5677
JAM2|58494	144.6662	JAM2|58494	481.8404
JAM3|83700	524.175	JAM3|83700	1322.921
JARID2|3720	669.2249	JARID2|3720	848.7239999999999
JAZF1|221895	375.6715	JAZF1|221895	454.9356
JDP2|122953	234.4589	JDP2|122953	665.8937
JHDM1D|80853	538.373	JHDM1D|80853	1285.6211
JKAMP|51528	1158.8642	JKAMP|51528	914.4573
JMJD1C|221037	1849.1788	JMJD1C|221037	3269.4706
JMJD4|65094	807.0568	JMJD4|65094	534.6105
JMJD5|79831	86.7229	JMJD5|79831	103.3389
JMJD6|23210	461.2433	JMJD6|23210	512.1083
JMJD7-PLA2G4B|8681	323.4843	JMJD7-PLA2G4B|8681	486.4265
JMJD8|339123	1346.9685	JMJD8|339123	976.054
JMY|133746	740.9823	JMY|133746	1367.8642
JOSD1|9929	948.1965	JOSD1|9929	1976.8909
JOSD2|126119	285.8787	JOSD2|126119	132.9953
JPH1|56704	76.3622	JPH1|56704	148.2821
JPH2|57158	36.0706	JPH2|57158	481.5347
JPH3|57338	21.1051	lowly_expressed	lowly_expressed
JPH4|84502	8.8258	JPH4|84502	66.3448
JRKL|8690	100.921	JRKL|8690	541.7647
JRK|8629	148.1197	JRK|8629	627.6766
lowly_expressed	lowly_expressed	JSRP1|126306	7.9491
JTB|10899	4075.5948	JTB|10899	1534.1848
JUB|84962	151.957	JUB|84962	721.8434
JUNB|3726	5130.0844	JUNB|3726	5960.9407
JUND|3727	3713.7375	JUND|3727	5641.7519999999995
JUN|3725	6831.1589	JUN|3725	21435.4778
JUP|3728	7471.2203	JUP|3728	7842.7476
lowly_expressed	lowly_expressed	KAAG1|353219	6.555
KAL1|3730	395.2417	KAL1|3730	1132.4473
KALRN|8997	102.4559	KALRN|8997	578.4531
KANK1|23189	543.3615	KANK1|23189	2534.2482
KANK2|25959	1587.4904	KANK2|25959	2134.0394
KANK3|256949	64.8503	KANK3|256949	217.3785
KANK4|163782	312.7398	KANK4|163782	647.5495
KARS|3735	3207.9816	KARS|3735	2500.6172
KAT2A|2648	1129.7007	KAT2A|2648	839.8576
KAT2B|8850	765.1573	KAT2B|8850	628.2881
KAT5|10524	945.307	KAT5|10524	885.5254
KATNA1|11104	281.274	KATNA1|11104	288.3093
KATNAL1|84056	223.7145	KATNAL1|84056	537.1787
KATNAL2|83473	44.5127	KATNAL2|83473	56.2555
KATNB1|10300	475.0576	KATNB1|10300	386.7564
KAZALD1|81621	80.9593	KAZALD1|81621	53.1798
KAZ|23254	607.5633	KAZ|23254	1100.7607
KBTBD10|10324	14.198	KBTBD10|10324	23.8627
KBTBD11|9920	148.1197	KBTBD11|9920	143.6961
lowly_expressed	lowly_expressed	KBTBD12|166348	7.6434
KBTBD2|25948	1169.6086	KBTBD2|25948	1495.9677
KBTBD3|143879	54.8734	KBTBD3|143879	184.359
KBTBD4|55709	297.3638	KBTBD4|55709	426.7804
KBTBD6|89890	260.1688	KBTBD6|89890	704.1107
KBTBD7|84078	151.957	KBTBD7|84078	317.66
KBTBD8|84541	87.1067	KBTBD8|84541	23.5417
KCMF1|56888	751.7268	KCMF1|56888	1113.7973
KCNA1|3736	8.0583	KCNA1|3736	321.6346
lowly_expressed	lowly_expressed	KCNA2|3737	8.8664
KCNA3|3738	36.4543	KCNA3|3738	23.5417
lowly_expressed	lowly_expressed	KCNA5|3741	10.0893
KCNA6|3742	11.1282	KCNA6|3742	48.6121
KCNAB1|7881	52.1873	KCNAB1|7881	189.8622
KCNAB2|8514	271.297	KCNAB2|8514	125.3519
KCNAB3|9196	8.4421	KCNAB3|9196	9.4778
lowly_expressed	lowly_expressed	KCNB1|3745	99.0586
lowly_expressed	lowly_expressed	KCNB2|9312	14.3696
lowly_expressed	lowly_expressed	KCNC1|3746	7.3377
KCNC2|3747	1709.1328	KCNC2|3747	731.0155
KCNC3|3748	48.7337	KCNC3|3748	238.7801
KCNC4|3749	40.2916	KCNC4|3749	398.9859
KCND1|3750	48.7337	KCND1|3750	118.0142
KCND2|3751	122.7936	KCND2|3751	88.9693
KCND3|3752	150.0384	KCND3|3752	101.1987
lowly_expressed	lowly_expressed	KCNE1L|23630	8.8664
lowly_expressed	lowly_expressed	KCNE1|3753	153.7854
KCNE2|9992	5.7559	KCNE2|9992	7.6434
KCNE3|10008	102.8396	KCNE3|10008	97.8356
KCNE4|23704	5194.1673	KCNE4|23704	399.5973
KCNF1|3754	303.914	KCNF1|3754	36.3826
lowly_expressed	lowly_expressed	KCNG1|3755	44.9432
KCNG3|170850	12.6631	lowly_expressed	lowly_expressed
KCNH1|3756	84.0368	KCNH1|3756	9.1721
KCNH2|3757	14.5817	KCNH2|3757	17.1212
KCNH3|23416	5.7559	KCNH3|23416	36.6884
lowly_expressed	lowly_expressed	KCNH8|131096	59.6186
KCNIP1|30820	5.7559	KCNIP1|30820	54.1153
KCNIP2|30819	6.1397	KCNIP2|30819	661.9191
KCNIP3|30818	32.2333	KCNIP3|30818	136.0527
KCNIP4|80333	9.977	KCNIP4|80333	34.5482
KCNJ10|3766	7.2909	lowly_expressed	lowly_expressed
KCNJ11|3767	627.7819999999999	KCNJ11|3767	145.8362
KCNJ12|3768	19.954	KCNJ12|3768	36.0769
lowly_expressed	lowly_expressed	KCNJ13|3769	12.2295
KCNJ14|3770	25.3262	KCNJ14|3770	66.039
KCNJ15|3772	38.7567	KCNJ15|3772	19.5671
lowly_expressed	lowly_expressed	KCNJ16|3773	106.3962
KCNJ2|3759	99.0023	KCNJ2|3759	163.2632
lowly_expressed	lowly_expressed	KCNJ3|3760	61.7587
KCNJ5|3762	76.3622	KCNJ5|3762	55.3383
KCNJ8|3764	189.5625	KCNJ8|3764	333.2526
KCNK13|56659	61.3968	KCNK13|56659	22.6245
KCNK15|60598	812.3561	KCNK15|60598	23.236
lowly_expressed	lowly_expressed	KCNK17|89822	11.9237
KCNK1|3775	52.9547	KCNK1|3775	139.7215
KCNK2|3776	18.419	KCNK2|3776	321.3289
KCNK3|3777	5.7559	KCNK3|3777	351.291
KCNK5|8645	28.0123	KCNK5|8645	279.1372
KCNK6|9424	363.0084	KCNK6|9424	347.3164
lowly_expressed	lowly_expressed	KCNK7|10089	9.1721
KCNMA1|3778	197.6209	KCNMA1|3778	847.5010000000001
KCNMB1|3779	65.2341	KCNMB1|3779	1021.465
lowly_expressed	lowly_expressed	KCNMB2|10242	40.0515
KCNMB3|27094	252.1105	KCNMB3|27094	80.7144
KCNMB4|27345	66.76899999999999	KCNMB4|27345	113.1224
lowly_expressed	lowly_expressed	KCNN1|3780	11.3122
KCNN2|3781	16.8841	KCNN2|3781	18.6499
KCNN3|3782	33.3845	KCNN3|3782	22.013
KCNN4|3783	89.4091	KCNN4|3783	1663.8169
KCNQ1OT1|10984	153.4919	KCNQ1OT1|10984	167.5435
KCNQ1|3784	227.9355	KCNQ1|3784	213.4039
KCNQ3|3786	30.3147	KCNQ3|3786	11.9237
lowly_expressed	lowly_expressed	KCNQ4|9132	63.5932
KCNQ5|56479	513.4305	KCNQ5|56479	14.6753
lowly_expressed	lowly_expressed	KCNRG|283518	7.5303
lowly_expressed	lowly_expressed	KCNS1|3787	62.6759
KCNS3|3790	493.8603	KCNS3|3790	447.9037
KCNT2|343450	6.9071	KCNT2|343450	18.0384
lowly_expressed	lowly_expressed	KCP|375616	11.0157
KCTD10|83892	1086.3392	KCTD10|83892	2060.0512
KCTD11|147040	553.7222	KCTD11|147040	445.4578
KCTD12|115207	2075.5948	KCTD12|115207	4138.4466
KCTD13|253980	463.9294	KCTD13|253980	221.0473
KCTD14|65987	18.0353	KCTD14|65987	1122.358
KCTD15|79047	527.6285	KCTD15|79047	609.3324
KCTD16|57528	5.3722	lowly_expressed	lowly_expressed
KCTD17|79734	161.1665	KCTD17|79734	144.3075
KCTD18|130535	323.1005	KCTD18|130535	558.2745
KCTD1|284252	600.5372	KCTD1|284252	1165.4668
KCTD20|222658	1806.9839	KCTD20|222658	2101.3256
KCTD21|283219	387.5672	KCTD21|283219	360.4631
KCTD2|23510	828.4728	KCTD2|23510	1153.2373
KCTD3|51133	5808.9025	KCTD3|51133	3476.8332
KCTD5|54442	679.5856	KCTD5|54442	528.6181
KCTD6|200845	382.1949	KCTD6|200845	188.6393
KCTD7|154881	219.4091	KCTD7|154881	419.1125
KCTD9|54793	353.0315	KCTD9|54793	1130.3071
KDELC1|79070	147.736	KDELC1|79070	180.3844
KDELC2|143888	596.6999	KDELC2|143888	1300.2965
KDELR1|10945	5387.9509	KDELR1|10945	2963.1962
KDELR2|11014	7392.1719	KDELR2|11014	4195.3135
KDELR3|11015	1283.5764	KDELR3|11015	397.4572
KDM1A|23028	2062.1642	KDM1A|23028	1893.4249
KDM1B|221656	683.4229	KDM1B|221656	645.1036
KDM2A|22992	4415.1957	KDM2A|22992	3907.0042
KDM2B|84678	741.1627	KDM2B|84678	853.0868
KDM3A|55818	1564.4666	KDM3A|55818	1704.4799
KDM3B|51780	3407.1374	KDM3B|51780	3519.3306
KDM4A|9682	1301.6117	KDM4A|9682	1688.8812
KDM4B|23030	4532.617	KDM4B|23030	2002.8785
KDM4C|23081	608.2118	KDM4C|23081	724.595
KDM4D|55693	18.0353	KDM4D|55693	38.8285
KDM5A|5927	2422.8703	KDM5A|5927	2696.2884
KDM5B|10765	5844.5894	KDM5B|10765	3378.0804
KDM5C|8242	4799.3093	KDM5C|8242	3174.7657
KDM6A|7403	1687.2602	KDM6A|7403	1245.264
KDM6B|23135	988.8718	KDM6B|23135	1531.1274
KDR|3791	1470.8365	KDR|3791	1861.9341
KDSR|2531	1602.8396	KDSR|2531	1801.704
KEAP1|9817	1615.119	KEAP1|9817	1218.6649
lowly_expressed	lowly_expressed	KEL|3792	8.8664
KERA|11081	22.2563	KERA|11081	14.9811
KGFLP1|387628	7.2909	lowly_expressed	lowly_expressed
KGFLP2|654466	103.4689	KGFLP2|654466	151.1163
KHDC1|80759	65.5142	KHDC1|80759	35.4654
KHDRBS1|10657	3946.6616	KHDRBS1|10657	3806.7227
KHDRBS3|10656	109.363	KHDRBS3|10656	126.5748
KHK|3795	101.2778	KHK|3795	116.6445
KHNYN|23351	1530.8749	KHNYN|23351	2228.8696
KHSRP|8570	2212.2026	KHSRP|8570	2204.053
KIAA0020|9933	479.6623	KIAA0020|9933	857.2846
KIAA0040|9674	2514.198	KIAA0040|9674	1961.6041
KIAA0090|23065	1345.3569	KIAA0090|23065	1508.8086
KIAA0100|9703	3201.6385	KIAA0100|9703	5047.688
KIAA0101|9768	184.5741	KIAA0101|9768	49.835
KIAA0114|57291	267.8434	KIAA0114|57291	654.5814
KIAA0125|9834	5.7559	KIAA0125|9834	9.4778
KIAA0141|9812	956.6385	KIAA0141|9812	1541.2167
KIAA0146|23514	564.4666	KIAA0146|23514	1012.5986
KIAA0174|9798	3636.6078	KIAA0174|9798	2921.0046
KIAA0182|23199	3411.3584	KIAA0182|23199	2428.1577
KIAA0195|9772	2138.0737	KIAA0195|9772	1411.9178
KIAA0196|9897	2127.3983	KIAA0196|9897	1446.4384
KIAA0226|9711	942.8243	KIAA0226|9711	668.0338
KIAA0232|9778	1336.1474	KIAA0232|9778	1972.6106
KIAA0240|23506	1031.8496	KIAA0240|23506	1434.5147
KIAA0247|9766	2146.2011	KIAA0247|9766	2778.2258
KIAA0284|283638	1212.9701	KIAA0284|283638	1365.1126
KIAA0317|9870	828.8565	KIAA0317|9870	883.5779
KIAA0319L|79932	3294.7045	KIAA0319L|79932	2341.0229
KIAA0319|9856	11.1282	KIAA0319|9856	5.1975
KIAA0355|9710	899.079	KIAA0355|9710	1240.0664
KIAA0368|23392	2957.7897	KIAA0368|23392	3789.6014
KIAA0391|9692	701.4582	KIAA0391|9692	594.2994
KIAA0406|9675	865.6946	KIAA0406|9675	656.4158
lowly_expressed	lowly_expressed	KIAA0408|9729	111.1229
KIAA0415|9907	511.5119	KIAA0415|9907	337.2271
KIAA0427|9811	382.1949	KIAA0427|9811	1456.2220000000002
KIAA0430|9665	2359.1711	KIAA0430|9665	3092.8284
KIAA0467|23334	798.373	KIAA0467|23334	1330.5674
KIAA0494|9813	4028.4919	KIAA0494|9813	4058.683
KIAA0495|57212	422.1028	KIAA0495|57212	728.8753
KIAA0513|9764	301.9954	KIAA0513|9764	269.9652
KIAA0528|9847	1211.0514	KIAA0528|9847	1158.1291
KIAA0556|23247	931.3124	KIAA0556|23247	704.7222
KIAA0562|9731	790.0998	KIAA0562|9731	868.5968
KIAA0564|23078	541.0591	KIAA0564|23078	942.585
KIAA0586|9786	364.1596	KIAA0586|9786	343.3419
KIAA0649|9858	675.3645	KIAA0649|9858	782.3792
KIAA0652|9776	1236.3776	KIAA0652|9776	1689.4988
KIAA0664P3|100132341	32.617	KIAA0664P3|100132341	84.0775
KIAA0664|23277	1424.7889	KIAA0664|23277	2164.9187
KIAA0748|9840	40.6754	KIAA0748|9840	7.9491
KIAA0753|9851	491.9417	KIAA0753|9851	553.9942
KIAA0754|643314	108.5955	KIAA0754|643314	343.3419
KIAA0776|23376	1583.6531	KIAA0776|23376	1321.6979999999999
KIAA0802|23255	108.2118	KIAA0802|23255	168.4607
KIAA0831|22863	635.0729	KIAA0831|22863	821.2077
KIAA0892|23383	1548.7337	KIAA0892|23383	1473.649
KIAA0895L|653319	163.8949	KIAA0895L|653319	232.9986
KIAA0895|23366	184.1903	KIAA0895|23366	318.883
KIAA0907|22889	787.0299	KIAA0907|22889	897.0303
KIAA0913|23053	1400.614	KIAA0913|23053	2237.3783
KIAA0922|23240	198.3883	KIAA0922|23240	583.0391
KIAA0947|23379	1098.6186	KIAA0947|23379	1521.6496
KIAA1009|22832	211.0514	KIAA1009|22832	317.66
KIAA1012|22878	1257.8665	KIAA1012|22878	1310.08
KIAA1024|23251	26.4774	KIAA1024|23251	47.3891
KIAA1033|23325	928.6262	KIAA1033|23325	1355.6348
lowly_expressed	lowly_expressed	KIAA1045|23349	14.9811
KIAA1107|23285	74.4436	KIAA1107|23285	259.2644
KIAA1109|84162	2605.5257	KIAA1109|84162	3719.8936
KIAA1143|57456	725.6332	KIAA1143|57456	927.9097
KIAA1147|57189	1668.8411	KIAA1147|57189	1797.118
KIAA1161|57462	169.9923	KIAA1161|57462	372.0811
KIAA1191|57179	1991.5579	KIAA1191|57179	2563.9046
KIAA1199|57214	358.4037	KIAA1199|57214	12.5352
KIAA1210|57481	7.2909	KIAA1210|57481	13.7581
KIAA1211|57482	362.6247	lowly_expressed	lowly_expressed
KIAA1217|56243	2361.8573	KIAA1217|56243	5577.3364
lowly_expressed	lowly_expressed	KIAA1239|57495	5.1975
KIAA1244|57221	2204.1443	KIAA1244|57221	926.9925
KIAA1257|57501	49.0061	KIAA1257|57501	9.6093
KIAA1267|284058	1613.2003	KIAA1267|284058	1672.989
KIAA1274|27143	406.7536	KIAA1274|27143	270.5766
KIAA1279|26128	1090.5602	KIAA1279|26128	694.0214
KIAA1310|55683	1437.0683	KIAA1310|55683	1899.2339
KIAA1324L|222223	225.2494	KIAA1324L|222223	329.278
KIAA1324|57535	12886.416000000001	KIAA1324|57535	15130.5838
KIAA1328|57536	111.2817	KIAA1328|57536	206.372
KIAA1370|56204	2848.4267	KIAA1370|56204	1718.2379999999998
KIAA1377|57562	397.9279	KIAA1377|57562	377.8901
KIAA1383|54627	236.3776	KIAA1383|54627	111.288
KIAA1407|57577	318.112	KIAA1407|57577	286.1692
lowly_expressed	lowly_expressed	KIAA1409|57578	12.2295
KIAA1429|25962	1244.4359	KIAA1429|25962	2011.1334
KIAA1430|57587	1048.7337	KIAA1430|57587	1618.8737
KIAA1432|57589	731.3507	KIAA1432|57589	1085.4189
KIAA1462|57608	1263.6224	KIAA1462|57608	984.1652
KIAA1467|57613	596.6999	KIAA1467|57613	657.0273
KIAA1468|57614	854.1827	KIAA1468|57614	892.75
KIAA1522|57648	3457.0223	KIAA1522|57648	5081.3373
KIAA1524|57650	179.9693	KIAA1524|57650	77.9628
KIAA1529|57653	10.3607	KIAA1529|57653	180.6902
KIAA1530|57654	165.7713	KIAA1530|57654	225.9391
KIAA1539|80256	403.6838	KIAA1539|80256	317.3543
KIAA1543|57662	1099.7698	KIAA1543|57662	819.9848
KIAA1549|57670	947.8127	KIAA1549|57670	692.7985
KIAA1586|57691	103.6071	KIAA1586|57691	195.0598
KIAA1598|57698	1587.1067	KIAA1598|57698	1079.5549
KIAA1609|57707	454.3361	KIAA1609|57707	529.2295
KIAA1614|57710	25.6946	KIAA1614|57710	80.7908
KIAA1632|57724	1599.7698	KIAA1632|57724	1496.8849
KIAA1644|85352	48.7337	KIAA1644|85352	20.7901
KIAA1671|85379	1094.7813	KIAA1671|85379	6481.6096
KIAA1683|80726	104.3745	KIAA1683|80726	460.4389
KIAA1704|55425	230.8212	KIAA1704|55425	472.8548
KIAA1712|80817	192.8051	KIAA1712|80817	403.73699999999997
KIAA1715|80856	998.0814	KIAA1715|80856	759.7547
KIAA1731|85459	333.0775	KIAA1731|85459	549.7139
KIAA1737|85457	1066.0015	KIAA1737|85457	1455.3048
KIAA1755|85449	204.528	KIAA1755|85449	181.3016
KIAA1797|54914	859.1711	KIAA1797|54914	843.8322
KIAA1804|84451	54.8734	KIAA1804|84451	242.4489
KIAA1826|84437	259.4014	KIAA1826|84437	363.5205
KIAA1841|84542	173.8296	KIAA1841|84542	174.8812
KIAA1875|340390	6.5234	KIAA1875|340390	17.7327
KIAA1908|114796	128.5495	KIAA1908|114796	229.3022
KIAA1919|91749	69.4551	KIAA1919|91749	107.0077
KIAA1949|170954	1432.4635	KIAA1949|170954	892.4443
KIAA1958|158405	81.3507	KIAA1958|158405	101.1987
KIAA1967|57805	1693.0161	KIAA1967|57805	2165.5302
lowly_expressed	lowly_expressed	KIAA1984|84960	8.8174
KIAA2013|90231	1366.0783	KIAA2013|90231	1244.6525
KIAA2018|205717	684.1903	KIAA2018|205717	1111.9629
KIAA2022|340533	189.5625	KIAA2022|340533	67.262
KIAA2026|158358	1048.7337	KIAA2026|158358	1250.1557
KIDINS220|57498	2115.119	KIDINS220|57498	3202.5878
KIF11|3832	537.2218	KIF11|3832	280.6659
KIF12|113220	186.8764	KIF12|113220	343.9533
KIF13A|63971	1377.5902	KIF13A|63971	2023.0571
KIF13B|23303	1079.0483	KIF13B|23303	2434.8656
KIF14|9928	113.9678	KIF14|9928	56.2555
KIF15|56992	158.0967	KIF15|56992	61.7587
KIF16B|55614	2396.7767	KIF16B|55614	1362.361
KIF17|57576	18.8028	KIF17|57576	21.4015
KIF18A|81930	124.3285	KIF18A|81930	61.1473
KIF18B|146909	141.2126	KIF18B|146909	42.8031
lowly_expressed	lowly_expressed	KIF19|124602	5.1975
KIF1B|23095	922.1028	KIF1B|23095	3160.0904
KIF1C|10749	2261.32	KIF1C|10749	2670.6066
KIF20A|10112	422.1028	KIF20A|10112	134.8297
KIF20B|9585	269.3784	KIF20B|9585	279.1372
KIF21A|55605	630.0844	KIF21A|55605	287.3921
KIF21B|23046	121.6424	KIF21B|23046	91.7209
KIF22|3835	807.3676	KIF22|3835	632.5684
KIF23|9493	376.0553	KIF23|9493	160.2058
KIF24|347240	140.4451	KIF24|347240	89.2842
lowly_expressed	lowly_expressed	KIF25|3834	8.8664
KIF26A|26153	67.5365	KIF26A|26153	263.8504
KIF26B|55083	770.1458	KIF26B|55083	92.9438
KIF27|55582	169.2249	KIF27|55582	156.2312
KIF2A|3796	789.716	KIF2A|3796	627.3709
KIF2C|11004	262.855	KIF2C|11004	96.9184
KIF3A|11127	688.0276	KIF3A|11127	491.0125
KIF3B|9371	2702.6094	KIF3B|9371	1868.9660000000001
KIF3C|3797	421.3354	KIF3C|3797	574.7842
KIF4A|24137	652.7245	KIF4A|24137	57.4784
KIF4B|285643	11.1282	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	KIF5A|3798	25.9876
KIF5B|3799	3646.9685	KIF5B|3799	5632.8856
KIF5C|3800	70.2226	KIF5C|3800	601.3833
KIF6|221458	47.5825	KIF6|221458	17.7327
KIF7|374654	68.3001	KIF7|374654	276.7464
KIF9|64147	179.5856	KIF9|64147	111.9056
KIFAP3|22920	1466.9992	KIFAP3|22920	834.3544
KIFC1|3833	374.9041	KIFC1|3833	150.72799999999998
KIFC2|90990	293.6378	KIFC2|90990	236.4962
KIFC3|3801	255.1804	KIFC3|3801	338.1443
KILLIN|100144748	24.9424	KILLIN|100144748	51.058
KIN|22944	211.8189	KIN|22944	241.2259
lowly_expressed	lowly_expressed	KIRREL2|84063	26.9048
