gene_id	TCGA-BH-A18L-01A-32R-A12D-07	gene_id	TCGA-BH-A18L-11A-42R-A12D-07
KDELR1|10945	3843.9306	KDELR1|10945	2846.5097
KDELR2|11014	5696.5318	KDELR2|11014	4736.3331
KDELR3|11015	94.7977	KDELR3|11015	616.905
KDM1A|23028	1756.9364	KDM1A|23028	1360.3869
KDM1B|221656	1132.0809	KDM1B|221656	401.598
KDM2A|22992	7790.4624	KDM2A|22992	3391.0849
KDM2B|84678	689.159	KDM2B|84678	619.1463
KDM3A|55818	663.0058	KDM3A|55818	1389.4029
KDM3B|51780	3804.6243	KDM3B|51780	2850.2944
KDM4A|9682	1332.3699	KDM4A|9682	1394.8696
KDM4B|23030	1581.5029	KDM4B|23030	1406.6442
KDM4C|23081	383.815	KDM4C|23081	599.2431
KDM4D|55693	15.895999999999999	KDM4D|55693	34.0622
KDM5A|5927	2060.4046	KDM5A|5927	1916.7368
KDM5B|10765	3292.1965	KDM5B|10765	1862.91
KDM5C|8242	2663.8728	KDM5C|8242	2711.9428
KDM6A|7403	827.1676	KDM6A|7403	878.0488
KDM6B|23135	651.1561	KDM6B|23135	1260.7233
KDR|3791	719.0751	KDR|3791	2267.4516
KDSR|2531	2307.5145	KDSR|2531	1972.6661
KEAP1|9817	1322.2543	KEAP1|9817	1469.3019
lowly_expressed	lowly_expressed	KEL|3792	21.4466
lowly_expressed	lowly_expressed	KERA|11081	34.9033
KGFLP2|654466	15.289000000000001	KGFLP2|654466	112.2204
lowly_expressed	lowly_expressed	KHDC1|80759	14.2977
KHDRBS1|10657	4290.4624	KHDRBS1|10657	3082.0017
KHDRBS3|10656	51.4451	KHDRBS3|10656	205.2145
KHK|3795	129.2283	KHK|3795	118.9781
KHNYN|23351	3452.2486	KHNYN|23351	1899.9664
KHSRP|8570	1410.9827	KHSRP|8570	1741.7998
KIAA0020|9933	381.7919	KIAA0020|9933	541.2111
KIAA0040|9674	2909.5376	KIAA0040|9674	1517.6619
KIAA0090|23065	1730.6358	KIAA0090|23065	1310.3448
KIAA0100|9703	9831.6069	KIAA0100|9703	5016.1144
KIAA0101|9768	468.4971	KIAA0101|9768	20.185
KIAA0114|57291	476.5896	KIAA0114|57291	343.9865
KIAA0125|9834	18.4971	KIAA0125|9834	7.5694
KIAA0141|9812	1407.8035	KIAA0141|9812	1211.1018
KIAA0146|23514	2909.2486	KIAA0146|23514	878.0488
KIAA0174|9798	2098.8439	KIAA0174|9798	2752.3129
KIAA0182|23199	4027.7457	KIAA0182|23199	3457.5273
KIAA0195|9772	6061.3468	KIAA0195|9772	1621.2237
KIAA0196|9897	8841.9075	KIAA0196|9897	1415.4752
KIAA0226|9711	782.659	KIAA0226|9711	644.6594
KIAA0232|9778	3258.0925	KIAA0232|9778	1838.9403
KIAA0240|23506	569.3642	KIAA0240|23506	1133.7258
KIAA0247|9766	2616.185	KIAA0247|9766	1904.5416
KIAA0284|283638	1132.6589999999999	KIAA0284|283638	1314.55
KIAA0317|9870	1385.5491	KIAA0317|9870	691.7578
KIAA0319L|79932	3130.3468	KIAA0319L|79932	2118.1833
KIAA0319|9856	400.8671	lowly_expressed	lowly_expressed
KIAA0355|9710	820.8092	KIAA0355|9710	1391.9260000000002
KIAA0368|23392	4472.5434	KIAA0368|23392	3436.5013
KIAA0391|9692	525.6879	KIAA0391|9692	512.561
KIAA0406|9675	1627.7457	KIAA0406|9675	548.36
KIAA0408|9729	7.9653	KIAA0408|9729	309.8108
KIAA0415|9907	540.7514	KIAA0415|9907	473.9277
KIAA0427|9811	594.7977	KIAA0427|9811	2991.5896
KIAA0430|9665	2358.3815	KIAA0430|9665	2770.3953
KIAA0467|23334	789.3382	KIAA0467|23334	1383.0109
KIAA0494|9813	4739.3468	KIAA0494|9813	5090.2775
KIAA0495|57212	483.526	KIAA0495|57212	765.7696
KIAA0513|9764	532.948	KIAA0513|9764	361.6484
KIAA0528|9847	1626.5896	KIAA0528|9847	968.8814
KIAA0556|23247	1523.4104	KIAA0556|23247	563.4987
KIAA0562|9731	1081.2139	KIAA0562|9731	886.4592
KIAA0564|23078	957.2254	KIAA0564|23078	930.1934
KIAA0586|9786	535.2601	KIAA0586|9786	344.4071
KIAA0649|9858	767.341	KIAA0649|9858	597.1405
KIAA0652|9776	1992.7746	KIAA0652|9776	1972.6661
KIAA0664P3|100132341	73.1214	KIAA0664P3|100132341	52.5652
KIAA0664|23277	976.5896	KIAA0664|23277	2185.8705
lowly_expressed	lowly_expressed	KIAA0748|9840	6.3078
KIAA0753|9851	270.8092	KIAA0753|9851	432.296
KIAA0754|643314	295.6647	KIAA0754|643314	412.5315
KIAA0776|23376	636.4162	KIAA0776|23376	875.9462
KIAA0802|23255	60.1156	KIAA0802|23255	105.9714
KIAA0831|22863	686.4162	KIAA0831|22863	734.2304
KIAA0892|23383	948.5549	KIAA0892|23383	1320.4373
KIAA0895L|653319	169.6532	KIAA0895L|653319	239.9201
KIAA0895|23366	364.7399	KIAA0895|23366	181.6653
KIAA0907|22889	834.1039999999999	KIAA0907|22889	672.4138
KIAA0913|23053	1632.9479999999999	KIAA0913|23053	1934.3987
KIAA0922|23240	191.6185	KIAA0922|23240	911.27
KIAA0947|23379	1996.2428	KIAA0947|23379	1295.2061
KIAA1009|22832	123.9884	KIAA1009|22832	304.878
KIAA1012|22878	1611.8497	KIAA1012|22878	1185.0294
KIAA1024|23251	8.6705	KIAA1024|23251	30.6981
KIAA1033|23325	1040.7514	KIAA1033|23325	1151.8082
lowly_expressed	lowly_expressed	KIAA1045|23349	28.5955
KIAA1107|23285	81.5029	KIAA1107|23285	167.3675
KIAA1109|84162	3144.7977	KIAA1109|84162	3629.9411
KIAA1143|57456	793.3526	KIAA1143|57456	691.7578
KIAA1147|57189	1708.3815	KIAA1147|57189	1081.1606
KIAA1161|57462	216.47400000000002	KIAA1161|57462	283.85200000000003
KIAA1191|57179	3876.5896	KIAA1191|57179	2046.2574
KIAA1199|57214	132.94799999999998	KIAA1199|57214	10.513
KIAA1211|57482	303.4682	KIAA1211|57482	15.1388
KIAA1217|56243	952.8902	KIAA1217|56243	3861.6484
lowly_expressed	lowly_expressed	KIAA1239|57495	77.7965
KIAA1244|57221	1832.9479999999999	KIAA1244|57221	683.7679
KIAA1257|57501	7.5145	KIAA1257|57501	16.9975
KIAA1267|284058	2549.7110000000002	KIAA1267|284058	1402.4389999999999
KIAA1274|27143	132.0809	KIAA1274|27143	347.3507
KIAA1279|26128	1175.1445	KIAA1279|26128	778.3852
KIAA1310|55683	2039.0173	KIAA1310|55683	1933.9781
KIAA1324L|222223	1322.5434	KIAA1324L|222223	439.4449
KIAA1324|57535	5945.0867	KIAA1324|57535	9157.275
KIAA1328|57536	301.4451	KIAA1328|57536	177.0395
KIAA1370|56204	1732.3699	KIAA1370|56204	1279.6468
KIAA1377|57562	218.7861	KIAA1377|57562	421.3625
KIAA1383|54627	161.5607	KIAA1383|54627	100.0841
KIAA1407|57577	267.9191	KIAA1407|57577	214.4659
KIAA1409|57578	11.2717	KIAA1409|57578	5.4668
KIAA1429|25962	7173.6994	KIAA1429|25962	1481.9176
KIAA1430|57587	2077.1676	KIAA1430|57587	1324.6426
KIAA1432|57589	306.7659	KIAA1432|57589	871.5728
KIAA1462|57608	602.0231	KIAA1462|57608	1781.7494
KIAA1467|57613	12280.0578	KIAA1467|57613	675.778
KIAA1468|57614	1079.1908	KIAA1468|57614	746.4256
KIAA1522|57648	4074.8555	KIAA1522|57648	3171.1522
KIAA1524|57650	199.1329	KIAA1524|57650	44.9958
KIAA1529|57653	75.7225	KIAA1529|57653	140.4542
KIAA1530|57654	401.4451	KIAA1530|57654	191.7578
KIAA1539|80256	160.4046	KIAA1539|80256	502.1026
KIAA1543|57662	406.0694	KIAA1543|57662	404.5416
KIAA1549|57670	304.3353	KIAA1549|57670	307.4012
KIAA1586|57691	84.9711	KIAA1586|57691	175.3574
KIAA1598|57698	4085.8382	KIAA1598|57698	1034.0622
KIAA1609|57707	197.6879	KIAA1609|57707	394.4491
KIAA1614|57710	10.0173	KIAA1614|57710	148.40200000000002
KIAA1632|57724	1554.6243	KIAA1632|57724	1096.2994
lowly_expressed	lowly_expressed	KIAA1644|85352	15.1388
KIAA1671|85379	1848.2659	KIAA1671|85379	3034.9033
KIAA1683|80726	38.7283	KIAA1683|80726	513.8772
KIAA1704|55425	443.4711	KIAA1704|55425	330.61400000000003
KIAA1712|80817	475.1994	KIAA1712|80817	349.2599
KIAA1715|80856	1032.3699	KIAA1715|80856	743.0614
KIAA1731|85459	1750.578	KIAA1731|85459	391.5055
KIAA1737|85457	1117.6301	KIAA1737|85457	1167.3675
KIAA1755|85449	34.6821	KIAA1755|85449	195.5425
KIAA1797|54914	379.7688	KIAA1797|54914	905.8032
KIAA1804|84451	155.4913	KIAA1804|84451	137.5105
KIAA1826|84437	184.6821	KIAA1826|84437	359.9664
KIAA1841|84542	188.1503	KIAA1841|84542	169.8907
KIAA1875|340390	14.4509	KIAA1875|340390	7.1489
KIAA1908|114796	96.5318	KIAA1908|114796	196.804
KIAA1919|91749	59.5376	KIAA1919|91749	95.8789
KIAA1949|170954	516.185	KIAA1949|170954	1373.4229999999998
KIAA1958|158405	296.2428	KIAA1958|158405	58.873000000000005
KIAA1967|57805	1454.9133	KIAA1967|57805	2101.3457
KIAA1984|84960	17.052	KIAA1984|84960	13.4567
KIAA2013|90231	1286.4162	KIAA2013|90231	1150.5467
KIAA2018|205717	750.289	KIAA2018|205717	895.7107
KIAA2022|340533	57.2254	KIAA2022|340533	59.714
KIAA2026|158358	794.5087	KIAA2026|158358	981.0765
KIDINS220|57498	2355.7803	KIDINS220|57498	2680.4037
KIF11|3832	2281.2139	KIF11|3832	83.2632
KIF12|113220	65.896	KIF12|113220	510.51300000000003
KIF13A|63971	2327.4566	KIF13A|63971	2024.8108
KIF13B|23303	1468.4855	KIF13B|23303	2018.9235
KIF14|9928	728.0347	KIF14|9928	9.2515
KIF15|56992	442.4855	KIF15|56992	19.7645
KIF16B|55614	1676.0116	KIF16B|55614	1323.381
KIF17|57576	18.4971	KIF17|57576	55.0883
KIF18A|81930	245.0867	KIF18A|81930	16.8209
KIF18B|146909	639.0173	KIF18B|146909	8.4104
lowly_expressed	lowly_expressed	KIF19|124602	44.9958
lowly_expressed	lowly_expressed	KIF1A|547	7.5694
KIF1B|23095	2267.341	KIF1B|23095	1832.6325
KIF1C|10749	900.289	KIF1C|10749	5270.3953
KIF20A|10112	1136.1272	KIF20A|10112	19.344
KIF20B|9585	867.052	KIF20B|9585	174.9369
KIF21A|55605	1476.0116	KIF21A|55605	275.4415
KIF21B|23046	116.76299999999999	KIF21B|23046	68.1245
KIF22|3835	2588.1503	KIF22|3835	570.2271
KIF23|9493	653.4682	KIF23|9493	50.8831
KIF24|347240	112.4277	KIF24|347240	62.6577
lowly_expressed	lowly_expressed	KIF25|3834	42.8932
KIF26A|26153	22.5434	KIF26A|26153	259.0412
KIF26B|55083	10.4046	KIF26B|55083	45.4163
KIF27|55582	110.6936	KIF27|55582	108.074
KIF2A|3796	939.8844	KIF2A|3796	466.3583
KIF2C|11004	877.7457	KIF2C|11004	31.5391
KIF3A|11127	1494.5087	KIF3A|11127	343.566
KIF3B|9371	5656.0694	KIF3B|9371	1920.5214
KIF3C|3797	223.4104	KIF3C|3797	464.2557
KIF4A|24137	778.0347	KIF4A|24137	16.4003
KIF4B|285643	9.2486	lowly_expressed	lowly_expressed
KIF5A|3798	53.1792	KIF5A|3798	19.344
KIF5B|3799	6228.0347	KIF5B|3799	5685.0294
KIF5C|3800	539.3064	KIF5C|3800	320.0168
KIF6|221458	6.9364	KIF6|221458	14.7183
KIF7|374654	20.7052	KIF7|374654	261.8713
KIF9|64147	140.6647	KIF9|64147	112.0017
KIFAP3|22920	1586.9942	KIFAP3|22920	974.7687
KIFC1|3833	501.1561	KIFC1|3833	75.6939
KIFC2|90990	1343.8121	KIFC2|90990	237.6156
KIFC3|3801	97.9769	KIFC3|3801	676.1985
KILLIN|100144748	38.1503	KILLIN|100144748	35.3238
KIN|22944	274.5665	KIN|22944	221.1943
KIRREL2|84063	20.2312	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	KIRREL3|84623	13.4567
KIRREL|55243	63.8728	KIRREL|55243	718.6712
KISS1R|84634	74.5665	lowly_expressed	lowly_expressed
KITLG|4254	1206.3584	KITLG|4254	1018.5029
KIT|3815	146.2428	KIT|3815	4774.18
KLB|152831	24.8555	KLB|152831	1390.2439
KLC1|3831	1551.8642	KLC1|3831	1694.2809
KLC2|64837	2101.4451	KLC2|64837	522.7082
KLC3|147700	55.4913	KLC3|147700	108.9151
KLC4|89953	341.0665	KLC4|89953	551.434
KLF10|7071	1871.6763	KLF10|7071	4157.275
KLF11|8462	573.6994	KLF11|8462	1526.0723
KLF12|11278	279.1908	KLF12|11278	439.4449
KLF13|51621	2104.0462	KLF13|51621	1787.2161
lowly_expressed	lowly_expressed	KLF14|136259	20.185
KLF15|28999	13.2948	KLF15|28999	324.6426
KLF16|83855	247.9769	KLF16|83855	311.1859
lowly_expressed	lowly_expressed	KLF17|128209	12.1951
KLF2|10365	254.0462	KLF2|10365	2345.2481
KLF3|51274	1249.9942	KLF3|51274	1789.3188
KLF4|9314	161.5607	KLF4|9314	7271.2363
KLF5|688	519.0751	KLF5|688	796.8881
KLF6|1316	2777.1676	KLF6|1316	10357.0227
KLF7|8609	152.3121	KLF7|8609	153.9108
KLF8|11279	28.9017	KLF8|11279	683.7679
KLF9|687	1417.9191	KLF9|687	2131.6232
KLHDC10|23008	801.1561	KLHDC10|23008	945.3322
KLHDC1|122773	109.8266	KLHDC1|122773	104.7098
KLHDC2|23588	906.9364	KLHDC2|23588	1168.2086
KLHDC3|116138	899.1329	KLHDC3|116138	1875.5257
KLHDC4|54758	162.3121	KLHDC4|54758	238.7426
KLHDC5|57542	1200.0	KLHDC5|57542	844.4071
KLHDC7A|127707	2685.8382	KLHDC7A|127707	563.4987
KLHDC7B|113730	23.6994	KLHDC7B|113730	108.9151
KLHDC8A|55220	6.3584	KLHDC8A|55220	12.1951
KLHDC8B|200942	250.28900000000002	KLHDC8B|200942	914.2136
KLHDC9|126823	583.526	KLHDC9|126823	62.2372
lowly_expressed	lowly_expressed	KLHL10|317719	5.4668
KLHL11|55175	206.9364	KLHL11|55175	58.032
KLHL12|59349	3091.6185	KLHL12|59349	849.8738
KLHL13|90293	57.2254	KLHL13|90293	831.3709
lowly_expressed	lowly_expressed	KLHL14|57565	15.9798
KLHL15|80311	298.8439	KLHL15|80311	487.3844
KLHL17|339451	98.8439	KLHL17|339451	78.6375
KLHL18|23276	486.4162	KLHL18|23276	460.8915
KLHL20|27252	542.7746	KLHL20|27252	609.3356
KLHL21|9903	1052.8902	KLHL21|9903	2611.8587
KLHL22|84861	336.7052	KLHL22|84861	531.1186
KLHL23|151230	139.0665	KLHL23|151230	96.2994
KLHL24|54800	997.1098	KLHL24|54800	1468.0404
KLHL25|64410	179.7688	KLHL25|64410	383.095
KLHL26|55295	195.3757	KLHL26|55295	274.6005
KLHL28|54813	459.2486	KLHL28|54813	386.0387
KLHL29|114818	18.4971	KLHL29|114818	469.3019
KLHL2|11275	608.0925	KLHL2|11275	542.0521
lowly_expressed	lowly_expressed	KLHL30|377007	176.1985
KLHL31|401265	11.7399	KLHL31|401265	1256.434
KLHL32|114792	22.5434	KLHL32|114792	8.831
lowly_expressed	lowly_expressed	KLHL33|123103	7.9899
KLHL35|283212	74.2775	KLHL35|283212	37.4264
KLHL36|79786	146.2428	KLHL36|79786	274.6005
KLHL38|340359	35.2601	KLHL38|340359	5.4668
KLHL3|26249	106.3584	KLHL3|26249	212.7839
KLHL4|56062	5.4913	KLHL4|56062	40.7906
KLHL5|51088	223.9884	KLHL5|51088	1201.4298
KLHL6|89857	56.0694	KLHL6|89857	85.3659
KLHL7|55975	686.1272	KLHL7|55975	627.8385
KLHL8|57563	643.0636	KLHL8|57563	381.8335
KLHL9|55958	724.2775	KLHL9|55958	1450.799
lowly_expressed	lowly_expressed	KLK10|5655	344.4071
lowly_expressed	lowly_expressed	KLK11|11012	194.2809
lowly_expressed	lowly_expressed	KLK12|43849	9.2515
lowly_expressed	lowly_expressed	KLK13|26085	13.4567
lowly_expressed	lowly_expressed	KLK14|43847	62.6577
lowly_expressed	lowly_expressed	KLK1|3816	15.1388
lowly_expressed	lowly_expressed	KLK2|3817	5.4668
lowly_expressed	lowly_expressed	KLK3|354	7.1489
lowly_expressed	lowly_expressed	KLK4|9622	6.7283
lowly_expressed	lowly_expressed	KLK5|25818	1246.005
lowly_expressed	lowly_expressed	KLK6|5653	331.7914
lowly_expressed	lowly_expressed	KLK7|5650	702.2708
lowly_expressed	lowly_expressed	KLK8|11202	176.9008
lowly_expressed	lowly_expressed	KLKB1|3818	11.3541
KLRA1|10748	8.3815	KLRA1|10748	47.9394
KLRAQ1|129285	452.8902	KLRAQ1|129285	662.7418
KLRB1|3820	5.7803	KLRB1|3820	18.5029
lowly_expressed	lowly_expressed	KLRC1|3821	8.4104
lowly_expressed	lowly_expressed	KLRD1|3824	18.9235
lowly_expressed	lowly_expressed	KLRF1|51348	8.831
KLRG1|10219	31.7919	KLRG1|10219	86.2069
KLRG2|346689	36.4162	KLRG2|346689	15.9798
KLRK1|22914	15.6069	KLRK1|22914	36.312
KL|9365	21.3873	KL|9365	230.8663
KMO|8564	699.8844	KMO|8564	16.1943
lowly_expressed	lowly_expressed	KNDC1|85442	8.4104
KNTC1|9735	934.4971	KNTC1|9735	249.7897
KPNA1|3836	1297.6879	KPNA1|3836	1581.5812
KPNA2|3838	5255.2023	KPNA2|3838	709.4197
KPNA3|3839	860.9827	KPNA3|3839	1158.1161
KPNA4|3840	1554.9133	KPNA4|3840	1759.4617
KPNA5|3841	24.8555	KPNA5|3841	127.41799999999999
KPNA6|23633	2464.4509	KPNA6|23633	2109.3356
KPNB1|3837	10415.6069	KPNB1|3837	3595.8789
KPTN|11133	317.6301	KPTN|11133	137.931
KRAS|3845	2115.3179	KRAS|3845	845.2481
KRBA1|84626	106.0694	KRBA1|84626	227.5021
KRBA2|124751	86.4162	KRBA2|124751	109.3356
KRCC1|51315	118.7861	KRCC1|51315	875.9462
KREMEN1|83999	66.47399999999999	KREMEN1|83999	883.095
KREMEN2|79412	15.3179	lowly_expressed	lowly_expressed
KRI1|65095	422.0202	KRI1|65095	579.0791
KRIT1|889	670.5202	KRIT1|889	753.1539
KRR1|11103	953.4913	KRR1|11103	789.3776
KRT10|3858	484.10400000000004	KRT10|3858	233.3894
KRT14|3861	47.1098	KRT14|3861	14792.6829
KRT15|3866	274.5665	KRT15|3866	12588.73
lowly_expressed	lowly_expressed	KRT16|3868	762.8259
KRT17|3872	52.6012	KRT17|3872	9707.7376
KRT18|3875	11506.2543	KRT18|3875	5898.9865
KRT19|3880	48094.5087	KRT19|3880	5783.0109
lowly_expressed	lowly_expressed	KRT1|3848	16.8209
KRT222|125113	184.9711	KRT222|125113	91.6737
KRT23|25984	77.4566	KRT23|25984	1404.1211
KRT24|192666	19.3642	lowly_expressed	lowly_expressed
KRT31|3881	18.7861	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	KRT32|3882	16.4003
lowly_expressed	lowly_expressed	KRT40|125115	6.3078
KRT5|3852	57.2254	KRT5|3852	11212.3633
KRT6B|3854	16.185	KRT6B|3854	1264.9285
lowly_expressed	lowly_expressed	KRT6C|286887	26.4929
lowly_expressed	lowly_expressed	KRT79|338785	29.857
KRT7|3855	8554.3353	KRT7|3855	5598.8225
KRT80|144501	403.4682	KRT80|144501	526.4929
lowly_expressed	lowly_expressed	KRT81|3887	201.0093
lowly_expressed	lowly_expressed	KRT86|3892	15.9798
KRT8|3856	17211.0867	KRT8|3856	6950.8873
lowly_expressed	lowly_expressed	KRTAP5-1|387264	5.4668
KRTCAP2|200185	3539.0173	KRTCAP2|200185	1271.2363
KRTCAP3|200634	444.2197	KRTCAP3|200634	166.106
KSR1|8844	150.0	KSR1|8844	619.4281
KSR2|283455	66.763	KSR2|283455	28.1749
KTELC1|56983	352.6012	KTELC1|56983	426.4087
KTI12|112970	157.5145	KTI12|112970	137.931
KTN1|3895	11193.6416	KTN1|3895	6148.8646
KYNU|8942	30.6358	KYNU|8942	151.3877
lowly_expressed	lowly_expressed	KY|339855	133.7258
L1CAM|3897	531.7919	L1CAM|3897	131.6232
L2HGDH|79944	385.8382	L2HGDH|79944	177.4601
L3MBTL2|83746	648.8121	L3MBTL2|83746	863.6417
L3MBTL3|84456	71.9653	L3MBTL3|84456	171.5728
L3MBTL4|91133	8.6705	L3MBTL4|91133	161.0597
L3MBTL|26013	117.34100000000001	L3MBTL|26013	126.1564
LACE1|246269	33.236999999999995	LACE1|246269	65.1808
LACTB2|51110	817.052	LACTB2|51110	207.7376
LACTB|114294	134.9711	LACTB|114294	277.9647
LAD1|3898	40.7514	LAD1|3898	430.1934
LAG3|3902	50.8671	LAG3|3902	29.4365
LAGE3|8270	411.2717	LAGE3|8270	166.5265
LAIR1|3903	231.2139	LAIR1|3903	967.1993
LAMA1|284217	6.9364	LAMA1|284217	292.6829
LAMA2|3908	156.6474	LAMA2|3908	2109.3314
LAMA3|3909	3773.6994	LAMA3|3909	3187.9731
LAMA4|3910	1095.6647	LAMA4|3910	8237.5946
LAMA5|3911	2452.3121	LAMA5|3911	2603.8688
LAMB1|3912	1434.104	LAMB1|3912	4267.8722
LAMB2L|22973	6.6474	LAMB2L|22973	16.8209
LAMB2|3913	2351.1561	LAMB2|3913	12484.4407
LAMB3|3914	37.2832	LAMB3|3914	3465.9378
lowly_expressed	lowly_expressed	LAMB4|22798	6.3078
LAMC1|3915	1814.4509	LAMC1|3915	11121.5307
LAMC2|3918	54.0462	LAMC2|3918	3440.7065
lowly_expressed	lowly_expressed	LAMC3|10319	189.2347
LAMP1|3916	7069.6532	LAMP1|3916	8211.9428
LAMP2|3920	4929.4798	LAMP2|3920	4930.6140000000005
LAMP3|27074	30.3468	LAMP3|27074	150.9672
LANCL1|10314	1745.0867	LANCL1|10314	1927.2498
LANCL2|55915	212.1387	LANCL2|55915	510.0925
LAP3|51056	3428.0347	LAP3|51056	2821.2784
LAPTM4A|9741	5841.3295	LAPTM4A|9741	8706.0555
LAPTM4B|55353	11882.3699	LAPTM4B|55353	1547.5189
LAPTM5|7805	1725.4335	LAPTM5|7805	2451.64
LARGE|9215	85.5491	LARGE|9215	623.6333
LARP1B|55132	768.4971	LARP1B|55132	382.6745
LARP1|23367	11185.8382	LARP1|23367	4010.9336
LARP4B|23185	2261.8497	LARP4B|23185	1129.5206
LARP4|113251	2119.0751	LARP4|113251	1018.0824
LARP6|55323	36.4162	LARP6|55323	775.0210000000001
LARP7|51574	1096.5318	LARP7|51574	964.6762
LARS2|23395	579.7688	LARS2|23395	399.0749
LARS|51520	4666.763	LARS|51520	2415.0547
LAS1L|81887	1067.9191	LAS1L|81887	758.2002
LASP1|3927	16113.8728	LASP1|3927	6344.8276
lowly_expressed	lowly_expressed	LASS1|10715	10.0883
LASS2|29956	16127.7457	LASS2|29956	3360.3869
LASS4|79603	1486.4162	LASS4|79603	1072.7502
LASS5|91012	1013.2948	LASS5|91012	704.7939
LASS6|253782	8441.3728	LASS6|253782	1354.1716
LAT2|7462	102.0231	LAT2|7462	143.8183
LATS1|9113	448.5549	LATS1|9113	605.1304
LATS2|26524	209.5376	LATS2|26524	1126.9975
LAT|27040	28.4509	LAT|27040	55.3112
LAX1|54900	7.2254	LAX1|54900	27.3339
LAYN|143903	81.7919	LAYN|143903	141.7157
LBH|81606	366.185	LBH|81606	1240.5383
LBP|3929	18.7861	LBP|3929	110.5971
LBR|3930	744.2197	LBR|3930	965.5172
lowly_expressed	lowly_expressed	LBX2|85474	6.1018
LCA5L|150082	70.2312	LCA5L|150082	44.1548
LCA5|167691	133.815	LCA5|167691	403.7006
LCAT|3931	7.8035	LCAT|3931	123.2801
LCK|3932	44.5087	LCK|3932	40.7906
LCLAT1|253558	1254.0462	LCLAT1|253558	269.9748
LCMT1|51451	1341.6185	LCMT1|51451	460.0505
LCMT2|9836	318.7861	LCMT2|9836	266.6106
lowly_expressed	lowly_expressed	LCN10|414332	23.36
LCN12|286256	5.7803	LCN12|286256	19.7645
LCN2|3934	6.0694	LCN2|3934	216.148
LCORL|254251	94.4509	LCORL|254251	87.5231
LCOR|84458	324.6301	LCOR|84458	126.6274
LCP1|3936	1795.0867	LCP1|3936	2092.9352
LCP2|3937	197.6879	LCP2|3937	296.4676
LDB1|8861	1456.9364	LDB1|8861	1272.9184
LDB2|9079	221.3873	LDB2|9079	978.9739
LDB3|11155	14.1618	LDB3|11155	42.0521
LDHA|3939	6268.4971	LDHA|3939	11066.4424
LDHB|3945	3126.3006	LDHB|3945	6122.7923
LDHD|197257	70.2312	LDHD|197257	399.0749
LDLRAD1|388633	17.9191	lowly_expressed	lowly_expressed
LDLRAD2|401944	32.9855	LDLRAD2|401944	295.778
LDLRAD3|143458	141.0405	LDLRAD3|143458	853.238
LDLRAP1|26119	591.6185	LDLRAP1|26119	844.4071
LDLR|3949	2722.5434	LDLR|3949	2426.8293
LDOC1L|84247	583.526	LDOC1L|84247	1266.1901
LDOC1|23641	230.3468	LDOC1|23641	786.7956
LEF1|51176	96.5318	LEF1|51176	97.9815
lowly_expressed	lowly_expressed	LEFTY1|10637	9.4912
LEFTY2|7044	6.0694	LEFTY2|7044	204.3734
lowly_expressed	lowly_expressed	LEKR1|389170	19.344
LEMD2|221496	737.5723	LEMD2|221496	753.5744
LEMD3|23592	1121.0983	LEMD3|23592	736.3331
LENG1|79165	136.4162	LENG1|79165	153.0698
LENG8|114823	1538.9798	LENG8|114823	2969.0496
LENG9|94059	116.2225	LENG9|94059	88.1413
LEO1|123169	690.1734	LEO1|123169	578.217
LEPRE1|64175	328.0347	LEPRE1|64175	593.3558
LEPREL1|55214	45.6647	LEPREL1|55214	375.1051
LEPREL2|10536	534.9711	LEPREL2|10536	574.0118
LEPROTL1|23484	858.6705	LEPROTL1|23484	955.0042
LEPROT|54741	578.8613	LEPROT|54741	1245.942
LEPR|3953	131.2543	LEPR|3953	1495.0168
LEP|3952	43.0636	LEP|3952	16956.6863
LETM1|3954	2548.5549	LETM1|3954	1127.8385
LETM2|137994	51.1561	LETM2|137994	31.5391
LETMD1|25875	1039.0173	LETMD1|25875	1151.3877
LFNG|3955	1553.1792	LFNG|3955	851.9765
LGALS12|85329	21.0983	LGALS12|85329	1186.2910000000002
LGALS1|3956	1099.1329	LGALS1|3956	9562.6577
lowly_expressed	lowly_expressed	LGALS2|3957	5.0463
LGALS3BP|3959	26598.8439	LGALS3BP|3959	19380.1514
LGALS3|3958	474.5665	LGALS3|3958	5948.2759
lowly_expressed	lowly_expressed	LGALS7B|653499	24.3902
lowly_expressed	lowly_expressed	LGALS7|3963	26.9134
LGALS8|3964	3576.8006	LGALS8|3964	1285.1135
lowly_expressed	lowly_expressed	LGALS9C|654346	13.4567
LGALS9|3965	526.3006	LGALS9|3965	1253.5744
LGI1|9211	9.8266	LGI1|9211	7.9899
LGI2|55203	27.4566	LGI2|55203	124.4743
LGI4|163175	50.288999999999994	LGI4|163175	283.85200000000003
LGMN|5641	1162.1387	LGMN|5641	3984.8612
LGR4|55366	238.7283	LGR4|55366	1346.0892
lowly_expressed	lowly_expressed	LGR5|8549	10.0925
LGR6|59352	5.7803	LGR6|59352	392.3465
LGTN|1939	1653.1792	LGTN|1939	1179.5627
lowly_expressed	lowly_expressed	LHCGR|3973	99.6636
lowly_expressed	lowly_expressed	LHFPL1|340596	9.672
LHFPL2|10184	699.1329	LHFPL2|10184	1738.8562
LHFP|10186	388.7283	LHFP|10186	3245.5845
