gene_id	TCGA-BH-A1F0-01A-11R-A137-07	gene_id	TCGA-BH-A1F0-11B-23R-A137-07
PABPC1|26986	22120.8732	PABPC1|26986	27355.8752
PABPC3|5042	220.0237	PABPC3|5042	247.24599999999998
PABPC4L|132430	50.7581	PABPC4L|132430	67.3195
PABPC4|8761	3756.9631	PABPC4|8761	2874.235
PABPC5|140886	25.8092	PABPC5|140886	52.3256
PABPN1|8106	1833.2379999999998	PABPN1|8106	2090.7038
PACRGL|133015	124.3144	PACRGL|133015	286.1077
lowly_expressed	lowly_expressed	PACRG|135138	29.3758
PACS1|55690	2909.9903	PACS1|55690	2451.0404
PACS2|23241	876.2232	PACS2|23241	1264.3819
PACSIN1|29993	181.0947	PACSIN1|29993	7.3439
PACSIN2|11252	873.8574	PACSIN2|11252	1036.4137
PACSIN3|29763	1284.4392	PACSIN3|29763	383.4149
PADI2|11240	12799.871000000001	PADI2|11240	1133.7209
PAF1|54623	1123.5617	PAF1|54623	1395.3488
PAFAH1B1|5048	3445.5318	PAFAH1B1|5048	4250.0
PAFAH1B2|5049	731.2614	PAFAH1B2|5049	454.1004
PAFAH1B3|5050	465.6974	PAFAH1B3|5050	176.5942
PAFAH2|5051	349.0698	PAFAH2|5051	422.5826
PAG1|55824	1121.8411	PAG1|55824	187.8825
PAGE2B|389860	7.9578	lowly_expressed	lowly_expressed
PAGE2|203569	76.3523	lowly_expressed	lowly_expressed
PAH|5053	16.776	PAH|5053	12.5459
PAICS|10606	3277.5567	PAICS|10606	1555.3856
PAIP1|10605	2956.6620000000003	PAIP1|10605	1381.2729
PAIP2B|400961	126.6803	PAIP2B|400961	336.2913
PAIP2|51247	1703.4089999999999	PAIP2|51247	2565.4835
PAK1IP1|55003	476.1802	PAK1IP1|55003	393.2069
PAK1|5058	1897.8385	PAK1|5058	919.5226
PAK2|5062	4571.2442	PAK2|5062	2621.4809999999998
PAK3|5063	67.9643	PAK3|5063	47.4296
PAK4|10298	788.9019999999999	PAK4|10298	820.0734
PAK6|56924	272.4594	PAK6|56924	214.7552
lowly_expressed	lowly_expressed	PAK7|57144	117.8091
PALB2|79728	447.575	PALB2|79728	314.8715
PALLD|23022	2959.8882	PALLD|23022	6252.142
PALM2-AKAP2|445815	2428.6741	PALM2-AKAP2|445815	4719.795
PALM2|114299	60.8044	PALM2|114299	61.7105
PALM3|342979	5.1618	PALM3|342979	24.1738
PALMD|54873	1105.2801	PALMD|54873	3649.0208
PALM|5064	269.9215	PALM|5064	1534.5777
PAMR1|25891	281.9658	PAMR1|25891	989.9021
PAM|5066	3633.7241	PAM|5066	5821.6034
PAN2|9924	334.0144	PAN2|9924	761.0159
PAN3|255967	1154.5327	PAN3|255967	1316.4015
PANK1|53354	172.9218	PANK1|53354	75.5814
PANK2|80025	429.7236	PANK2|80025	406.6707
PANK3|79646	848.9085	PANK3|79646	548.0416
PANK4|55229	209.0547	PANK4|55229	293.7576
PANX1|24145	1066.7814	PANX1|24145	318.8494
PANX2|56666	97.86	PANX2|56666	40.3917
PAOX|196743	75.9221	PAOX|196743	101.8972
PAPD4|167153	1012.1518	PAPD4|167153	1252.448
PAPD5|64282	431.0141	PAPD5|64282	477.6622
PAPD7|11044	912.5712	PAPD7|11044	715.1163
PAPLN|89932	506.9362	PAPLN|89932	471.2362
PAPOLA|10914	3853.5326	PAPOLA|10914	3551.1016
PAPOLG|64895	695.9888	PAPOLG|64895	397.1848
PAPPA2|60676	15.0554	PAPPA2|60676	75.5814
PAPPA|5069	258.7375	PAPPA|5069	156.9767
PAPSS1|9061	4816.647	PAPSS1|9061	2083.5373
PAPSS2|9060	2028.1751	PAPSS2|9060	1307.8335
PAQR3|152559	606.3168	PAQR3|152559	358.9535
PAQR4|124222	742.5917	PAQR4|124222	126.1812
PAQR5|54852	379.8258	PAQR5|54852	119.95100000000001
PAQR6|79957	34.6274	PAQR6|79957	29.9878
PAQR7|164091	237.66	PAQR7|164091	388.6169
PAQR8|85315	535.1113	PAQR8|85315	222.4602
PAR-SN|347746	55.8877	PAR-SN|347746	152.2827
PAR5|8123	19.3569	PAR5|8123	28.1518
PARD3B|117583	181.74	PARD3B|117583	177.7846
PARD3|56288	876.4383	PARD3|56288	1113.2191
PARD6A|50855	46.8868	PARD6A|50855	51.1016
PARD6B|84612	322.1852	PARD6B|84612	274.7858
PARD6G|84552	158.7267	PARD6G|84552	423.8066
PARG|8505	487.5793	PARG|8505	479.1922
PARK2|5071	30.3258	PARK2|5071	180.8446
PARK7|11315	2371.8679	PARK7|11315	3472.4602
PARL|55486	1251.5324	PARL|55486	934.8225
PARM1|25849	747.8223	PARM1|25849	1553.8556
PARN|5073	1224.8629	PARN|5073	976.1322
PARP10|84875	1122.4863	PARP10|84875	835.6793
PARP11|57097	343.0476	PARP11|57097	397.7968
PARP12|64761	1821.2711	PARP12|64761	609.2411
PARP14|54625	4967.846	PARP14|54625	1823.4394
PARP15|165631	114.2058	PARP15|165631	25.7038
PARP16|54956	226.2609	PARP16|54956	332.6193
PARP1|142	5155.3931	PARP1|142	2478.8862
PARP2|10038	304.5489	PARP2|10038	433.9045
PARP3|10039	265.1898	PARP3|10039	660.3427
PARP4|143	2938.3805	PARP4|143	2101.8972
PARP6|56965	941.3915	PARP6|56965	844.8592
PARP8|79668	429.2935	PARP8|79668	340.5753
PARP9|83666	3744.7554	PARP9|83666	1502.8213
PARS2|25973	159.8021	PARS2|25973	105.2632
PART1|25859	67.104	PART1|25859	48.6536
PARVA|55742	1667.2761	PARVA|55742	3502.1420000000003
PARVB|29780	745.0263	PARVB|29780	524.1738
PARVG|64098	469.2978	PARVG|64098	118.7271
PASK|23178	231.2077	PASK|23178	140.7589
PATL1|219988	1995.4834	PATL1|219988	1130.661
PATL2|197135	48.8225	PATL2|197135	11.3219
PATZ1|23598	706.7427	PATZ1|23598	1231.0282
PAWR|5074	306.6996	PAWR|5074	272.0318
lowly_expressed	lowly_expressed	PAX2|5076	12.2399
PAX3|5077	71.4055	PAX3|5077	19.2778
PAX5|5079	102.3766	PAX5|5079	13.4639
PAX6|5080	59.7914	PAX6|5080	82.9253
PAX7|5081	92.4831	lowly_expressed	lowly_expressed
PAX8|7849	20.2172	PAX8|7849	10.0979
PAX9|5083	44.0908	PAX9|5083	45.2876
PAXIP1|22976	541.4303	PAXIP1|22976	414.7032
PBK|55872	272.0723	lowly_expressed	lowly_expressed
PBLD|64081	72.696	PBLD|64081	211.1383
PBRM1|55193	1794.1714	PBRM1|55193	2003.366
PBX1|5087	3134.1004	PBX1|5087	3774.7858
PBX2|5089	1280.3527	PBX2|5089	1375.1529999999998
PBX3|5090	384.5575	PBX3|5090	482.8641
PBX4|80714	14.8403	PBX4|80714	9.7919
PBXIP1|57326	2472.739	PBXIP1|57326	3414.6267
PCBD1|5092	686.0953	PCBD1|5092	798.3476
PCBD2|84105	185.7856	PCBD2|84105	313.9076
PCBP1|5093	7687.7084	PCBP1|5093	7007.9559
PCBP2|5094	7181.854	PCBP2|5094	11047.4388
PCBP3|54039	39.144	PCBP3|54039	77.7234
PCBP4|57060	382.8369	PCBP4|57060	478.2742
PCCA|5095	323.5617	PCCA|5095	661.5728
PCCB|5096	1158.3332	PCCB|5096	1207.7417
PCDH10|57575	13.98	PCDH10|57575	28.1518
lowly_expressed	lowly_expressed	PCDH11X|27328	40.6977
PCDH12|51294	358.103	PCDH12|51294	588.1273
PCDH17|27253	267.9858	PCDH17|27253	65.7895
PCDH18|54510	951.07	PCDH18|54510	1601.8972
PCDH19|57526	204.9683	PCDH19|57526	291.3097
PCDH1|5097	737.2836	PCDH1|5097	1802.9376
PCDH20|64881	6.2372	PCDH20|64881	19.2778
PCDH7|5099	285.8372	PCDH7|5099	540.3917
PCDH9|5101	24.9489	PCDH9|5101	227.6622
PCDHA10|56139	17.6879	PCDHA10|56139	117.1909
PCDHA11|56138	7.4481	PCDHA11|56138	33.4945
PCDHA12|56137	5.1683	PCDHA12|56137	25.6548
lowly_expressed	lowly_expressed	PCDHA13|56136	9.795
lowly_expressed	lowly_expressed	PCDHA1|56147	14.7338
lowly_expressed	lowly_expressed	PCDHA2|56146	5.0214
PCDHA3|56145	8.9773	PCDHA3|56145	57.8794
PCDHA4|56144	5.1834	PCDHA4|56144	47.0502
lowly_expressed	lowly_expressed	PCDHA5|56143	7.6224
lowly_expressed	lowly_expressed	PCDHA6|56142	74.28399999999999
PCDHA7|56141	6.0609	PCDHA7|56141	21.787
PCDHAC1|56135	14.6338	PCDHAC1|56135	15.4804
PCDHAC2|56134	43.1745	PCDHAC2|56134	35.8078
PCDHB10|56126	93.3434	PCDHB10|56126	109.8531
PCDHB11|56125	20.2172	PCDHB11|56125	69.7674
PCDHB12|56124	32.4766	PCDHB12|56124	72.5214
PCDHB13|56123	118.7224	PCDHB13|56123	72.2154
PCDHB14|56122	89.2569	PCDHB14|56122	181.1506
PCDHB15|56121	69.9	PCDHB15|56121	65.4835
PCDHB16|57717	400.6882	PCDHB16|57717	275.0918
PCDHB17|54661	20.6474	lowly_expressed	lowly_expressed
PCDHB18|54660	9.6785	PCDHB18|54660	20.5018
lowly_expressed	lowly_expressed	PCDHB19P|84054	10.7099
PCDHB2|56133	411.6572	PCDHB2|56133	137.0869
PCDHB3|56132	124.9597	PCDHB3|56132	93.3293
PCDHB4|56131	89.2569	PCDHB4|56131	268.0539
PCDHB5|26167	14.6252	PCDHB5|26167	96.6952
PCDHB6|56130	243.252	PCDHB6|56130	99.4492
PCDHB7|56129	189.0526	PCDHB7|56129	133.7209
PCDHB8|56128	297.4513	PCDHB8|56128	59.9755
PCDHB9|56127	128.616	PCDHB9|56127	86.9033
PCDHGA10|56106	49.2935	PCDHGA10|56106	135.8905
PCDHGA11|56105	32.1196	PCDHGA11|56105	49.1187
PCDHGA12|26025	73.7714	PCDHGA12|26025	162.3929
PCDHGA1|56114	12.2594	PCDHGA1|56114	8.5679
PCDHGA2|56113	108.0288	PCDHGA2|56113	177.604
PCDHGA3|56112	8.317	PCDHGA3|56112	49.0453
PCDHGA4|56111	23.4434	PCDHGA4|56111	79.4829
PCDHGA5|56110	10.9689	PCDHGA5|56110	32.1297
PCDHGA6|56109	20.6474	PCDHGA6|56109	63.9535
lowly_expressed	lowly_expressed	PCDHGA7|56108	24.03
PCDHGA8|9708	5.7081	PCDHGA8|9708	11.9339
PCDHGA9|56107	41.6174	PCDHGA9|56107	109.6328
PCDHGB1|56104	85.9426	PCDHGB1|56104	37.09
PCDHGB2|56103	29.2505	PCDHGB2|56103	83.0845
PCDHGB3|56102	8.8182	PCDHGB3|56102	20.5018
PCDHGB4|8641	14.4102	PCDHGB4|8641	60.918
PCDHGB5|56101	52.4938	PCDHGB5|56101	216.5667
PCDHGB6|56100	49.5559	PCDHGB6|56100	186.1536
PCDHGB7|56099	216.8663	PCDHGB7|56099	378.6873
PCDHGC3|5098	1139.7075	PCDHGC3|5098	2336.4902
PCDHGC5|56097	10.8184	PCDHGC5|56097	10.8109
PCF11|51585	1384.8801	PCF11|51585	1862.6071
PCGF1|84759	210.3452	PCGF1|84759	214.1983
PCGF2|7703	719.0236	PCGF2|7703	613.1457
PCGF3|10336	756.2103	PCGF3|10336	1283.9657
PCGF5|84333	2203.4627	PCGF5|84333	1969.0942
PCGF6|84108	231.2077	PCGF6|84108	249.388
PCID2|55795	634.0467	PCID2|55795	720.0122
PCIF1|63935	763.523	PCIF1|63935	1018.9718
PCK1|5105	107.7535	PCK1|5105	825.8874
PCK2|5106	797.7202	PCK2|5106	1065.7895
PCLO|27445	28.8203	PCLO|27445	349.1432
PCM1|5108	2318.0987	PCM1|5108	4441.5545
PCMT1|5110	2003.6563	PCMT1|5110	1518.6659
PCMTD1|115294	2355.7372	PCMTD1|115294	2492.6561
PCMTD2|55251	1065.4909	PCMTD2|55251	1874.8470000000002
PCNA|5111	1637.5954	PCNA|5111	1001.2239999999999
PCNP|57092	3045.4888	PCNP|57092	3357.4051
PCNT|5116	933.0035	PCNT|5116	738.0661
PCNXL2|80003	563.0713	PCNXL2|80003	332.3133
PCNXL3|399909	1285.9447	PCNXL3|399909	927.7846
PCNX|22990	1960.2108	PCNX|22990	2015.9119
PCOLCE2|26577	177.0083	PCOLCE2|26577	1963.2803
PCOLCE|5118	1310.2075	PCOLCE|5118	1633.0692
PCOTH|542767	14.9758	PCOTH|542767	10.7681
lowly_expressed	lowly_expressed	PCP2|126006	9.4859
PCP4L1|654790	23.6585	PCP4L1|654790	24.7858
lowly_expressed	lowly_expressed	PCP4|5121	8.5679
PCSK1|5122	197.4406	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	PCSK4|54760	23.8678
PCSK5|5125	139.5849	PCSK5|5125	270.8078
PCSK6|5046	247.5535	PCSK6|5046	601.5912
PCSK7|9159	793.8359	PCSK7|9159	593.6261
PCSK9|255738	11.8292	lowly_expressed	lowly_expressed
PCTP|58488	455.5329	PCTP|58488	498.164
PCYOX1L|78991	140.4452	PCYOX1L|78991	178.3966
PCYOX1|51449	3317.1309	PCYOX1|51449	5151.7748
PCYT1A|5130	442.6282	PCYT1A|5130	354.9572
PCYT1B|9468	16.5609	PCYT1B|9468	24.7858
PCYT2|5833	566.0824	PCYT2|5833	594.5532
PC|5091	685.8802	PC|5091	1721.8482
PDAP1|11333	1962.7917	PDAP1|11333	1615.0551
PDCD10|11235	1383.5896	PDCD10|11235	714.5043
PDCD11|22984	1517.5825	PDCD11|22984	902.6928
PDCD1LG2|80380	340.4667	PDCD1LG2|80380	190.0245
PDCD1|5133	141.9507	PDCD1|5133	19.2778
PDCD2L|84306	213.3563	PDCD2L|84306	90.5753
PDCD2|5134	818.5826	PDCD2|5134	737.7601
PDCD4|27250	3645.5490000000004	PDCD4|27250	6870.661
PDCD5|9141	1159.4795	PDCD5|9141	607.4051
PDCD6IP|10015	3159.6946	PDCD6IP|10015	4018.0539
PDCD6|10016	1898.0536	PDCD6|10016	1191.8605
PDCD7|10081	460.6947	PDCD7|10081	659.7307
PDCL3|79031	536.4018	PDCL3|79031	344.2472
PDCL|5082	572.1045	PDCL|5082	626.683
PDDC1|347862	616.1953	PDDC1|347862	940.3305
PDE10A|10846	141.3055	PDE10A|10846	138.0049
PDE11A|50940	11.184000000000001	PDE11A|50940	189.1065
PDE12|201626	818.5826	PDE12|201626	682.0685
PDE1A|5136	123.024	PDE1A|5136	143.2069
PDE1B|5153	183.8907	PDE1B|5153	296.8176
PDE1C|5137	42.1551	PDE1C|5137	145.9608
PDE2A|5138	669.1042	PDE2A|5138	2066.0955
PDE3A|5139	70.9754	PDE3A|5139	80.4774
PDE3B|5140	412.0873	PDE3B|5140	1539.4737
PDE4A|5141	401.1184	PDE4A|5141	546.5116
PDE4B|5142	3183.9983	PDE4B|5142	1450.7344
PDE4C|5143	5.1618	PDE4C|5143	17.7479
PDE4DIP|9659	2234.2187	PDE4DIP|9659	1753.9779999999998
PDE4D|5144	374.9694	PDE4D|5144	214.5563
PDE5A|8654	511.5303	PDE5A|8654	1541.0710000000001
PDE6A|5145	12.2594	lowly_expressed	lowly_expressed
PDE6B|5158	41.7249	PDE6B|5158	75.5814
PDE6D|5147	444.1338	PDE6D|5147	287.6377
PDE6G|5148	40.6495	PDE6G|5148	9.1799
PDE7A|5150	1050.2205	PDE7A|5150	627.601
PDE7B|27115	203.2477	PDE7B|27115	199.2044
PDE8A|5151	798.1503	PDE8A|5151	836.5973
PDE8B|8622	29.2505	PDE8B|8622	357.7111
PDE9A|5152	543.9295	PDE9A|5152	284.8837
PDF|64146	116.2362	PDF|64146	77.7693
PDGFA|5154	376.8147	PDGFA|5154	680.8446
PDGFB|5155	958.8128	PDGFB|5155	1037.9437
PDGFC|56034	757.931	PDGFC|56034	1033.3537
PDGFD|80310	803.3122	PDGFD|80310	2256.4259
PDGFRA|5156	3145.6178	PDGFRA|5156	3166.3188
PDGFRB|5159	3833.7456	PDGFRB|5159	4217.8703
PDGFRL|5157	386.7082	PDGFRL|5157	878.5189999999999
PDHA1|5160	1853.4832	PDHA1|5160	1481.3678
PDHB|5162	1165.5017	PDHB|5162	1201.0404
PDHX|8050	1392.3906	PDHX|8050	634.7736
PDIA3P|171423	2871.2765	PDIA3P|171423	1866.8911
PDIA3|2923	11518.202	PDIA3|2923	7457.4082
PDIA4|9601	5640.6065	PDIA4|9601	2206.5483
PDIA5|10954	793.2036	PDIA5|10954	396.5728
PDIA6|10130	9254.8833	PDIA6|10130	4266.0802
PDIK1L|149420	388.85900000000004	PDIK1L|149420	389.2289
PDK1|5163	1429.1859	PDK1|5163	485.9241
PDK2|5164	447.575	PDK2|5164	1495.104
PDK3|5165	301.1076	PDK3|5165	193.6965
PDK4|5166	2021.0775	PDK4|5166	11862.6071
PDLIM1|9124	2038.4988	PDLIM1|9124	4869.339
PDLIM2|64236	283.2563	PDLIM2|64236	398.4088
PDLIM3|27295	353.3713	PDLIM3|27295	2992.3501
PDLIM4|8572	157.6514	PDLIM4|8572	795.2876
PDLIM5|10611	3910.528	PDLIM5|10611	3284.8837
PDLIM7|9260	531.2399	PDLIM7|9260	738.3721
PDP1|54704	2015.2705	PDP1|54704	1682.0685
PDP2|57546	136.3587	PDP2|57546	281.8237
PDPK1|5170	1519.1504	PDPK1|5170	1473.9596
PDPN|10630	637.0577	PDPN|10630	720.9302
PDPR|55066	1391.098	PDPR|55066	1436.0802
PDRG1|81572	297.4513	PDRG1|81572	331.0894
PDS5A|23244	2558.5547	PDS5A|23244	2791.0037
PDS5B|23047	1404.8822	PDS5B|23047	1151.7748
PDSS1|23590	162.9358	PDSS1|23590	52.2185
PDSS2|57107	571.6744	PDSS2|57107	410.6487
PDXDC1|23042	4321.54	PDXDC1|23042	2473.9902
PDXDC2|283970	148.188	PDXDC2|283970	218.1763
PDXK|8566	3102.6992	PDXK|8566	2557.8335
PDXP|57026	192.9777	PDXP|57026	139.8409
PDZD11|51248	628.6697	PDZD11|51248	537.9437
PDZD2|23037	1461.2324	PDZD2|23037	2233.7821
PDZD4|57595	33.552	PDZD4|57595	164.0147
lowly_expressed	lowly_expressed	PDZD7|79955	6.12
PDZD8|118987	553.1778	PDZD8|118987	498.164
PDZK1IP1|10158	782.4497	PDZK1IP1|10158	493.88
PDZK1P1|728939	7.9578	PDZK1P1|728939	7.3439
PDZK1|5174	7.9578	PDZK1|5174	154.8348
PDZRN3|23024	847.618	PDZRN3|23024	1407.5887
PDZRN4|29951	15.2705	PDZRN4|29951	111.0771
PEA15|8682	7369.6096	PEA15|8682	6636.1689
PEAR1|375033	293.795	PEAR1|375033	615.3611
PEBP1|5037	4146.4674	PEBP1|5037	7570.0734
lowly_expressed	lowly_expressed	PEBP4|157310	7.0379
PECAM1|5175	3348.317	PECAM1|5175	4538.8617
PECI|10455	335.5199	PECI|10455	1239.59
PECR|55825	111.84	PECR|55825	545.3733
PEF1|553115	1282.0733	PEF1|553115	1467.2583
PEG10|23089	7978.9225	PEG10|23089	2752.7540000000004
PEG3|5178	474.8425	PEG3|5178	659.2901
PELI1|57162	1850.7366	PELI1|57162	1466.3403
PELI2|57161	195.0747	PELI2|57161	562.4235
PELI3|246330	135.9286	PELI3|246330	306.3035
PELO|53918	338.1697	PELO|53918	467.3562
PELP1|27043	1087.8589	PELP1|27043	1173.1946
PEMT|10400	143.8864	PEMT|10400	390.4529
PENK|5179	57.20399999999999	PENK|5179	55.3856
PEPD|5184	1026.562	PEPD|5184	1071.9094
PER1|5187	920.9592	PER1|5187	5038.2497
PER2|8864	312.0766	PER2|8864	2079.8654
PER3|8863	496.8276	PER3|8863	1794.9816
PERP|64065	3040.1118	PERP|64065	7004.59
PES1|23481	1145.9297	PES1|23481	1078.0294
PET112L|5188	219.3784	PET112L|5188	408.2007
PEX10|5192	241.697	PEX10|5192	400.6151
PEX11A|8800	87.1061	PEX11A|8800	393.2069
PEX11B|8799	1043.1229	PEX11B|8799	613.8311
PEX11G|92960	23.2283	PEX11G|92960	70.3794
PEX12|5193	191.4184	PEX12|5193	251.22400000000002
PEX13|5194	1856.7588	PEX13|5194	910.9547
PEX14|5195	254.2209	PEX14|5195	342.4113
PEX16|9409	346.2738	PEX16|9409	307.8335
PEX19|5824	1897.7288	PEX19|5824	3531.1597
PEX1|5189	554.0381	PEX1|5189	554.7736
PEX26|55670	402.9186	PEX26|55670	452.0288
PEX2|5828	854.9306	PEX2|5828	1215.1163
PEX3|8504	422.411	PEX3|8504	495.10400000000004
PEX5|5830	687.3857	PEX5|5830	1238.3721
PEX6|5190	294.8704	PEX6|5190	415.5447
PEX7|5191	85.1704	PEX7|5191	213.2803
PFAS|5198	568.8784	PFAS|5198	383.1089
PFDN1|5201	727.39	PFDN1|5201	1213.2803
PFDN2|5202	1117.1094	PFDN2|5202	554.4676
PFDN4|5203	540.7033	PFDN4|5203	369.95099999999996
PFDN5|5204	2906.9792	PFDN5|5204	5714.8103
PFDN6|10471	501.9895	PFDN6|10471	300.4896
PFKFB1|5207	10.9689	PFKFB1|5207	237.4541
PFKFB2|5208	1329.1773	PFKFB2|5208	430.8446
PFKFB3|5209	1428.3256	PFKFB3|5209	10836.2913
PFKFB4|5210	192.924	PFKFB4|5210	90.2693
PFKL|5211	2147.7578	PFKL|5211	2148.7148
PFKM|5213	386.9233	PFKM|5213	823.4394
PFKP|5214	622.6476	PFKP|5214	867.8091
PFN1|5216	10305.1941	PFN1|5216	5505.201999999999
PFN2|5217	442.1981	PFN2|5217	1589.6573
lowly_expressed	lowly_expressed	PFN4|375189	5.202000000000001
lowly_expressed	lowly_expressed	PGA3|643834	13.4639
PGAM1|5223	2776.4276	PGAM1|5223	2108.0171
PGAM2|5224	12.9046	PGAM2|5224	31.8237
PGAM4|441531	59.3612	PGAM4|441531	49.2656
PGAM5|192111	300.1032	PGAM5|192111	247.7754
PGAP1|80055	406.2802	PGAP1|80055	450.7344
PGAP2|27315	620.2818	PGAP2|27315	445.8384
PGAP3|93210	455.963	PGAP3|93210	653.3048
PGBD1|84547	127.7557	PGBD1|84547	164.3207
PGBD2|267002	150.1237	PGBD2|267002	186.9645
PGBD3|267004	94.4854	PGBD3|267004	123.6965
PGBD4|161779	29.8957	PGBD4|161779	49.2656
PGBD5|79605	1007.2051	PGBD5|79605	40.6977
PGCP|10404	870.4162	PGCP|10404	1174.4186
PGD|5226	2567.803	PGD|5226	2616.2791
PGF|5228	190.7732	PGF|5228	172.8886
PGGT1B|5229	402.839	PGGT1B|5229	513.4639
PGK1|5230	8155.5006	PGK1|5230	5075.8874
PGLS|25796	406.0652	PGLS|25796	561.8115
lowly_expressed	lowly_expressed	PGLYRP2|114770	23.8678
PGM1|5236	2394.2359	PGM1|5236	2405.1408
PGM2L1|283209	828.9063	PGM2L1|283209	384.3329
PGM2|55276	919.0236	PGM2|55276	563.9535
PGM3|5238	767.4632	PGM3|5238	451.4259
lowly_expressed	lowly_expressed	PGM5P2|595135	7.0379
PGM5|5239	293.795	PGM5|5239	1000.0
PGPEP1|54858	448.2202	PGPEP1|54858	805.6916
PGP|283871	273.5778	PGP|283871	183.5985
PGRMC1|10857	3531.3475	PGRMC1|10857	4149.0208
PGRMC2|10424	2335.5199	PGRMC2|10424	3029.9878
PGR|5241	71.4055	PGR|5241	1030.1163
PGS1|9489	571.2378	PGS1|9489	457.4663
PHACTR1|221692	39.7892	PHACTR1|221692	26.6218
PHACTR2|9749	2226.9061	PHACTR2|9749	1138.3109
lowly_expressed	lowly_expressed	PHACTR3|116154	24.7858
PHACTR4|65979	1199.0537	PHACTR4|65979	1242.3501
PHAX|51808	409.7215	PHAX|51808	681.4565
PHB2|11331	2149.9086	PHB2|11331	2863.5251
PHB|5245	2315.0876	PHB|5245	1843.9412
PHC1|1911	157.4944	PHC1|1911	445.5233
PHC2|1912	2495.3221	PHC2|1912	2547.1236
PHC3|80012	1829.2289	PHC3|80012	1720.9302
PHEX|5251	21.9378	PHEX|5251	11.0159
PHF10|55274	1426.9857	PHF10|55274	2091.5789
PHF11|51131	1160.77	PHF11|51131	801.7136
PHF12|57649	1094.9564	PHF12|57649	1142.5949
PHF13|148479	428.4332	PHF13|148479	880.6610000000001
PHF14|9678	1162.4906	PHF14|9678	891.3709
PHF15|23338	1023.7660000000001	PHF15|23338	1779.6818
PHF16|9767	738.3589999999999	PHF16|9767	488.6781
PHF17|79960	1198.6235	PHF17|79960	2022.0318
PHF19|26147	629.0999	PHF19|26147	371.787
PHF1|5252	672.1153	PHF1|5252	1317.6255
PHF20L1|51105	1177.3309	PHF20L1|51105	1082.6193
PHF20|51230	1254.5435	PHF20|51230	1297.1236
PHF21A|51317	835.1436	PHF21A|51317	958.6903
lowly_expressed	lowly_expressed	PHF21B|112885	5.202000000000001
PHF23|79142	709.9688	PHF23|79142	673.8066
PHF2|5253	1119.2601	PHF2|5253	1598.2252
PHF3|23469	2803.3122	PHF3|23469	2847.9192
PHF5A|84844	396.1716	PHF5A|84844	455.3244
PHF6|84295	995.5909	PHF6|84295	583.2313
PHF7|51533	41.0797	PHF7|51533	120.869
PHF8|23133	1049.5752	PHF8|23133	913.7087
PHGDH|26227	806.7534	PHGDH|26227	1259.7919
PHIP|55023	2181.9873	PHIP|55023	1761.2882
PHKA1|5255	319.3892	PHKA1|5255	354.9572
PHKA2|5256	468.0288	PHKA2|5256	808.8709
PHKB|5257	1216.2598	PHKB|5257	1971.5422
PHKG1|5260	10.7538	PHKG1|5260	118.7271
PHKG2|5261	406.2802	PHKG2|5261	301.7136
PHLDA1|22822	2619.4214	PHLDA1|22822	1627.601
PHLDA2|7262	35.2726	PHLDA2|7262	34.5777
PHLDA3|23612	435.7458	PHLDA3|23612	1450.7344
PHLDB1|23187	949.3494	PHLDB1|23187	3871.4809999999998
PHLDB2|90102	850.8442	PHLDB2|90102	1879.743
PHLDB3|653583	70.5452	PHLDB3|653583	116.8911
PHLPP1|23239	286.0523	PHLPP1|23239	706.8543
PHLPP2|23035	317.1072	PHLPP2|23035	407.8733
PHOSPHO2|493911	67.9643	PHOSPHO2|493911	137.5245
PHPT1|29085	352.51099999999997	PHPT1|29085	515.6059
PHRF1|57661	668.6741	PHRF1|57661	1002.7539999999999
PHTF1|10745	377.4599	PHTF1|10745	197.0624
PHTF2|57157	996.0211	PHTF2|57157	513.4639
PHYHD1|254295	99.3655	PHYHD1|254295	590.2693
PHYHIPL|84457	47.0373	PHYHIPL|84457	96.1536
PHYHIP|9796	49.6828	PHYHIP|9796	291.9217
PHYH|5264	983.9768	PHYH|5264	1041.3097
PI15|51050	383.6972	PI15|51050	3074.9694
PI16|221476	472.9541	PI16|221476	2377.295
PI3|5266	119.1526	PI3|5266	208.0783
PI4K2A|55361	975.8038	PI4K2A|55361	792.5887
PI4K2B|55300	925.9060000000001	PI4K2B|55300	604.9572
PI4KAP1|728233	168.4052	PI4KAP1|728233	222.4602
PI4KAP2|375133	84.5252	PI4KAP2|375133	144.4308
PI4KA|5297	1194.1069	PI4KA|5297	1481.9461
PI4KB|5298	2159.1569	PI4KB|5298	1893.2069
PIAS1|8554	462.6304	PIAS1|8554	415.5447
PIAS2|9063	110.9797	PIAS2|9063	250.0
PIAS3|10401	890.4183	PIAS3|10401	1034.5777
PIAS4|51588	197.6557	PIAS4|51588	209.3023
PIBF1|10464	309.4956	PIBF1|10464	534.5777
PICALM|8301	6869.7709	PICALM|8301	5509.1799
PICK1|9463	216.7975	PICK1|9463	375.765
PID1|55022	144.5317	PID1|55022	618.7271
PIF1|80119	45.1661	PIF1|80119	5.202000000000001
PIGA|5277	420.0452	PIGA|5277	284.2717
PIGB|9488	221.3528	PIGB|9488	296.2454
PIGC|5279	1214.109	PIGC|5279	641.9829
PIGF|5281	381.5873	PIGF|5281	304.9908
PIGG|54872	436.8319	PIGG|54872	644.033
