gene_id	TCGA-BH-A1EO-01A-11R-A137-07	gene_id	TCGA-BH-A1EO-11A-31R-A137-07
NCRNA00087|644596	11.4445	NCRNA00087|644596	33.9794
lowly_expressed	lowly_expressed	NCRNA00092|100188953	5.5037
NCRNA00094|266655	767.3316	NCRNA00094|266655	557.6813
NCRNA00095|283932	42.3447	NCRNA00095|283932	25.3649
lowly_expressed	lowly_expressed	NCRNA00105|80161	10.3015
NCRNA00107|283981	6.8667	lowly_expressed	lowly_expressed
NCRNA00116|205251	84.6894	NCRNA00116|205251	261.3065
NCRNA00120|55389	28.6113	NCRNA00120|55389	26.5614
NCRNA00152|112597	242.0514	NCRNA00152|112597	321.1295
NCRNA00160|54064	7.4389	lowly_expressed	lowly_expressed
NCRNA00171|80862	29.7443	NCRNA00171|80862	29.3443
NCRNA00173|100287569	6.2945	lowly_expressed	lowly_expressed
NCRNA00174|285908	125.8896	NCRNA00174|285908	24.4078
NCRNA00181|503538	118.7998	NCRNA00181|503538	52.7782
NCRNA00182|100302692	42.3447	NCRNA00182|100302692	30.39
NCRNA00183|554203	223.168	NCRNA00183|554203	214.6447
NCRNA00188|125144	2327.2415	NCRNA00188|125144	8896.1474
NCRNA00201|284702	423.9448	NCRNA00201|284702	215.8004
NCRNA00219|114915	156.2176	NCRNA00219|114915	367.3128
NCS1|23413	416.00800000000004	NCS1|23413	429.05
NCSTN|23385	3269.8916	NCSTN|23385	2571.2874
NDC80|10403	141.9119	NDC80|10403	32.0651
NDE1|54820	619.1309	NDE1|54820	210.2608
NDEL1|81565	613.4258	NDEL1|81565	1220.6269
NDFIP1|80762	5460.7489	NDFIP1|80762	5139.5071
NDFIP2|54602	849.1828	NDFIP2|54602	776.7408
NDNL2|56160	340.4742	NDNL2|56160	576.4537
NDN|4692	438.897	NDN|4692	1973.6779
NDOR1|27158	361.0744	NDOR1|27158	209.1409
NDP|4693	36.0502	NDP|4693	15.554
NDRG1|10397	4249.3473	NDRG1|10397	9054.0799
NDRG2|57447	747.8989	NDRG2|57447	3555.8746
NDRG3|57446	2066.8789	NDRG3|57446	894.9509
NDRG4|65009	78.3949	NDRG4|65009	169.8971
NDST1|3340	4083.4019	NDST1|3340	3680.5456
NDST2|8509	594.5424	NDST2|8509	555.8746
NDUFA10|4705	1189.657	NDUFA10|4705	1368.7485
NDUFA11|126328	849.755	NDUFA11|126328	1475.2333
NDUFA12|55967	383.3912	NDUFA12|55967	992.582
NDUFA13|51079	931.5833	NDUFA13|51079	2288.2962
NDUFA1|4694	854.3328	NDUFA1|4694	1982.0531
NDUFA2|4695	567.6478	NDUFA2|4695	1023.4506
NDUFA3|4696	366.2244	NDUFA3|4696	623.3549
NDUFA4L2|56901	159.6509	NDUFA4L2|56901	663.0773
NDUFA4|4697	1640.5708	NDUFA4|4697	3870.5432
NDUFA5|4698	2260.8633	NDUFA5|4698	1542.4743
NDUFA6|4700	704.4097	NDUFA6|4700	1415.1711
NDUFA7|4701	302.7073	NDUFA7|4701	346.0158
NDUFA8|4702	503.5585	NDUFA8|4702	1043.5511
NDUFA9|4704	915.561	NDUFA9|4704	1432.1608
NDUFAB1|4706	714.7098	NDUFAB1|4706	1139.2678
NDUFAF1|51103	226.0291	NDUFAF1|51103	415.6497
NDUFAF2|91942	127.0341	NDUFAF2|91942	273.5104
NDUFAF3|25915	623.7259	NDUFAF3|25915	1015.554
NDUFAF4|29078	207.1457	NDUFAF4|29078	390.7633
NDUFB10|4716	718.1431	NDUFB10|4716	1510.8878
NDUFB11|54539	731.8765	NDUFB11|54539	1155.7789
NDUFB1|4707	378.2411	NDUFB1|4707	1109.5956
NDUFB2|4708	746.1765	NDUFB2|4708	1938.5020000000002
NDUFB3|4709	441.1859	NDUFB3|4709	825.7956
NDUFB4|4710	1023.7116	NDUFB4|4710	1792.0555
NDUFB5|4711	1155.8957	NDUFB5|4711	2017.7076
NDUFB6|4712	509.2808	NDUFB6|4712	869.586
NDUFB7|4713	391.9745	NDUFB7|4713	1102.6561
NDUFB8|4714	458.9249	NDUFB8|4714	1486.6595
NDUFB9|4715	2578.46	NDUFB9|4715	2529.7942
NDUFC1|4717	369.0855	NDUFC1|4717	707.8248
NDUFC2|4718	1923.2502	NDUFC2|4718	2400.335
NDUFS1|4719	1365.3303	NDUFS1|4719	1310.122
NDUFS2|4720	1795.0717	NDUFS2|4720	1732.4719
NDUFS3|4722	816.9093	NDUFS3|4722	1432.2206
NDUFS4|4724	500.1252	NDUFS4|4724	1119.4066
NDUFS5|4725	1229.7128	NDUFS5|4725	3033.9794
NDUFS6|4726	330.7464	NDUFS6|4726	816.4633
NDUFS7|374291	372.7134	NDUFS7|374291	590.1436
NDUFS8|4728	639.7482	NDUFS8|4728	940.4164
NDUFV1|4723	870.9274	NDUFV1|4723	1788.2268
NDUFV2|4729	782.8046	NDUFV2|4729	1824.1206
NDUFV3|4731	521.8697	NDUFV3|4731	807.6095
NEAT1|283131	4304.8532	NEAT1|283131	5033.2615
NEBL|10529	3127.2129	NEBL|10529	257.7172
NEB|4703	11.4445	NEB|4703	7.8966
NECAB1|64168	50.9281	NECAB1|64168	256.2814
lowly_expressed	lowly_expressed	NECAB2|54550	6.4609
NECAB3|63941	327.8853	NECAB3|63941	247.9062
NECAP1|25977	775.3657	NECAP1|25977	654.9414
NECAP2|55707	1326.4189	NECAP2|55707	2092.8452
NEDD1|121441	574.5145	NEDD1|121441	465.6616
NEDD4L|23327	686.0985	NEDD4L|23327	656.1378
NEDD4|4734	698.1152	NEDD4|4734	608.2795
NEDD8|4738	1346.4468	NEDD8|4738	2689.1601
NEDD9|4739	1281.2131	NEDD9|4739	1476.1905
NEFH|4744	125.8896	NEFH|4744	42.8332
NEFL|4747	10.8723	NEFL|4747	17.229
NEFM|4741	9.5848	lowly_expressed	lowly_expressed
NEGR1|257194	726.7265	NEGR1|257194	1572.625
NEIL1|79661	26.3224	NEIL1|79661	62.2158
NEIL2|252969	466.3639	NEIL2|252969	494.8552
NEIL3|55247	29.1835	lowly_expressed	lowly_expressed
NEK10|152110	12.0167	lowly_expressed	lowly_expressed
NEK11|79858	261.5071	NEK11|79858	220.8662
NEK1|4750	659.2039	NEK1|4750	483.8478
NEK2|4751	262.6516	NEK2|4751	10.7681
NEK3|4752	119.5952	NEK3|4752	234.7452
NEK4|6787	548.1921	NEK4|6787	409.9067
NEK5|341676	12.589	lowly_expressed	lowly_expressed
NEK6|10783	1701.2267	NEK6|10783	639.1481
NEK7|140609	2042.8454	NEK7|140609	3722.9002
NEK8|284086	30.328000000000003	NEK8|284086	25.8435
NEK9|91754	2207.0741	NEK9|91754	2412.7782
NELF|26012	553.9144	NELF|26012	628.6193
NELL2|4753	31.4724	NELL2|4753	22.0148
NENF|29937	856.0495	NENF|29937	1937.0663
NEO1|4756	1139.8734	NEO1|4756	539.3635
NES|10763	682.0929	NES|10763	3702.5604
NET1|10276	2563.5707	NET1|10276	2111.0313
NETO1|81832	51.5003	lowly_expressed	lowly_expressed
NETO2|81831	1064.9118	NETO2|81831	64.1302
NEU1|4758	1815.6718	NEU1|4758	1554.4389
NEU3|10825	145.9175	NEU3|10825	42.5939
NEURL1B|54492	898.3942	NEURL1B|54492	2254.1278
NEURL2|140825	9.9167	NEURL2|140825	14.3216
NEURL4|84461	270.6627	NEURL4|84461	303.4219
NEURL|9148	6.8667	NEURL|9148	6.2216
NEXN|91624	379.9578	NEXN|91624	618.569
NF1|4763	3189.0133	NF1|4763	974.1565
NF2|4771	831.4438	NF2|4771	754.4867
NFAM1|150372	201.9956	NFAM1|150372	413.7353
NFASC|23114	45.7494	NFASC|23114	93.1491
NFAT5|10725	1992.4895	NFAT5|10725	1241.6846
NFATC1|4772	374.2355	NFATC1|4772	1046.9012
NFATC2IP|84901	762.7767	NFATC2IP|84901	527.8775
NFATC2|4773	96.1339	NFATC2|4773	118.6887
NFATC3|4775	824.5771	NFATC3|4775	875.0897
NFATC4|4776	718.1431	NFATC4|4776	861.6894
NFE2L1|4779	4518.2933	NFE2L1|4779	10568.7964
NFE2L2|4780	3762.9555	NFE2L2|4780	4405.5755
NFE2L3|9603	413.1469	NFE2L3|9603	220.1484
NFE2|4778	78.3949	lowly_expressed	lowly_expressed
NFIA|4774	1845.4276	NFIA|4774	2775.3051
NFIB|4781	1583.3482	NFIB|4781	4635.0802
NFIC|4782	867.4939999999999	NFIC|4782	536.2527
NFIL3|4783	656.915	NFIL3|4783	1737.9756
NFIX|4784	2247.1299	NFIX|4784	3048.3369
NFKB1|4790	1801.3662	NFKB1|4790	1490.7873
NFKB2|4791	529.8809	NFKB2|4791	670.4953
NFKBIA|4792	1711.5268	NFKBIA|4792	2869.1074
NFKBIB|4793	197.9901	NFKBIB|4793	244.0775
NFKBID|84807	8.5834	NFKBID|84807	67.7196
NFKBIE|4794	248.9181	NFKBIE|4794	191.9119
NFKBIL1|4795	131.0397	NFKBIL1|4795	315.3865
NFKBIL2|4796	380.5186	NFKBIL2|4796	47.8583
NFKBIZ|64332	76.6782	NFKBIZ|64332	1159.3683
NFRKB|4798	1138.7289	NFRKB|4798	430.2465
NFS1|9054	492.11400000000003	NFS1|9054	432.8787
NFU1|27247	322.7352	NFU1|27247	1169.8971
NFX1|4799	980.2225	NFX1|4799	945.9201
NFXL1|152518	323.3075	NFXL1|152518	153.8646
NFYA|4800	1621.1151	NFYA|4800	685.3314
NFYB|4801	940.7389	NFYB|4801	1089.9737
NFYC|4802	769.4317	NFYC|4802	853.7760000000001
NGDN|25983	308.4296	NGDN|25983	592.9648
NGEF|25791	108.7229	NGEF|25791	67.4803
NGFRAP1|27018	634.5982	NGFRAP1|27018	1653.7449
NGFR|4804	143.0564	NGFR|4804	673.1275
NGF|4803	9.1556	NGF|4803	56.4728
NGLY1|55768	496.6918	NGLY1|55768	786.3125
NGRN|51335	2055.9494	NGRN|51335	3138.2459999999996
NHEDC1|150159	6.8724	NHEDC1|150159	8.8562
NHEDC2|133308	163.6565	NHEDC2|133308	301.9861
NHEJ1|79840	167.6621	NHEJ1|79840	337.6406
NHLRC1|378884	24.6057	NHLRC1|378884	53.361999999999995
NHLRC2|374354	137.3341	NHLRC2|374354	106.9634
NHLRC3|387921	914.4165	NHLRC3|387921	934.1948
NHLRC4|283948	20.6001	NHLRC4|283948	36.3723
NHP2L1|4809	1764.7438	NHP2L1|4809	2212.491
NHP2|55651	1021.9949	NHP2|55651	994.257
NHSL1|57224	301.5629	NHSL1|57224	534.5777
NHSL2|340527	141.9119	NHSL2|340527	58.6265
NHS|4810	338.1853	NHS|4810	136.6356
NICN1|84276	486.9297	NICN1|84276	298.3967
NID1|4811	5803.4949	NID1|4811	5578.258000000001
NID2|22795	3024.2123	NID2|22795	1306.0541
NIF3L1|60491	348.4854	NIF3L1|60491	395.5492
NINJ1|4814	2397.053	NINJ1|4814	1669.2989
NINJ2|4815	246.05700000000002	NINJ2|4815	287.4492
NINL|22981	206.0012	NINL|22981	114.3814
NIN|51199	1559.3148	NIN|51199	1094.9988
NIP7|51388	528.1642	NIP7|51388	634.8409
NIPA1|123606	421.158	NIPA1|123606	298.63599999999997
NIPA2|81614	920.711	NIPA2|81614	1162.2398
lowly_expressed	lowly_expressed	NIPAL1|152519	5.0251
NIPAL2|79815	319.3019	NIPAL2|79815	163.1969
NIPAL3|57185	1210.2571	NIPAL3|57185	466.6188
NIPAL4|348938	156.7898	lowly_expressed	lowly_expressed
NIPBL|25836	3160.9742	NIPBL|25836	1413.0175
NIPSNAP1|8508	1344.7302	NIPSNAP1|8508	393.1563
NIPSNAP3A|25934	650.6205	NIPSNAP3A|25934	984.2067
NIPSNAP3B|55335	23.4784	NIPSNAP3B|55335	219.4592
NISCH|11188	1477.4865	NISCH|11188	1491.7444
NIT1|4817	522.6823	NIT1|4817	605.1089
NIT2|56954	556.2033	NIT2|56954	782.2446
NKAIN1|79570	770.2157	NKAIN1|79570	10.7681
NKAIN2|154215	9.1556	NKAIN2|154215	19.6219
NKAIN3|286183	7.4389	lowly_expressed	lowly_expressed
NKAPL|222698	6.8667	NKAPL|222698	83.2735
NKAP|79576	358.7855	NKAP|79576	361.5698
NKD1|85407	21.1723	NKD1|85407	20.3398
NKD2|85409	187.69	lowly_expressed	lowly_expressed
NKG7|4818	41.7725	NKG7|4818	177.0759
NKIRAS1|28512	219.1624	NKIRAS1|28512	359.6554
NKIRAS2|28511	716.9987	NKIRAS2|28511	895.6688
NKPD1|284353	17.739	lowly_expressed	lowly_expressed
NKRF|55922	366.2244	NKRF|55922	237.8559
NKTR|4820	999.1059	NKTR|4820	741.565
NKX3-1|4824	69.8115	NKX3-1|4824	61.9765
NKX3-2|579	54.3614	NKX3-2|579	6.2216
NKX6-1|4825	8.5834	lowly_expressed	lowly_expressed
NLE1|54475	211.7235	NLE1|54475	307.2505
NLGN1|22871	5.15	NLGN1|22871	53.6013
NLGN2|57555	656.915	NLGN2|57555	555.396
NLGN3|54413	26.3224	NLGN3|54413	35.8938
NLGN4X|57502	114.4451	NLGN4X|57502	121.5602
NLK|51701	580.2368	NLK|51701	416.3676
NLN|57486	799.3992	NLN|57486	252.692
NLRC3|197358	85.2616	NLRC3|197358	49.2941
NLRC4|58484	86.4061	NLRC4|58484	143.0964
NLRC5|84166	559.6366	NLRC5|84166	459.4401
NLRP12|91662	36.6224	NLRP12|91662	42.8332
NLRP1|22861	215.7291	NLRP1|22861	646.5662
NLRP2|55655	1535.2813	NLRP2|55655	21.5363
NLRP3|114548	97.8506	NLRP3|114548	263.4602
NLRP6|171389	10.8723	lowly_expressed	lowly_expressed
NLRP7|199713	15.4501	lowly_expressed	lowly_expressed
NLRX1|79671	279.2461	NLRX1|79671	552.7638
NMB|4828	52.6448	NMB|4828	872.6968
NMD3|51068	1310.3966	NMD3|51068	1241.6846
NME1-NME2|654364	69.8745	NME1-NME2|654364	88.5499
NME1|4830	804.3947	NME1|4830	861.0361
NME2P1|283458	38.3391	NME2P1|283458	100.7418
NME2|4831	3894.0868	NME2|4831	7143.7401
NME3|4832	340.4742	NME3|4832	378.3202
NME4|4833	773.6489999999999	NME4|4833	1638.191
NME5|8382	67.5226	NME5|8382	28.9543
NME6|10201	278.6739	NME6|10201	193.8263
NME7|29922	313.9573	NME7|29922	256.9036
NMI|9111	491.5418	NMI|9111	709.2606
NMNAT1|64802	397.6968	NMNAT1|64802	381.1917
NMNAT2|23057	20.6001	NMNAT2|23057	437.6645
NMNAT3|349565	258.64599999999996	NMNAT3|349565	230.1986
NMRAL1|57407	373.0911	NMRAL1|57407	438.861
NMT1|4836	2129.8237	NMT1|4836	2660.4451
NMT2|9397	335.8964	NMT2|9397	1983.4889
NMUR1|10316	7.4389	NMUR1|10316	141.4214
NNAT|4826	13.7334	NNAT|4826	388.6097
NNMT|4837	2995.0288	NNMT|4837	5845.1783
NNT|23530	1164.4791	NNT|23530	1535.2955
NOB1|28987	556.7755	NOB1|28987	935.6305
NOC2L|26155	1034.8128	NOC2L|26155	1007.2410000000001
NOC3L|64318	448.6249	NOC3L|64318	406.07800000000003
NOC4L|79050	160.7954	NOC4L|79050	211.0553
NOD1|10392	334.75199999999995	NOD1|10392	632.448
NOD2|64127	2619.0766	NOD2|64127	47.8583
lowly_expressed	lowly_expressed	NOG|9241	15.3147
NOL10|79954	698.1152	NOL10|79954	666.6667
NOL11|25926	1079.7897	NOL11|25926	1009.3324
NOL12|79159	100.7117	NOL12|79159	191.1941
NOL3|8996	127.0341	NOL3|8996	406.7959
NOL4|8715	21.7446	lowly_expressed	lowly_expressed
NOL6|65083	1170.2014	NOL6|65083	760.4689999999999
NOL7|51406	510.9975	NOL7|51406	697.0567
NOL8|55035	1059.1896	NOL8|55035	722.9002
NOL9|79707	251.207	NOL9|79707	167.2649
NOLC1|9221	2290.6191	NOLC1|9221	1406.7959
NOM1|64434	406.2802	NOM1|64434	362.7662
NOMO1|23420	3047.6735	NOMO1|23420	2451.0648
NOMO2|283820	1209.1127	NOMO2|283820	1154.1039
NOMO3|408050	818.8548	NOMO3|408050	695.1424
NONO|4841	7505.311	NONO|4841	4514.7164
NOP10|55505	563.07	NOP10|55505	1516.8701
NOP14|8602	930.9996	NOP14|8602	807.0639
NOP16|51491	160.2232	NOP16|51491	231.6344
NOP2|4839	581.3812	NOP2|4839	476.9084
NOP56|10528	1621.1151	NOP56|10528	1435.0323
NOP58|51602	1169.6291	NOP58|51602	916.7265
NOS1AP|9722	75.5338	NOS1AP|9722	17.7076
NOS2|4843	16.0223	NOS2|4843	9.811
NOS3|4846	191.8386	NOS3|4846	672.9409
NOSIP|51070	318.1574	NOSIP|51070	729.3611
NOSTRIN|115677	239.1903	NOSTRIN|115677	1106.2455
NOTCH1|4851	1151.3179	NOTCH1|4851	1415.4104
NOTCH2NL|388677	413.1755	NOTCH2NL|388677	412.2278
NOTCH2|4853	8459.7833	NOTCH2|4853	4964.3455
NOTCH3|4854	4748.9003	NOTCH3|4854	3895.1902
NOTCH4|4855	489.8251	NOTCH4|4855	1544.3886
NOVA1|4857	94.4172	NOVA1|4857	799.4736
NOVA2|4858	28.0391	NOVA2|4858	148.3609
NOV|4856	200.27900000000002	NOV|4856	1227.3271
NOX4|50507	615.7147	NOX4|50507	492.7016
lowly_expressed	lowly_expressed	NOX5|79400	7.2003
NOXA1|10811	37.1947	NOXA1|10811	16.9897
NPAS1|4861	7.4389	lowly_expressed	lowly_expressed
NPAS2|4862	418.2969	NPAS2|4862	132.089
NPAS3|64067	28.0391	NPAS3|64067	56.4728
NPAT|4863	1191.9459	NPAT|4863	302.9433
lowly_expressed	lowly_expressed	NPC1L1|29881	8.3752
NPC1|4864	992.9545	NPC1|4864	773.721
NPC2|10577	4292.2642	NPC2|10577	7671.2132
NPDC1|56654	524.7309	NPDC1|56654	1496.0517
NPEPL1|79716	276.9572	NPEPL1|79716	579.3252
NPEPPS|9520	2363.2917	NPEPPS|9520	2043.0725
NPFFR2|10886	6.2945	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	NPFF|8620	16.2718
NPHP1|4867	100.7117	NPHP1|4867	130.414
NPHP3|27031	328.4575	NPHP3|27031	451.3065
NPHP4|261734	247.7737	NPHP4|261734	181.6224
NPIPL3|23117	223.1394	NPIPL3|23117	351.4429
NPIP|9284	544.3009999999999	NPIP|9284	528.435
NPLOC4|55666	1661.1709	NPLOC4|55666	2151.7109
NPL|80896	553.3422	NPL|80896	669.5382
NPM1|4869	8484.389000000001	NPM1|4869	7143.0964
NPM3|10360	185.9733	NPM3|10360	252.4527
NPNT|255743	355.3521	NPNT|255743	301.029
NPR1|4881	109.8673	NPR1|4881	4334.5298
NPR2|4882	239.7625	NPR2|4882	694.6638
NPR3|4883	14.8779	NPR3|4883	209.3802
NPRL2|10641	323.5478	NPRL2|10641	291.005
NPRL3|8131	658.6317	NPRL3|8131	647.0447
NPTN|27020	1983.9062	NPTN|27020	2282.8428
NPTX1|4884	11.4445	NPTX1|4884	8.3752
NPTX2|4885	189.9789	NPTX2|4885	30.1508
NPTXR|23467	208.8623	NPTXR|23467	427.375
NPY1R|4886	123.6007	NPY1R|4886	1255.5635
lowly_expressed	lowly_expressed	NPY5R|4889	98.1096
NQO1|1728	3680.5551	NQO1|1728	4896.3867
NQO2|4835	524.7309	NQO2|4835	1379.7559
lowly_expressed	lowly_expressed	NR0B1|190	6.9395
NR1D1|9572	143.7602	NR1D1|9572	274.3144
NR1D2|9975	1234.8628	NR1D2|9975	843.2639
NR1H2|7376	877.7941	NR1H2|7376	1305.5755
NR1H3|10062	372.5189	NR1H3|10062	1901.1725
lowly_expressed	lowly_expressed	NR1I3|9970	7.1261
NR2C1|7181	258.0737	NR2C1|7181	406.3173
NR2C2AP|126382	370.8995	NR2C2AP|126382	305.7454
NR2C2|7182	1273.7685	NR2C2|7182	709.3396
NR2F1|7025	76.10600000000001	NR2F1|7025	173.9651
NR2F2|7026	984.8003	NR2F2|7026	2405.5994
NR2F6|2063	901.8275	NR2F6|2063	466.8581
NR3C1|2908	1628.5541	NR3C1|2908	4508.0163
NR3C2|4306	139.0508	NR3C2|4306	394.592
NR4A1|3164	359.9299	NR4A1|3164	8679.3491
NR4A2|4929	185.4011	NR4A2|4929	1227.5664
NR4A3|8013	76.6782	NR4A3|8013	542.7136
NR5A2|2494	116.1618	NR5A2|2494	434.3144
NR6A1|2649	13.1612	lowly_expressed	lowly_expressed
NRARP|441478	298.7018	NRARP|441478	512.8021
NRAS|4893	2256.2855	NRAS|4893	1474.7547
NRBF2|29982	451.486	NRBF2|29982	787.5089999999999
NRBP1|29959	2233.3965	NRBP1|29959	2976.3101
NRBP2|340371	1369.9081	NRBP2|340371	654.4628
NRCAM|4897	66.9504	NRCAM|4897	83.9914
NRD1|4898	3257.1081	NRD1|4898	3017.4683
NRF1|4899	338.1853	NRF1|4899	388.1311
NRG1|3084	17.1668	NRG1|3084	14.8361
lowly_expressed	lowly_expressed	NRG2|9542	57.43
NRGN|4900	48.6392	NRGN|4900	142.6179
NRIP1|8204	2984.1565	NRIP1|8204	1508.0163
NRIP2|83714	76.6782	NRIP2|83714	131.1318
NRIP3|56675	133.9008	NRIP3|56675	110.0742
NRK|203447	128.7508	NRK|203447	114.6207
NRL|4901	18.3112	NRL|4901	23.4913
NRM|11270	363.9355	NRM|11270	387.17400000000004
NRN1|51299	209.4346	NRN1|51299	2690.8351
NRP1|8829	3694.8607	NRP1|8829	8911.7014
NRP2|8828	2195.0574	NRP2|8828	1720.9859
NRSN2|80023	700.4041	NRSN2|80023	492.9409
NRXN1|9378	10.3001	NRXN1|9378	11.0074
NRXN2|9379	96.1339	NRXN2|9379	82.0771
NRXN3|9369	136.7619	NRXN3|9369	15.554
NSA2|10412	1543.2924	NSA2|10412	2205.7909
NSD1|64324	2598.4764	NSD1|64324	1115.3386
NSDHL|50814	389.1134	NSDHL|50814	515.4343
NSFL1C|55968	1253.7463	NSFL1C|55968	1840.6317
NSF|4905	1999.3562	NSF|4905	900.4547
NSL1|25936	751.3322	NSL1|25936	785.5946
NSMAF|8439	741.6044	NSMAF|8439	1121.0816
NSMCE1|197370	1278.3519999999999	NSMCE1|197370	1113.9028
NSMCE2|286053	674.654	NSMCE2|286053	326.3939
NSMCE4A|54780	337.6131	NSMCE4A|54780	889.4472
NSUN2|54888	1646.8653	NSUN2|54888	1130.414
NSUN3|63899	111.0118	NSUN3|63899	94.9988
NSUN4|387338	635.7426	NSUN4|387338	452.7399
NSUN5P1|155400	33.7613	NSUN5P1|155400	34.6973
NSUN5P2|260294	69.0734	NSUN5P2|260294	71.2635
NSUN5|55695	341.6187	NSUN5|55695	288.3465
NSUN6|221078	121.3118	NSUN6|221078	124.9103
NSUN7|79730	81.8283	NSUN7|79730	13.8789
NT5C2|22978	889.2386	NT5C2|22978	1019.3826
NT5C3L|115024	383.3912	NT5C3L|115024	714.7643
NT5C3|51251	520.7253	NT5C3|51251	471.8832
NT5C|30833	92.1283	NT5C|30833	279.732
NT5DC1|221294	902.3998	NT5DC1|221294	698.4925
NT5DC2|64943	438.2218	NT5DC2|64943	759.6482
NT5DC3|51559	238.0458	NT5DC3|51559	210.5767
NT5E|4907	742.1766	NT5E|4907	2248.3848
NT5M|56953	42.3447	NT5M|56953	34.6973
NTAN1|123803	693.5374	NTAN1|123803	1911.4621
lowly_expressed	lowly_expressed	NTF3|4908	30.39
NTHL1|4913	95.5617	NTHL1|4913	194.0656
NTM|50863	545.331	NTM|50863	575.0179
NTN1|9423	272.3794	NTN1|9423	408.7102
NTN4|59277	4507.9933	NTN4|59277	1618.0905
lowly_expressed	lowly_expressed	NTNG1|22854	14.3575
NTNG2|84628	38.3391	NTNG2|84628	18.6648
NTRK1|4914	28.0391	lowly_expressed	lowly_expressed
NTRK2|4915	409.7135	NTRK2|4915	5119.8851
NTRK3|4916	334.75199999999995	NTRK3|4916	38.525999999999996
NTS|4922	12.589	NTS|4922	7.417999999999999
NUAK1|9891	1084.3675	NUAK1|9891	2863.6037
NUAK2|81788	77.2505	NUAK2|81788	75.6162
NUB1|51667	2202.3933	NUB1|51667	1874.0632
NUBP1|4682	331.18699999999995	NUBP1|4682	574.5106
NUBP2|10101	433.1748	NUBP2|10101	541.0385
NUBPL|80224	436.0359	NUBPL|80224	378.3202
NUCB1|4924	4772.9337	NUCB1|4924	8140.2249
NUCB2|4925	1496.4157	NUCB2|4925	1640.536
NUCKS1|64710	15122.7782	NUCKS1|64710	6792.5341
NUDCD1|84955	1251.4574	NUDCD1|84955	580.2824
NUDCD2|134492	403.9913	NUDCD2|134492	542.235
NUDCD3|23386	3144.3797	NUDCD3|23386	2131.6104
NUDC|10726	1146.7401	NUDC|10726	1896.626
NUDT10|170685	54.3614	NUDT10|170685	18.904
NUDT11|55190	68.6671	NUDT11|55190	69.6339
NUDT12|83594	661.4928	NUDT12|83594	325.1974
NUDT13|25961	43.4434	NUDT13|25961	51.4286
NUDT14|256281	135.6175	NUDT14|256281	282.6035
NUDT15|55270	418.2569	NUDT15|55270	544.2594
NUDT16L1|84309	416.00800000000004	NUDT16L1|84309	243.8382
NUDT16P1|152195	65.2337	NUDT16P1|152195	64.6088
NUDT16|131870	578.5201	NUDT16|131870	950.9452
NUDT17|200035	35.478	NUDT17|200035	18.1862
NUDT18|79873	87.5505	NUDT18|79873	209.1409
NUDT19|390916	440.6137	NUDT19|390916	368.0306
NUDT1|4521	103.0006	NUDT1|4521	238.8131
NUDT21|11051	2529.8094	NUDT21|11051	1987.0782
NUDT22|84304	205.3947	NUDT22|84304	225.0754
NUDT2|318	258.64599999999996	NUDT2|318	573.5822
NUDT3|11165	587.1035	NUDT3|11165	532.424
NUDT4|11163	1462.0364	NUDT4|11163	1027.5185
NUDT5|11164	454.9194	NUDT5|11164	846.133
NUDT6|11162	52.227	NUDT6|11162	93.4578
NUDT7|283927	63.516999999999996	NUDT7|283927	239.2917
NUDT8|254552	16.0223	NUDT8|254552	84.7093
NUDT9|53343	462.3583	NUDT9|53343	669.0596
NUF2|83540	137.3341	NUF2|83540	12.2039
NUFIP1|26747	256.3571	NUFIP1|26747	189.2797
NUFIP2|57532	3451.6648	NUFIP2|57532	2007.1788
NUMA1|4926	7540.8118	NUMA1|4926	4693.2137
NUMBL|9253	445.7637	NUMBL|9253	629.0979
NUMB|8650	1680.0544	NUMB|8650	1683.8957
NUP107|57122	1208.5405	NUP107|57122	754.0081
NUP133|55746	2048.5676	NUP133|55746	1098.8275
NUP153|9972	1974.1783	NUP153|9972	1120.8423
NUP155|9631	909.8387	NUP155|9631	363.4841
NUP160|23279	1585.6371	NUP160|23279	1083.5128
NUP188|23511	1363.0414	NUP188|23511	1030.39
NUP205|23165	1876.3277	NUP205|23165	740.6078
lowly_expressed	lowly_expressed	NUP210L|91181	5.742999999999999
NUP210|23225	1577.0538	NUP210|23225	117.2529
NUP214|8021	1495.7977	NUP214|8021	1083.9914
NUP35|129401	234.6125	NUP35|129401	255.0849
NUP37|79023	283.2517	NUP37|79023	308.2077
NUP43|348995	850.8995	NUP43|348995	510.1699
NUP50|10762	1535.8535	NUP50|10762	997.8464
NUP54|53371	721.5765	NUP54|53371	1099.5453
NUP62|23636	1808.685	NUP62|23636	950.0407
NUP85|79902	495.5474	NUP85|79902	583.3932
NUP88|4927	495.0152	NUP88|4927	786.6906
NUP93|9688	751.9044	NUP93|9688	765.9727
NUP98|4928	3300.5973	NUP98|4928	1845.8961
NUPL1|9818	1305.8188	NUPL1|9818	691.553
NUPL2|11097	351.9187	NUPL2|11097	371.1414
NUPR1|26471	1558.7425	NUPR1|26471	3109.3563
NUS1|116150	1819.6774	NUS1|116150	1412.7782
NUSAP1|51203	380.53	NUSAP1|51203	92.1273
NUTF2|10204	1163.9069	NUTF2|10204	1541.7564
