gene_id	TCGA-BH-A0DG-01A-21R-A12P-07	gene_id	TCGA-BH-A0DG-11A-43R-A12P-07
MYH11|4629	1129.3822	MYH11|4629	12800.9251
MYH14|79784	2669.0236	MYH14|79784	1640.043
MYH3|4621	15.8424	MYH3|4621	75.6587
lowly_expressed	lowly_expressed	MYH7B|57644	15.8586
MYH9|4627	32675.3188	MYH9|4627	28982.5721
MYL12A|10627	7599.7549	MYL12A|10627	4559.3458
MYL12B|103910	6689.2351	MYL12B|103910	6010.4072
MYL3|4634	8.3381	lowly_expressed	lowly_expressed
MYL5|4636	171.5688	MYL5|4636	100.5369
MYL6B|140465	338.1097	MYL6B|140465	494.2595
MYL6|4637	11898.4587	MYL6|4637	9833.9803
MYL7|58498	10.4226	MYL7|58498	22.4663
MYL9|10398	6949.3836	MYL9|10398	8597.01
MYLIP|29116	532.3872	MYLIP|29116	1047.9888
MYLK2|85366	6.2536	lowly_expressed	lowly_expressed
MYLK3|91807	5.4198	MYLK3|91807	11.2332
MYLK4|340156	25.8481	MYLK4|340156	104.072
MYLK|4638	3243.4765	MYLK|4638	15705.9453
MYNN|55892	333.1068	MYNN|55892	625.0929
MYO10|4651	875.0829	MYO10|4651	1492.3598
MYO15A|51168	7.5043	MYO15A|51168	35.3514
MYO15B|80022	591.1708	MYO15B|80022	500.2065
MYO16|23026	12.924000000000001	MYO16|23026	9.9116
MYO18A|399687	1280.6269	MYO18A|399687	2075.6488
MYO18B|84700	13.3409	lowly_expressed	lowly_expressed
MYO19|80179	600.5261	MYO19|80179	452.2871
MYO1B|4430	3051.742	MYO1B|4430	2656.6449
MYO1C|4641	8525.7001	MYO1C|4641	4316.1807
MYO1D|4642	3941.8335	MYO1D|4642	2067.8946
MYO1E|4643	1433.7351	MYO1E|4643	969.3566
MYO1F|4542	499.0349	MYO1F|4542	228.6281
MYO1G|64005	189.6916	MYO1G|64005	86.8919
lowly_expressed	lowly_expressed	MYO1H|283446	8.2597
MYO3A|53904	7.0874	MYO3A|53904	9.5812
MYO5A|4644	1150.6568	MYO5A|4644	1432.8901
MYO5B|4645	2235.4427	MYO5B|4645	2837.0364
MYO5C|55930	1949.0459	MYO5C|55930	1780.9036
MYO6|4646	3881.3823	MYO6|4646	4630.0487
MYO7A|4647	125.0714	MYO7A|4647	99.4466
MYO7B|4648	5.8367	lowly_expressed	lowly_expressed
MYO9A|4649	490.6968	MYO9A|4649	1578.5909
MYO9B|4650	2174.9916	MYO9B|4650	1642.6860000000001
MYOCD|93649	7.0874	MYOCD|93649	28.0829
lowly_expressed	lowly_expressed	MYOC|4653	34.3603
MYOF|26509	6914.3636	MYOF|26509	10188.1556
MYOM1|8736	38.3552	MYOM1|8736	166.1849
MYOM2|9172	14.5917	MYOM2|9172	115.3052
MYOM3|127294	32.1017	MYOM3|127294	73.346
MYOZ1|58529	12.5071	MYOZ1|58529	39.6465
MYOZ3|91977	17.51	MYOZ3|91977	107.3759
MYPOP|339344	165.0942	MYPOP|339344	87.883
MYRIP|25924	95.4712	MYRIP|25924	192.9462
MYSM1|114803	104.6431	MYSM1|114803	474.7667
MYST1|84148	526.1337	MYST1|84148	571.5702
MYST2|11143	2091.6106	MYST2|11143	1684.9756
MYST3|7994	1873.9864	MYST3|7994	3030.6434
MYST4|23522	1874.8202	MYST4|23522	2314.694
MYT1|4661	23.7636	lowly_expressed	lowly_expressed
MZF1|7593	220.13400000000001	MZF1|7593	231.9154
N4BP1|9683	1712.2274	N4BP1|9683	1680.0198
N4BP2L1|90634	254.3118	N4BP2L1|90634	957.1322
N4BP2L2|10443	888.8407	N4BP2L2|10443	2373.1725
N4BP2|55728	196.77900000000002	N4BP2|55728	612.2078
N4BP3|23138	439.0006	N4BP3|23138	316.1807
N6AMT1|29104	320.5997	N6AMT1|29104	445.3622
N6AMT2|221143	117.5671	N6AMT2|221143	127.1991
NAA10|8260	1096.4592	NAA10|8260	419.9224
NAA15|80155	1021.8333	NAA15|80155	1137.5237
NAA16|79612	203.4495	NAA16|79612	399.4383
NAA20|51126	1124.8087	NAA20|51126	860.9895
NAA25|80018	558.6522	NAA25|80018	893.0371
NAA30|122830	593.2553	NAA30|122830	924.0935
NAA35|60560	485.277	NAA35|60560	615.1813
NAA38|51691	376.048	NAA38|51691	403.403
NAA40|79829	492.7813	NAA40|79829	616.8332
NAA50|80218	2137.4701	NAA50|80218	3295.9445
NAAA|27163	343.1125	NAAA|27163	346.9067
NAALAD2|10003	14.5917	NAALAD2|10003	42.2896
NAALADL1|10004	60.0343	NAALADL1|10004	82.2665
NAALADL2|254827	454.0092	NAALADL2|254827	807.7971
NAB1|4664	629.1091	NAB1|4664	1906.3352
NAB2|4665	307.2587	NAB2|4665	494.2595
NACA2|342538	19.1776	NACA2|342538	52.861999999999995
NACAD|23148	131.325	NACAD|23148	132.4853
NACAP1|83955	62.5357	NACAP1|83955	189.9727
NACA|4666	10900.389	NACA|4666	24039.6465
NACC1|112939	1872.7357	NACC1|112939	662.7571
NACC2|138151	81.2964	NACC2|138151	33.0387
NADK|65220	3462.81	NADK|65220	846.1221
NADSYN1|55191	1337.0132	NADSYN1|55191	786.322
NAE1|8883	696.6477	NAE1|8883	915.173
NAF1|92345	147.1673	NAF1|92345	255.0591
NAGA|4668	1216.9447	NAGA|4668	645.5769
NAGK|55577	1272.8099	NAGK|55577	725.5307
NAGLU|4669	595.7567	NAGLU|4669	482.69599999999997
NAGPA|51172	209.2861	NAGPA|51172	142.0666
NAGS|162417	20.8452	NAGS|162417	73.346
NAIF1|203245	172.5985	NAIF1|203245	188.9816
NAIP|4671	99.6402	NAIP|4671	113.3229
NALCN|259232	101.3078	NALCN|259232	339.6382
NAMPT|10135	787.1160000000001	NAMPT|10135	1977.3685
NANOS1|340719	141.7476	NANOS1|340719	234.575
NANP|140838	237.6357	NANP|140838	196.2501
NANS|54187	1792.4899	NANS|54187	563.6409
NAP1L1|4673	4917.8072	NAP1L1|4673	10343.7681
NAP1L2|4674	63.7864	NAP1L2|4674	197.5717
NAP1L3|4675	114.6488	NAP1L3|4675	136.45
NAP1L4|4676	2585.6426	NAP1L4|4676	2522.1773
NAP1L5|266812	84.2147	NAP1L5|266812	229.6192
NAP1L6|645996	27.0988	NAP1L6|645996	11.8939
NAPA|8775	3724.9179999999997	NAPA|8775	2406.7102
NAPB|63908	204.2833	NAPB|63908	353.5145
NAPEPLD|222236	291.8041	NAPEPLD|222236	498.3761
NAPG|8774	817.55	NAPG|8774	777.0711
NAPRT1|93100	402.7299	NAPRT1|93100	240.8524
lowly_expressed	lowly_expressed	NAPSA|9476	8.9205
NAPSB|256236	389.8058	NAPSB|256236	109.6886
NARFL|64428	415.6539	NARFL|64428	334.352
NARF|26502	1096.0423	NARF|26502	531.9237
NARG2|79664	750.0115	NARG2|79664	1488.7255
NARS2|79731	886.3393	NARS2|79731	346.246
NARS|4677	3000.0459	NARS|4677	3209.383
NASP|4678	1190.2628	NASP|4678	1982.6547
NAT10|55226	1824.7917	NAT10|55226	1376.3938
NAT14|57106	154.6716	NAT14|57106	132.8157
NAT15|79903	1402.8841	NAT15|79903	767.4899
NAT1|9	1308.6637	NAT1|9	151.9782
NAT6|24142	106.219	NAT6|24142	133.7408
NAT8L|339983	42.1074	NAT8L|339983	95.8123
lowly_expressed	lowly_expressed	NAT8|9027	5.6166
NAT9|26151	1374.5346	NAT9|26151	390.1875
NAV1|89796	2847.4588	NAV1|89796	1181.7957
NAV2|89797	787.1160000000001	NAV2|89797	4074.6147
NAV3|89795	147.5842	NAV3|89795	308.9122
NBAS|51594	1462.5015	NBAS|51594	1910.9606
NBEAL1|65065	246.3906	NBEAL1|65065	799.8678
NBEAL2|23218	1138.9835	NBEAL2|23218	1270.3395
NBEA|26960	381.0508	NBEA|26960	675.9726
NBL1|4681	5786.2196	NBL1|4681	2171.5371
NBLA00301|79804	20.0114	NBLA00301|79804	45.5935
NBN|4683	1327.4244	NBN|4683	2049.3929
NBPF10|100132406	1726.9733	NBPF10|100132406	1945.5720000000001
NBPF14|25832	357.7042	NBPF14|25832	780.4444
NBPF15|284565	438.6837	NBPF15|284565	486.0725
NBPF16|728936	28.7664	NBPF16|728936	43.9415
NBPF1|55672	531.1365	NBPF1|55672	1579.2517
NBPF3|84224	256.8133	NBPF3|84224	693.8135
lowly_expressed	lowly_expressed	NBPF4|148545	11.8939
lowly_expressed	lowly_expressed	NBPF6|653149	9.5812
NBPF9|400818	289.1692	NBPF9|400818	420.4444
NBR1|4077	2757.8243	NBR1|4077	6567.7707
NBR2|10230	117.1502	NBR2|10230	285.7851
NCALD|83988	482.3587	NCALD|83988	3078.88
NCAM1|4684	102.9754	NCAM1|4684	371.9964
NCAM2|4685	268.0697	NCAM2|4685	98.4554
NCAPD2|9918	1335.3456	NCAPD2|9918	1564.0539
NCAPD3|23310	383.9692	NCAPD3|23310	782.0269
NCAPG2|54892	474.4375	NCAPG2|54892	467.4981
NCAPG|64151	414.9827	NCAPG|64151	132.1715
NCAPH2|29781	594.0891	NCAPH2|29781	500.8673
NCAPH|23397	249.7259	NCAPH|23397	64.4255
NCBP1|4686	1203.7121	NCBP1|4686	883.294
NCBP2|22916	1285.7339	NCBP2|22916	1790.3692
NCCRP1|342897	34.6031	NCCRP1|342897	22.7967
NCDN|23154	1243.6266	NCDN|23154	521.6817
NCEH1|57552	553.6494	NCEH1|57552	470.4716
NCF1B|654816	31.6848	NCF1B|654816	47.2454
NCF1C|654817	42.9412	NCF1C|654817	21.1448
NCF1|653361	163.0097	NCF1|653361	37.6642
NCF2|4688	338.1097	NCF2|4688	132.4853
NCF4|4689	193.0269	NCF4|4689	103.4112
NCK1|4690	411.9018	NCK1|4690	743.3716
NCK2|8440	895.0943	NCK2|8440	1070.4551
NCKAP1L|3071	771.6905	NCKAP1L|3071	338.9775
NCKAP1|10787	3919.7375	NCKAP1|10787	5120.0132
NCKAP5L|57701	641.1994	NCKAP5L|57701	477.7402
NCKAP5|344148	386.0537	NCKAP5|344148	405.0549
NCKIPSD|51517	386.0537	NCKIPSD|51517	422.2351
NCLN|56926	1214.4432	NCLN|56926	504.5015
NCL|4691	9374.9349	NCL|4691	13254.8113
NCOA1|8648	1993.638	NCOA1|8648	2823.4905
NCOA2|10499	846.3164	NCOA2|10499	2032.2128
NCOA3|8202	1463.7522	NCOA3|8202	1845.8743
NCOA4|8031	4638.898	NCOA4|8031	6915.999
NCOA5|57727	1420.3941	NCOA5|57727	1211.5305
NCOA6|23054	2035.7454	NCOA6|23054	1945.9817
NCOA7|135112	634.9458	NCOA7|135112	1795.9858
NCOR1|9611	3061.3308	NCOR1|9611	4268.6049
NCOR2|9612	4925.7284	NCOR2|9612	2690.6748
NCR3|259197	15.8424	lowly_expressed	lowly_expressed
NCRNA00081|92482	156.9104	NCRNA00081|92482	201.3315
NCRNA00085|147650	67.9555	NCRNA00085|147650	35.6818
NCRNA00086|399668	60.4512	NCRNA00086|399668	253.0767
NCRNA00087|644596	37.9383	NCRNA00087|644596	84.2488
lowly_expressed	lowly_expressed	NCRNA00092|100188953	44.6023
lowly_expressed	lowly_expressed	NCRNA00093|100188954	14.4578
NCRNA00094|266655	503.5458	NCRNA00094|266655	611.3026
NCRNA00095|283932	131.7419	NCRNA00095|283932	59.1393
NCRNA00105|80161	11.2564	NCRNA00105|80161	35.0574
NCRNA00107|283981	10.8395	NCRNA00107|283981	14.2067
lowly_expressed	lowly_expressed	NCRNA00110|642976	83.9184
NCRNA00115|79854	47.5271	NCRNA00115|79854	21.1448
NCRNA00116|205251	116.7333	NCRNA00116|205251	52.2012
NCRNA00120|55389	16.2593	NCRNA00120|55389	73.0156
NCRNA00152|112597	164.2604	NCRNA00152|112597	58.4786
NCRNA00160|54064	6.6705	lowly_expressed	lowly_expressed
NCRNA00171|80862	18.5481	NCRNA00171|80862	58.0061
lowly_expressed	lowly_expressed	NCRNA00173|100287569	13.5459
NCRNA00174|285908	138.4123	NCRNA00174|285908	169.8191
NCRNA00176|284739	17.0931	NCRNA00176|284739	7.2685
NCRNA00181|503538	70.5444	NCRNA00181|503538	139.7506
NCRNA00182|100302692	30.8509	NCRNA00182|100302692	97.4643
NCRNA00183|554203	215.5397	NCRNA00183|554203	350.8714
NCRNA00188|125144	4526.3338	NCRNA00188|125144	12054.5139
NCRNA00201|284702	700.8959	NCRNA00201|284702	1313.4319
lowly_expressed	lowly_expressed	NCRNA00202|387644	8.9205
lowly_expressed	lowly_expressed	NCRNA00204B|286967	9.5812
NCRNA00219|114915	179.6859	NCRNA00219|114915	588.0895
NCS1|23413	425.6596	NCS1|23413	317.8327
NCSTN|23385	4643.7341	NCSTN|23385	3096.0205
NDC80|10403	126.3221	NDC80|10403	46.915
NDE1|54820	837.9909	NDE1|54820	549.6985
NDEL1|81565	886.7562	NDEL1|81565	961.0969
NDFIP1|80762	2549.3719	NDFIP1|80762	3742.2978
NDFIP2|54602	581.1651	NDFIP2|54602	902.2879
NDNL2|56160	423.99199999999996	NDNL2|56160	390.8483
NDN|4692	465.6825	NDN|4692	509.7877
NDOR1|27158	616.602	NDOR1|27158	327.0835
lowly_expressed	lowly_expressed	NDP|4693	33.0387
NDRG1|10397	2112.8728	NDRG1|10397	4046.5846
NDRG2|57447	1296.1566	NDRG2|57447	13106.7977
NDRG3|57446	1069.7773	NDRG3|57446	1300.0743
NDRG4|65009	116.3164	NDRG4|65009	172.7926
NDST1|3340	4046.4765	NDST1|3340	7408.937
NDST2|8509	697.4815	NDST2|8509	689.8488
NDUFA10|4705	1821.0395	NDUFA10|4705	1936.07
NDUFA11|126328	1621.3422	NDUFA11|126328	721.2356
NDUFA12|55967	633.2782	NDUFA12|55967	408.0284
NDUFA13|51079	2250.1386	NDUFA13|51079	989.682
NDUFA1|4694	1324.0892	NDUFA1|4694	916.1642
NDUFA2|4695	1117.3045	NDUFA2|4695	447.6749
NDUFA3|4696	897.1788	NDUFA3|4696	238.5397
NDUFA4L2|56901	268.9035	NDUFA4L2|56901	89.535
NDUFA4|4697	2773.6666	NDUFA4|4697	1966.1353
NDUFA5|4698	814.6317	NDUFA5|4698	1443.1321
NDUFA6|4700	858.4067	NDUFA6|4700	590.7326
NDUFA7|4701	561.5706	NDUFA7|4701	251.0944
NDUFA8|4702	857.1560000000001	NDUFA8|4702	490.2949
NDUFA9|4704	817.55	NDUFA9|4704	778.7231
NDUFAB1|4706	750.0115	NDUFAB1|4706	454.9434
NDUFAF1|51103	220.1257	NDUFAF1|51103	224.9938
NDUFAF2|91942	137.9954	NDUFAF2|91942	119.6002
NDUFAF3|25915	612.4329	NDUFAF3|25915	455.9346
NDUFAF4|29078	186.3564	NDUFAF4|29078	231.9319
NDUFB10|4716	1293.2382	NDUFB10|4716	715.6191
NDUFB11|54539	1523.7865	NDUFB11|54539	659.7836
NDUFB1|4707	718.3267	NDUFB1|4707	422.5655
NDUFB2|4708	1370.7658	NDUFB2|4708	526.9679
NDUFB3|4709	496.9503	NDUFB3|4709	387.8748
NDUFB4|4710	2491.8391	NDUFB4|4710	1088.9568
NDUFB5|4711	924.6945	NDUFB5|4711	1102.5027
NDUFB6|4712	515.7111	NDUFB6|4712	410.6715
NDUFB7|4713	972.6385	NDUFB7|4713	477.4098
NDUFB8|4714	1270.7254	NDUFB8|4714	675.7644
NDUFB9|4715	2338.0054	NDUFB9|4715	1202.2929
NDUFC1|4717	718.3267	NDUFC1|4717	387.5444
NDUFC2|4718	8562.3877	NDUFC2|4718	1377.7154
NDUFS1|4719	1284.4832	NDUFS1|4719	1340.3816
NDUFS2|4720	3924.3235	NDUFS2|4720	1576.6086
NDUFS3|4722	1340.9571	NDUFS3|4722	787.6006
NDUFS4|4724	537.3901	NDUFS4|4724	582.4729
NDUFS5|4725	2951.268	NDUFS5|4725	1488.0648
NDUFS6|4726	557.4015	NDUFS6|4726	291.0713
NDUFS7|374291	703.0138	NDUFS7|374291	208.6595
NDUFS8|4728	1862.73	NDUFS8|4728	366.3996
NDUFV1|4723	1520.0344	NDUFV1|4723	1304.039
NDUFV2|4729	1465.8367	NDUFV2|4729	1105.8066
NDUFV3|4731	752.096	NDUFV3|4731	555.3812
NEAT1|283131	3422.3703	NEAT1|283131	5908.3175
NEBL|10529	1971.5421	NEBL|10529	4575.2044
NEB|4703	12.5071	NEB|4703	28.4133
NECAB1|64168	26.6819	NECAB1|64168	184.3562
NECAB2|54550	5.0029	NECAB2|54550	6.2774
NECAB3|63941	351.0337	NECAB3|63941	311.8857
NECAP1|25977	611.1822	NECAP1|25977	744.3628
NECAP2|55707	1342.433	NECAP2|55707	1170.8929
NEDD1|121441	418.9892	NEDD1|121441	727.513
NEDD4L|23327	2559.7945	NEDD4L|23327	3367.6386
NEDD4|4734	617.4358	NEDD4|4734	849.0956
NEDD8|4738	2249.2006	NEDD8|4738	1210.5394
NEDD9|4739	1226.9504	NEDD9|4739	3178.3266
NEFH|4744	27.5157	NEFH|4744	39.9769
NEGR1|257194	492.7813	NEGR1|257194	275.5431
NEIL1|79661	48.3609	NEIL1|79661	149.6655
NEIL2|252969	116.7333	NEIL2|252969	383.9101
NEIL3|55247	37.9383	NEIL3|55247	8.5901
NEK10|152110	112.9812	NEK10|152110	540.8441
NEK11|79858	157.1731	NEK11|79858	353.8449
NEK1|4750	351.0337	NEK1|4750	711.324
NEK2|4751	328.10400000000004	NEK2|4751	47.2454
NEK3|4752	115.0657	NEK3|4752	180.3915
NEK4|6787	348.9492	NEK4|6787	712.3152
NEK5|341676	16.2593	NEK5|341676	27.7525
NEK6|10783	1478.3439	NEK6|10783	970.0173
NEK7|140609	1106.4649	NEK7|140609	1676.3856
NEK8|284086	95.4712	NEK8|284086	107.3759
NEK9|91754	2355.0944	NEK9|91754	2945.4035
NELF|26012	632.4444	NELF|26012	513.0916
NELL2|4753	128.8235	NELL2|4753	167.176
NENF|29937	1211.9418	NENF|29937	819.3607
NEO1|4756	2682.3645	NEO1|4756	3253.3245
NES|10763	892.176	NES|10763	3332.9479
NET1|10276	2212.513	NET1|10276	3855.2903
NETO1|81832	30.0171	lowly_expressed	lowly_expressed
NETO2|81831	120.0685	NETO2|81831	274.5519
NEU1|4758	2442.6443	NEU1|4758	1257.7848
NEU3|10825	524.0491	NEU3|10825	190.3031
NEURL1B|54492	837.1445	NEURL1B|54492	857.3552
NEURL2|140825	14.4207	NEURL2|140825	19.2285
NEURL3|93082	15.8424	NEURL3|93082	139.4235
NEURL4|84461	480.4076	NEURL4|84461	517.717
NEURL|9148	212.6214	NEURL|9148	11.8939
NEUROG2|63973	9.5888	NEUROG2|63973	58.4786
NEXN|91624	339.7773	NEXN|91624	529.611
NF1|4763	1507.9441	NF1|4763	4207.4833
NF2|4771	850.4855	NF2|4771	956.4715
NFAM1|150372	189.2747	NFAM1|150372	108.3671
NFASC|23114	2433.0555	NFASC|23114	2235.3085
NFAT5|10725	1498.3553	NFAT5|10725	4450.9788
NFATC1|4772	573.2439	NFATC1|4772	421.9047
NFATC2IP|84901	838.3953	NFATC2IP|84901	915.8338
NFATC2|4773	128.8235	NFATC2|4773	168.4976
NFATC3|4775	1048.9321	NFATC3|4775	1163.9547
NFATC4|4776	1030.1714	NFATC4|4776	596.3492
NFE2L1|4779	5353.8895	NFE2L1|4779	6882.6299
NFE2L2|4780	2157.8985	NFE2L2|4780	3336.3443
NFE2L3|9603	408.1497	NFE2L3|9603	266.2922
NFE2|4778	7.9212	NFE2|4778	9.5812
NFIA|4774	1462.9184	NFIA|4774	2293.2188
NFIB|4781	2270.0458	NFIB|4781	9779.136
NFIC|4782	1375.7853	NFIC|4782	876.8481
NFIL3|4783	221.3764	NFIL3|4783	663.7482
NFIX|4784	2113.7066	NFIX|4784	5184.1084
NFKB1|4790	1399.9658	NFKB1|4790	1596.7622
NFKB2|4791	804.6260000000001	NFKB2|4791	581.4818
NFKBIA|4792	2316.3222	NFKBIA|4792	2621.9542
NFKBIB|4793	261.3992	NFKBIB|4793	144.7097
NFKBID|84807	21.2621	NFKBID|84807	22.7967
NFKBIE|4794	319.7659	NFKBIE|4794	174.1141
NFKBIL1|4795	251.3935	NFKBIL1|4795	311.5553
NFKBIL2|4796	238.0275	NFKBIL2|4796	117.2875
NFKBIZ|64332	427.3273	NFKBIZ|64332	880.8128
NFRKB|4798	533.638	NFRKB|4798	1145.1227
NFS1|9054	501.1194	NFS1|9054	445.94699999999995
NFU1|27247	356.0366	NFU1|27247	444.7014
NFX1|4799	1061.4392	NFX1|4799	1519.7819
NFXL1|152518	253.72400000000002	NFXL1|152518	409.3632
NFYA|4800	1090.6226	NFYA|4800	1419.6746
NFYB|4801	693.3124	NFYB|4801	966.7135
NFYC|4802	926.2287	NFYC|4802	1057.385
NGDN|25983	657.0417	NGDN|25983	557.0331
NGEF|25791	77.5443	NGEF|25791	102.7505
NGFRAP1|27018	1123.558	NGFRAP1|27018	1243.2477
NGFR|4804	329.7716	NGFR|4804	1101.8419
NGF|4803	7.0874	NGF|4803	12.5547
NGLY1|55768	571.5763	NGLY1|55768	681.2588
NGRN|51335	3311.0859	NGRN|51335	2187.1248
NHEDC1|150159	7.0874	NHEDC1|150159	9.5812
NHEDC2|133308	142.5814	NHEDC2|133308	223.6723
NHEJ1|79840	302.2559	NHEJ1|79840	370.9259
NHLRC1|378884	69.6231	NHLRC1|378884	102.4201
NHLRC2|374354	161.759	NHLRC2|374354	386.2228
NHLRC3|387921	623.6894	NHLRC3|387921	813.4137
NHLRC4|283948	14.1748	NHLRC4|283948	75.3283
NHP2L1|4809	1245.2942	NHP2L1|4809	1828.0334
NHP2|55651	1314.0835	NHP2|55651	836.2105
NHSL1|57224	461.0965	NHSL1|57224	429.5036
NHSL2|340527	239.3033	NHSL2|340527	229.9496
NHS|4810	248.4752	NHS|4810	385.2317
NICN1|84276	182.4125	NICN1|84276	458.2803
NID1|4811	6859.7199	NID1|4811	3198.434
NID2|22795	3200.1601	NID2|22795	363.4261
NIF3L1|60491	421.0737	NIF3L1|60491	493.9291
NINJ1|4814	2062.4273	NINJ1|4814	963.4096
NINJ2|4815	356.9371	NINJ2|4815	55.5117
NINL|22981	359.7887	NINL|22981	328.4051
NIN|51199	1109.8002	NIN|51199	1832.6588
NIP7|51388	541.5591	NIP7|51388	571.5702
NIPA1|123606	672.4672	NIPA1|123606	415.9577
NIPA2|81614	1145.654	NIPA2|81614	883.7862
NIPAL1|152519	9.5888	NIPAL1|152519	78.6322
NIPAL2|79815	228.8807	NIPAL2|79815	430.8251
NIPAL3|57185	907.6014	NIPAL3|57185	2338.8123
NIPAL4|348938	7.5043	lowly_expressed	lowly_expressed
NIPBL|25836	2019.0692	NIPBL|25836	4033.6995
NIPSNAP1|8508	1687.2131	NIPSNAP1|8508	1343.6855
NIPSNAP3A|25934	467.767	NIPSNAP3A|25934	528.6198
NIPSNAP3B|55335	26.6944	NIPSNAP3B|55335	119.3227
NISCH|11188	1538.7951	NISCH|11188	2784.5048
NIT1|4817	662.4365	NIT1|4817	545.6215
NIT2|56954	895.9281	NIT2|56954	619.4763
NKAIN1|79570	234.7173	NKAIN1|79570	23.7879
lowly_expressed	lowly_expressed	NKAIN2|154215	9.5812
NKAIN4|128414	25.0143	lowly_expressed	lowly_expressed
NKAPL|222698	5.8367	NKAPL|222698	33.6995
NKAP|79576	303.0897	NKAP|79576	403.7334
NKD1|85407	37.9383	NKD1|85407	14.8674
NKD2|85409	136.3278	NKD2|85409	26.430999999999997
NKG7|4818	112.1474	NKG7|4818	56.8266
NKIRAS1|28512	174.2661	NKIRAS1|28512	256.3806
NKIRAS2|28511	780.8624	NKIRAS2|28511	666.3913
NKPD1|284353	7.0874	NKPD1|284353	43.6111
NKRF|55922	245.5568	NKRF|55922	415.9577
NKTR|4820	1575.8996	NKTR|4820	3529.8588
NKX3-1|4824	313.9292	NKX3-1|4824	215.743
NKX3-2|579	73.3752	lowly_expressed	lowly_expressed
NLE1|54475	317.6813	NLE1|54475	525.9767
NLGN1|22871	5.4198	NLGN1|22871	61.1217
NLGN2|57555	747.9269	NLGN2|57555	649.2112
NLGN3|54413	25.4312	NLGN3|54413	62.1128
NLGN4X|57502	60.4512	NLGN4X|57502	634.6742
NLK|51701	439.0006	NLK|51701	545.4696
NLN|57486	506.1222	NLN|57486	507.1446
NLRC3|197358	159.6745	NLRC3|197358	148.0135
NLRC4|58484	80.8795	NLRC4|58484	44.9327
NLRC5|84166	868.4124	NLRC5|84166	433.7986
NLRP12|91662	11.6733	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	NLRP13|126204	14.537
NLRP1|22861	285.5797	NLRP1|22861	475.0971
NLRP2|55655	709.9886	NLRP2|55655	407.0373
NLRP3|114548	77.5443	NLRP3|114548	90.1958
lowly_expressed	lowly_expressed	NLRP5|126206	43.6111
NLRP7|199713	9.1719	NLRP7|199713	7.2685
NLRP8|126205	5.0029	NLRP8|126205	8.2597
lowly_expressed	lowly_expressed	NLRP9|338321	6.9381
NLRX1|79671	356.4535	NLRX1|79671	465.5158
NMB|4828	110.8966	NMB|4828	79.9537
NMD3|51068	1058.5209	NMD3|51068	1435.2028
NME1-NME2|654364	99.561	NME1-NME2|654364	35.6092
NME1|4830	5326.7115	NME1|4830	497.8046
NME2P1|283458	168.0126	NME2P1|283458	60.4609
NME2|4831	19879.4228	NME2|4831	5079.5375
NME3|4832	591.1708	NME3|4832	243.4955
NME4|4833	2274.6318	NME4|4833	764.186
NME5|8382	24.5974	NME5|8382	102.7505
NME6|10201	226.7961	NME6|10201	208.4744
NME7|29922	251.6353	NME7|29922	257.3321
NMI|9111	490.2799	NMI|9111	318.163
NMNAT1|64802	192.6099	NMNAT1|64802	427.5213
NMNAT2|23057	77.5443	NMNAT2|23057	159.2467
NMNAT3|349565	160.5083	NMNAT3|349565	330.7178
NMRAL1|57407	1052.6842	NMRAL1|57407	553.7292
NMT1|4836	1643.4381	NMT1|4836	2905.4266
NMT2|9397	318.9321	NMT2|9397	578.8387
NMUR1|10316	12.5071	NMUR1|10316	30.0653
NNAT|4826	76.2936	NNAT|4826	33.6995
NNMT|4837	2117.8756	NNMT|4837	722.8876
NNT|23530	1134.3976	NNT|23530	1319.8976
NOB1|28987	1055.6026	NOB1|28987	1625.8363
NOC2L|26155	5816.6578	NOC2L|26155	1093.9688
NOC3L|64318	357.7042	NOC3L|64318	600.9746
NOC4L|79050	460.2627	NOC4L|79050	145.7008
NOD1|10392	408.5666	NOD1|10392	546.7911
NOD2|64127	195.5283	NOD2|64127	65.7471
lowly_expressed	lowly_expressed	NODAL|4838	7.2685
NOG|9241	6.2536	lowly_expressed	lowly_expressed
NOL10|79954	446.5049	NOL10|79954	587.7591
NOL11|25926	1643.4381	NOL11|25926	1123.9779
NOL12|79159	239.0656	NOL12|79159	168.4315
NOL3|8996	283.9121	NOL3|8996	261.006
lowly_expressed	lowly_expressed	NOL4|8715	8.2597
NOL6|65083	1424.5632	NOL6|65083	936.6482
NOL7|51406	477.3558	NOL7|51406	576.526
NOL8|55035	676.2193	NOL8|55035	1072.4374
NOL9|79707	156.7561	NOL9|79707	261.9972
NOLC1|9221	2424.3005	NOLC1|9221	2585.6116
NOM1|64434	371.462	NOM1|64434	546.7911
NOMO1|23420	4715.6085	NOMO1|23420	3033.2865
NOMO2|283820	3511.5879	NOMO2|283820	1179.8133
NOMO3|408050	1992.3873	NOMO3|408050	1373.0899
NONO|4841	7437.9959	NONO|4841	7934.2529
NOP10|55505	1365.7796	NOP10|55505	509.7877
NOP14|8602	883.6461	NOP14|8602	1110.2437
NOP16|51491	135.0771	NOP16|51491	151.9782
NOP2|4839	1342.8499	NOP2|4839	474.7667
NOP56|10528	2550.2057	NOP56|10528	1397.5386
NOP58|51602	907.1845	NOP58|51602	1363.1783
