gene_id	TCGA-AC-A2FM-01A-11R-A19W-07	gene_id	TCGA-AC-A2FM-11B-32R-A19W-07
MYL4|4635	6.013999999999999	lowly_expressed	lowly_expressed
MYL5|4636	102.2519	MYL5|4636	280.416
MYL6B|140465	214.1664	MYL6B|140465	1117.0473
MYL6|4637	10165.0518	MYL6|4637	26941.2724
lowly_expressed	lowly_expressed	MYL7|58498	102.7732
MYL9|10398	1834.6141	MYL9|10398	25744.6982
MYLIP|29116	844.6375	MYLIP|29116	779.3638
MYLK2|85366	6.3481	lowly_expressed	lowly_expressed
MYLK4|340156	16.0374	MYLK4|340156	39.1517
MYLK|4638	1027.3973	MYLK|4638	8318.4829
MYNN|55892	430.0033	MYNN|55892	329.5269
MYO10|4651	637.1534	MYO10|4651	506.1175
MYO15A|51168	27.7314	MYO15A|51168	46.0848
MYO15B|80022	1245.9071	MYO15B|80022	1065.6607
MYO16|23026	8.0187	MYO16|23026	40.783
MYO18A|399687	1542.2887	MYO18A|399687	1482.9201
MYO18B|84700	11.0257	lowly_expressed	lowly_expressed
MYO19|80179	1392.0347	MYO19|80179	373.2586
MYO1B|4430	1215.5028	MYO1B|4430	939.2333
MYO1C|4641	5159.0378	MYO1C|4641	7205.1387
MYO1D|4642	2020.3809	MYO1D|4642	2117.0473
MYO1E|4643	617.4407	MYO1E|4643	751.6313
MYO1F|4542	166.0541	MYO1F|4542	611.7455
MYO1G|64005	74.1731	MYO1G|64005	125.6117
lowly_expressed	lowly_expressed	MYO1H|283446	32.6264
MYO5A|4644	968.2593	MYO5A|4644	408.2382
MYO5B|4645	795.857	MYO5B|4645	1235.7259
MYO5C|55930	1315.6465	MYO5C|55930	757.4307
MYO6|4646	3594.7209999999995	MYO6|4646	2055.8728
MYO7A|4647	24.7244	MYO7A|4647	131.3214
MYO7B|4648	14.0327	MYO7B|4648	7.3409
MYO9A|4649	191.4467	MYO9A|4649	98.6949
MYO9B|4650	2804.8779999999997	MYO9B|4650	1705.9543
MYOCD|93649	11.3598	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	MYOC|4653	117.863
MYOF|26509	5139.6592	MYOF|26509	4144.7798
MYOG|4656	5.0117	lowly_expressed	lowly_expressed
MYOM1|8736	58.4698	MYOM1|8736	180.261
MYOM2|9172	61.8109	MYOM2|9172	53.4258
MYOM3|127294	12.3622	MYOM3|127294	143.9641
MYOZ1|58529	15.7033	MYOZ1|58529	69.73899999999999
MYOZ3|91977	9.021	MYOZ3|91977	89.7227
MYPOP|339344	131.3064	MYPOP|339344	186.7863
MYRIP|25924	306.3816	MYRIP|25924	52.6101
MYSM1|114803	103.9091	MYSM1|114803	16.3132
MYST1|84148	815.9038	MYST1|84148	1237.7651
MYST2|11143	1845.6398	MYST2|11143	754.4861
MYST3|7994	3946.8759999999997	MYST3|7994	606.0359
MYST4|23522	3151.0190000000002	MYST4|23522	447.7977
MYT1|4661	1136.3181	MYT1|4661	6.9331
MZF1|7593	1049.7093	MZF1|7593	597.394
N4BP1|9683	800.2005	N4BP1|9683	1064.845
N4BP2L1|90634	254.9282	N4BP2L1|90634	589.3148
N4BP2L2|10443	1346.8092	N4BP2L2|10443	1294.8613
N4BP2|55728	403.9425	N4BP2|55728	29.7716
N4BP3|23138	3706.6488	N4BP3|23138	606.4437
N6AMT1|29104	332.4424	N6AMT1|29104	261.4192
N6AMT2|221143	147.6779	N6AMT2|221143	239.8042
NAA10|8260	788.5065	NAA10|8260	1219.4127
NAA15|80155	924.4905	NAA15|80155	524.8777
NAA16|79612	386.9028	NAA16|79612	175.36700000000002
NAA20|51126	1497.4942	NAA20|51126	1072.5938
NAA25|80018	851.988	NAA25|80018	296.0848
NAA30|122830	906.7825	NAA30|122830	357.6672
NAA35|60560	586.3682	NAA35|60560	353.1811
NAA38|51691	311.7274	NAA38|51691	409.8695
NAA40|79829	375.87699999999995	NAA40|79829	453.9152
NAA50|80218	2281.3231	NAA50|80218	1652.1207
NAAA|27163	367.1901	NAAA|27163	491.8434
NAALAD2|10003	11.0257	NAALAD2|10003	53.4258
NAALADL1|10004	24.7244	NAALADL1|10004	222.6754
NAALADL2|254827	81.8577	NAALADL2|254827	235.3181
NAB1|4664	281.9913	NAB1|4664	778.956
NAB2|4665	797.1935	NAB2|4665	1716.5579
NACA2|342538	84.8647	NACA2|342538	211.2561
NACAD|23148	70.4978	NACAD|23148	355.2202
NACAP1|83955	123.2877	NACAP1|83955	332.3817
NACA|4666	9329.4353	NACA|4666	23218.1892
NACC1|112939	5560.3074	NACC1|112939	1513.4584
NACC2|138151	62.4791	NACC2|138151	23.2463
NADK|65220	1043.4347	NADK|65220	1227.9772
NADSYN1|55191	1047.7781	NADSYN1|55191	1233.6868
NAE1|8883	523.555	NAE1|8883	801.7945
NAF1|92345	201.4701	NAF1|92345	195.3507
NAGA|4668	483.7955	NAGA|4668	934.3393
NAGK|55577	782.1584	NAGK|55577	1829.5269
NAGLU|4669	1621.7842	NAGLU|4669	1446.9821
NAGPA|51172	325.6365	NAGPA|51172	340.9462
NAGS|162417	384.2299	NAGS|162417	130.5057
NAIF1|203245	275.6432	NAIF1|203245	330.7504
NAIP|4671	89.5423	NAIP|4671	47.3083
NALCN|259232	7.6846	NALCN|259232	72.186
NAMPT|10135	697.2937	NAMPT|10135	1612.969
NANOS1|340719	161.0424	NANOS1|340719	306.6884
lowly_expressed	lowly_expressed	NANOS3|342977	14.2741
NANP|140838	162.0448	NANP|140838	126.8352
NANS|54187	1183.428	NANS|54187	1279.4861
NAP1L1|4673	3539.2583	NAP1L1|4673	7291.1909
NAP1L2|4674	30.0702	NAP1L2|4674	187.602
NAP1L3|4675	36.4183	NAP1L3|4675	108.8907
NAP1L4|4676	4894.4203	NAP1L4|4676	4327.0799
NAP1L5|266812	64.1497	NAP1L5|266812	245.106
NAP1L6|645996	12.0281	lowly_expressed	lowly_expressed
NAPA|8775	2785.8269	NAPA|8775	4844.69
NAPB|63908	359.5055	NAPB|63908	154.1599
NAPEPLD|222236	448.5032	NAPEPLD|222236	280.6566
NAPG|8774	735.0484	NAPG|8774	553.4258
NAPRT1|93100	2280.989	NAPRT1|93100	1390.7015
NAPSA|9476	43.1006	NAPSA|9476	10.6036
NAPSB|256236	26.729	NAPSB|256236	321.3703
NARFL|64428	1140.3274	NARFL|64428	1081.5661
NARF|26502	1237.5543	NARF|26502	1084.4209
NARG2|79664	935.5162	NARG2|79664	628.4666
NARS2|79731	356.1644	NARS2|79731	309.1354
NARS|4677	2446.0408	NARS|4677	2064.845
NASP|4678	1000.6682	NASP|4678	1589.7227
NAT10|55226	2221.5169	NAT10|55226	1147.2268
NAT14|57106	1921.4835	NAT14|57106	462.8874
NAT15|79903	2233.8791	NAT15|79903	1791.1909
NAT1|9	5173.0705	NAT1|9	101.1419
lowly_expressed	lowly_expressed	NAT2|10	6.1175
NAT6|24142	193.6519	NAT6|24142	333.5073
NAT8L|339983	491.14599999999996	NAT8L|339983	207.1778
NAT9|26151	444.0361	NAT9|26151	796.4927
NAV1|89796	1272.302	NAV1|89796	471.4519
NAV2|89797	213.7955	NAV2|89797	1645.9502
NAV3|89795	64.8179	NAV3|89795	185.155
NBAS|51594	658.5366	NBAS|51594	950.6525
NBEAL1|65065	96.8927	NBEAL1|65065	13.4584
NBEAL2|23218	2754.7611	NBEAL2|23218	1077.0799
NBEA|26960	302.3722	NBEA|26960	192.4959
NBL1|4681	3062.5159	NBL1|4681	7317.2919999999995
lowly_expressed	lowly_expressed	NBLA00301|79804	16.3132
NBN|4683	2104.2432	NBN|4683	732.8711
NBPF10|100132406	833.1574	NBPF10|100132406	187.4307
NBPF14|25832	453.1908	NBPF14|25832	201.668
NBPF15|284565	1138.9409	NBPF15|284565	146.0033
NBPF16|728936	241.8978	NBPF16|728936	35.0734
NBPF1|55672	1266.288	NBPF1|55672	341.7618
NBPF22P|285622	29.0678	lowly_expressed	lowly_expressed
NBPF3|84224	150.0167	NBPF3|84224	92.9853
NBPF4|148545	452.723	NBPF4|148545	9.3801
NBPF6|653149	361.1761	lowly_expressed	lowly_expressed
NBPF9|400818	987.0732	NBPF9|400818	59.1803
NBR1|4077	5874.0394	NBR1|4077	3015.4976
NBR2|10230	358.5032	NBR2|10230	252.8548
NCALD|83988	124.9582	NCALD|83988	2102.3654
NCAM1|4684	42.7665	NCAM1|4684	198.1933
NCAM2|4685	62.4791	NCAM2|4685	102.3654
NCAPD2|9918	1800.8687	NCAPD2|9918	998.3687
NCAPD3|23310	655.8637	NCAPD3|23310	318.9233
NCAPG2|54892	738.7237	NCAPG2|54892	170.0653
NCAPG|64151	292.4524	NCAPG|64151	24.6533
NCAPH2|29781	803.2075	NCAPH2|29781	1303.0179
NCAPH|23397	188.4397	NCAPH|23397	19.168
NCBP1|4686	1169.3652	NCBP1|4686	454.5799
NCBP2|22916	2306.7157	NCBP2|22916	1457.1778
lowly_expressed	lowly_expressed	NCCRP1|342897	54.2414
NCDN|23154	797.1935	NCDN|23154	1004.8939999999999
NCEH1|57552	156.0307	NCEH1|57552	201.87599999999998
NCF1B|654816	8.6869	NCF1B|654816	30.5873
NCF1C|654817	12.3622	NCF1C|654817	55.4649
NCF1|653361	14.700999999999999	NCF1|653361	176.9984
NCF2|4688	63.4815	NCF2|4688	212.8874
NCF4|4689	68.8273	NCF4|4689	307.0962
NCK1|4690	354.4938	NCK1|4690	334.4209
NCK2|8440	648.8473	NCK2|8440	1469.4127
NCKAP1L|3071	151.3532	NCKAP1L|3071	286.7047
NCKAP1|10787	2449.716	NCKAP1|10787	2068.5155
NCKAP5L|57701	480.4544	NCKAP5L|57701	905.7912
NCKAP5|344148	67.4908	NCKAP5|344148	128.0587
NCKIPSD|51517	763.1139	NCKIPSD|51517	929.8532
NCLN|56926	1556.2979999999998	NCLN|56926	1911.0929999999998
NCL|4691	7696.2913	NCL|4691	11647.2268
NCOA1|8648	986.6355	NCOA1|8648	1095.4323
NCOA2|10499	1476.7792	NCOA2|10499	74.633
NCOA3|8202	1499.1647	NCOA3|8202	453.0995
NCOA4|8031	7234.2132	NCOA4|8031	3039.1517
NCOA5|57727	1319.412	NCOA5|57727	1237.7651
NCOA6|23054	1654.1931	NCOA6|23054	726.3458
NCOA7|135112	308.0521	NCOA7|135112	1665.5791
NCOR1|9611	2939.1914	NCOR1|9611	1037.1126
NCOR2|9612	7899.7661	NCOR2|9612	4077.4878
lowly_expressed	lowly_expressed	NCR3|259197	6.9331
NCRNA00081|92482	321.5536	NCRNA00081|92482	221.7251
NCRNA00085|147650	106.2479	NCRNA00085|147650	155.7912
NCRNA00086|399668	37.0865	NCRNA00086|399668	369.4943
NCRNA00087|644596	26.3949	NCRNA00087|644596	160.6852
lowly_expressed	lowly_expressed	NCRNA00092|100188953	33.8499
lowly_expressed	lowly_expressed	NCRNA00093|100188954	7.1533
NCRNA00094|266655	1483.2208	NCRNA00094|266655	938.3361
NCRNA00095|283932	85.867	NCRNA00095|283932	15.4976
NCRNA00105|80161	37.4474	NCRNA00105|80161	171.3295
NCRNA00107|283981	6.3481	NCRNA00107|283981	13.8662
lowly_expressed	lowly_expressed	NCRNA00110|642976	107.2594
NCRNA00115|79854	22.3856	NCRNA00115|79854	8.1566
NCRNA00116|205251	108.2526	NCRNA00116|205251	504.894
NCRNA00120|55389	14.3669	NCRNA00120|55389	6.9331
NCRNA00152|112597	65.8202	NCRNA00152|112597	362.1533
NCRNA00160|54064	23.0538	NCRNA00160|54064	10.1958
lowly_expressed	lowly_expressed	NCRNA00162|378825	20.7993
NCRNA00171|80862	58.1089	NCRNA00171|80862	14.0253
NCRNA00173|100287569	36.0842	NCRNA00173|100287569	26.9168
NCRNA00174|285908	236.55200000000002	NCRNA00174|285908	122.7569
NCRNA00176|284739	105.5797	NCRNA00176|284739	16.3132
NCRNA00181|503538	383.6017	NCRNA00181|503538	228.5522
NCRNA00182|100302692	21.7173	NCRNA00182|100302692	28.5481
NCRNA00183|554203	317.7414	NCRNA00183|554203	235.7259
NCRNA00188|125144	6601.0692	NCRNA00188|125144	13523.6542
NCRNA00201|284702	670.3976	NCRNA00201|284702	458.64599999999996
NCRNA00202|387644	7.6846	NCRNA00202|387644	5.3018
NCRNA00204B|286967	5.0117	NCRNA00204B|286967	14.6819
NCRNA00219|114915	301.704	NCRNA00219|114915	1079.9347
NCS1|23413	463.0805	NCS1|23413	565.2529
NCSTN|23385	3569.3886	NCSTN|23385	2287.5204
NDC80|10403	98.5633	NDC80|10403	13.0506
NDE1|54820	458.3862	NDE1|54820	399.7227
NDEL1|81565	661.2095	NDEL1|81565	1263.0506
NDFIP1|80762	2757.0999	NDFIP1|80762	3009.3801
NDFIP2|54602	1026.729	NDFIP2|54602	494.6982
NDNL2|56160	308.7203	NDNL2|56160	617.0473
NDN|4692	157.7013	NDN|4692	1292.8222
NDOR1|27158	1287.6712	NDOR1|27158	881.7292
lowly_expressed	lowly_expressed	NDP|4693	113.3768
NDRG1|10397	8122.9536	NDRG1|10397	5372.3491
NDRG2|57447	1023.722	NDRG2|57447	9382.5449
NDRG3|57446	1435.3491	NDRG3|57446	912.3165
NDRG4|65009	142.3321	NDRG4|65009	195.7586
NDST1|3340	4026.0608	NDST1|3340	3831.1582
NDST2|8509	638.8239	NDST2|8509	591.354
NDST4|64579	7.6846	lowly_expressed	lowly_expressed
NDUFA10|4705	1432.0079999999998	NDUFA10|4705	2384.1762
NDUFA11|126328	2346.141	NDUFA11|126328	3425.367
NDUFA12|55967	596.7257	NDUFA12|55967	771.2072
NDUFA13|51079	1678.5499	NDUFA13|51079	4270.2651
NDUFA1|4694	1085.5329	NDUFA1|4694	1561.9902
NDUFA2|4695	1187.1032	NDUFA2|4695	1516.3132
NDUFA3|4696	1605.7467	NDUFA3|4696	1000.0
NDUFA4L2|56901	376.2112	NDUFA4L2|56901	350.7341
NDUFA4|4697	2669.2282	NDUFA4|4697	3976.7537
NDUFA5|4698	1704.3101	NDUFA5|4698	1357.2594
NDUFA6|4700	597.3939	NDUFA6|4700	1137.031
NDUFA7|4701	1634.8146	NDUFA7|4701	892.7406
NDUFA8|4702	1035.4160000000002	NDUFA8|4702	1081.1582
NDUFA9|4704	451.0525	NDUFA9|4704	1368.2708
NDUFAB1|4706	1242.2319	NDUFAB1|4706	1139.478
NDUFAF1|51103	580.3542	NDUFAF1|51103	441.6803
NDUFAF2|91942	70.1637	NDUFAF2|91942	191.6803
NDUFAF3|25915	1121.6171	NDUFAF3|25915	2005.3018
NDUFAF4|29078	134.9816	NDUFAF4|29078	325.4486
NDUFB10|4716	1831.6071	NDUFB10|4716	2048.5318
NDUFB11|54539	1917.4741	NDUFB11|54539	2481.6476
NDUFB1|4707	450.3842	NDUFB1|4707	721.8597
NDUFB2|4708	1392.2452	NDUFB2|4708	1998.7724
NDUFB3|4709	300.0334	NDUFB3|4709	607.6672
NDUFB4|4710	1748.0789	NDUFB4|4710	2192.9038
NDUFB5|4711	806.2145	NDUFB5|4711	1270.7993
NDUFB6|4712	816.9061	NDUFB6|4712	929.0375
NDUFB7|4713	2633.4781	NDUFB7|4713	2637.4388
NDUFB8|4714	1012.6595	NDUFB8|4714	2299.2618
NDUFB9|4715	3014.7043	NDUFB9|4715	2862.1533
NDUFC1|4717	496.1577	NDUFC1|4717	1119.9021
NDUFC2|4718	1757.0999	NDUFC2|4718	3252.447
NDUFS1|4719	1073.839	NDUFS1|4719	775.6933
NDUFS2|4720	2162.7129999999997	NDUFS2|4720	2318.9233
NDUFS3|4722	1375.4160000000002	NDUFS3|4722	1734.6329999999998
NDUFS4|4724	508.85400000000004	NDUFS4|4724	969.8206
NDUFS5|4725	682.2586	NDUFS5|4725	2237.7651
NDUFS6|4726	863.6819	NDUFS6|4726	1574.6329999999998
NDUFS7|374291	585.5964	NDUFS7|374291	1646.3907
NDUFS8|4728	1530.2372	NDUFS8|4728	2060.7667
NDUFV1|4723	4746.0742	NDUFV1|4723	3867.863
NDUFV2|4729	787.8383	NDUFV2|4729	1819.739
NDUFV3|4731	662.2118	NDUFV3|4731	839.7227
NEAT1|283131	14301.704	NEAT1|283131	6216.9657
NEBL|10529	1616.7725	NEBL|10529	1697.7977
NEB|4703	7.6846	NEB|4703	11.4192
NECAB1|64168	17.708	NECAB1|64168	201.4682
lowly_expressed	lowly_expressed	NECAB2|54550	12.6427
NECAB3|63941	2628.4664	NECAB3|63941	632.5449
NECAP1|25977	2705.6465	NECAP1|25977	564.845
NECAP2|55707	1109.589	NECAP2|55707	1880.5057
NEDD1|121441	501.5035	NEDD1|121441	299.7553
NEDD4L|23327	2364.8513	NEDD4L|23327	1588.9070000000002
NEDD4|4734	400.9355	NEDD4|4734	244.6982
NEDD8|4738	1907.7848	NEDD8|4738	2216.1501
NEDD9|4739	879.7193	NEDD9|4739	2298.5318
NEFH|4744	17.3739	NEFH|4744	43.6378
lowly_expressed	lowly_expressed	NEFL|4747	10.6036
lowly_expressed	lowly_expressed	NEFM|4741	16.354
NEGR1|257194	85.1988	NEGR1|257194	220.6362
NEIL1|79661	182.4257	NEIL1|79661	275.6933
NEIL2|252969	2186.7691	NEIL2|252969	719.8206
NEIL3|55247	70.8319	lowly_expressed	lowly_expressed
NEK10|152110	9.6893	NEK10|152110	159.4617
NEK11|79858	393.9191	NEK11|79858	292.0065
NEK1|4750	227.5309	NEK1|4750	220.2284
NEK2|4751	395.2556	NEK2|4751	8.5644
NEK3|4752	139.6592	NEK3|4752	202.6917
NEK4|6787	1118.276	NEK4|6787	294.4535
NEK5|341676	23.721999999999998	lowly_expressed	lowly_expressed
NEK6|10783	119.9465	NEK6|10783	601.5498
NEK7|140609	1142.6662	NEK7|140609	772.4307
NEK8|284086	307.0498	NEK8|284086	125.6117
NEK9|91754	2651.8543	NEK9|91754	1544.4535
NELF|26012	2007.0164	NELF|26012	1354.8124
NELL1|4745	23.3879	lowly_expressed	lowly_expressed
NELL2|4753	576.6789	NELL2|4753	119.0865
NENF|29937	856.3314	NENF|29937	2466.1501
NEO1|4756	1306.3816	NEO1|4756	1325.8564
NES|10763	1603.7421	NES|10763	8177.814
NET1|10276	3162.3789	NET1|10276	1502.8548
NETO2|81831	211.1594	NETO2|81831	221.044
NEU1|4758	3813.2309	NEU1|4758	2370.7178
NEU3|10825	97.8951	NEU3|10825	22.8385
NEU4|129807	15.3692	NEU4|129807	8.5644
NEURL1B|54492	1195.7902	NEURL1B|54492	511.8271
NEURL2|140825	22.2285	NEURL2|140825	47.8222
lowly_expressed	lowly_expressed	NEURL3|93082	62.398
NEURL4|84461	1062.9201	NEURL4|84461	653.1607
NEURL|9148	153.0237	NEURL|9148	30.5873
lowly_expressed	lowly_expressed	NEUROG2|63973	22.0228
NEXN|91624	91.5469	NEXN|91624	369.0865
NF1|4763	2574.3401	NF1|4763	889.8858
NF2|4771	813.565	NF2|4771	1088.907
NFAM1|150372	81.8577	NFAM1|150372	198.6134
NFASC|23114	267.4073	NFASC|23114	380.9992
NFAT5|10725	737.7213	NFAT5|10725	982.8711
NFATC1|4772	841.9646	NFATC1|4772	749.5922
NFATC2IP|84901	1106.2479	NFATC2IP|84901	483.279
NFATC2|4773	15.7033	NFATC2|4773	10.6036
NFATC3|4775	393.9191	NFATC3|4775	433.5237
NFATC4|4776	956.5653	NFATC4|4776	959.217
NFE2L1|4779	6830.9389	NFE2L1|4779	6499.1843
NFE2L2|4780	1147.3438	NFE2L2|4780	2863.3728
NFE2L3|9603	103.575	NFE2L3|9603	171.2887
lowly_expressed	lowly_expressed	NFE2|4778	35.4812
NFIA|4774	251.9211	NFIA|4774	1450.6525
NFIB|4781	1195.4561	NFIB|4781	4345.4323
NFIC|4782	493.1507	NFIC|4782	485.3181
NFIL3|4783	152.6896	NFIL3|4783	938.4176
NFIX|4784	1759.1046	NFIX|4784	3036.2969
NFKB1|4790	888.4063	NFKB1|4790	1287.1126
NFKB2|4791	393.2509	NFKB2|4791	1163.9478
NFKBIA|4792	1157.3672	NFKBIA|4792	2510.1958
NFKBIB|4793	295.6899	NFKBIB|4793	749.1843
NFKBID|84807	68.4932	NFKBID|84807	119.9021
NFKBIE|4794	263.6151	NFKBIE|4794	565.2529
NFKBIL1|4795	383.2275	NFKBIL1|4795	1053.4258
NFKBIL2|4796	576.0074	NFKBIL2|4796	152.5285
NFKBIZ|64332	116.7157	NFKBIZ|64332	857.6387
NFRKB|4798	513.1975	NFRKB|4798	796.4927
NFS1|9054	738.3896	NFS1|9054	508.5644
NFU1|27247	642.4992	NFU1|27247	801.3866
NFX1|4799	1176.7457	NFX1|4799	905.7912
NFXL1|152518	182.2619	NFXL1|152518	116.6395
NFYA|4800	973.9392	NFYA|4800	659.4617
NFYB|4801	830.6047	NFYB|4801	671.6966
NFYC|4802	641.6839	NFYC|4802	1469.1558
NGDN|25983	703.9759	NGDN|25983	710.8483
lowly_expressed	lowly_expressed	NGEF|25791	179.0375
NGFRAP1|27018	895.7568	NGFRAP1|27018	2762.6427
NGFR|4804	152.0214	NGFR|4804	3739.3964
NGF|4803	24.0561	NGF|4803	19.5759
NGLY1|55768	601.4033	NGLY1|55768	584.0131
NGRN|51335	3899.7795	NGRN|51335	3770.6974
NHEDC1|150159	14.700999999999999	lowly_expressed	lowly_expressed
NHEDC2|133308	29.0678	NHEDC2|133308	138.6623
NHEJ1|79840	78.8507	NHEJ1|79840	213.7031
NHLH2|4808	28.3996	lowly_expressed	lowly_expressed
NHLRC1|378884	104.2432	NHLRC1|378884	98.6949
NHLRC2|374354	65.152	NHLRC2|374354	27.3246
NHLRC3|387921	811.2262	NHLRC3|387921	466.5579
NHLRC4|283948	12.6963	NHLRC4|283948	111.3377
NHP2L1|4809	2274.9749	NHP2L1|4809	3472.6754
NHP2|55651	1751.0859	NHP2|55651	2526.1011
NHSL1|57224	96.2245	NHSL1|57224	202.6917
NHSL2|340527	20.715	NHSL2|340527	13.0506
NHS|4810	383.2275	NHS|4810	79.1191
NICN1|84276	425.2322	NICN1|84276	543.0954
NID1|4811	1830.1203	NID1|4811	803.9682
NID2|22795	656.1978	NID2|22795	152.1207
NIF3L1|60491	330.7718	NIF3L1|60491	456.3622
NINJ1|4814	1858.6702	NINJ1|4814	4048.5318
NINJ2|4815	42.0982	NINJ2|4815	97.0636
NINL|22981	221.1828	NINL|22981	425.7749
NIN|51199	1429.3351	NIN|51199	496.3295
NIP7|51388	325.7601	NIP7|51388	654.1599
NIPA1|123606	533.5783	NIPA1|123606	152.9364
NIPA2|81614	944.8714	NIPA2|81614	659.4617
lowly_expressed	lowly_expressed	NIPAL1|152519	11.8271
NIPAL2|79815	65.152	NIPAL2|79815	62.398
NIPAL3|57185	1559.6392	NIPAL3|57185	1078.3034
NIPBL|25836	1563.3144	NIPBL|25836	952.2838
NIPSNAP1|8508	1254.9282	NIPSNAP1|8508	1376.4274
NIPSNAP3A|25934	732.7097	NIPSNAP3A|25934	576.2643
NIPSNAP3B|55335	16.7123	NIPSNAP3B|55335	68.9233
NISCH|11188	3103.2409	NISCH|11188	3533.8499
NIT1|4817	550.4878	NIT1|4817	746.46
NIT2|56954	956.2312	NIT2|56954	1048.124
NKAIN1|79570	4742.3989	NKAIN1|79570	157.4225
lowly_expressed	lowly_expressed	NKAIN2|154215	7.7488
NKAPL|222698	6.013999999999999	NKAPL|222698	33.8499
NKAP|79576	543.2676	NKAP|79576	436.7863
NKD2|85409	278.9843	NKD2|85409	159.8695
NKG7|4818	20.0468	NKG7|4818	144.7798
NKIRAS1|28512	191.1126	NKIRAS1|28512	205.1387
NKIRAS2|28511	2156.3649	NKIRAS2|28511	896.0033
NKPD1|284353	7.0164	NKPD1|284353	75.8564
NKRF|55922	324.7578	NKRF|55922	218.1892
NKTR|4820	1516.8727	NKTR|4820	707.5856
NKX2-3|159296	12.3622	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	NKX2-5|1482	31.8108
lowly_expressed	lowly_expressed	NKX2-8|26257	26.1011
NKX3-1|4824	224.5239	NKX3-1|4824	223.0832
lowly_expressed	lowly_expressed	NKX3-2|579	7.7488
NKX6-1|4825	9.6893	NKX6-1|4825	8.1566
NLE1|54475	570.6649	NLE1|54475	548.5318
lowly_expressed	lowly_expressed	NLGN1|22871	16.721
NLGN2|57555	864.6843	NLGN2|57555	883.3605
NLGN3|54413	27.7314	NLGN3|54413	78.3034
NLGN4X|57502	8.0187	NLGN4X|57502	123.9804
NLK|51701	847.3104	NLK|51701	273.2463
NLN|57486	371.8677	NLN|57486	174.5514
NLRC3|197358	159.3719	NLRC3|197358	92.9853
NLRC4|58484	13.6986	NLRC4|58484	29.7716
NLRC5|84166	286.6689	NLRC5|84166	257.3409
lowly_expressed	lowly_expressed	NLRP12|91662	7.7488
NLRP13|126204	30.4043	lowly_expressed	lowly_expressed
NLRP1|22861	164.0494	NLRP1|22861	360.9299
lowly_expressed	lowly_expressed	NLRP2|55655	345.8401
NLRP3|114548	41.7641	NLRP3|114548	137.4388
NLRP5|126206	113.5984	NLRP5|126206	55.8728
lowly_expressed	lowly_expressed	NLRP6|171389	8.5644
NLRP8|126205	172.7364	lowly_expressed	lowly_expressed
NLRP9|338321	8.0187	lowly_expressed	lowly_expressed
NLRX1|79671	378.5499	NLRX1|79671	804.6493
NMB|4828	96.8927	NMB|4828	492.2512
NMD3|51068	1258.2693	NMD3|51068	670.4731
NME1-NME2|654364	76.4551	NME1-NME2|654364	256.5008
NME1|4830	1899.6425	NME1|4830	1509.0742
NME2P1|283458	63.1473	NME2P1|283458	99.5106
NME2|4831	6053.3044	NME2|4831	11203.0179
NME3|4832	2107.2503	NME3|4832	1598.6949
NME4|4833	1630.4711	NME4|4833	2098.2871
NME5|8382	138.6569	NME5|8382	121.5334
NME6|10201	212.1617	NME6|10201	172.5122
NME7|29922	214.7444	NME7|29922	275.4445
NMI|9111	100.9021	NMI|9111	378.4666
NMNAT1|64802	184.4303	NMNAT1|64802	287.5204
NMNAT2|23057	63.1473	NMNAT2|23057	66.4763
NMNAT3|349565	92.5493	NMNAT3|349565	278.1403
NMRAL1|57407	997.6612	NMRAL1|57407	1449.0212
NMT1|4836	3724.3568	NMT1|4836	2738.1729
NMT2|9397	170.3976	NMT2|9397	560.3589
NMUR1|10316	7.3505	NMUR1|10316	75.4486
NMU|10874	8.0187	lowly_expressed	lowly_expressed
NNAT|4826	55.1286	NNAT|4826	422.9201
NNMT|4837	470.431	NNMT|4837	5870.7178
NNT|23530	1051.7875	NNT|23530	464.9266
NOB1|28987	529.9031	NOB1|28987	1830.7504
NOC2L|26155	1919.5256	NOC2L|26155	2572.3736
NOC3L|64318	330.1036	NOC3L|64318	288.7439
NOC4L|79050	767.7915	NOC4L|79050	741.4356
NOD1|10392	159.3719	NOD1|10392	500.0
NOD2|64127	28.7337	NOD2|64127	42.4144
NODAL|4838	5.0117	NODAL|4838	12.6427
lowly_expressed	lowly_expressed	NOG|9241	31.8108
NOL10|79954	376.8794	NOL10|79954	535.8891
NOL11|25926	1204.143	NOL11|25926	759.7879
NOL12|79159	239.2249	NOL12|79159	544.8613
NOL3|8996	406.6154	NOL3|8996	868.6297
NOL6|65083	1541.5971	NOL6|65083	1132.137
NOL7|51406	852.6562	NOL7|51406	843.801
NOL8|55035	636.4851	NOL8|55035	529.7716
NOL9|79707	115.26899999999999	NOL9|79707	115.8238
NOLC1|9221	2943.869	NOLC1|9221	1802.2023
NOM1|64434	461.0758	NOM1|64434	311.1746
NOMO1|23420	3104.2432	NOMO1|23420	2788.3361
NOMO2|283820	1537.5877	NOMO2|283820	566.4763
NOMO3|408050	1107.2503	NOMO3|408050	1006.5253
NONO|4841	9084.5306	NONO|4841	6955.1387
NOP10|55505	657.8684	NOP10|55505	1204.323
NOP14|8602	1596.729	NOP14|8602	1069.2007
