gene_id	TCGA-BH-A0BT-01A-11R-A12P-07	gene_id	TCGA-BH-A0BT-11A-21R-A12P-07
PILRB|29990	931.3694	PILRB|29990	1099.6643
PIM1|5292	441.7635	PIM1|5292	443.9828
PIM2|11040	265.3649	PIM2|11040	253.7045
PIM3|415116	783.0565	PIM3|415116	942.1588
PIN1|5300	598.9884	PIN1|5300	291.439
PIN4|5303	1020.4277	PIN4|5303	321.5463
PINK1|65018	1105.9427	PINK1|65018	1870.2675
PINX1|54984	57.5213	PINX1|54984	94.5651
PION|54103	394.5961	PION|54103	415.4812
PIP4K2A|5305	885.8279	PIP4K2A|5305	532.6991
PIP4K2B|8396	2361.0573	PIP4K2B|8396	2800.3834
PIP4K2C|79837	1974.8977	PIP4K2C|79837	1568.3913
PIP5K1A|8394	1783.9270000000001	PIP5K1A|8394	1562.7713
lowly_expressed	lowly_expressed	PIP5K1B|8395	239.2529
PIP5K1C|23396	1007.0061	PIP5K1C|23396	1295.4182
PIP5KL1|138429	59.4387	PIP5KL1|138429	29.7059
PIPOX|51268	9.2034	PIPOX|51268	12.0429
PIPSL|266971	226.6339	lowly_expressed	lowly_expressed
PIP|5304	14.1886	PIP|5304	50924.7467
PIR|8544	29.5276	PIR|8544	117.6193
PISD|23761	562.1748	PISD|23761	751.0776
PITPNA|5306	3163.6711	PITPNA|5306	2482.4499
PITPNB|23760	998.5696	PITPNB|23760	1374.5001
PITPNC1|26207	194.0385	PITPNC1|26207	152.5438
PITPNM1|9600	192.5046	PITPNM1|9600	334.3921
PITPNM2|57605	54.4535	PITPNM2|57605	160.171
PITPNM3|83394	96.2523	PITPNM3|83394	114.0064
PITRM1|10531	1588.6077	PITRM1|10531	1488.7996
PITX1|5307	2339.1992	PITX1|5307	30.9102
PITX2|5308	12.2712	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	PIWIL2|55124	6.0215
PIWIL4|143689	20.3242	PIWIL4|143689	45.3617
PJA1|64219	470.1407	PJA1|64219	819.7223
PJA2|9867	1245.1442	PJA2|9867	5040.3689
lowly_expressed	lowly_expressed	PKD1L1|168507	5.2186
PKD1L2|114780	9.9704	PKD1L2|114780	20.8744
PKD1|5310	801.0799	PKD1|5310	1378.1129999999998
PKD2|5311	239.6721	PKD2|5311	1240.0207
PKDCC|91461	70.9429	PKDCC|91461	48.1717
PKDREJ|10343	11.1208	PKDREJ|10343	23.6844
lowly_expressed	lowly_expressed	PKHD1L1|93035	39.7417
PKHD1|5314	5.7521	PKHD1|5314	36.1288
PKIA|5569	29.5276	PKIA|5569	145.3181
PKIB|5570	460.9373	PKIB|5570	603.3509
PKIG|11142	820.6371	PKIG|11142	728.9989
PKM2|5315	20054.9904	PKM2|5315	19442.1111
PKMYT1|9088	347.6587	PKMYT1|9088	12.6009
PKN1|5585	2302.7691	PKN1|5585	1052.5523
PKN2|5586	917.6564	PKN2|5586	1614.1545
PKN3|29941	92.801	PKN3|29941	229.2172
PKNOX1|5316	452.8843	PKNOX1|5316	640.684
PKNOX2|63876	303.3289	PKNOX2|63876	36.1288
PKP1|5317	57.1378	PKP1|5317	1764.2897
PKP2|5318	964.0569	PKP2|5318	766.7334
PKP3|11187	2129.8217	PKP3|11187	820.5252
PKP4|8502	2301.6148	PKP4|8502	4290.0942
PL-5283|647087	2252.5338	PL-5283|647087	1169.7702
PLA1A|51365	48.3179	PLA1A|51365	8.8315
PLA2G10|8399	5.3687	lowly_expressed	lowly_expressed
PLA2G12A|81579	1623.2509	PLA2G12A|81579	1534.6711
PLA2G15|23659	762.3489	PLA2G15|23659	464.4558
PLA2G16|11145	4652.7056	PLA2G16|11145	1572.8071
PLA2G2A|5320	29.1441	PLA2G2A|5320	15.6558
PLA2G2D|26279	36.0467	PLA2G2D|26279	26.4945
PLA2G3|50487	8.8199	lowly_expressed	lowly_expressed
PLA2G4A|5321	24.9259	PLA2G4A|5321	247.683
PLA2G4C|8605	261.5301	PLA2G4C|8605	163.7839
PLA2G4F|255189	30.2945	PLA2G4F|255189	81.4905
PLA2G5|5322	20.7077	PLA2G5|5322	18.0644
PLA2G6|8398	180.6169	PLA2G6|8398	310.7077
PLA2G7|7941	90.5002	PLA2G7|7941	77.8776
PLA2R1|22925	229.7017	PLA2R1|22925	474.0901
PLAA|9373	1055.7075	PLAA|9373	938.5459
PLAC1|10761	93.9514	lowly_expressed	lowly_expressed
PLAC2|257000	70.176	PLAC2|257000	114.4079
PLAC4|191585	5.7521	lowly_expressed	lowly_expressed
PLAC8|51316	31.8284	PLAC8|51316	30.9102
PLAC9|219348	47.9344	PLAC9|219348	121.2322
PLAG1|5324	64.4238	PLAG1|5324	71.8562
PLAGL1|5325	251.5598	PLAGL1|5325	519.7128
PLAGL2|5326	669.5478	PLAGL2|5326	690.0601
PLAT|5327	942.9657	PLAT|5327	9808.5675
PLAUR|5329	500.0518	PLAUR|5329	150.1352
PLAU|5328	1224.9198	PLAU|5328	669.9283
PLB1|151056	29.1441	PLB1|151056	75.0676
PLBD1|79887	770.0184	PLBD1|79887	634.6626
PLBD2|196463	375.8058	PLBD2|196463	379.3524
PLCB1|23236	44.0997	PLCB1|23236	564.0107
PLCB2|5330	133.0659	PLCB2|5330	153.7481
PLCB3|5331	1062.2265	PLCB3|5331	548.7563
PLCB4|5332	523.8272	PLCB4|5332	352.0551
PLCD1|5333	826.0058	PLCD1|5333	528.6848
PLCD3|113026	789.5756	PLCD3|113026	912.4529
PLCD4|84812	58.2882	PLCD4|84812	219.5828
PLCE1|51196	42.9492	PLCE1|51196	271.3674
PLCG1|5335	1242.8434	PLCG1|5335	1219.1342
PLCG2|5336	187.1359	PLCG2|5336	470.0758
PLCH1|23007	347.0451	PLCH1|23007	205.5327
PLCH2|9651	145.3371	PLCH2|9651	430.7356
PLCL1|5334	343.5939	PLCL1|5334	305.0876
PLCL2|23228	75.1612	PLCL2|23228	106.3792
PLCXD1|55344	404.9499	PLCXD1|55344	226.8086
PLCXD2|257068	11.1208	PLCXD2|257068	26.093000000000004
PLCXD3|345557	6.1356	PLCXD3|345557	50.9817
PLD1|5337	85.1315	PLD1|5337	603.7524
PLD2|5338	1081.0168	PLD2|5338	1250.0565
PLD3|23646	3934.8399	PLD3|23646	3669.4817
PLD4|122618	99.7036	PLD4|122618	119.6265
lowly_expressed	lowly_expressed	PLD5|200150	5.62
PLD6|201164	189.8203	PLD6|201164	127.1533
PLDN|26258	717.4823	PLDN|26258	1397.7831
PLEC|5339	6560.1117	PLEC|5339	6744.8454
PLEK2|26499	181.0003	PLEK2|26499	123.2393
PLEKHA1|59338	561.4078	PLEKHA1|59338	1079.8497
PLEKHA2|59339	809.8998	PLEKHA2|59339	806.4751
PLEKHA3|65977	307.1637	PLEKHA3|65977	374.9366
PLEKHA4|57664	1008.1565	PLEKHA4|57664	1331.1455
PLEKHA5|54477	646.9228	PLEKHA5|54477	940.9545
PLEKHA6|22874	2334.5975	PLEKHA6|22874	2234.7669
PLEKHA7|144100	331.3226	PLEKHA7|144100	609.3724
PLEKHA8|84725	79.3794	PLEKHA8|84725	77.0748
PLEKHA9|51054	90.8836	PLEKHA9|51054	100.7592
PLEKHB1|58473	47.9344	PLEKHB1|58473	606.161
PLEKHB2|55041	1383.5788	PLEKHB2|55041	2523.7973
PLEKHF1|79156	254.6276	PLEKHF1|79156	137.2894
PLEKHF2|79666	2008.2601	PLEKHF2|79666	1680.7920000000001
PLEKHG1|57480	215.1296	PLEKHG1|57480	624.6268
PLEKHG2|64857	232.386	PLEKHG2|64857	382.1624
PLEKHG3|26030	945.2666	PLEKHG3|26030	801.6579
PLEKHG4B|153478	592.8528	PLEKHG4B|153478	403.8397
PLEKHG4|25894	46.4005	PLEKHG4|25894	527.4805
PLEKHG5|57449	227.0174	PLEKHG5|57449	301.4748
PLEKHG6|55200	320.9688	PLEKHG6|55200	297.4604
PLEKHG7|440107	6.5191	lowly_expressed	lowly_expressed
PLEKHH1|57475	360.4591	PLEKHH1|57475	370.7016
PLEKHH2|130271	41.7988	PLEKHH2|130271	375.7395
PLEKHH3|79990	1321.8393	PLEKHH3|79990	538.7205
PLEKHJ1|55111	405.7168	PLEKHJ1|55111	366.5066
PLEKHM1P|440456	240.8148	PLEKHM1P|440456	196.3239
PLEKHM1|9842	637.7194	PLEKHM1|9842	800.0522
PLEKHM2|23207	785.7409	PLEKHM2|23207	1050.1438
PLEKHM3|389072	64.8073	PLEKHM3|389072	531.0933
PLEKHN1|84069	148.7884	PLEKHN1|84069	63.4261
PLEKHO1|51177	605.8909	PLEKHO1|51177	446.3914
PLEKHO2|80301	438.6957	PLEKHO2|80301	635.4654
PLEK|5341	222.7991	PLEK|5341	136.888
PLGLB2|5342	36.0543	PLGLB2|5342	30.3281
PLIN1|5346	54.836999999999996	PLIN1|5346	96.3435
PLIN2|123	952.1691	PLIN2|123	541.5306
PLIN3|10226	1450.3035	PLIN3|10226	1542.2983
PLIN4|729359	171.4135	PLIN4|729359	390.5925
PLIN5|440503	417.9881	PLIN5|440503	72.65899999999999
PLK1S1|55857	195.5724	PLK1S1|55857	405.04400000000004
PLK1|5347	252.7102	PLK1|5347	44.5589
PLK2|10769	826.3892	PLK2|10769	4607.2248
PLK3|1263	119.6443	PLK3|1263	868.6969
PLK4|10733	97.4027	PLK4|10733	61.8204
PLLP|51090	39.8814	PLLP|51090	291.0375
PLN|5350	41.7988	PLN|5350	59.0104
PLOD1|5351	3420.216	PLOD1|5351	2621.3451
PLOD2|5352	929.5441	PLOD2|5352	425.9184
PLOD3|8985	1134.7034	PLOD3|8985	820.1237
PLP1|5354	9.9704	PLP1|5354	299.869
PLP2|5355	1729.8570000000002	PLP2|5355	3432.2359
PLRG1|5356	939.5144	PLRG1|5356	1095.104
PLS1|5357	52.5361	PLS1|5357	477.70300000000003
PLS3|5358	1089.8368	PLS3|5358	3591.2026
PLSCR1|5359	1563.4287	PLSCR1|5359	793.2279
PLSCR3|57048	1207.8244	PLSCR3|57048	781.5302
PLSCR4|57088	181.0003	PLSCR4|57088	1106.7455
PLTP|5360	594.0032	PLTP|5360	1319.1026
PLVAP|83483	1601.0093	PLVAP|83483	1834.1387
PLXDC1|57125	404.1829	PLXDC1|57125	436.3556
PLXDC2|84898	461.7042	PLXDC2|84898	752.2819
PLXNA1|5361	879.6923	PLXNA1|5361	1466.4278
PLXNA2|5362	166.8117	PLXNA2|5362	285.0161
PLXNA3|55558	440.9966	PLXNA3|55558	624.2254
PLXNA4|91584	44.0997	lowly_expressed	lowly_expressed
PLXNB1|5364	2513.297	PLXNB1|5364	2483.6542
PLXNB2|23654	5717.233	PLXNB2|23654	5974.4991
PLXNB3|5365	342.0676	PLXNB3|5365	390.9016
PLXNC1|10154	120.7947	PLXNC1|10154	198.7084
PLXND1|23129	2172.3875	PLXND1|23129	1791.9884
PM20D2|135293	26.8433	PM20D2|135293	749.4719
PMAIP1|5366	50.2353	PMAIP1|5366	248.4859
PMEPA1|56937	2327.695	PMEPA1|56937	1291.0024
PMF1|11243	1227.6923	PMF1|11243	559.5829
lowly_expressed	lowly_expressed	PMFBP1|83449	6.8243
PML|5371	1277.3562	PML|5371	1456.392
PMM1|5372	376.9562	PMM1|5372	435.9542
PMM2|5373	2880.1716	PMM2|5373	533.0844
PMP22|5376	8915.8003	PMP22|5376	3369.6127
PMPCA|23203	949.4848	PMPCA|23203	867.0912
PMPCB|9512	2010.4957	PMPCB|9512	1746.6067
PMS1|5378	254.2441	PMS1|5378	324.7578
PMS2CL|441194	92.0341	PMS2CL|441194	59.4118
PMS2L11|441263	21.8236	PMS2L11|441263	25.8401
PMS2L1|5379	484.8585	PMS2L1|5379	257.1969
PMS2L2|5380	87.8158	PMS2L2|5380	73.0605
PMS2L3|5387	44.4831	PMS2L3|5387	38.135999999999996
PMS2L4|5382	48.3179	PMS2L4|5382	58.2075
PMS2L5|5383	169.8796	PMS2L5|5383	79.4834
PMS2|5395	933.7623	PMS2|5395	733.4146
PMVK|10654	2233.36	PMVK|10654	728.5974
PNCK|139728	118.8773	PNCK|139728	8.8315
PNKD|25953	2780.1958	PNKD|25953	676.4114
PNKP|11284	878.5419	PNKP|11284	268.9588
PNLIPRP2|5408	7.2860000000000005	PNLIPRP2|5408	5.62
PNMA1|9240	2422.7968	PNMA1|9240	971.8647
PNMA2|10687	43.7162	PNMA2|10687	298.6647
PNMA3|29944	5.7521	PNMA3|29944	8.4301
PNMA6A|84968	11.1208	PNMA6A|84968	14.853
PNMAL1|55228	137.6676	PNMAL1|55228	1013.2121
PNMAL2|57469	25.6046	PNMAL2|57469	127.912
PNMT|5409	33.7458	PNMT|5409	6.8243
PNN|5411	2599.9624	PNN|5411	2059.743
PNO1|56902	502.3526	PNO1|56902	576.0536
PNPLA2|57104	3701.3034	PNPLA2|57104	1998.7255
PNPLA3|80339	19.1738	lowly_expressed	lowly_expressed
PNPLA4|8228	1211.7819	PNPLA4|8228	810.0880000000001
PNPLA6|10908	331.3226	PNPLA6|10908	906.03
PNPLA7|375775	200.5576	PNPLA7|375775	428.7284
PNPLA8|50640	788.0417	PNPLA8|50640	953.3989
PNPO|55163	2640.6108	PNPO|55163	1845.7802
PNPT1|87178	839.8109	PNPT1|87178	637.874
PNP|4860	569.0773	PNP|4860	414.6783
PNRC1|10957	1322.9897	PNRC1|10957	1935.7008
PNRC2|55629	2192.3282	PNRC2|55629	3256.8105
POC1A|25886	317.1341	POC1A|25886	65.0318
POC1B|282809	464.1431	POC1B|282809	470.0437
POC5|134359	191.7376	POC5|134359	255.7116
PODNL1|79883	183.6847	PODNL1|79883	185.4612
PODN|127435	821.0206	PODN|127435	753.4862
PODXL2|50512	704.8276	PODXL2|50512	327.9692
PODXL|5420	1130.1017	PODXL|5420	5225.4287
POF1B|79983	289.9073	POF1B|79983	609.7738
POFUT1|23509	2622.9709	POFUT1|23509	1796.8056
POFUT2|23275	549.5201	POFUT2|23275	604.5552
POGK|57645	1859.0882	POGK|57645	1686.4121
POGZ|23126	3621.9240000000004	POGZ|23126	2821.6592
POLA1|5422	393.4456	POLA1|5422	476.9001
POLA2|23649	356.2485	POLA2|23649	293.0447
POLB|5423	483.5623	POLB|5423	610.1753
POLD1|5424	565.2426	POLD1|5424	230.8229
POLD2|5425	2478.4008	POLD2|5425	1365.2672
POLD3|10714	437.1618	POLD3|10714	486.9359
POLD4|57804	1619.0326	POLD4|57804	737.8304
POLDIP2|26073	4636.7147	POLDIP2|26073	2144.0275
POLDIP3|84271	1213.3158	POLDIP3|84271	3087.4066
POLE2|5427	162.5935	POLE2|5427	31.7131
POLE3|54107	1196.4429	POLE3|54107	1643.8604
POLE4|56655	669.1644	POLE4|56655	478.1044
POLE|5426	853.6160000000001	POLE|5426	716.5545
POLG2|11232	169.1126	POLG2|11232	94.3363
POLG|5428	634.5059	POLG|5428	834.3625
POLH|5429	683.3530000000001	POLH|5429	557.9892
POLI|11201	789.9591	POLI|11201	845.0125
POLK|51426	251.9433	POLK|51426	570.0322
POLL|27343	572.8124	POLL|27343	640.9249
POLM|27434	430.2593	POLM|27434	313.1163
lowly_expressed	lowly_expressed	POLN|353497	39.0151
POLQ|10721	51.3857	POLQ|10721	14.4515
POLR1A|25885	610.1092	POLR1A|25885	606.5624
POLR1B|84172	756.2133	POLR1B|84172	685.6443
POLR1C|9533	996.6523	POLR1C|9533	517.4447
POLR1D|51082	1694.9608	POLR1D|51082	1358.4428
POLR1E|64425	566.0095	POLR1E|64425	805.6722
POLR2A|5430	4644.6526	POLR2A|5430	6835.9702
POLR2B|5431	1522.7803	POLR2B|5431	2403.368
POLR2C|5432	992.8175	POLR2C|5432	1545.5097
POLR2D|5433	465.9225	POLR2D|5433	490.5488
POLR2E|5434	1444.1679	POLR2E|5434	1584.85
POLR2F|5435	386.5431	POLR2F|5435	460.1645
POLR2G|5436	2202.6820000000002	POLR2G|5436	983.1048
POLR2H|5437	1216.7671	POLR2H|5437	586.4908
POLR2I|5438	790.4883	POLR2I|5438	454.5244
POLR2J2|246721	600.9978	POLR2J2|246721	534.2606
POLR2J3|548644	734.3552	POLR2J3|548644	734.3379
POLR2J4|84820	202.1873	POLR2J4|84820	291.9046
POLR2J|5439	1457.973	POLR2J|5439	632.6554
POLR2K|5440	1410.0386	POLR2K|5440	843.4067
POLR2L|5441	3465.4661	POLR2L|5441	1158.1287
POLR3A|11128	366.9858	POLR3A|11128	627.4368
POLR3B|55703	454.0347	POLR3B|55703	352.0551
POLR3C|10623	647.3063	POLR3C|10623	589.7023
POLR3D|661	168.7291	POLR3D|661	268.5574
POLR3E|55718	1944.2197	POLR3E|55718	770.3463
POLR3F|10621	247.3416	POLR3F|10621	300.6719
POLR3GL|84265	657.2766	POLR3GL|84265	595.3223
POLR3G|10622	27.9937	POLR3G|10622	58.2075
POLR3H|171568	931.4576	POLR3H|171568	1187.6138
POLR3K|51728	787.6582	POLR3K|51728	299.0662
POLRMT|5442	482.7954	POLRMT|5442	400.2268
POM121C|100101267	720.1666	POM121C|100101267	973.4704
lowly_expressed	lowly_expressed	POM121L9P|29774	11.6415
POM121|9883	1641.1898	POM121|9883	2268.9127
POMGNT1|55624	1341.734	POMGNT1|55624	1927.1382
POMP|51371	2385.5997	POMP|51371	1210.7162
POMT1|10585	443.6809	POMT1|10585	777.572
POMT2|29954	648.8402	POMT2|29954	671.9957
POMZP3|22932	323.5918	POMZP3|22932	250.6295
PON2|5445	1088.3029	PON2|5445	1441.9405
PON3|5446	280.7039	PON3|5446	164.9561
POP1|10940	164.8944	POP1|10940	170.2068
POP4|10775	553.3548	POP4|10775	493.3588
POP5|51367	497.7509	POP5|51367	375.7395
POP7|10248	757.3637	POP7|10248	380.9581
POPDC2|64091	77.8455	POPDC2|64091	91.5263
PORCN|64840	332.4731	PORCN|64840	184.6583
POR|5447	1872.5098	POR|5447	887.9656
POSTN|10631	21768.7414	POSTN|10631	3054.4893
POT1|25913	866.2707	POT1|25913	786.0021
POTEF|728378	6.1356	POTEF|728378	10.4372
POU2AF1|5450	29.9111	POU2AF1|5450	88.7163
POU2F1|5451	186.36900000000003	POU2F1|5451	120.4293
POU2F2|5452	64.8073	POU2F2|5452	49.376000000000005
POU2F3|25833	128.0807	POU2F3|25833	223.1957
lowly_expressed	lowly_expressed	POU3F1|5453	16.0572
POU5F1B|5462	6.9026	POU5F1B|5462	10.0358
lowly_expressed	lowly_expressed	POU5F1|5460	6.0215
POU6F1|5463	69.0256	POU6F1|5463	398.6211
PP14571|100130449	554.1218	PP14571|100130449	40.5445
PPA1|5464	2439.6698	PPA1|5464	2972.9987
PPA2|27068	1883.6306	PPA2|27068	1394.9731
PPAN-P2RY11|692312	96.7431	PPAN-P2RY11|692312	141.2596
PPAN|56342	854.8048	PPAN|56342	147.8591
PPAP2A|8611	630.7133	PPAP2A|8611	1554.3493
PPAP2B|8613	472.0581	PPAP2B|8613	1884.719
PPAP2C|8612	554.1218	PPAP2C|8612	1694.4407
PPAPDC1A|196051	148.7884	lowly_expressed	lowly_expressed
PPAPDC1B|84513	1334.8775	PPAPDC1B|84513	725.7874
PPAPDC2|403313	641.1707	PPAPDC2|403313	450.8071
PPAPDC3|84814	35.2797	PPAPDC3|84814	30.5088
PPARA|5465	149.9388	PPARA|5465	610.1753
PPARD|5467	1040.3684	PPARD|5467	811.6937
PPARGC1A|10891	6.9026	PPARGC1A|10891	58.2075
lowly_expressed	lowly_expressed	PPARGC1B|133522	16.4587
PPARG|5468	88.1993	PPARG|5468	202.7227
PPAT|5471	325.5705	PPAT|5471	338.4064
PPCDC|60490	177.1656	PPCDC|60490	148.5295
PPCS|79717	1851.8021	PPCS|79717	1304.6511
PPDPF|79144	8053.3644	PPDPF|79144	3159.6642
PPEF1|5475	26.4598	lowly_expressed	lowly_expressed
PPFIA1|8500	953.9561	PPFIA1|8500	1274.0901
PPFIA3|8541	251.5598	PPFIA3|8541	77.0748
PPFIA4|8497	50.2353	PPFIA4|8497	24.0859
PPFIBP1|8496	648.8402	PPFIBP1|8496	1514.1981
PPFIBP2|8495	1212.9323	PPFIBP2|8495	1001.1692
PPHLN1|51535	1160.0127	PPHLN1|51535	963.0332
PPIAL4C|653598	51.7692	PPIAL4C|653598	26.093000000000004
PPIAL4G|644591	26.8433	PPIAL4G|644591	24.8887
PPIA|5478	5755.964	PPIA|5478	3773.4524
PPIB|5479	10560.6754	PPIB|5479	5530.143
PPIC|5480	1151.9598	PPIC|5480	461.6458
PPID|5481	603.9736	PPID|5481	794.0307
PPIEL|728448	25.6928	PPIEL|728448	107.985
PPIE|10450	919.1903	PPIE|10450	839.3924
PPIF|10105	1326.8245	PPIF|10105	918.0729
PPIG|9360	1550.3906	PPIG|9360	1284.981
PPIH|10465	632.7342	PPIH|10465	319.5392
PPIL1|51645	1354.4347	PPIL1|51645	669.5871
PPIL2|23759	1360.1945	PPIL2|23759	961.7687
PPIL3|53938	268.0492	PPIL3|53938	286.2204
PPIL4|85313	524.9777	PPIL4|85313	893.1842
PPIL5|122769	272.6509	PPIL5|122769	130.4651
PPIL6|285755	77.462	PPIL6|285755	120.4293
PPIP5K1|9677	239.2886	PPIP5K1|9677	733.8161
PPIP5K2|23262	413.3864	PPIP5K2|23262	984.3091
PPL|5493	1460.2739	PPL|5493	2987.8517
PPM1A|5494	2216.4871	PPM1A|5494	2067.7716
PPM1B|5495	648.0732	PPM1B|5495	1201.0819
PPM1D|8493	212.4453	PPM1D|8493	393.8039
PPM1E|22843	9.0385	PPM1E|22843	24.5756
PPM1F|9647	306.0133	PPM1F|9647	1386.9445
PPM1G|5496	3289.4509999999996	PPM1G|5496	1901.5791
PPM1H|57460	1369.3902	PPM1H|57460	806.0737
PPM1J|333926	664.5627	PPM1J|333926	110.795
PPM1K|152926	85.1315	PPM1K|152926	264.5431
PPM1L|151742	34.8963	PPM1L|151742	71.8562
PPM1M|132160	861.669	PPM1M|132160	541.5306
PPM1N|147699	31.445	PPM1N|147699	42.9531
PPME1|51400	1535.435	PPME1|51400	1330.3427
PPOX|5498	623.1473	PPOX|5498	278.1918
PPP1CA|5499	4029.7347	PPP1CA|5499	2379.3624
PPP1CB|5500	4139.9148	PPP1CB|5500	10023.1485
PPP1CC|5501	2989.5733	PPP1CC|5501	3247.1762
PPP1R10|5514	1942.6858	PPP1R10|5514	1858.2246
PPP1R11|6992	3250.72	PPP1R11|6992	1645.4661
PPP1R12A|4659	951.0187	PPP1R12A|4659	2178.5666
PPP1R12B|4660	547.9862	PPP1R12B|4660	4466.7239
PPP1R12C|54776	719.3996	PPP1R12C|54776	545.1434
PPP1R13B|23368	1746.3464	PPP1R13B|23368	754.289
PPP1R13L|10848	2110.2645	PPP1R13L|10848	1430.299
PPP1R14A|94274	14.1886	PPP1R14A|94274	59.4118
PPP1R14B|26472	2642.9117	PPP1R14B|26472	597.3295
PPP1R14C|81706	31.0615	PPP1R14C|81706	181.8483
PPP1R14D|54866	12.6547	lowly_expressed	lowly_expressed
PPP1R15A|23645	950.6352	PPP1R15A|23645	1888.3319
PPP1R15B|84919	1261.2502	PPP1R15B|84919	2156.4879
PPP1R16A|84988	753.1186	PPP1R16A|84988	387.7022
PPP1R16B|26051	89.7332	PPP1R16B|26051	366.5066
PPP1R1A|5502	67.4916	PPP1R1A|5502	330.7792
PPP1R1B|84152	1222.9027	PPP1R1B|84152	938.5459
PPP1R2P3|153743	58.2882	PPP1R2P3|153743	81.4905
PPP1R2|5504	1153.1102	PPP1R2|5504	1455.1877
PPP1R3B|79660	1152.7267	PPP1R3B|79660	2754.6202
PPP1R3C|5507	558.34	PPP1R3C|5507	1123.6057
PPP1R3D|5509	410.3186	PPP1R3D|5509	393.001
PPP1R3E|90673	69.40899999999999	PPP1R3E|90673	115.1907
PPP1R3F|89801	57.9048	PPP1R3F|89801	55.3975
PPP1R3G|648791	13.4216	PPP1R3G|648791	10.4372
PPP1R7|5510	1370.1572	PPP1R7|5510	948.1803
PPP1R8|5511	931.8449	PPP1R8|5511	1181.0103
PPP1R9A|55607	286.45599999999996	PPP1R9A|55607	682.4329
PPP1R9B|84687	2001.3575	PPP1R9B|84687	787.6078
PPP2CA|5515	2656.1952	PPP2CA|5515	3320.2969
PPP2CB|5516	1729.0901	PPP2CB|5516	2297.7916
PPP2R1A|5518	9868.3529	PPP2R1A|5518	5721.9989
PPP2R1B|5519	466.3059	PPP2R1B|5519	733.4146
PPP2R2A|5520	873.9402	PPP2R2A|5520	1246.0421
PPP2R2B|5521	5.7521	PPP2R2B|5521	69.4476
PPP2R2C|5522	712.1136	PPP2R2C|5522	43.756
PPP2R2D|55844	644.622	PPP2R2D|55844	747.4647
PPP2R3A|5523	451.3504	PPP2R3A|5523	873.5141
PPP2R3B|28227	209.761	PPP2R3B|28227	151.741
PPP2R3C|55012	255.0111	PPP2R3C|55012	322.7506
PPP2R4|5524	3707.8225	PPP2R4|5524	3795.9325
PPP2R5A|5525	2234.127	PPP2R5A|5525	1706.885
PPP2R5B|5526	302.1785	PPP2R5B|5526	384.1696
PPP2R5C|5527	3559.4176	PPP2R5C|5527	2303.4117
PPP2R5D|5528	1668.501	PPP2R5D|5528	1136.8529
PPP2R5E|5529	1211.3984	PPP2R5E|5529	736.6261
PPP3CA|5530	935.2962	PPP3CA|5530	1857.4217
PPP3CB|5532	947.1839	PPP3CB|5532	1504.1623
PPP3CC|5533	129.4804	PPP3CC|5533	293.0688
PPP3R1|5534	1433.8141	PPP3R1|5534	1758.2682
PPP4C|5531	4739.371	PPP4C|5531	1306.6582
PPP4R1L|55370	8.4365	PPP4R1L|55370	77.4762
PPP4R1|9989	1583.3694	PPP4R1|9989	1883.1133
PPP4R2|151987	333.6235	PPP4R2|151987	535.1077
lowly_expressed	lowly_expressed	PPP4R4|57718	344.0265
PPP5C|5536	1071.0465	PPP5C|5536	772.3534
PPP6C|5537	1296.5299	PPP6C|5537	2339.9419
PPPDE1|51029	1041.1354	PPPDE1|51029	905.6286
PPPDE2|27351	195.5724	PPPDE2|27351	191.0812
PPRC1|23082	867.0376	PPRC1|23082	1250.4579
PPT1|5538	13827.7352	PPT1|5538	5689.8844
PPT2|9374	279.5842	PPT2|9374	361.9544
PPTC7|160760	156.0744	PPTC7|160760	572.0393
PPWD1|23398	307.1637	PPWD1|23398	524.269
PQBP1|10084	1347.1487	PQBP1|10084	916.4672
PQLC1|80148	716.7153	PQLC1|80148	790.8193
PQLC2|54896	313.6828	PQLC2|54896	236.0415
PQLC3|130814	809.5163	PQLC3|130814	786.4035
PRAF2|11230	1174.5848	PRAF2|11230	493.7161
PRAM1|84106	29.1441	PRAM1|84106	29.7059
PRAME|23532	18.7903	lowly_expressed	lowly_expressed
PRC1|9055	235.0703	PRC1|9055	173.4182
PRCC|5546	2778.2784	PRCC|5546	1291.8053
lowly_expressed	lowly_expressed	PRCD|768206	11.2401
PRCP|5547	3969.3527	PRCP|5547	3044.052
PRDM10|56980	168.7291	PRDM10|56980	325.5606
PRDM11|56981	12.6547	PRDM11|56981	29.7059
PRDM15|63977	218.1974	PRDM15|63977	233.6329
PRDM16|63976	10.7373	PRDM16|63976	26.8959
PRDM1|639	212.8288	PRDM1|639	180.2426
PRDM2|7799	556.0392	PRDM2|7799	1786.7698
PRDM4|11108	1174.9683	PRDM4|11108	853.4425
PRDM5|11107	38.731	PRDM5|11107	76.2719
PRDM6|93166	29.9111	PRDM6|93166	20.0716
PRDM8|56978	16.105999999999998	PRDM8|56978	30.9102
PRDX1|5052	15224.7357	PRDX1|5052	6412.4604
PRDX2|7001	4823.7356	PRDX2|7001	3675.5032
PRDX3|10935	3561.335	PRDX3|10935	3674.7003
PRDX4|10549	1766.6706	PRDX4|10549	921.6858
PRDX5|25824	4481.2922	PRDX5|25824	1854.6117
PRDX6|9588	5744.0763	PRDX6|9588	3463.949
