gene_id	TCGA-BH-A18M-01A-11R-A12D-07	gene_id	TCGA-BH-A18M-11A-33R-A12D-07
KPNA6|23633	2600.5701	KPNA6|23633	2225.6501
KPNB1|3837	6635.4941	KPNB1|3837	4044.513
KPTN|11133	188.0638	KPTN|11133	96.5183
KRAS|3845	1201.1108	KRAS|3845	898.6338
KRBA1|84626	196.8793	KRBA1|84626	215.5134
KRBA2|124751	79.7067	KRBA2|124751	121.6395
KRCC1|51315	819.1061	KRCC1|51315	917.5848
KREMEN1|83999	487.7905	KREMEN1|83999	889.8193
KRI1|65095	669.7423	KRI1|65095	656.4434
KRIT1|889	735.3589	KRIT1|889	855.4429
KRR1|11103	935.5184	KRR1|11103	860.1851
KRT10|3858	246.4665	KRT10|3858	227.41299999999998
KRT14|3861	1562.5459	KRT14|3861	14325.6941
KRT15|3866	435.2649	KRT15|3866	3873.5126
KRT16|3868	50.6891	KRT16|3868	289.9956
KRT17|3872	1015.2508	KRT17|3872	10436.3156
KRT18|3875	20211.5902	KRT18|3875	7312.8338
KRT19|3880	25473.4654	KRT19|3880	7443.8078
KRT1|3848	5.5097	lowly_expressed	lowly_expressed
KRT222|125113	110.1936	KRT222|125113	55.9718
KRT23|25984	274.0149	KRT23|25984	605.9938
lowly_expressed	lowly_expressed	KRT32|3882	5.2887
KRT4|3851	8.0809	lowly_expressed	lowly_expressed
KRT5|3852	2297.1702	KRT5|3852	16954.1648
KRT6A|3853	12.1213	KRT6A|3853	47.1573
KRT6B|3854	127.4573	KRT6B|3854	587.9242
lowly_expressed	lowly_expressed	KRT6C|286887	18.9511
KRT77|374454	6.6116	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	KRT79|338785	21.5954
KRT7|3855	5177.6322	KRT7|3855	4241.0754
KRT80|144501	465.7518	KRT80|144501	310.2688
KRT81|3887	41.8736	KRT81|3887	337.5937
KRT86|3892	27.1811	KRT86|3892	13.6624
KRT8|3856	35936.4807	KRT8|3856	9994.7907
lowly_expressed	lowly_expressed	KRTAP5-9|3846	5.2887
KRTCAP2|200185	1002.3949	KRTCAP2|200185	923.3142
KRTCAP3|200634	277.3207	KRTCAP3|200634	144.1164
KSR1|8844	296.7882	KSR1|8844	620.5377
KSR2|283455	48.8525	KSR2|283455	51.1238
KTELC1|56983	553.5394	KTELC1|56983	489.64300000000003
KTI12|112970	152.4345	KTI12|112970	134.8612
KTN1|3895	6019.8789	KTN1|3895	5814.8964
KYNU|8942	56.5661	KYNU|8942	69.6342
KY|339855	53.2603	KY|339855	129.1318
L1CAM|3897	13.5905	L1CAM|3897	140.1498
L1TD1|54596	20.5695	L1TD1|54596	29.9691
L2HGDH|79944	320.6635	L2HGDH|79944	204.4954
L3MBTL2|83746	741.3645	L3MBTL2|83746	722.9088
L3MBTL3|84456	209.3679	L3MBTL3|84456	293.5214
L3MBTL4|91133	49.5871	L3MBTL4|91133	130.4539
L3MBTL|26013	122.3149	L3MBTL|26013	167.0339
LACE1|246269	70.5239	LACE1|246269	47.5981
LACTB2|51110	209.7352	LACTB2|51110	183.3407
LACTB|114294	275.4841	LACTB|114294	278.9775
LAD1|3898	193.5735	LAD1|3898	349.0524
LAG3|3902	24.6099	LAG3|3902	26.8841
LAGE3|8270	494.0349	LAGE3|8270	184.2221
LAIR1|3903	321.3981	LAIR1|3903	665.4914
LAMA1|284217	189.5331	LAMA1|284217	392.2433
LAMA2|3908	1604.4122	LAMA2|3908	3914.9361
LAMA3|3909	1123.9752	LAMA3|3909	4016.7475
LAMA4|3910	2977.065	LAMA4|3910	6138.387
LAMA5|3911	2802.9591	LAMA5|3911	3156.8973
LAMB1|3912	6481.223000000001	LAMB1|3912	7133.539000000001
LAMB2L|22973	18.3656	LAMB2L|22973	33.0542
LAMB2|3913	10295.3924	LAMB2|3913	12184.2221
LAMB3|3914	1291.4695	LAMB3|3914	4041.4279
LAMC1|3915	6839.3524	LAMC1|3915	12200.9696
LAMC2|3918	729.1146	LAMC2|3918	2565.4473
LAMC3|10319	59.5046	LAMC3|10319	165.271
LAMP1|3916	6604.6399	LAMP1|3916	7227.4130000000005
LAMP2|3920	4566.0574	LAMP2|3920	4914.9405
LAMP3|27074	126.3554	LAMP3|27074	69.1935
LANCL1|10314	2037.8478	LANCL1|10314	2132.2168
LANCL2|55915	518.2775	LANCL2|55915	483.9136
lowly_expressed	lowly_expressed	LANCL3|347404	12.780999999999999
LAP3|51056	2607.1817	LAP3|51056	1947.1133
LAPTM4A|9741	7710.9841	LAPTM4A|9741	7796.8268
LAPTM4B|55353	3079.9124	LAPTM4B|55353	1486.558
LAPTM5|7805	2873.4829999999997	LAPTM5|7805	2304.9802
LARGE|9215	690.1795	LARGE|9215	646.0996
LARP1B|55132	515.339	LARP1B|55132	331.4235
LARP1|23367	6915.3859999999995	LARP1|23367	4269.7223
LARP4B|23185	1373.3802	LARP4B|23185	1308.5059
LARP4|113251	1782.5659	LARP4|113251	1284.2662
LARP6|55323	176.6771	LARP6|55323	601.5866
LARP7|51574	1042.0646	LARP7|51574	1018.5104
LARS2|23395	792.2923	LARS2|23395	472.0141
LARS|51520	3096.0742	LARS|51520	2427.5011
LAS1L|81887	782.0076	LAS1L|81887	733.3627
LASP1|3927	6445.5937	LASP1|3927	6325.6941
LASS1|10715	10.3913	LASS1|10715	31.7364
LASS2|29956	5247.7888	LASS2|29956	3633.7594
lowly_expressed	lowly_expressed	LASS3|204219	9.2552
LASS4|79603	1564.3825	LASS4|79603	828.9996
LASS5|91012	812.4945	LASS5|91012	690.6126
LASS6|253782	4024.4079	LASS6|253782	1766.7475
LAT2|7462	168.229	LAT2|7462	148.5236
LATS1|9113	598.3515	LATS1|9113	674.7466
LATS2|26524	638.3885	LATS2|26524	1239.3125
LAT|27040	52.6873	LAT|27040	93.65799999999999
LAX1|54900	32.3235	LAX1|54900	66.5491
LAYN|143903	154.6384	LAYN|143903	276.7739
LBH|81606	1257.3095	LBH|81606	2320.4055
LBP|3929	21.6714	LBP|3929	65.227
LBR|3930	708.1778	LBR|3930	1047.1573
LCA5L|150082	106.5205	LCA5L|150082	42.3094
LCA5|167691	256.7512	LCA5|167691	409.4315
LCAT|3931	58.5679	LCAT|3931	132.3667
LCK|3932	96.9704	LCK|3932	91.6703
LCLAT1|253558	347.4773	LCLAT1|253558	272.8074
LCMT1|51451	1151.5236	LCMT1|51451	548.6999
LCMT2|9836	347.8446	LCMT2|9836	304.0987
LCN10|414332	9.1828	LCN10|414332	63.5831
LCN12|286256	57.3007	LCN12|286256	11.8995
LCN2|3934	54.3622	LCN2|3934	29.0877
lowly_expressed	lowly_expressed	LCN6|158062	12.662
LCORL|254251	87.2807	LCORL|254251	69.1758
LCOR|84458	193.8931	LCOR|84458	146.082
LCP1|3936	2827.2017	LCP1|3936	2387.3953
LCP2|3937	326.1732	LCP2|3937	403.2613
LDB1|8861	1698.4514	LDB1|8861	1618.7748
LDB2|9079	416.1647	LDB2|9079	1327.457
LDB3|11155	15.0598	LDB3|11155	45.3944
lowly_expressed	lowly_expressed	LDHAL6B|92483	5.7294
LDHA|3939	18416.2969	LDHA|3939	10004.4072
LDHB|3945	1526.5493	LDHB|3945	5494.491
LDHC|3948	58.0353	LDHC|3948	18.5104
LDHD|197257	37.0985	LDHD|197257	293.0807
LDLRAD2|401944	119.2405	LDLRAD2|401944	302.3006
LDLRAD3|143458	1437.2925	LDLRAD3|143458	565.4473
LDLRAP1|26119	766.2132	LDLRAP1|26119	861.613
LDLR|3949	1989.3626	LDLR|3949	3323.9312
LDOC1L|84247	981.0908	LDOC1L|84247	1206.6989999999998
LDOC1|23641	618.1864	LDOC1|23641	630.2336
lowly_expressed	lowly_expressed	LEAP2|116842	6.6108
LEF1|51176	553.5394	LEF1|51176	205.8175
lowly_expressed	lowly_expressed	LEFTY1|10637	8.0917
LEFTY2|7044	18.3656	LEFTY2|7044	34.3764
LEKR1|389170	16.1617	LEKR1|389170	19.8325
LEMD2|221496	703.0355	LEMD2|221496	829.4403
LEMD3|23592	648.306	LEMD3|23592	867.7832
LENG1|79165	95.5012	LENG1|79165	146.7607
LENG8|114823	1623.2112	LENG8|114823	3441.0313
LENG9|94059	107.931	LENG9|94059	96.6505
LEO1|123169	795.5981	LEO1|123169	490.5245
LEPRE1|64175	1091.6517	LEPRE1|64175	720.5818
LEPREL1|55214	153.5365	LEPREL1|55214	460.1146
LEPREL2|10536	767.3151	LEPREL2|10536	586.5844
LEPROTL1|23484	891.0993	LEPROTL1|23484	777.8757
LEPROT|54741	1031.4493	LEPROT|54741	1203.5478
LEPR|3953	1013.7448	LEPR|3953	2026.9502
LEP|3952	262.6282	LEP|3952	8673.8651
LETM1|3954	1260.248	LETM1|3954	1175.4077
LETM2|137994	36.3639	LETM2|137994	32.1728
LETMD1|25875	919.7496	LETMD1|25875	1072.7193
LFNG|3955	380.5354	LFNG|3955	650.0661
LGALS12|85329	67.5854	LGALS12|85329	912.7369
LGALS1|3956	6399.3124	LGALS1|3956	5818.8629
LGALS2|3957	15.7944	LGALS2|3957	29.5284
LGALS3BP|3959	14305.7066	LGALS3BP|3959	8762.8911
LGALS3|3958	3078.8105	LGALS3|3958	4322.6091
lowly_expressed	lowly_expressed	LGALS4|3960	13.6624
LGALS7|3963	6.9789	LGALS7|3963	18.5104
LGALS8|3964	2249.6694	LGALS8|3964	1351.2517
LGALS9C|654346	23.8753	LGALS9C|654346	10.5773
LGALS9|3965	1540.5072	LGALS9|3965	729.8369
LGI2|55203	94.0319	LGI2|55203	89.4667
LGI4|163175	37.8332	LGI4|163175	254.7378
LGMN|5641	2445.9317	LGMN|5641	3496.6946
LGR4|55366	1417.4576	LGR4|55366	1355.2226
LGR5|8549	18.7329	LGR5|8549	46.7166
LGR6|59352	186.9619	LGR6|59352	454.3852
LGTN|1939	971.5407	LGTN|1939	1117.673
lowly_expressed	lowly_expressed	LHCGR|3973	14.9846
lowly_expressed	lowly_expressed	LHFPL1|340596	7.0516
LHFPL2|10184	1700.6553	LHFPL2|10184	1795.0639
LHFPL5|222662	7.3462	lowly_expressed	lowly_expressed
LHFP|10186	1293.3061	LHFP|10186	3260.4672
LHPP|64077	366.9448	LHPP|64077	321.2869
LHX6|26468	166.0251	LHX6|26468	446.8929
LIAS|11019	191.0023	LIAS|11019	199.6474
LIFR|3977	1897.5346	LIFR|3977	5774.7907
LIF|3976	181.4522	LIF|3976	598.5015
LIG1|3978	724.3396	LIG1|3978	509.9163
LIG3|3980	500.2792	LIG3|3980	549.1406
LIG4|3981	254.18	LIG4|3981	310.2688
LILRA1|11024	8.8155	LILRA1|11024	19.8325
LILRA2|11027	52.1583	LILRA2|11027	64.7862
lowly_expressed	lowly_expressed	LILRA3|11026	6.1701
LILRA4|23547	34.16	LILRA4|23547	5.2887
LILRA5|353514	25.3445	LILRA5|353514	43.6316
LILRA6|79168	57.3705	LILRA6|79168	86.0952
LILRB1|10859	95.1338	LILRB1|10859	99.1626
LILRB2|10288	91.4607	LILRB2|10288	161.7453
LILRB3|11025	40.3345	LILRB3|11025	136.9105
LILRB4|11006	195.0428	LILRB4|11006	172.3226
LILRB5|10990	49.9545	LILRB5|10990	335.39
LIMA1|51474	3815.2714	LIMA1|51474	4311.1503
LIMCH1|22998	1754.2829	LIMCH1|22998	3401.0577
LIMD1|8994	1189.0592	LIMD1|8994	1008.6073
LIMD2|80774	170.6349	LIMD2|80774	181.0974
LIME1|54923	26.2922	LIME1|54923	19.5945
LIMK1|3984	1011.2104	LIMK1|3984	659.3213
LIMK2|3985	1665.7606	LIMK2|3985	2036.58
LIMS1|3987	385.6778	LIMS1|3987	527.5452
LIMS2|55679	556.1106	LIMS2|55679	1527.5452
LIMS3-LOC440895|100271835	11.5593	LIMS3-LOC440895|100271835	29.4932
LIMS3|96626	9.7448	LIMS3|96626	22.5121
LIN37|55957	129.1543	LIN37|55957	144.8612
LIN52|91750	173.3713	LIN52|91750	204.4954
LIN54|132660	390.0855	LIN54|132660	371.97
LIN7A|8825	45.5467	LIN7A|8825	61.7012
LIN7B|64130	12.8559	LIN7B|64130	18.5104
LIN7C|55327	968.2348	LIN7C|55327	794.6232
LIN9|286826	203.8582	LIN9|286826	120.3173
LINGO1|84894	52.5256	LINGO1|84894	63.9048
LINGO4|339398	18.7329	LINGO4|339398	20.714000000000002
LINS1|55180	312.5826	LINS1|55180	246.8048
LIPA|3988	2267.4179	LIPA|3988	2380.3438
LIPE|3991	893.3032	LIPE|3991	6383.398
LIPG|9388	55.8314	LIPG|9388	19.3918
LIPH|200879	247.9357	LIPH|200879	134.4204
LIPT1|51601	70.6305	LIPT1|51601	137.4747
LIPT2|387787	28.1875	LIPT2|387787	11.8995
LITAF|9516	5021.1572	LITAF|9516	4450.4187
LIX1L|128077	397.0644	LIX1L|128077	774.7907
LLGL1|3996	806.9848	LLGL1|3996	757.1617
LLGL2|3993	1178.7047	LLGL2|3993	505.509
LLPH|84298	509.8734	LLPH|84298	424.0546
LMAN1|3998	3410.4934	LMAN1|3998	3130.0132
LMAN2L|81562	880.8146	LMAN2L|81562	716.1745
LMAN2|10960	3460.4478	LMAN2|10960	1923.755
LMBR1L|55716	296.0536	LMBR1L|55716	522.2565
LMBR1|64327	1085.4074	LMBR1|64327	892.0229
LMBRD1|55788	946.5634	LMBRD1|55788	1440.7228
LMBRD2|92255	423.8782	LMBRD2|92255	310.2688
LMCD1|29995	2400.3849	LMCD1|29995	1795.9454
LMF1|64788	214.5103	LMF1|64788	195.2402
LMF2|91289	1036.9222	LMF2|91289	1084.6188
LMLN|89782	392.2894	LMLN|89782	346.8488
LMNA|4000	5827.4074	LMNA|4000	12142.3535
LMNB1|4001	1205.8858	LMNB1|4001	317.7611
LMNB2|84823	1152.2582	LMNB2|84823	724.1075
LMO2|4005	292.0132	LMO2|4005	617.4526
LMO3|55885	37.8332	LMO3|55885	193.918
LMO4|8543	918.2804	LMO4|8543	1177.1706
LMO7|4008	1102.3038	LMO7|4008	617.8933
LMOD1|25802	941.0537	LMOD1|25802	3307.1838
LMTK2|22853	291.2785	LMTK2|22853	402.8206
LMTK3|114783	175.5752	LMTK3|114783	96.0776
lowly_expressed	lowly_expressed	LMX1A|4009	14.9846
LMX1B|4010	1937.5716	LMX1B|4010	1090.7889
LNP1|348801	39.3502	LNP1|348801	63.0498
LNPEP|4012	676.5412	LNPEP|4012	640.6875
LNX1|84708	479.7097	LNX1|84708	331.4235
LNX2|222484	867.2239999999999	LNX2|222484	670.3394
LOC100009676|100009676	62.3329	LOC100009676|100009676	82.4769
lowly_expressed	lowly_expressed	LOC100101266|100101266	7.0516
lowly_expressed	lowly_expressed	LOC100124692|100124692	54.6496
LOC100125556|100125556	58.3365	LOC100125556|100125556	36.2406
LOC100126784|100126784	20.9882	LOC100126784|100126784	66.6858
LOC100128191|100128191	39.655	LOC100128191|100128191	35.2358
LOC100128239|100128239	6.9789	LOC100128239|100128239	10.1366
LOC100128288|100128288	41.5063	LOC100128288|100128288	78.8894
LOC100128292|100128292	13.9579	LOC100128292|100128292	16.3067
LOC100128640|100128640	18.3656	LOC100128640|100128640	40.1058
LOC100128788|100128788	16.529	LOC100128788|100128788	11.8995
LOC100128822|100128822	84.1145	LOC100128822|100128822	108.4178
LOC100128842|100128842	29.7523	LOC100128842|100128842	33.9357
LOC100128977|100128977	46.2813	LOC100128977|100128977	12.780999999999999
LOC100129034|100129034	2274.4556	LOC100129034|100129034	2032.6179
LOC100129387|100129387	60.2429	LOC100129387|100129387	109.2552
LOC100129534|100129534	69.0547	LOC100129534|100129534	69.1935
LOC100129550|100129550	164.1885	LOC100129550|100129550	313.7946
LOC100129637|100129637	113.8227	LOC100129637|100129637	214.632
LOC100129716|100129716	16.1617	LOC100129716|100129716	9.6959
lowly_expressed	lowly_expressed	LOC100129726|100129726	7.0516
LOC100130015|100130015	19.1223	LOC100130015|100130015	29.7444
LOC100130093|100130093	193.0299	LOC100130093|100130093	108.7748
LOC100130148|100130148	26.4465	lowly_expressed	lowly_expressed
LOC100130522|100130522	42.9755	LOC100130522|100130522	29.5284
LOC100130557|100130557	20.0259	LOC100130557|100130557	32.2257
LOC100130581|100130581	41.5063	LOC100130581|100130581	58.6161
LOC100130691|100130691	10.8394	LOC100130691|100130691	11.2561
LOC100130776|100130776	201.6727	LOC100130776|100130776	232.1816
LOC100130872|100130872	101.3782	LOC100130872|100130872	89.4667
LOC100130932|100130932	45.5467	LOC100130932|100130932	43.1908
LOC100130987|100130987	15.4271	LOC100130987|100130987	13.2217
LOC100131193|100131193	46.0169	LOC100131193|100131193	38.3473
LOC100131434|100131434	15.4969	LOC100131434|100131434	55.1609
LOC100131551|100131551	6.9789	lowly_expressed	lowly_expressed
LOC100131691|100131691	11.6915	LOC100131691|100131691	31.353
LOC100132111|100132111	7.3462	LOC100132111|100132111	11.4588
LOC100132215|100132215	11.754000000000001	LOC100132215|100132215	20.714000000000002
LOC100132247|100132247	106.5205	LOC100132247|100132247	204.9361
LOC100132287|100132287	198.3486	LOC100132287|100132287	219.0392
LOC100132288|100132288	314.0519	LOC100132288|100132288	393.5654
LOC100132707|100132707	129.4702	LOC100132707|100132707	162.3006
lowly_expressed	lowly_expressed	LOC100132832|100132832	5.8087
LOC100133161|100133161	37.6642	LOC100133161|100133161	15.606
LOC100133331|100133331	101.2827	LOC100133331|100133331	133.3892
LOC100133545|100133545	9.9174	LOC100133545|100133545	14.9846
lowly_expressed	lowly_expressed	LOC100133612|100133612	6.6108
LOC100133669|100133669	17.2637	LOC100133669|100133669	18.0696
lowly_expressed	lowly_expressed	LOC100133957|100133957	5.7779
LOC100133991|100133991	22.0387	LOC100133991|100133991	14.9846
LOC100134229|100134229	85.2164	LOC100134229|100134229	180.2556
LOC100134259|100134259	11.754000000000001	LOC100134259|100134259	20.2732
LOC100134713|100134713	8.0845	LOC100134713|100134713	11.353
LOC100144603|100144603	6.6116	LOC100144603|100144603	5.7294
LOC100144604|100144604	9.1828	LOC100144604|100144604	11.0181
LOC100170939|100170939	87.4093	LOC100170939|100170939	106.2142
lowly_expressed	lowly_expressed	LOC100188947|100188947	8.8145
lowly_expressed	lowly_expressed	LOC100188949|100188949	9.6959
LOC100190938|100190938	42.2409	LOC100190938|100190938	191.2737
LOC100190939|100190939	134.0689	LOC100190939|100190939	222.565
LOC100190986|100190986	239.1202	LOC100190986|100190986	297.0472
LOC100192378|100192378	16.1617	LOC100192378|100192378	22.4769
LOC100216545|100216545	43.7101	LOC100216545|100216545	71.8378
LOC100233209|100233209	13.5905	LOC100233209|100233209	8.8145
lowly_expressed	lowly_expressed	LOC100240726|100240726	7.0516
lowly_expressed	lowly_expressed	LOC100240735|100240735	12.3402
LOC100268168|100268168	13.2232	LOC100268168|100268168	6.6108
LOC100270710|100270710	272.013	LOC100270710|100270710	250.26
LOC100270746|100270746	22.0387	LOC100270746|100270746	24.6805
LOC100270804|100270804	12.8559	LOC100270804|100270804	26.0026
LOC100271722|100271722	28.283	LOC100271722|100271722	48.4795
LOC100271831|100271831	5.7374	lowly_expressed	lowly_expressed
LOC100271836|100271836	590.8951	LOC100271836|100271836	382.7677
LOC100272146|100272146	22.7734	LOC100272146|100272146	39.2243
LOC100272216|100272216	13.2232	LOC100272216|100272216	15.866
LOC100272217|100272217	24.2426	LOC100272217|100272217	29.0877
LOC100272228|100272228	16.8964	LOC100272228|100272228	35.6985
LOC100286793|100286793	406.9819	LOC100286793|100286793	122.5209
LOC100286844|100286844	22.6154	LOC100286844|100286844	29.0701
lowly_expressed	lowly_expressed	LOC100287227|100287227	5.2887
LOC100288778|100288778	245.25799999999998	LOC100288778|100288778	343.3142
LOC100289341|100289341	30.4869	LOC100289341|100289341	37.9022
LOC100302401|100302401	12.5143	LOC100302401|100302401	24.0238
LOC100302640|100302640	5.1424	LOC100302640|100302640	16.7475
LOC100302650|100302650	22.406	LOC100302650|100302650	289.9956
LOC100303728|100303728	20.5695	LOC100303728|100303728	32.1728
LOC113230|113230	129.6612	LOC113230|113230	71.3971
LOC115110|115110	78.0685	LOC115110|115110	106.3023
LOC121838|121838	19.1002	LOC121838|121838	13.2217
LOC134466|134466	39.3024	LOC134466|134466	105.3327
LOC143188|143188	11.754000000000001	LOC143188|143188	19.8325
LOC143666|143666	15.4271	LOC143666|143666	19.3918
LOC144438|144438	780.171	LOC144438|144438	911.8554
LOC144486|144486	8.4482	LOC144486|144486	13.2217
LOC144571|144571	27.9561	LOC144571|144571	66.7122
LOC145783|145783	21.7522	LOC145783|145783	35.8043
LOC145820|145820	6.9789	LOC145820|145820	35.6985
LOC145837|145837	114.9687	LOC145837|145837	39.2243
LOC146880|146880	153.3124	LOC146880|146880	288.76599999999996
LOC147727|147727	228.4682	LOC147727|147727	576.0247
LOC147804|147804	81.176	LOC147804|147804	95.6368
LOC148189|148189	65.3816	LOC148189|148189	48.4795
LOC148413|148413	372.1166	LOC148413|148413	322.1948
LOC148696|148696	10.1231	LOC148696|148696	13.5566
LOC148709|148709	8.8155	lowly_expressed	lowly_expressed
LOC149134|149134	6.6116	LOC149134|149134	16.3067
LOC149837|149837	48.4852	LOC149837|149837	88.1446
LOC150381|150381	17.1057	LOC150381|150381	53.3098
LOC150776|150776	435.6322	LOC150776|150776	451.7409
LOC150786|150786	57.668	LOC150786|150786	43.1908
LOC151009|151009	26.4465	LOC151009|151009	54.6496
LOC151162|151162	1053.0839999999998	LOC151162|151162	1217.7171
LOC151534|151534	146.5576	LOC151534|151534	110.1807
LOC152217|152217	131.8651	LOC152217|152217	162.6267
lowly_expressed	lowly_expressed	LOC153328|153328	5.2887
LOC153684|153684	49.5871	LOC153684|153684	33.4949
LOC154761|154761	25.6604	LOC154761|154761	38.1886
LOC154822|154822	5.2783	LOC154822|154822	10.5994
LOC158376|158376	22.406	LOC158376|158376	74.9229
LOC158572|158572	33.7927	LOC158572|158572	32.6135
lowly_expressed	lowly_expressed	LOC158696|158696	13.2217
LOC162632|162632	30.4869	LOC162632|162632	70.3482
LOC168474|168474	22.406	LOC168474|168474	6.6108
LOC200030|200030	430.7102	LOC200030|200030	664.8215
lowly_expressed	lowly_expressed	LOC201651|201651	8.3737
LOC202181|202181	59.1373	LOC202181|202181	64.3455
LOC202781|202781	107.9898	LOC202781|202781	172.7633
LOC219347|219347	99.3322	LOC219347|219347	85.5002
LOC220594|220594	115.9017	LOC220594|220594	162.565
LOC220729|220729	131.8651	LOC220729|220729	152.9308
LOC220930|220930	59.1189	LOC220930|220930	86.0335
LOC221442|221442	23.1407	LOC221442|221442	93.4332
LOC221710|221710	346.7427	LOC221710|221710	302.3358
LOC222699|222699	64.6469	LOC222699|222699	23.799
LOC253039|253039	375.7603	LOC253039|253039	237.9903
LOC253724|253724	16.529	LOC253724|253724	14.9846
LOC254559|254559	121.9476	LOC254559|254559	161.3045
LOC255167|255167	6.6116	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LOC257358|257358	11.4588
LOC25845|25845	293.2657	LOC25845|25845	236.0115
LOC282997|282997	77.1356	LOC282997|282997	36.58
LOC283050|283050	21.3041	LOC283050|283050	31.2913
LOC283070|283070	279.5246	LOC283070|283070	248.1269
LOC283174|283174	54.3622	LOC283174|283174	187.7479
LOC283267|283267	240.2222	LOC283267|283267	272.3667
LOC283314|283314	97.5801	LOC283314|283314	109.50200000000001
LOC283392|283392	15.4161	LOC283392|283392	207.1662
LOC283663|283663	10.6521	LOC283663|283663	27.3248
lowly_expressed	lowly_expressed	LOC283731|283731	8.8145
lowly_expressed	lowly_expressed	LOC283856|283856	6.1701
LOC283867|283867	18.3656	lowly_expressed	lowly_expressed
LOC283922|283922	33.0581	LOC283922|283922	82.4152
LOC284023|284023	129.6612	LOC284023|284023	110.1807
LOC284232|284232	15.0598	LOC284232|284232	17.6289
LOC284233|284233	11.754000000000001	LOC284233|284233	26.8841
LOC284276|284276	36.7312	LOC284276|284276	23.3583
LOC284440|284440	96.6031	LOC284440|284440	170.11900000000003
LOC284441|284441	107.2551	LOC284441|284441	62.5826
LOC284578|284578	5.1424	LOC284578|284578	15.4253
LOC284837|284837	23.8753	LOC284837|284837	61.7012
LOC284900|284900	168.9636	LOC284900|284900	183.9621
LOC285033|285033	47.993	LOC285033|285033	38.149
LOC285074|285074	183.6561	LOC285074|285074	273.6888
LOC285359|285359	46.6486	LOC285359|285359	66.5491
LOC285593|285593	17.631	LOC285593|285593	14.5439
LOC285830|285830	36.7937	LOC285830|285830	70.855
LOC286367|286367	36.3639	LOC286367|286367	131.7761
LOC286467|286467	10.6521	LOC286467|286467	7.4923
lowly_expressed	lowly_expressed	LOC338651|338651	10.7536
LOC338758|338758	17.631	LOC338758|338758	59.0569
LOC338799|338799	180.3503	LOC338799|338799	229.6166
LOC339047|339047	1281.5521	LOC339047|339047	1873.0718
LOC339290|339290	275.8514	LOC339290|339290	759.3654
LOC339524|339524	109.8263	LOC339524|339524	353.9004
lowly_expressed	lowly_expressed	LOC339535|339535	28.647
LOC341056|341056	14.3252	LOC341056|341056	6.6108
lowly_expressed	lowly_expressed	LOC342346|342346	7.4923
LOC344595|344595	171.5348	LOC344595|344595	216.8356
LOC344967|344967	9.1828	lowly_expressed	lowly_expressed
LOC348926|348926	129.6612	LOC348926|348926	68.7528
LOC349114|349114	119.7438	LOC349114|349114	100.4848
LOC349196|349196	5.1424	LOC349196|349196	19.3918
LOC374443|374443	173.00400000000002	LOC374443|374443	142.3535
LOC375190|375190	65.7489	LOC375190|375190	111.5029
LOC387646|387646	42.9755	LOC387646|387646	28.2063
LOC387647|387647	395.4703	LOC387647|387647	478.6999
LOC388152|388152	348.5792	LOC388152|388152	215.5134
LOC388242|388242	58.0353	LOC388242|388242	23.3583
LOC388588|388588	24.2426	LOC388588|388588	15.866
LOC388692|388692	509.0946	LOC388692|388692	392.2433
LOC388789|388789	383.4739	LOC388789|388789	393.1247
LOC388796|388796	214.8776	LOC388796|388796	219.0392
LOC388955|388955	256.7512	LOC388955|388955	174.9669
LOC389033|389033	46.6486	LOC389033|389033	11.0181
LOC389333|389333	63.1777	LOC389333|389333	51.1238
LOC389493|389493	11.754000000000001	LOC389493|389493	7.933
lowly_expressed	lowly_expressed	LOC389705|389705	18.0696
lowly_expressed	lowly_expressed	LOC389791|389791	5.2887
LOC390595|390595	6.2443	LOC390595|390595	11.4588
LOC399744|399744	146.9249	LOC399744|399744	137.9462
LOC399815|399815	7.7136	lowly_expressed	lowly_expressed
LOC399959|399959	441.1419	LOC399959|399959	1053.7682
LOC400027|400027	173.00400000000002	LOC400027|400027	281.6219
LOC400043|400043	325.4386	LOC400043|400043	248.5677
LOC400657|400657	199.8178	LOC400657|400657	175.8484
LOC400696|400696	9.1828	lowly_expressed	lowly_expressed
LOC400752|400752	16.1617	LOC400752|400752	29.0877
LOC400759|400759	14.3252	LOC400759|400759	36.58
LOC400927|400927	5.877000000000001	LOC400927|400927	29.2552
LOC400931|400931	72.3605	LOC400931|400931	172.7633
LOC401010|401010	36.3639	LOC401010|401010	21.5954
LOC401052|401052	37.8332	LOC401052|401052	169.2375
LOC401093|401093	92.9961	LOC401093|401093	298.3385
LOC401127|401127	10.2847	LOC401127|401127	9.6959
LOC401397|401397	588.0668	LOC401397|401397	442.9264
LOC401431|401431	44.1032	LOC401431|401431	56.5095
LOC401463|401463	5.1424	LOC401463|401463	5.2887
LOC401588|401588	24.9772	LOC401588|401588	61.2605
LOC402377|402377	15.7944	LOC402377|402377	10.1366
LOC407835|407835	41.8736	LOC407835|407835	43.1908
LOC440173|440173	55.4641	LOC440173|440173	124.7245
LOC440354|440354	225.0044	LOC440354|440354	168.8673
LOC440461|440461	5.1424	LOC440461|440461	6.6108
LOC440905|440905	105.4186	LOC440905|440905	59.4976
LOC440925|440925	33.7927	LOC440925|440925	18.0696
