gene_id	TCGA-E9-A1RD-01A-11R-A157-07	gene_id	TCGA-E9-A1RD-11A-33R-A157-07
NDRG3|57446	1591.3038	NDRG3|57446	1041.9646
NDRG4|65009	29.3304	NDRG4|65009	301.2123
NDST1|3340	6249.1799	NDST1|3340	5306.1859
NDST2|8509	692.6095	NDST2|8509	655.5797
NDST3|9348	7.9758	NDST3|9348	5.2844
NDUFA10|4705	2506.9788	NDUFA10|4705	2000.9325
NDUFA11|126328	988.4865	NDUFA11|126328	862.2941
NDUFA12|55967	769.023	NDUFA12|55967	689.4622
NDUFA13|51079	1704.6015	NDUFA13|51079	1436.8542
NDUFA1|4694	1833.1511	NDUFA1|4694	1213.2422
NDUFA2|4695	1277.6741	NDUFA2|4695	661.7967
NDUFA3|4696	702.9009	NDUFA3|4696	404.7249
NDUFA4L2|56901	146.6521	NDUFA4L2|56901	266.0864
NDUFA4|4697	2920.9494	NDUFA4|4697	2688.5297
NDUFA5|4698	1539.3323	NDUFA5|4698	1110.0404
NDUFA6|4700	908.2138	NDUFA6|4700	950.5751
NDUFA7|4701	709.3330000000001	NDUFA7|4701	314.5788
NDUFA8|4702	855.7278	NDUFA8|4702	716.1952
NDUFA9|4704	1371.0684	NDUFA9|4704	1038.5452
NDUFAB1|4706	1059.7543	NDUFAB1|4706	707.1806
NDUFAF1|51103	627.5166	NDUFAF1|51103	393.2235
NDUFAF2|91942	165.4338	NDUFAF2|91942	176.8729
NDUFAF3|25915	778.7998	NDUFAF3|25915	747.5909
NDUFAF4|29078	241.59	NDUFAF4|29078	269.5058
NDUFB10|4716	1344.8254	NDUFB10|4716	1016.475
NDUFB11|54539	1643.2752	NDUFB11|54539	754.4296
NDUFB1|4707	654.7887	NDUFB1|4707	417.7805
NDUFB2|4708	1203.5711	NDUFB2|4708	976.0615
NDUFB3|4709	872.194	NDUFB3|4709	611.1284
NDUFB4|4710	3034.6691	NDUFB4|4710	1359.3410000000001
NDUFB5|4711	1497.395	NDUFB5|4711	1488.9649
NDUFB6|4712	760.5326	NDUFB6|4712	524.4016
NDUFB7|4713	598.1861	NDUFB7|4713	764.9984
NDUFB8|4714	839.6372	NDUFB8|4714	1006.9568
NDUFB9|4715	1640.1904	NDUFB9|4715	1725.5238
NDUFC1|4717	778.7998	NDUFC1|4717	477.7743
NDUFC2|4718	2345.9188	NDUFC2|4718	1895.244
NDUFS1|4719	1556.8277	NDUFS1|4719	1883.4318
NDUFS2|4720	3730.366	NDUFS2|4720	1760.9574
NDUFS3|4722	1141.0253	NDUFS3|4722	999.2415
NDUFS4|4724	697.2406	NDUFS4|4724	730.8051
NDUFS5|4725	2044.8961	NDUFS5|4725	1877.8365
NDUFS6|4726	545.7001	NDUFS6|4726	502.3314
NDUFS7|374291	469.158	NDUFS7|374291	336.3569
NDUFS8|4728	916.9615	NDUFS8|4728	554.5539
NDUFV1|4723	904.3545	NDUFV1|4723	1575.0699
NDUFV2|4729	3573.9371	NDUFV2|4729	1431.7687
NDUFV3|4731	1030.1666	NDUFV3|4731	729.8726
NEAT1|283131	14221.1359	NEAT1|283131	12233.4473
NEBL|10529	3107.4805	NEBL|10529	1021.4486
NEB|4703	37.3062	NEB|4703	8.0821
NECAB1|64168	13.6361	NECAB1|64168	103.8234
NECAB3|63941	796.8097	NECAB3|63941	251.1657
NECAP1|25977	1054.8659	NECAP1|25977	662.4184
NECAP2|55707	1062.5844	NECAP2|55707	1288.7784
NEDD1|121441	849.2957	NEDD1|121441	521.2931
NEDD4L|23327	5083.6817	NEDD4L|23327	1500.7771
NEDD4|4734	704.7019	NEDD4|4734	672.6764
NEDD8|4738	1620.1196	NEDD8|4738	1730.4942
NEDD9|4739	2714.35	NEDD9|4739	1516.0087
NEFH|4744	25.7284	NEFH|4744	28.5981
NEFL|4747	38.8499	NEFL|4747	5.5953
removed	removed	NEFM|4741	7.1495
NEGR1|257194	360.1981	NEGR1|257194	1056.8853
NEIL1|79661	195.7934	NEIL1|79661	108.4862
NEIL2|252969	511.4813	NEIL2|252969	568.2313
NEIL3|55247	36.2771	removed	removed
NEK10|152110	780.8580000000001	NEK10|152110	130.2456
NEK11|79858	588.6666	NEK11|79858	296.2387
NEK1|4750	572.9723	NEK1|4750	657.4448
NEK2|4751	249.5658	NEK2|4751	17.7184
NEK3|4752	122.9819	NEK3|4752	305.2533
NEK4|6787	798.8679	NEK4|6787	442.0267
NEK5|341676	38.3354	NEK5|341676	5.2844
NEK6|10783	810.1885	NEK6|10783	752.8753
NEK7|140609	1508.9728	NEK7|140609	5278.5204
NEK8|284086	115.2634	NEK8|284086	40.7212
NEK9|91754	2716.6656	NEK9|91754	3923.2204
NELF|26012	602.56	NELF|26012	458.8126
NELL2|4753	2292.1464	NELL2|4753	92.322
NENF|29937	1436.1613	NENF|29937	1016.475
NEO1|4756	2673.6991	NEO1|4756	1189.9285
NES|10763	451.2768	NES|10763	2614.2369
NET1|10276	3324.3713	NET1|10276	2987.8769
NETO1|81832	7.4612	removed	removed
NETO2|81831	163.3756	NETO2|81831	66.5216
NEU1|4758	1847.0444	NEU1|4758	1119.6767
NEU3|10825	135.8461	NEU3|10825	87.3485
NEURL1B|54492	759.2462	NEURL1B|54492	1714.3301
NEURL2|140825	6.0642	NEURL2|140825	10.2114
NEURL3|93082	13.8934	NEURL3|93082	15.5424
NEURL4|84461	410.6258	NEURL4|84461	427.4168
NEURL|9148	126.3266	NEURL|9148	5.9061
NEXN|91624	181.6428	NEXN|91624	1034.815
NF1|4763	2719.4957	NF1|4763	2185.2658
NF2|4771	719.3671	NF2|4771	797.6376
NFAM1|150372	203.2546	NFAM1|150372	234.6907
NFASC|23114	206.7228	NFASC|23114	438.4489
NFAT5|10725	1390.8793	NFAT5|10725	2495.1818
NFATC1|4772	477.2625	NFATC1|4772	620.4538
NFATC2IP|84901	1226.2173	NFATC2IP|84901	747.5909
NFATC2|4773	62.7774	NFATC2|4773	169.7233
NFATC3|4775	721.4254	NFATC3|4775	1178.1163
NFATC4|4776	629.8321	NFATC4|4776	689.1514
NFE2L1|4779	5385.9909	NFE2L1|4779	22726.1424
NFE2L2|4780	2655.5786	NFE2L2|4780	3236.6957
NFE2L3|9603	211.745	NFE2L3|9603	239.9751
removed	removed	NFE2|4778	11.8122
NFIA|4774	2459.6385	NFIA|4774	3194.9021
NFIB|4781	376.6643	NFIB|4781	6030.774
NFIC|4782	1588.7309	NFIC|4782	1119.3659
NFIL3|4783	195.2788	NFIL3|4783	1026.1113
NFIX|4784	4569.113	NFIX|4784	5524.7125
NFKB1|4790	1657.1686	NFKB1|4790	1459.7451
NFKB2|4791	641.9245	NFKB2|4791	498.2903
NFKBIA|4792	2025.5998	NFKBIA|4792	2177.1837
NFKBIB|4793	193.9924	NFKBIB|4793	233.1365
NFKBID|84807	21.3546	NFKBID|84807	32.6391
NFKBIE|4794	189.6186	NFKBIE|4794	113.7706
NFKBIL1|4795	124.2683	NFKBIL1|4795	259.5586
NFKBIL2|4796	134.799	NFKBIL2|4796	40.7212
NFKBIZ|64332	3059.8624	NFKBIZ|64332	653.7146
NFRKB|4798	850.8394	NFRKB|4798	691.949
NFS1|9054	642.4391	NFS1|9054	513.5219
NFU1|27247	711.1339999999999	NFU1|27247	1000.6217
NFX1|4799	1286.4218	NFX1|4799	1308.9835
NFXL1|152518	275.6673	NFXL1|152518	215.3279
NFYA|4800	1882.5497	NFYA|4800	805.0979
NFYB|4801	737.8916	NFYB|4801	986.0118
NFYC|4802	1129.167	NFYC|4802	756.7081
NGDN|25983	490.1267	NGDN|25983	429.2819
NGEF|25791	25.7284	NGEF|25791	54.3985
NGFRAP1|27018	1624.2362	NGFRAP1|27018	1252.0982
NGFR|4804	46.3112	NGFR|4804	455.3932
NGF|4803	5.9175	NGF|4803	11.1906
NGLY1|55768	971.5058	NGLY1|55768	648.7411
NGRN|51335	2574.3462	NGRN|51335	3055.7569
NHEDC1|150159	10.8059	NHEDC1|150159	5.9061
NHEDC2|133308	44.2529	NHEDC2|133308	292.1977
NHEJ1|79840	215.239	NHEJ1|79840	328.2561
NHLRC1|378884	148.4531	NHLRC1|378884	78.6447
NHLRC2|374354	257.7989	NHLRC2|374354	275.101
NHLRC3|387921	644.24	NHLRC3|387921	1290.6435
NHLRC4|283948	74.3552	NHLRC4|283948	27.6655
NHP2L1|4809	1833.9229	NHP2L1|4809	1751.9428
NHP2|55651	1279.9897	NHP2|55651	637.2397
NHSL1|57224	183.701	NHSL1|57224	264.2213
NHSL2|340527	173.6669	NHSL2|340527	207.0252
NHS|4810	183.9583	NHS|4810	385.1414
NICN1|84276	602.9536	NICN1|84276	475.4896
NID1|4811	3211.4106	NID1|4811	5926.5092
NID2|22795	1077.2496	NID2|22795	1086.4159
NIF3L1|60491	603.8464	NIF3L1|60491	388.8716
NINJ1|4814	2678.3302	NINJ1|4814	1117.5008
NINJ2|4815	102.1496	NINJ2|4815	153.8701
NINL|22981	204.5411	NINL|22981	210.4445
NIN|51199	1568.6628	NIN|51199	1750.0777
NIP7|51388	367.4021	NIP7|51388	418.4022
NIPA1|123606	791.4067	NIPA1|123606	483.9913
NIPA2|81614	987.7147	NIPA2|81614	719.6145
removed	removed	NIPAL1|152519	25.4896
NIPAL2|79815	68.4376	NIPAL2|79815	303.0774
NIPAL3|57185	1156.7505	NIPAL3|57185	943.1147
NIPBL|25836	2978.5811	NIPBL|25836	2492.6951
NIPSNAP1|8508	1107.3519	NIPSNAP1|8508	445.1352
NIPSNAP3A|25934	492.6996	NIPSNAP3A|25934	753.8079
NIPSNAP3B|55335	32.4178	NIPSNAP3B|55335	460.8269
NISCH|11188	1984.1770000000001	NISCH|11188	2118.4333
NIT1|4817	1072.0139	NIT1|4817	660.8766
NIT2|56954	1141.3134	NIT2|56954	707.1806
NKAIN1|79570	325.2074	NKAIN1|79570	13.9882
NKAIN2|154215	7.4612	NKAIN2|154215	16.475
NKAPL|222698	5.403	NKAPL|222698	63.724
NKAP|79576	425.5483	NKAP|79576	303.0774
NKD1|85407	48.6267	NKD1|85407	9.9472
NKD2|85409	39.8791	NKD2|85409	18.3401
NKG7|4818	38.5927	NKG7|4818	106.9319
NKIRAS1|28512	320.319	NKIRAS1|28512	336.0274
NKIRAS2|28511	574.0014	NKIRAS2|28511	746.0367
removed	removed	NKPD1|284353	11.8122
NKRF|55922	328.8094	NKRF|55922	245.5704
NKTR|4820	2646.1697	NKTR|4820	2266.3973
NKX3-1|4824	444.5874	NKX3-1|4824	203.6058
NKX3-2|579	15.4371	removed	removed
NLE1|54475	182.9292	NLE1|54475	275.4119
removed	removed	NLGN1|22871	105.3777
NLGN2|57555	457.1943	NLGN2|57555	457.2583
NLGN3|54413	22.3837	NLGN3|54413	44.4514
NLGN4X|57502	20.3255	NLGN4X|57502	298.1038
NLK|51701	632.1477	NLK|51701	357.7868
NLN|57486	594.5842	NLN|57486	329.4995
NLRC3|197358	77.1853	NLRC3|197358	120.6093
NLRC4|58484	37.0489	NLRC4|58484	71.4952
NLRC5|84166	436.8688	NLRC5|84166	536.5247
NLRP12|91662	12.0924	NLRP12|91662	8.0821
NLRP1|22861	151.0259	NLRP1|22861	917.936
removed	removed	NLRP2|55655	34.1933
NLRP3|114548	66.1221	NLRP3|114548	104.756
NLRP5|126206	13.1215	removed	removed
NLRP9|338321	6.9467	removed	removed
NLRX1|79671	427.8639	NLRX1|79671	567.9204
NMB|4828	26.243000000000002	NMB|4828	667.3919999999999
NMD3|51068	912.3304	NMD3|51068	1114.0814
NME1-NME2|654364	115.6725	NME1-NME2|654364	80.6559
NME1|4830	1181.4987	NME1|4830	591.2652
NME2P1|283458	51.7142	NME2P1|283458	38.2344
NME2|4831	3500.1531	NME2|4831	3598.2033
NME3|4832	506.0783	NME3|4832	243.3945
NME4|4833	1815.1412	NME4|4833	1643.7675
NME5|8382	374.606	NME5|8382	52.8443
NME6|10201	237.988	NME6|10201	161.3304
NME7|29922	470.3184	NME7|29922	271.9615
NMI|9111	596.3852	NMI|9111	421.5107
NMNAT1|64802	345.7902	NMNAT1|64802	386.3848
NMNAT2|23057	26.7576	NMNAT2|23057	826.8573
NMNAT3|349565	232.0705	NMNAT3|349565	228.4737
NMRAL1|57407	955.2968	NMRAL1|57407	344.1094
NMT1|4836	2162.9896	NMT1|4836	3659.3099
NMT2|9397	235.6725	NMT2|9397	2085.1725
removed	removed	NMUR1|10316	339.4467
removed	removed	NNAT|4826	628.2251
NNMT|4837	489.6121	NNMT|4837	2055.9528
NNT|23530	2042.8378	NNT|23530	2114.0814
NOB1|28987	469.2867	NOB1|28987	959.9005
NOC2L|26155	975.3213	NOC2L|26155	1001.6164
NOC3L|64318	521.2581	NOC3L|64318	413.7395
NOC4L|79050	240.8182	NOC4L|79050	140.8144
NOD1|10392	218.4344	NOD1|10392	572.2723
NOD2|64127	307.7121	NOD2|64127	46.0056
removed	removed	NODAL|4838	9.3255
NOG|9241	33.7043	NOG|9241	7.1495
NOL10|79954	844.6646	NOL10|79954	666.7703
NOL11|25926	1169.1001	NOL11|25926	908.6105
NOL12|79159	118.7676	NOL12|79159	175.9403
NOL3|8996	434.1828	NOL3|8996	544.9176
NOL6|65083	1096.546	NOL6|65083	765.931
NOL7|51406	617.7398	NOL7|51406	510.7243
NOL8|55035	1209.2365	NOL8|55035	913.8949
NOL9|79707	209.1722	NOL9|79707	185.5766
NOLC1|9221	2152.9556	NOLC1|9221	1405.6574
NOM1|64434	339.6154	NOM1|64434	408.1442
NOMO1|23420	6291.6318	NOMO1|23420	2444.8244
NOMO2|283820	1360.777	NOMO2|283820	1535.5922
NOMO3|408050	783.4309	NOMO3|408050	531.2403
NONO|4841	8857.5288	NONO|4841	5006.8387
NOP10|55505	780.3435	NOP10|55505	771.5263
NOP14|8602	781.8639999999999	NOP14|8602	822.1107
NOP16|51491	127.8703	NOP16|51491	125.8937
NOP2|4839	637.5507	NOP2|4839	397.2645
NOP56|10528	1439.2487	NOP56|10528	1313.3354
NOP58|51602	1363.3498	NOP58|51602	761.89
NOS1AP|9722	172.3805	NOS1AP|9722	69.9409
NOS2|4843	7.204	NOS2|4843	6.5434
NOS3|4846	157.4606	NOS3|4846	404.4793
NOSIP|51070	485.4956	NOSIP|51070	470.0031
NOSTRIN|115677	1732.5529	NOSTRIN|115677	968.9151
NOTCH1|4851	705.2164	NOTCH1|4851	1737.6438
NOTCH2NL|388677	1105.4814	NOTCH2NL|388677	702.7945
NOTCH2|4853	7528.3978	NOTCH2|4853	9843.954
NOTCH3|4854	2833.73	NOTCH3|4854	4922.2878
NOTCH4|4855	682.3181	NOTCH4|4855	2272.6142
NOVA1|4857	2130.3145	NOVA1|4857	995.6481
NOVA2|4858	33.1897	NOVA2|4858	94.8088
NOV|4856	98.2826	NOV|4856	481.5045
NOX4|50507	189.104	NOX4|50507	451.663
NOX5|79400	31.1983	NOX5|79400	7.1682
NOXA1|10811	82.5883	NOXA1|10811	38.8561
NPAS1|4861	38.3354	removed	removed
NPAS2|4862	392.8732	NPAS2|4862	200.1865
NPAS3|64067	95.4525	NPAS3|64067	82.064
NPAT|4863	534.3796	NPAT|4863	489.5866
NPC1L1|29881	14.9225	NPC1L1|29881	12.7448
NPC1|4864	1126.6302	NPC1|4864	1121.7066
NPC2|10577	2037.4349	NPC2|10577	4093.8763
NPDC1|56654	1256.5768	NPDC1|56654	1002.4868
NPEPL1|79716	404.45099999999996	NPEPL1|79716	720.8579
NPEPPS|9520	3966.8103	NPEPPS|9520	2380.4787
NPFF|8620	10.8059	NPFF|8620	15.5424
NPHP1|4867	181.9	NPHP1|4867	121.23100000000001
NPHP3|27031	475.9761	NPHP3|27031	859.4964
NPHP4|261734	220.4927	NPHP4|261734	234.6907
NPIPL3|23117	941.6865	NPIPL3|23117	665.1383
NPIP|9284	500.9764	NPIP|9284	578.5017
NPLOC4|55666	1740.786	NPLOC4|55666	2875.9714
NPL|80896	223.3228	NPL|80896	289.7109
NPM1|4869	11804.2066	NPM1|4869	6925.7072
removed	removed	NPM2|10361	12.1231
NPM3|10360	218.1771	NPM3|10360	147.9639
NPNT|255743	9657.4259	NPNT|255743	715.8844
NPR1|4881	82.331	NPR1|4881	4508.2375
NPR2|4882	122.2101	NPR2|4882	915.4492
NPR3|4883	13.1215	NPR3|4883	1105.3777
NPRL2|10641	561.3122	NPRL2|10641	289.0892
NPRL3|8131	863.189	NPRL3|8131	621.3864
NPTN|27020	3240.4966	NPTN|27020	2074.9145
NPTX1|4884	6.1748	NPTX1|4884	13.3665
NPTX2|4885	124.2683	NPTX2|4885	15.8533
NPTXR|23467	523.3164	NPTXR|23467	492.0734
NPY1R|4886	471.345	NPY1R|4886	4914.8275
removed	removed	NPY2R|4887	26.733
removed	removed	NPY5R|4889	273.5468
NQO1|1728	960.1852	NQO1|1728	4091.0786
NQO2|4835	493.2141	NQO2|4835	643.4566
removed	removed	NR0B1|190	6.5278
NR1D1|9572	287.7726	NR1D1|9572	232.3656
NR1D2|9975	1371.8402	NR1D2|9975	1464.7187
NR1H2|7376	817.6497	NR1H2|7376	1100.4041
NR1H3|10062	448.1894	NR1H3|10062	1298.7255
NR1I3|9970	12.7999	NR1I3|9970	6.5403
NR2C1|7181	409.0821	NR2C1|7181	500.7771
NR2C2AP|126382	383.0578	NR2C2AP|126382	211.1564
NR2C2|7182	1201.873	NR2C2|7182	1446.6055
NR2E3|10002	21.6119	removed	removed
NR2F1|7025	92.1078	NR2F1|7025	203.6058
NR2F2|7026	3124.204	NR2F2|7026	1603.9789
NR2F6|2063	987.7147	NR2F6|2063	482.1262
NR3C1|2908	1429.7292	NR3C1|2908	4925.3963
NR3C2|4306	46.8258	NR3C2|4306	491.1408
NR4A1|3164	224.352	NR4A1|3164	404.1032
NR4A2|4929	2370.1036	NR4A2|4929	160.7087
NR4A3|8013	13.6361	NR4A3|8013	29.5306
NR5A2|2494	117.0644	NR5A2|2494	382.9655
removed	removed	NR6A1|2649	6.2170000000000005
NRARP|441478	322.3773	NRARP|441478	330.7429
NRAS|4893	1366.6945	NRAS|4893	1054.0877
NRBF2|29982	350.164	NRBF2|29982	574.1374
NRBP1|29959	2321.7341	NRBP1|29959	2093.8763
NRBP2|340371	391.5868	NRBP2|340371	1257.6935
NRCAM|4897	109.6031	NRCAM|4897	91.3895
NRD1|4898	3852.5761	NRD1|4898	3664.9052
NRF1|4899	329.5813	NRF1|4899	331.0538
NRG1|3084	11.0632	NRG1|3084	31.3957
removed	removed	NRG2|9542	65.8999
NRG3|10718	5.403	removed	removed
NRGN|4900	50.4277	NRGN|4900	64.6565
NRIP1|8204	3533.2862	NRIP1|8204	2214.7964
NRIP2|83714	65.0929	NRIP2|83714	104.4451
NRIP3|56675	3711.8415	NRIP3|56675	158.8436
NRK|203447	43.2238	NRK|203447	68.0758
NRL|4901	30.9127	NRL|4901	18.9804
NRM|11270	242.8764	NRM|11270	229.7171
NRN1|51299	119.8945	NRN1|51299	1953.9944
NRP1|8829	2332.2828	NRP1|8829	8626.0491
NRP2|8828	944.2336	NRP2|8828	2416.2263
NRSN2|80023	883.2572	NRSN2|80023	401.6164
removed	removed	NRXN1|9378	20.2052
NRXN2|9379	12.6069	NRXN2|9379	39.4778
NRXN3|9369	267.3185	NRXN3|9369	34.815
NSA2|10412	2932.5272	NSA2|10412	2723.6556
NSD1|64324	3333.8908	NSD1|64324	2120.6093
NSDHL|50814	566.0256	NSDHL|50814	449.4871
NSFL1C|55968	1210.2656	NSFL1C|55968	1554.5539
NSF|4905	2155.0138	NSF|4905	963.0089999999999
NSL1|25936	1000.5789	NSL1|25936	632.2661
NSMAF|8439	706.9685	NSMAF|8439	1184.9549
NSMCE1|197370	1284.3635	NSMCE1|197370	800.4352
NSMCE2|286053	295.877	NSMCE2|286053	242.1511
NSMCE4A|54780	574.516	NSMCE4A|54780	909.5431
NSUN2|54888	1536.5022	NSUN2|54888	993.783
NSUN3|63899	148.1778	NSUN3|63899	105.0668
NSUN4|387338	734.0323	NSUN4|387338	465.3404
NSUN5P1|155400	73.32600000000001	NSUN5P1|155400	74.6037
NSUN5P2|260294	194.4349	NSUN5P2|260294	207.4417
NSUN5|55695	332.4114	NSUN5|55695	249.6114
NSUN6|221078	369.9749	NSUN6|221078	185.2658
NSUN7|79730	179.5845	NSUN7|79730	53.1551
NT5C2|22978	936.2578	NT5C2|22978	1251.7874
NT5C3L|115024	533.3505	NT5C3L|115024	532.1728
NT5C3|51251	510.1949	NT5C3|51251	375.816
NT5C|30833	119.3799	NT5C|30833	190.2394
NT5DC1|221294	1433.8458	NT5DC1|221294	917.3143
NT5DC2|64943	339.93699999999995	NT5DC2|64943	439.5493
NT5DC3|51559	215.8616	NT5DC3|51559	313.3354
NT5E|4907	234.1288	NT5E|4907	1333.2297
NT5M|56953	86.9621	NT5M|56953	39.4778
NTAN1|123803	573.4868	NTAN1|123803	1293.1302
removed	removed	NTF3|4908	12.7448
removed	removed	NTF4|4909	15.1228
NTHL1|4913	182.1573	NTHL1|4913	146.0988
NTM|50863	350.164	NTM|50863	595.8968
NTN1|9423	118.3508	NTN1|9423	262.6671
NTN4|59277	6488.4544	NTN4|59277	4085.7942
removed	removed	NTN5|126147	5.9061
NTNG1|22854	1550.6529	NTNG1|22854	108.4862
NTNG2|84628	9.5195	NTNG2|84628	9.3255
NTRK2|4915	1221.8434	NTRK2|4915	11482.7479
NTRK3|4916	9.5195	NTRK3|4916	245.8813
removed	removed	NTS|4922	12.1231
NUAK1|9891	490.6413	NUAK1|9891	2055.3311
NUAK2|81788	211.2305	NUAK2|81788	56.5744
NUB1|51667	1777.4516	NUB1|51667	2108.6167
NUBP1|4682	578.4293	NUBP1|4682	401.5325
NUBP2|10101	405.4802	NUBP2|10101	350.9481
NUBPL|80224	342.4455	NUBPL|80224	533.7271
NUCB1|4924	3894.7707	NUCB1|4924	7981.9708
NUCB2|4925	5978.4756	NUCB2|4925	1469.5617
NUCKS1|64710	11105.4223	NUCKS1|64710	8173.4535
NUDCD1|84955	318.7753	NUDCD1|84955	387.6282
NUDCD2|134492	545.9574	NUDCD2|134492	381.1004
NUDCD3|23386	2089.6636	NUDCD3|23386	2373.3292
NUDC|10726	1343.5389	NUDC|10726	1513.8328
NUDT10|170685	48.1122	NUDT10|170685	24.8679
NUDT11|55190	17.2381	NUDT11|55190	51.9117
NUDT12|83594	1146.2018	NUDT12|83594	367.7339
NUDT13|25961	80.6792	NUDT13|25961	67.6593
NUDT14|256281	187.0457	NUDT14|256281	286.6024
NUDT15|55270	291.4466	NUDT15|55270	515.4554
NUDT16L1|84309	638.8371	NUDT16L1|84309	246.503
NUDT16P1|152195	157.7153	NUDT16P1|152195	94.49799999999999
NUDT16|131870	605.1328	NUDT16|131870	1180.2922
NUDT17|200035	46.0539	NUDT17|200035	30.4632
NUDT18|79873	118.0935	NUDT18|79873	133.6649
NUDT19|390916	625.7156	NUDT19|390916	275.4119
NUDT1|4521	82.8456	NUDT1|4521	128.0696
NUDT21|11051	1799.1896	NUDT21|11051	2224.7435
NUDT22|84304	270.7403	NUDT22|84304	158.3991
NUDT2|318	400.0772	NUDT2|318	299.0364
NUDT3|11165	618.5116	NUDT3|11165	501.3988
NUDT4|11163	878.3688	NUDT4|11163	1206.7143
NUDT5|11164	726.0179	NUDT5|11164	607.2148
NUDT6|11162	144.0175	NUDT6|11162	101.1284
NUDT7|283927	45.0248	NUDT7|283927	220.7025
NUDT8|254552	37.0489	NUDT8|254552	75.2254
NUDT9|53343	654.5314	NUDT9|53343	593.7209
NUF2|83540	161.06	NUF2|83540	17.0967
NUFIP1|26747	155.3998	NUFIP1|26747	162.8847
NUFIP2|57532	2880.2984	NUFIP2|57532	2508.5483
NUMA1|4926	9730.7648	NUMA1|4926	8479.5244
NUMBL|9253	219.2063	NUMBL|9253	660.2425
NUMB|8650	2081.6878	NUMB|8650	1939.0737
NUP107|57122	946.8065	NUP107|57122	837.4262
NUP133|55746	2470.4445	NUP133|55746	1402.2381
NUP153|9972	1435.6467	NUP153|9972	1464.7187
NUP155|9631	921.078	NUP155|9631	531.2403
NUP160|23279	1042.0017	NUP160|23279	1204.2275
NUP188|23511	1557.5995	NUP188|23511	1126.5154
NUP205|23165	1839.8405	NUP205|23165	1025.8004
removed	removed	NUP210L|91181	16.1641
NUP210|23225	2731.3308	NUP210|23225	309.9161
NUP214|8021	1999.0995	NUP214|8021	1547.7153
NUP35|129401	280.6972	NUP35|129401	179.3597
NUP37|79023	359.6835	NUP37|79023	255.2067
NUP43|348995	1113.5267	NUP43|348995	635.6854
NUP50|10762	1248.601	NUP50|10762	1184.0224
NUP54|53371	787.2902	NUP54|53371	900.8393
NUP62CL|54830	98.7972	NUP62CL|54830	10.8797
NUP62|23636	1530.4432	NUP62|23636	901.0382
NUP85|79902	682.8327	NUP85|79902	614.2369
NUP88|4927	851.2871	NUP88|4927	695.8035
NUP93|9688	650.9294	NUP93|9688	605.844
NUP98|4928	2746.5106	NUP98|4928	2401.6164
NUPL1|9818	836.1742	NUPL1|9818	725.5207
NUPL2|11097	450.2476	NUPL2|11097	304.9425
NUPR1|26471	895.0923	NUPR1|26471	2282.2505
NUS1|116150	945.7773	NUS1|116150	1147.0314
NUSAP1|51203	698.5269999999999	NUSAP1|51203	67.1433
NUTF2|10204	1149.2893	NUTF2|10204	1096.9848
NVL|4931	1737.9559	NVL|4931	412.4961
NWD1|284434	25.9857	NWD1|284434	28.2872
NXF1|10482	2120.0232	NXF1|10482	1638.1722
removed	removed	NXNL1|115861	9.3255
NXNL2|158046	84.9038	removed	removed
NXN|64359	285.5856	NXN|64359	508.8592
NXPH1|30010	8.2331	NXPH1|30010	19.8943
NXPH3|11248	135.8461	NXPH3|11248	295.9279
NXPH4|11247	16.4662	NXPH4|11247	5.5953
NXT1|29107	248.5367	NXT1|29107	165.6823
NXT2|55916	472.1168	NXT2|55916	337.2707
NYNRIN|57523	196.5653	NYNRIN|57523	1215.1072
OAF|220323	626.2301	OAF|220323	1336.6491
OAS1|4938	2505.1778	OAS1|4938	409.3876
OAS2|4939	6969.3188	OAS2|4939	969.8477
OAS3|4940	6349.2635	OAS3|4940	1208.5794
OASL|8638	424.7765	OASL|8638	115.6357
OAT|4942	2714.6073	OAT|4942	2845.8191
OAZ1|4946	6427.2207	OAZ1|4946	6888.0945
OAZ2|4947	1752.8784	OAZ2|4947	1791.7314
OAZ3|51686	71.3321	OAZ3|51686	14.3426
OBFC1|79991	664.5655	OBFC1|79991	735.4678
OBFC2A|64859	137.9044	OBFC2A|64859	441.7159
OBFC2B|79035	727.6002	OBFC2B|79035	415.9154
OBSCN|84033	97.9018	OBSCN|84033	351.6133
OBSL1|23363	1053.8368	OBSL1|23363	1185.2658
OCEL1|79629	451.7913	OCEL1|79629	296.8604
OCIAD1|54940	3512.9607	OCIAD1|54940	2360.2735
OCIAD2|132299	745.0955	OCIAD2|132299	255.5176
OCLM|10896	10.8059	removed	removed
OCLN|4950	718.5952	OCLN|4950	119.3659
OCRL|4952	1521.5797	OCRL|4952	1376.7485
removed	removed	ODAM|54959	5.2844
ODC1|4953	456.6797	ODC1|4953	1148.2748
ODF2L|57489	639.8662	ODF2L|57489	498.6012
ODF2|4957	1230.5911	ODF2|4957	609.2633
ODF3B|440836	169.2931	ODF3B|440836	101.6475
removed	removed	ODF3L1|161753	14.6099
removed	removed	ODF3L2|284451	10.258
removed	removed	ODZ1|10178	109.4187
ODZ2|57451	40.6509	ODZ2|57451	198.0106
ODZ3|55714	122.4674	ODZ3|55714	953.6836
ODZ4|26011	261.1436	ODZ4|26011	606.7765
OFD1|8481	1687.2709	OFD1|8481	677.65
OGDH|4967	2054.6729	OGDH|4967	3689.1514
OGFOD1|55239	835.6596	OGFOD1|55239	828.4116
