gene_id	TCGA-BH-A0HA-01A-11R-A12P-07	gene_id	TCGA-BH-A0HA-11A-31R-A12P-07
MCF2L|23263	1131.7824	MCF2L|23263	865.4177
MCFD2|90411	2369.4770000000003	MCFD2|90411	3536.0908
MCL1|4170	6600.0232	MCL1|4170	17160.5839
MCM10|55388	37.1101	MCM10|55388	38.9294
MCM2|4171	765.3949	MCM2|4171	905.9205
MCM3APAS|114044	12.4736	MCM3APAS|114044	70.7948
MCM3AP|8888	1382.8644	MCM3AP|8888	2410.146
MCM3|4172	2146.8167	MCM3|4172	2032.4412
MCM4|4173	689.7831	MCM4|4173	1247.3642
MCM5|4174	565.0006	MCM5|4174	1137.4696
MCM6|4175	808.5353	MCM6|4175	996.7559
MCM7|4176	1108.9087	MCM7|4176	2761.768
MCM8|84515	96.4861	MCM8|84515	287.5101
MCM9|254394	13.4524	MCM9|254394	166.6667
MCOLN1|57192	418.4159	MCOLN1|57192	328.4672
MCOLN2|255231	44.9959	MCOLN2|255231	44.2011
MCOLN3|55283	9.7414	MCOLN3|55283	115.9773
MCPH1|79648	463.7597	MCPH1|79648	750.8921
MCRS1|10445	1234.8371	MCRS1|10445	752.2303
MCTP1|79772	133.5962	MCTP1|79772	110.3001
MCTP2|55784	35.2546	MCTP2|55784	523.9254
MCTS1|28985	944.4509	MCTS1|28985	947.283
MDC1|9656	588.6582	MDC1|9656	1442.0114
MDFIC|29969	912.9073	MDFIC|29969	1060.8273
MDFI|4188	311.2606	MDFI|4188	235.1987
MDGA1|266727	173.9534	MDGA1|266727	61.2328
MDH1B|130752	24.1215	MDH1B|130752	47.8508
MDH1|4190	2655.2244	MDH1|4190	1669.0998
MDH2|4191	2419.5756	MDH2|4191	2542.9846
MDK|4192	4912.9073	MDK|4192	1393.3496
MDM1|56890	165.6036	MDM1|56890	460.665
MDM2|4193	2317.0589999999997	MDM2|4193	1710.0568
MDM4|4194	592.8331	MDM4|4194	1414.4363
MDN1|23195	277.8615	MDN1|23195	2420.5191
MDP1|145553	406.9581	MDP1|145553	182.7697
ME1|4199	39.4294	ME1|4199	39.335
ME2|4200	509.7994	ME2|4200	623.2766
ME3|10873	130.3491	ME3|10873	382.4006
MEA1|4201	1982.5722	MEA1|4201	667.0722
MEAF6|64769	3460.0487	MEAF6|64769	1452.9603
MECOM|2122	385.0168	MECOM|2122	254.6634
MECP2|4204	1117.0126	MECP2|4204	2240.8759
MECR|51102	447.64	MECR|51102	479.3187
MED10|84246	482.4307	MED10|84246	351.5815
MED11|400569	316.3632	MED11|400569	191.4031
lowly_expressed	lowly_expressed	MED12L|116931	15.4096
MED12|9968	868.3753	MED12|9968	1897.4047
MED13L|23389	3784.2978	MED13L|23389	5190.9976
MED13|9969	1593.8768	MED13|9969	2391.322
MED14|9282	1021.9181	MED14|9282	1394.1606
MED15|51586	1284.0079	MED15|51586	1722.2222
MED16|10025	1288.6466	MED16|10025	975.6691
MED17|9440	511.6549	MED17|9440	1097.3236
MED18|54797	319.1465	MED18|54797	221.4112
MED19|219541	319.6103	MED19|219541	151.6626
MED1|5469	1358.6919	MED1|5469	2207.6237
MED20|9477	521.8601	MED20|9477	513.7875
MED21|9412	431.4044	MED21|9412	640.7137
MED22|6837	633.6542	MED22|6837	850.365
MED23|9439	222.1965	lowly_expressed	lowly_expressed
MED24|9862	2876.0292	MED24|9862	2028.3861
MED25|81857	1535.8924	MED25|81857	569.7486
MED26|9441	441.1458	MED26|9441	343.4712
MED27|9442	298.7359	MED27|9442	223.8443
MED28|80306	652.6731	MED28|80306	678.0211
MED29|55588	2930.3027	MED29|55588	1598.5401
MED30|90390	160.9649	MED30|90390	217.7616
MED31|51003	146.0281	MED31|51003	117.8589
MED4|29079	1457.4974	MED4|29079	976.8856
MED6|10001	477.792	MED6|10001	439.1727
MED7|9443	278.7893	MED7|9443	218.1671
MED8|112950	885.5387	MED8|112950	469.1809
MED9|55090	351.1539	MED9|55090	427.8183
MEF2A|4205	1121.9807	MEF2A|4205	2126.1963
MEF2B|100271849	13.522	MEF2B|100271849	23.9457
MEF2C|4208	903.166	MEF2C|4208	1263.9903
MEF2D|4209	1369.8249	MEF2D|4209	1779.3998
MEFV|4210	6.4943	lowly_expressed	lowly_expressed
MEG3|55384	18.0912	MEG3|55384	438.3617
MEGF10|84466	42.6766	MEGF10|84466	401.0543
MEGF6|1953	1043.2564	MEGF6|1953	541.768
MEGF8|1954	902.7021	lowly_expressed	lowly_expressed
MEGF9|1955	2274.3825	MEGF9|1955	1578.2644
MEI1|150365	38.5017	MEI1|150365	43.7956
MEIS1|4211	158.6455	MEIS1|4211	267.2344
MEIS2|4212	170.7063	MEIS2|4212	363.74699999999996
MEIS3P1|4213	488.925	MEIS3P1|4213	738.0373
MEIS3|56917	1547.4893	MEIS3|56917	83.9416
MELK|9833	159.1094	MELK|9833	40.957
MEMO1|51072	285.1026	MEMO1|51072	271.4558
MEN1|4221	1046.5035	MEN1|4221	669.9108
MEOX1|4222	143.8015	MEOX1|4222	124.8986
MEOX2|4223	127.5658	MEOX2|4223	251.4193
MEPCE|56257	1488.1132	MEPCE|56257	1371.4517
MERTK|10461	142.8737	MERTK|10461	624.0876
MESDC1|59274	1225.0957	MESDC1|59274	212.0843
MESDC2|23184	1987.7073	MESDC2|23184	1214.5174
MESP1|55897	30.1519	MESP1|55897	111.5166
MESP2|145873	36.6462	MESP2|145873	10.9489
lowly_expressed	lowly_expressed	MESTIT1|317751	17.0316
MEST|4232	938.8844	MEST|4232	2671.5328
METAP1|23173	726.8932	METAP1|23173	2004.0552
METAP2|10988	1395.8019	METAP2|10988	2106.2449
METRNL|284207	637.3652	METRNL|284207	80.6975
METRN|79006	494.4915	METRN|79006	94.485
METT10D|79066	662.4145	METT10D|79066	1788.3212
METT11D1|64745	540.879	METT11D1|64745	784.2660000000001
METT5D1|196074	319.1465	METT5D1|196074	412.8143
METTL10|399818	289.3981	METTL10|399818	404.3917
METTL11A|28989	487.473	METTL11A|28989	294.3431
METTL11B|149281	10.6691	lowly_expressed	lowly_expressed
METTL12|751071	69.3123	METTL12|751071	63.4996
METTL13|51603	635.5097	METTL13|51603	881.5896
METTL14|57721	363.2147	METTL14|57721	595.7015
METTL1|4234	444.8568	METTL1|4234	328.4672
METTL2A|339175	339.0931	METTL2A|339175	358.8808
METTL2B|55798	166.0675	METTL2B|55798	319.5458
METTL3|56339	459.0189	METTL3|56339	938.1792
METTL4|64863	141.4821	METTL4|64863	259.1241
METTL5|29081	880.9927	METTL5|29081	418.0616
METTL6|131965	180.9115	METTL6|131965	263.9903
METTL7A|25840	766.3226	METTL7A|25840	2915.2474
METTL7B|196410	28.2964	lowly_expressed	lowly_expressed
METTL8|79828	285.2835	METTL8|79828	506.4882
METTL9|51108	1653.7168	METTL9|51108	2029.1971
MET|4233	393.8305	MET|4233	1609.0835
MEX3A|92312	487.5333	MEX3A|92312	555.9611
MEX3B|84206	126.6381	MEX3B|84206	49.8783
MEX3C|51320	1106.8074	MEX3C|51320	1838.605
MEX3D|399664	693.4941	MEX3D|399664	290.7543
MFAP1|4236	854.9229	MFAP1|4236	940.7948
MFAP2|4237	2967.8766	MFAP2|4237	122.06
MFAP3L|9848	150.2957	MFAP3L|9848	889.2944
MFAP3|4238	982.4887	MFAP3|4238	902.2709
MFAP4|4239	2402.4122	MFAP4|4239	547.4453
MFAP5|8076	2546.2136	MFAP5|8076	173.1549
MFF|56947	1302.5629	MFF|56947	1223.8443
MFGE8|4240	2703.0036	MFGE8|4240	17011.3544
MFHAS1|9258	89.52799999999999	MFHAS1|9258	136.6586
MFI2|4241	70.0452	MFI2|4241	378.3455
MFN1|55669	539.9513	MFN1|55669	986.2125
MFN2|9927	3003.1312	MFN2|9927	2330.9002
MFNG|4242	231.9378	MFNG|4242	125.8881
MFRP|83552	1458.889	MFRP|83552	72.5872
MFSD10|10227	1724.2259	MFSD10|10227	973.6415
MFSD11|79157	621.779	MFSD11|79157	462.3601
MFSD1|64747	1259.4225	MFSD1|64747	1568.5320000000002
MFSD2A|84879	103.4443	MFSD2A|84879	353.6091
MFSD2B|388931	15.3079	MFSD2B|388931	11.7599
MFSD3|113655	513.9743	MFSD3|113655	227.4939
MFSD4|148808	39.4294	MFSD4|148808	250.6083
MFSD5|84975	1156.9059	MFSD5|84975	343.4712
MFSD6L|162387	9.2775	MFSD6L|162387	51.0949
MFSD6|54842	1695.9295	MFSD6|54842	1935.5231
MFSD7|84179	139.8724	MFSD7|84179	114.0633
MFSD8|256471	288.9945	MFSD8|256471	527.1695
MFSD9|84804	106.2275	MFSD9|84804	155.7178
MGAM|8972	14.844000000000001	lowly_expressed	lowly_expressed
MGAT1|4245	3781.0507	MGAT1|4245	1640.3082
MGAT2|4247	971.3557	MGAT2|4247	460.2595
MGAT3|4248	32.0074	MGAT3|4248	60.8273
MGAT4A|11320	1011.2489999999999	MGAT4A|11320	1444.4444
MGAT4B|11282	1340.6007	MGAT4B|11282	983.3739
MGAT5B|146664	29.688000000000002	MGAT5B|146664	6.4882
MGAT5|4249	44.9959	MGAT5|4249	317.1127
MGA|23269	738.954	MGA|23269	2325.6285
MGC12916|84815	12.5246	MGC12916|84815	13.7875
MGC12982|84793	51.4902	MGC12982|84793	10.1379
lowly_expressed	lowly_expressed	MGC14436|84983	6.8938
MGC16121|84848	8.3498	MGC16121|84848	7.2993
MGC16142|84849	13.4524	MGC16142|84849	16.6261
MGC16275|85001	47.3153	MGC16275|85001	48.6618
lowly_expressed	lowly_expressed	MGC16384|114130	12.1655
lowly_expressed	lowly_expressed	MGC16703|113691	10.7826
MGC21881|389741	137.7711	MGC21881|389741	233.9822
MGC23270|196872	32.9352	MGC23270|196872	44.6067
MGC23284|197187	41.2849	MGC23284|197187	23.5199
MGC2752|65996	626.696	MGC2752|65996	525.5474
MGC29506|51237	900.3827	MGC29506|51237	184.1038
MGC3771|81854	32.8424	MGC3771|81854	12.1776
MGC42105|167359	7.8859	lowly_expressed	lowly_expressed
MGC45800|90768	42.2127	lowly_expressed	lowly_expressed
MGC57346|401884	105.1513	MGC57346|401884	285.4907
MGC70857|414919	562.2173	MGC70857|414919	317.5182
MGC72080|389538	150.3467	MGC72080|389538	31.618000000000002
MGC87042|256227	7.422000000000001	MGC87042|256227	12.571
MGEA5|10724	3960.1067	MGEA5|10724	6323.1955
MGLL|11343	987.1274	MGLL|11343	1386.4558
MGMT|4255	888.7858	MGMT|4255	382.4006
MGP|4256	4622.5212	MGP|4256	39113.5442
MGRN1|23295	1708.918	MGRN1|23295	1194.2417
MGST1|4257	933.3179	MGST1|4257	1459.4485
MGST2|4258	1788.2408	MGST2|4258	455.3933
MGST3|4259	1416.6763	MGST3|4259	875.9124
MIA3|375056	1463.9917	MIA3|375056	2377.94
MIAT|440823	89.0688	MIAT|440823	136.8775
MIA|8190	46.8514	MIA|8190	431.2328
MIB1|57534	1276.5859	MIB1|57534	2549.0673
MIB2|142678	257.9149	MIB2|142678	368.6131
MICAL1|64780	619.7333	MICAL1|64780	525.1419
MICAL2|9645	2037.8059	MICAL2|9645	574.6148
MICAL3|57553	261.6259	MICAL3|57553	2439.9838
MICALCL|84953	23.1938	MICALCL|84953	48.6618
MICALL1|85377	492.63599999999997	MICALL1|85377	1386.0503
MICALL2|79778	416.0965	MICALL2|79778	311.841
MICA|4276	381.3058	MICA|4276	578.6699
MICB|4277	265.3369	MICB|4277	34.4688
MID1IP1|58526	339.0931	MID1IP1|58526	206.0016
MID1|4281	110.8663	MID1|4281	1346.7153
MID2|11043	330.2795	MID2|11043	1005.2717
MIDN|90007	2672.8517	MIDN|90007	840.2271
MIER1|57708	1131.8567	MIER1|57708	1125.3041
MIER2|54531	607.6771	MIER2|54531	381.1841
MIER3|166968	553.4037	MIER3|166968	738.4428
MIF4GD|57409	581.38	MIF4GD|57409	342.9075
MIF|4282	5371.7453	MIF|4282	1167.7656
MIIP|60672	532.9932	MIIP|60672	256.2855
MINA|84864	341.7419	MINA|84864	1322.4209
MINK1|50488	861.0971	MINK1|50488	2623.5848
MINPP1|9562	358.5759	MINPP1|9562	367.8021
MIOS|54468	481.50300000000004	MIOS|54468	772.9116
MIPEP|4285	426.7656	MIPEP|4285	545.0122
MIPOL1|145282	162.8204	MIPOL1|145282	172.3439
MIR155HG|114614	25.5132	MIR155HG|114614	10.9489
MIR17HG|407975	11.5969	MIR17HG|407975	35.2798
MIS12|79003	352.0816	MIS12|79003	442.4169
MITD1|129531	347.9068	MITD1|129531	265.2068
MITF|4286	277.3977	MITF|4286	143.9578
MKI67IP|84365	878.5666	MKI67IP|84365	1176.3869
MKI67|4288	788.1248	MKI67|4288	285.077
MKKS|8195	699.5245	MKKS|8195	714.923
MKL1|57591	823.8432	MKL1|57591	1990.6732
MKL2|57496	1768.2941	MKL2|57496	2246.5531
MKLN1|4289	1291.8938	MKLN1|4289	2536.4964
MKNK1|8569	583.0917	MKNK1|8569	442.0114
MKNK2|2872	4261.6259	MKNK2|2872	2878.3455
MKRN1|23608	3041.6328	MKRN1|23608	2991.0787
MKRN2|23609	464.3396	MKRN2|23609	827.6561
MKS1|54903	340.0209	MKS1|54903	414.8418
MKX|283078	8.3498	MKX|283078	17.0316
MLC1|23209	16.2356	MLC1|23209	8.1103
MLEC|9761	4064.0148	MLEC|9761	3338.605
MLF1IP|79682	753.5336	MLF1IP|79682	289.3593
MLF1|4291	254.2039	MLF1|4291	405.515
MLF2|8079	5013.5684	MLF2|8079	2284.266
MLH1|4292	384.5529	lowly_expressed	lowly_expressed
MLH3|27030	364.6063	MLH3|27030	1024.3309
MLKL|197259	273.6867	MLKL|197259	229.5215
MLL2|8085	1543.8293	MLL2|8085	3148.3333
MLL3|58508	1392.0909	MLL3|58508	3677.6156
MLL4|9757	757.0451	MLL4|9757	1417.6805
MLL5|55904	1758.1259	MLL5|55904	4149.262
MLLT10|8028	357.6482	MLLT10|8028	1218.1671
MLLT11|10962	169.7785	MLLT11|10962	96.9181
MLLT1|4298	1805.868	MLLT1|4298	1350.365
MLLT3|4300	364.6063	MLLT3|4300	447.283
MLLT4|4301	1480.6912	MLLT4|4301	4858.8808
MLLT6|4302	2763.3074	MLLT6|4302	5533.6577
MLL|4297	959.7588	MLL|4297	4504.4607
MLPH|79083	4991.7662	MLPH|79083	1653.2847
MLST8|64223	989.8179	MLST8|64223	681.6221
MLXIPL|51085	16.6995	MLXIPL|51085	46.6342
MLXIP|22877	351.1539	MLXIP|22877	1075.8313
MLX|6945	1337.7711	MLX|6945	1041.0178
MLYCD|23417	220.3409	MLYCD|23417	218.1671
MMAA|166785	344.1958	MMAA|166785	377.94
MMAB|326625	599.7913	MMAB|326625	677.2101
MMACHC|25974	102.5165	MMACHC|25974	241.6869
MMADHC|27249	1513.1625	MMADHC|27249	1768.8564
MMD|23531	342.3403	MMD|23531	111.9221
MMEL1|79258	80.116	MMEL1|79258	5.9692
MME|4311	404.4996	MME|4311	5090.4298
MMGT1|93380	427.6934	MMGT1|93380	870.2352
MMP10|4319	209.2079	lowly_expressed	lowly_expressed
MMP11|4320	24308.0135	MMP11|4320	31.2247
MMP13|4322	885.0748	lowly_expressed	lowly_expressed
MMP14|4323	21234.3732	MMP14|4323	2552.3114
MMP15|4324	1491.3603	MMP15|4324	221.0057
MMP16|4325	269.9756	MMP16|4325	99.3512
MMP17|4326	139.6266	MMP17|4326	46.6342
MMP19|4327	663.8061	MMP19|4327	305.7583
MMP1|4312	5.1026	lowly_expressed	lowly_expressed
MMP23B|8510	143.3376	MMP23B|8510	15.0041
MMP24|10893	460.1647	MMP24|10893	277.7778
MMP25|64386	129.0363	MMP25|64386	24.1403
MMP27|64066	7.422000000000001	lowly_expressed	lowly_expressed
MMP28|79148	214.3106	MMP28|79148	54.7445
MMP2|4313	20316.3632	MMP2|4313	2601.3788
MMP3|4314	370.1728	lowly_expressed	lowly_expressed
MMP7|4316	475.9364	MMP7|4316	1869.8297
MMP9|4318	417.4881	lowly_expressed	lowly_expressed
MMRN1|22915	105.7637	MMRN1|22915	52.3114
MMRN2|79812	1280.7608	MMRN2|79812	968.7753
MMS19|64210	939.8121	MMS19|64210	1615.5718
MN1|4330	554.3314	MN1|4330	49.0673
MNAT1|4331	304.3024	MNAT1|4331	287.5101
MND1|84057	44.0682	MND1|84057	21.4923
MNDA|4332	346.0513	MNDA|4332	92.8629
MNS1|55329	163.2842	MNS1|55329	197.4858
MNT|4335	372.95599999999996	MNT|4335	781.0219
MNX1|3110	9.7414	lowly_expressed	lowly_expressed
MOAP1|64112	886.4664	MOAP1|64112	930.2514
MOB2|81532	1004.7547	MOB2|81532	478.5077
MOBKL1A|92597	906.877	MOBKL1A|92597	1070.5596
MOBKL1B|55233	609.5326	MOBKL1B|55233	587.1857
MOBKL2A|126308	1669.9525	MOBKL2A|126308	733.5766
MOBKL2B|79817	228.6907	MOBKL2B|79817	886.8613
MOBKL2C|148932	520.4685	MOBKL2C|148932	474.8581
MOBKL3|25843	1104.0241	MOBKL3|25843	1170.7218
MOCOS|55034	257.9149	MOCOS|55034	219.3836
MOCS1|4337	409.5002	MOCS1|4337	1207.4858
MOCS2|4338	1104.488	MOCS2|4338	637.4696
MOCS3|27304	190.6529	MOCS3|27304	208.0292
MOGAT2|80168	26.4409	MOGAT2|80168	17.8427
MOGS|7841	1376.783	MOGS|7841	929.0349
MON1A|84315	151.2235	MON1A|84315	129.7648
MON1B|22879	515.3659	MON1B|22879	580.2919999999999
MON2|23041	731.5319	MON2|23041	2149.635
MORC2|22880	934.2456	MORC2|22880	1067.3155
MORC3|23515	574.742	MORC3|23515	1642.7413
MORC4|79710	363.6785	MORC4|79710	486.2125
MORF4L1|10933	4494.0276	MORF4L1|10933	3771.6951
MORF4L2|9643	5396.7297	MORF4L2|9643	3655.2879
lowly_expressed	lowly_expressed	MORF4|10934	6.4882
MORN1|79906	96.4861	lowly_expressed	lowly_expressed
MORN2|729967	352.0816	MORN2|729967	159.7729
MORN3|283385	56.129	MORN3|283385	5.2717
MORN4|118812	248.1735	MORN4|118812	255.88
MOSC1|64757	177.2005	MOSC1|64757	326.8451
MOSC2|54996	273.6867	MOSC2|54996	390.1054
MOSPD1|56180	278.7893	MOSPD1|56180	209.6513
MOSPD2|158747	145.657	MOSPD2|158747	284.6715
MOSPD3|64598	532.9932	MOSPD3|64598	186.5369
MOV10L1|54456	9.2775	lowly_expressed	lowly_expressed
MOV10|4343	1869.8829	MOV10|4343	847.5264
MOXD1|26002	312.1883	MOXD1|26002	27.575
MPDU1|9526	1658.3556	MPDU1|9526	515.0041
MPDZ|8777	430.9405	MPDZ|8777	2152.8792
MPEG1|219972	661.9506	MPEG1|219972	353.2036
MPG|4350	1269.1639	MPG|4350	374.6959
MPHOSPH10|10199	1205.149	MPHOSPH10|10199	1278.9943
MPHOSPH6|10200	343.7319	MPHOSPH6|10200	533.2522
MPHOSPH8|54737	616.9547	MPHOSPH8|54737	1736.8208
MPHOSPH9|10198	80.2505	MPHOSPH9|10198	182.4818
MPI|4351	956.5117	MPI|4351	788.7267
MPL|4352	13.9163	MPL|4352	36.4964
MPND|84954	574.742	MPND|84954	239.6594
lowly_expressed	lowly_expressed	MPO|4353	28.3861
MPP1|4354	328.8879	MPP1|4354	304.1363
MPP2|4355	226.3713	MPP2|4355	450.1217
MPP3|4356	107.6192	MPP3|4356	144.3633
MPP5|64398	416.0965	MPP5|64398	1134.2255
MPP6|51678	14.844000000000001	MPP6|51678	133.82
MPP7|143098	482.4307	MPP7|143098	627.7372
MPPE1|65258	535.7764	MPPE1|65258	540.146
lowly_expressed	lowly_expressed	MPPED1|758	25.8637
MPPED2|744	70.0452	MPPED2|744	225.0608
MPRIP|23164	1475.5885	MPRIP|23164	2182.8873
MPST|4357	933.3179	MPST|4357	483.3739
MPV17L2|84769	495.4192	MPV17L2|84769	144.3633
MPV17L|255027	79.3227	MPV17L|255027	259.5296
MPV17|4358	1399.9768	MPV17|4358	468.7753
MPZL1|9019	3531.0217	MPZL1|9019	8510.1379
MPZL2|10205	276.4699	MPZL2|10205	987.8345
MPZL3|196264	8.3498	MPZL3|196264	77.0479
MPZ|4359	11.133	MPZ|4359	18.2482
MR1|3140	259.3065	MR1|3140	183.6983
MRAP2|112609	20.8744	MRAP2|112609	65.2879
MRAS|22808	495.8831	MRAS|22808	1718.1671
MRC1|4360	53.8096	MRC1|4360	20.2758
MRC2|9902	5442.1895	MRC2|9902	1573.3982
MRE11A|4361	371.5644	MRE11A|4361	1004.0552
MREG|55686	1486.2577	MREG|55686	583.8889
MRFAP1L1|114932	3598.7475	MRFAP1L1|114932	1514.193
MRFAP1|93621	9323.9012	MRFAP1|93621	5053.528
MRGPRF|116535	208.2802	MRGPRF|116535	100.1622
MRGPRX3|117195	5.5665	MRGPRX3|117195	43.3901
MRI1|84245	417.952	MRI1|84245	687.3479
MRM1|79922	106.6914	MRM1|79922	121.249
MRO|83876	28.2964	MRO|83876	26.764
MRP63|78988	1467.9717	MRP63|78988	521.8005
MRPL10|124995	1061.3476	MRPL10|124995	890.5109
MRPL11|65003	552.4759	MRPL11|65003	579.4809
MRPL12|6182	1086.3968	MRPL12|6182	356.0422
MRPL13|28998	678.1862	MRPL13|28998	348.7429
MRPL14|64928	1731.6479	MRPL14|64928	341.0381
MRPL15|29088	950.4813	MRPL15|29088	504.8662
MRPL16|54948	1119.3319999999999	MRPL16|54948	547.0397
MRPL17|63875	1532.6453	MRPL17|63875	493.9173
MRPL18|29074	791.8358	MRPL18|29074	644.3633
MRPL19|9801	1387.9160000000002	MRPL19|9801	1190.9976
MRPL1|65008	427.6934	MRPL1|65008	386.0503
MRPL20|55052	2719.3877	MRPL20|55052	889.6918
MRPL21|219927	691.6386	MRPL21|219927	397.8102
MRPL22|29093	939.3483	MRPL22|29093	282.644
MRPL23|6150	1224.6318	MRPL23|6150	256.2855
MRPL24|79590	1961.2664	MRPL24|79590	701.541
MRPL27|51264	1577.6412	MRPL27|51264	398.6212
MRPL28|10573	1292.3576	MRPL28|10573	447.6886
MRPL2|51069	609.5326	MRPL2|51069	374.6959
MRPL30|51263	882.9642	MRPL30|51263	1057.1857
MRPL32|64983	1045.1119	MRPL32|64983	655.7178
MRPL33|9553	229.1546	MRPL33|9553	226.2774
MRPL34|64981	676.3307	MRPL34|64981	332.5223
MRPL35|51318	995.4772	MRPL35|51318	654.0957
MRPL36|64979	475.9364	MRPL36|64979	165.0446
MRPL37|51253	1476.9802	MRPL37|51253	1133.0089
MRPL38|64978	922.1849	MRPL38|64978	614.4039
MRPL39|54148	464.8034	MRPL39|54148	313.4631
MRPL3|11222	2043.8363	MRPL3|11222	1590.8354
MRPL40|64976	992.2301	MRPL40|64976	429.4404
MRPL41|64975	1176.3887	MRPL41|64975	186.1314
lowly_expressed	lowly_expressed	MRPL42P5|359821	6.9586
MRPL42|28977	959.7588	MRPL42|28977	568.1265
MRPL43|84545	1522.1292	MRPL43|84545	928.9092
MRPL44|65080	652.2092	MRPL44|65080	542.1736
MRPL45|84311	779.3111	MRPL45|84311	1312.6521
MRPL46|26589	373.8838	MRPL46|26589	345.9043
MRPL47|57129	1106.3435	MRPL47|57129	326.0341
MRPL48|51642	494.9554	MRPL48|51642	340.6326
MRPL49|740	1595.7323	MRPL49|740	1319.1403
MRPL4|51073	657.7757	MRPL4|51073	596.1071
MRPL50|54534	525.5711	MRPL50|54534	353.2036
MRPL51|51258	2470.138	MRPL51|51258	851.176
MRPL52|122704	842.8621	MRPL52|122704	268.8564
MRPL53|116540	762.2776	MRPL53|116540	252.7048
MRPL54|116541	938.8844	MRPL54|116541	332.5223
MRPL55|128308	738.4901	MRPL55|128308	296.026
MRPL9|65005	1054.357	MRPL9|65005	904.8986
MRPS10|55173	1002.4353	MRPS10|55173	801.2976
MRPS11|64963	690.247	MRPS11|64963	331.3058
MRPS12|6183	680.9695	MRPS12|6183	227.4939
MRPS14|63931	398.9331	MRPS14|63931	296.026
MRPS15|64960	2429.7808	MRPS15|64960	611.9221
MRPS16|51021	2072.295	MRPS16|51021	1152.0681
MRPS17|51373	350.69	MRPS17|51373	160.0689
MRPS18A|55168	868.8392	MRPS18A|55168	515.0041
MRPS18B|28973	1449.1476	MRPS18B|28973	1343.4712
MRPS18C|51023	448.8415	MRPS18C|51023	194.6067
MRPS21|54460	2123.159	MRPS21|54460	804.5418
MRPS22|56945	657.3118	MRPS22|56945	420.1135
MRPS23|51649	806.2159	MRPS23|51649	439.1727
MRPS24|64951	936.565	MRPS24|64951	661.395
MRPS25|64432	442.0086	MRPS25|64432	1106.6139
MRPS26|64949	1427.3455	MRPS26|64949	590.8354
MRPS27|23107	1173.1416	MRPS27|23107	1930.6569
MRPS28|28957	265.2209	MRPS28|28957	216.3301
MRPS2|51116	954.6051	MRPS2|51116	913.9538
MRPS30|10884	540.879	MRPS30|10884	449.3106
MRPS31|10240	539.9513	MRPS31|10240	515.0041
MRPS33|51650	788.5887	MRPS33|51650	585.9692
MRPS34|65993	1814.2178	MRPS34|65993	508.1103
MRPS35|60488	1350.806	MRPS35|60488	1268.8564
MRPS36|92259	670.3004	MRPS36|92259	256.2855
MRPS5|64969	482.4307	MRPS5|64969	691.4031
MRPS6|64968	702.1037	MRPS6|64968	503.4834
MRPS7|51081	1129.8574	MRPS7|51081	691.5612
MRPS9|64965	469.4422	MRPS9|64965	584.3471
MRRF|92399	452.2788	MRRF|92399	689.7810000000001
MRS2|57380	700.4523	MRS2|57380	768.8564
MRTO4|51154	1247.3617	MRTO4|51154	1057.1776
MRVI1|10335	582.164	MRVI1|10335	1030.4136
MS4A14|84689	281.656	MS4A14|84689	30.0689
MS4A1|931	69.1175	MS4A1|931	38.5239
MS4A2|2206	194.8278	MS4A2|2206	6.4882
MS4A4A|51338	145.657	MS4A4A|51338	45.0122
MS4A6A|64231	1147.1646	MS4A6A|64231	320.7624
MS4A7|58475	1134.0925	MS4A7|58475	141.8694
MS4A8B|83661	6.9581	lowly_expressed	lowly_expressed
MSC|9242	321.0669	MSC|9242	12.8589
MSH2|4436	799.7217	MSH2|4436	1252.2303
MSH3|4437	389.0757	MSH3|4437	659.8297
MSH5|4439	66.3342	MSH5|4439	365.2636
MSH6|2956	1056.2449	MSH6|2956	2077.0479
MSI1|4440	15.7718	MSI1|4440	143.1468
MSI2|124540	200.3943	MSI2|124540	278.9943
MSL1|339287	2234.953	MSL1|339287	2049.0673
MSL2|55167	893.8884	MSL2|55167	1578.6699
MSL3L2|151507	223.1242	MSL3L2|151507	113.1387
MSL3|10943	513.9743	MSL3|10943	653.6902
lowly_expressed	lowly_expressed	MSLN|10232	5.6772
MSMB|4477	1605.0099	lowly_expressed	lowly_expressed
MSMP|692094	17.1634	MSMP|692094	37.7129
MSN|4478	7587.1506	MSN|4478	6060.4217
MSR1|4481	1209.3239	MSR1|4481	207.2182
MSRA|4482	218.9493	MSRA|4482	195.4582
MSRB2|22921	1167.1112	MSRB2|22921	243.7145
MSRB3|253827	1476.9802	MSRB3|253827	2543.3901
MST1P2|11209	11.133	MST1P2|11209	241.2814
lowly_expressed	lowly_expressed	MST1P9|11223	190.5921
MST1R|4486	153.5429	MST1R|4486	157.3398
MST1|4485	32.0074	MST1|4485	150.8516
MST4|51765	333.0627	MST4|51765	584.3471
MSTN|2660	9.7414	MSTN|2660	10.5434
MSTO1|55154	643.043	MSTO1|55154	787.1168
MSTO2P|100129405	68.4217	MSTO2P|100129405	193.9173
MSX1|4487	109.9385	MSX1|4487	36.0908
MSX2|4488	159.5732	MSX2|4488	270.073
MT1A|4489	10.6691	lowly_expressed	lowly_expressed
MT1E|4493	469.9061	MT1E|4493	1272.9116
MT1F|4494	145.1931	MT1F|4494	108.678
MT1G|4495	93.7029	MT1G|4495	162.20600000000002
